survey,PS1SN-g,PS1SN-r,PS1SN-i,PS1SN-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
PS1SN,18.3152008,17.990100899999998,17.8838005,17.864999800000003,18.327600479125977,18.01740074157715,17.903900146484375,17.892099380493164,151.4097117,2.50037561
PS1SN,18.5517998,18.0734997,17.9076004,17.847400699999998,18.574100494384766,18.114500045776367,17.929100036621094,17.88249969482422,151.45095904,2.58042883
PS1SN,18.517499899999997,17.7894001,17.524000199999996,17.4048004,18.532699584960938,17.82670021057129,17.545499801635742,17.428499221801758,151.4492357,2.5970017
PS1SN,18.6509991,17.8904991,17.5585995,17.398300199999998,18.675199508666992,17.929899215698242,17.587400436401367,17.42140007019043,151.45231731,2.57097947
PS1SN,18.2765007,17.306600600000003,16.928899800000003,16.7588997,18.27869987487793,17.353900909423828,16.95359992980957,16.784799575805664,151.53483129,2.40663141
PS1SN,17.6602001,17.1327991,16.912099800000004,16.8129997,17.67289924621582,17.16200065612793,16.935699462890625,16.84429931640625,151.50738341,2.40837827
PS1SN,18.8008003,17.6298008,17.0613003,16.7917995,18.832399368286133,17.67609977722168,17.084299087524414,16.80929946899414,151.52137454,2.39149541
PS1SN,18.4258995,17.4613991,17.0617008,16.8640995,18.449800491333008,17.47330093383789,17.0846004486084,16.892799377441406,151.49174594,2.49502292
PS1SN,17.980899800000003,17.3719997,17.158100100000002,17.0741997,17.998899459838867,17.392000198364258,17.180700302124023,17.103500366210938,151.52805601,2.48742879
PS1SN,17.448,17.1786003,17.091600399999997,17.080499600000003,17.450199127197266,17.208099365234375,17.10700035095215,17.107099533081055,151.48756041,2.63772927
PS1SN,18.131799700000002,17.6667995,17.516399399999997,17.469400399999998,18.16550064086914,17.717300415039062,17.54640007019043,17.49209976196289,151.47387389,2.45136857
PS1SN,18.3127995,18.0161991,17.9179993,17.9034004,18.319299697875977,18.043500900268555,17.94230079650879,17.90679931640625,151.4922668,2.6476863
PS1SN,18.3127995,18.0161991,17.9179993,17.9034004,19.58970069885254,-999.0,17.92799949645996,17.94260025024414,151.49226642,2.6476879
PS1SN,18.905399300000003,17.854700100000002,17.3955994,17.171899800000002,18.92770004272461,17.878000259399414,17.422100067138672,17.21470069885254,151.51476,2.44311008
PS1SN,18.7369003,18.5428009,18.599599800000004,18.6832008,18.80900001525879,18.599700927734375,18.670700073242188,18.69540023803711,151.47176552,2.59897736
PS1SN,18.9244995,18.3199005,18.079999899999997,18.012199399999997,18.944799423217773,18.331499099731445,18.114500045776367,18.016799926757812,151.54447286,2.60347295
PS1SN,17.328399700000002,16.9526005,16.8346004,16.8034992,17.353500366210938,16.98080062866211,16.859600067138672,16.8356990814209,151.18514028,2.38793565
PS1SN,17.355800600000002,16.963699300000002,16.8348007,16.8019009,17.369800567626953,16.993000030517578,16.858400344848633,16.836000442504883,151.35357918,2.33241428
PS1SN,17.334299100000003,17.0471001,16.9540005,16.9347992,17.352699279785156,17.076499938964844,16.97879981994629,16.969999313354492,151.22338372,2.35246092
PS1SN,17.958900500000002,17.586299899999997,17.4561005,17.417299300000003,17.959800720214844,17.616100311279297,17.469100952148438,17.450000762939453,151.26650352,2.34693147
PS1SN,17.9519005,17.628200500000002,17.533199300000003,17.5151997,17.970500946044922,17.65850067138672,17.54599952697754,17.535499572753906,151.32738659,2.46594049
PS1SN,18.2675991,17.8276997,17.6604004,17.599300399999997,18.27989959716797,17.869699478149414,17.68549919128418,17.641000747680664,151.30019017,2.33731082
PS1SN,18.2485008,17.8813992,17.746799499999998,17.705299399999998,18.276399612426758,17.908599853515625,17.76409912109375,17.742300033569336,151.29149995,2.48790905
PS1SN,18.6744995,18.2290001,18.073900199999997,18.022800399999998,18.694700241088867,18.268299102783203,18.098800659179688,18.0580997467041,151.28414256,2.40967717
PS1SN,18.7320995,18.2415009,18.064199399999996,18.0009003,18.761499404907227,18.273399353027344,18.086299896240234,18.04050064086914,151.38397812,2.27764731
PS1SN,18.583000199999997,18.4498997,18.4137993,18.3904991,18.599300384521484,18.454500198364258,18.350900650024414,18.455400466918945,151.29227211,2.43274824
PS1SN,17.8188,17.2975998,17.1212006,17.0527992,17.83209991455078,17.31719970703125,17.145099639892578,17.087099075317383,151.41921755,2.33620291
PS1SN,18.0627003,17.7261009,17.597000100000002,17.5599003,18.06599998474121,17.757699966430664,17.622400283813477,17.59480094909668,151.40713115,2.45944407
PS1SN,17.9804993,17.206399899999997,16.919700600000002,16.7952995,17.997400283813477,17.236799240112305,16.941999435424805,16.84160041809082,151.40452318,2.29956535
PS1SN,18.3227997,17.305700299999998,16.8698006,16.6541004,18.34320068359375,17.324800491333008,16.887100219726562,16.683700561523438,151.4059418,2.4357142
PS1SN,17.693399399999997,17.1291008,16.9335003,16.850299800000002,17.707799911499023,17.164600372314453,16.95400047302246,16.89240074157715,151.43680981,2.45165066
PS1SN,18.2525005,17.3829994,17.0175991,16.8321991,18.261999130249023,17.421199798583984,17.043399810791016,16.86280059814453,151.22473124,2.17546791
PS1SN,18.5084,17.413700100000003,16.9452,16.723300899999998,18.520000457763672,17.444400787353516,16.975299835205078,16.75830078125,151.24782867,2.17921339
PS1SN,17.825099899999998,17.4382,17.2924004,17.2416,17.842500686645508,17.470699310302734,17.320199966430664,17.281299591064453,151.17111587,2.17785954
PS1SN,18.450300199999997,17.8448009,17.6261005,17.529199600000002,18.459299087524414,17.875999450683594,17.653799057006836,17.55739974975586,151.24715296,2.2008773
PS1SN,18.9097004,17.7710991,17.259899100000002,17.0116997,18.9330997467041,17.80150032043457,17.2903995513916,17.049400329589844,151.18300414,2.18832514
PS1SN,17.4792004,17.1539001,17.054599800000002,17.031799300000003,17.49920082092285,17.190900802612305,17.078800201416016,17.058000564575195,151.18468327,2.31974729
PS1SN,18.3257008,17.5193996,17.2226009,17.090099300000002,18.35449981689453,17.543699264526367,17.259000778198242,17.118999481201172,151.16426356,2.36531282
PS1SN,18.3290997,17.8647995,17.6896,17.629499399999997,18.338899612426758,17.890499114990234,17.71579933166504,17.66119956970215,151.306035,2.22614182
PS1SN,18.731899300000002,17.809400600000004,17.4594994,17.2952003,18.73870086669922,17.84149932861328,17.487600326538086,17.333799362182617,151.19674963,2.21728406
PS1SN,18.6203003,18.1355991,17.9582005,17.8899002,18.633499145507812,18.157899856567383,17.980499267578125,17.92020034790039,151.18558051,2.23507148
PS1SN,18.9088993,17.7670002,17.030599600000002,16.663400699999997,18.910999298095703,17.80270004272461,17.042800903320312,16.688199996948242,151.38943258,2.80819835
PS1SN,17.7481003,17.2444,17.0744991,17.0121002,17.762500762939453,17.271099090576172,17.08989906311035,17.031099319458008,151.42474246,2.78882645
PS1SN,18.7653999,17.7973003,17.419000600000004,17.2499008,18.777299880981445,17.832000732421875,17.457500457763672,17.257400512695312,151.50091383,2.72583016
PS1SN,18.717899300000003,18.0182991,17.667299300000003,17.5091991,18.747299194335938,18.025800704956055,17.704599380493164,17.517200469970703,151.47773979,2.74319615
PS1SN,18.4524002,17.921899800000002,17.709299100000003,17.6303997,18.43709945678711,17.944400787353516,17.731800079345703,17.647899627685547,151.48191028,2.73624224
PS1SN,18.166099499999998,17.4535007,17.1996002,17.089300199999997,18.184099197387695,17.4867000579834,17.226900100708008,17.114500045776367,151.33520292,2.68267777
PS1SN,18.9535007,17.7028008,16.9314995,16.5636997,18.98040008544922,17.75079917907715,16.960100173950195,16.58300018310547,151.43901118,2.6544413
PS1SN,18.0881004,17.787000699999997,17.689800299999998,17.6742001,18.1117000579834,17.814899444580078,17.712600708007812,17.710100173950195,151.32232925,2.67993102
PS1SN,18.468099600000002,18.032899899999997,17.881500199999998,17.8300991,18.486099243164062,18.061399459838867,17.897499084472656,17.863100051879883,151.25976592,2.61447116
PS1SN,18.7803001,18.0923004,17.8118,17.6832008,18.80229949951172,18.117399215698242,17.848100662231445,17.71150016784668,151.31515678,2.67016565
PS1SN,18.8761997,18.190700500000002,17.9232006,17.8055992,18.890100479125977,18.20840072631836,17.96430015563965,17.83930015563965,151.28812947,2.77852667
PS1SN,18.8173008,18.340700100000003,18.146799100000003,18.072399100000002,18.836700439453125,18.368499755859375,18.183500289916992,18.104999542236328,151.37534922,2.64105354
PS1SN,18.701499899999998,18.218000399999998,17.886299100000002,17.773799899999997,18.867700576782227,18.37980079650879,17.917200088500977,17.834699630737305,151.30729489,2.7528669
PS1SN,17.9459991,17.4230995,17.2324009,17.1630001,17.957599639892578,17.447599411010742,17.266000747680664,17.200599670410156,151.35585282,2.57610327
PS1SN,17.9470005,17.5638008,17.439899399999998,17.413299600000002,17.959999084472656,17.603900909423828,17.46660041809082,17.461200714111328,151.36450173,2.80591522
PS1SN,18.544700600000002,18.2854004,18.213300699999998,18.2026005,18.552099227905273,18.31329917907715,18.238500595092773,18.224300384521484,151.22920449,2.64313633
PS1SN,17.4466,17.1900997,17.1161003,17.1100998,17.468399047851562,17.221500396728516,17.143600463867188,17.150299072265625,151.16459513,2.40836998
PS1SN,17.853500399999998,17.4209995,17.2726002,17.220600100000002,17.882099151611328,17.44729995727539,17.291500091552734,17.270700454711914,151.28204178,2.51210642
PS1SN,17.9734993,17.621799499999998,17.4939003,17.4486008,17.998600006103516,17.65220069885254,17.513999938964844,17.48240089416504,151.23261227,2.4564524
PS1SN,18.6573009,17.779600100000003,17.4584999,17.3099995,18.686899185180664,17.816299438476562,17.491100311279297,17.351299285888672,151.17960857,2.47696231
PS1SN,18.8901997,17.8745995,17.4234009,17.1956997,18.90690040588379,17.90399932861328,17.444900512695312,17.22960090637207,151.2410226,2.47803612
PS1SN,18.6865005,17.727199600000002,17.3370991,17.145399100000002,18.716699600219727,17.765300750732422,17.358699798583984,17.178300857543945,151.22652544,2.48683888
PS1SN,18.8202,18.1700993,17.9298,17.8229008,18.837099075317383,18.220300674438477,17.955299377441406,17.854900360107422,151.17903298,2.51141623
PS1SN,17.8395996,17.2261009,17.003200500000002,16.9090996,17.858299255371094,17.277299880981445,17.0231990814209,16.936100006103516,151.19648769,2.60961989
PS1SN,18.039600399999998,17.5277996,17.3504009,17.2801991,18.056400299072266,17.559900283813477,17.368999481201172,17.31760025024414,151.26941542,2.55706086
PS1SN,18.924699800000003,18.4736996,18.3281994,18.2784004,18.965900421142578,18.50659942626953,18.357099533081055,18.332700729370117,151.16171964,2.38921177
PS1SN,17.8675003,17.3600998,17.151800199999997,17.065599399999996,17.87220001220703,17.385900497436523,17.16950035095215,17.10409927368164,151.30604906,2.90852648
PS1SN,18.985000600000003,17.886299100000002,17.355899800000003,17.093500100000004,19.020299911499023,17.93120002746582,17.372699737548828,17.115999221801758,151.33430516,2.86041039
PS1SN,18.3554993,17.9037991,17.7551994,17.7110004,18.350000381469727,17.92840003967285,17.77989959716797,17.72450065612793,151.21699132,3.00248887
PS1SN,18.4853992,18.1471004,18.0158005,17.987400100000002,18.43400001525879,18.133399963378906,18.02910041809082,18.01650047302246,151.38550708,2.92973715
PS1SN,18.777599300000002,18.1879005,17.9557991,17.8638992,18.782100677490234,18.210899353027344,17.979799270629883,17.86829948425293,151.34907776,2.97834855
PS1SN,18.726999300000003,18.4582996,18.3710003,18.362400100000002,18.747400283813477,18.495100021362305,18.397199630737305,18.400299072265625,151.21315032,2.96504937
PS1SN,18.9936008,18.502300299999998,18.3187008,18.2502003,18.998300552368164,18.531200408935547,18.34480094909668,18.28030014038086,151.26000571,2.92657201
PS1SN,17.6319008,17.1548004,16.968398999999998,16.896600699999997,17.642900466918945,17.17970085144043,16.989900588989258,16.91710090637207,151.2173263,2.83219633
PS1SN,17.783000899999998,17.2229004,17.0088997,16.919799800000003,17.783000946044922,17.241500854492188,17.033700942993164,16.945899963378906,151.17972823,2.75695636
PS1SN,17.743499800000002,17.1529007,16.947599399999998,16.8647995,17.756900787353516,17.178199768066406,16.96579933166504,16.89859962463379,151.17530077,2.89428984
PS1SN,17.7942009,17.3553009,17.208000199999997,17.158199300000003,17.789100646972656,17.378400802612305,17.230199813842773,17.181400299072266,151.21874405,2.78188117
PS1SN,18.283300399999998,17.844200100000002,17.6723995,17.6079006,18.298099517822266,17.86370086669922,17.690200805664062,17.64579963684082,151.2799078,2.79910107
PS1SN,18.5231991,18.0783005,17.9270992,17.8805008,18.537599563598633,18.094499588012695,17.952699661254883,17.90489959716797,151.23529952,2.87338882
PS1SN,18.9964008,18.7189007,18.6352005,18.6212006,19.007600784301758,18.737199783325195,18.65399932861328,18.62929916381836,151.20744398,2.77694045
PS1SN,18.4463005,17.914699600000002,17.701999700000002,17.6117001,18.449199676513672,17.943500518798828,17.724300384521484,17.630199432373047,151.18571622,2.94413769
PS1SN,18.2439003,17.952499399999997,17.857299800000003,17.836700399999998,18.24839973449707,17.978099822998047,17.873899459838867,17.861499786376953,151.25337412,2.893564
PS1SN,18.6138992,18.345500899999998,18.262699100000003,18.2492008,18.622100830078125,18.374399185180664,18.2908992767334,18.278600692749023,151.27031745,2.8968032
PS1SN,17.9524002,17.4838009,17.3202991,17.2625008,17.967199325561523,17.510400772094727,17.336999893188477,17.28689956665039,151.18990469,2.82558353
PS1SN,17.968999899999996,17.368,17.1499996,17.0723,17.990699768066406,17.39080047607422,17.158899307250977,17.077299118041992,164.88522403,58.10764558
PS1SN,18.1637993,17.4358997,17.164499300000003,17.059400600000004,18.16309928894043,17.463600158691406,17.196199417114258,17.094600677490234,164.56870727,58.03647929
PS1SN,17.243499800000002,16.9988995,16.953399700000002,16.968000399999998,17.240800857543945,17.0398006439209,16.97800064086914,16.990999221801758,164.69136652,58.04656725
PS1SN,18.6289005,17.480800600000002,16.9221992,16.6487007,18.66119956970215,17.523099899291992,16.925500869750977,16.665700912475586,164.82914813,58.08592895
PS1SN,17.491300600000002,17.073999399999998,16.9122009,16.8540001,17.50309944152832,17.106300354003906,16.927000045776367,16.865299224853516,164.82636168,58.0709312
PS1SN,18.598199800000003,18.1870003,18.0750008,18.0503998,18.587799072265625,18.228599548339844,18.090900421142578,18.063199996948242,164.7522161,58.06892384
PS1SN,18.6798992,18.3988991,18.3185005,18.3215008,18.69540023803711,18.436800003051758,18.33930015563965,18.3518009185791,164.69319805,58.10048747
PS1SN,18.9633999,18.0636005,17.706600199999997,17.5475998,18.98069953918457,18.10770034790039,17.727100372314453,17.56559944152832,164.47483996,58.12174323
PS1SN,18.085800199999998,17.2749996,16.9741001,16.8349991,18.11389923095703,17.322999954223633,16.98699951171875,16.863000869750977,164.56570843,58.15293343
PS1SN,18.407899899999997,17.8924007,17.7138004,17.658300399999998,18.414400100708008,17.928600311279297,17.74519920349121,17.690399169921875,164.40150545,58.16642386
PS1SN,17.832500500000002,17.9002991,18.029300699999997,18.111400600000003,17.827899932861328,17.93440055847168,18.05229949951172,18.15250015258789,164.58706618,58.25750953
PS1SN,18.5438995,17.6928997,17.3742008,17.2415009,18.579200744628906,17.73590087890625,17.40049934387207,17.2810001373291,164.5933651,58.09641579
PS1SN,18.8589993,18.554599800000002,18.4584007,18.452199899999997,18.878400802612305,18.588899612426758,18.49970054626465,18.48390007019043,164.44107337,57.99573423
PS1SN,18.725299800000002,17.6951008,17.229700100000002,17.016099899999997,18.739200592041016,17.745100021362305,17.254199981689453,17.04400062561035,164.6413952,58.16795966
PS1SN,18.987199800000003,17.959400199999997,17.488500600000002,17.2628994,19.017000198364258,18.003700256347656,17.500600814819336,17.296199798583984,164.63127815,58.19974955
PS1SN,18.8171997,18.541000399999998,18.4622993,18.4542999,18.82040023803711,18.55900001525879,18.49209976196289,18.486600875854492,164.70337925,58.32079016
PS1SN,17.4496002,17.1324005,17.035900100000003,17.0328007,17.466699600219727,17.175100326538086,17.06290054321289,17.053300857543945,164.68683597,58.10421722
PS1SN,18.1117992,17.9626007,17.8111992,17.591999100000002,18.13249969482422,18.047500610351562,17.8439998626709,17.643299102783203,164.758547,58.14685123
PS1SN,18.513599399999997,18.0193005,17.887300500000002,17.8619995,18.526199340820312,18.047100067138672,17.91390037536621,17.893299102783203,164.70748488,58.13157187
PS1SN,17.4545994,17.117099800000002,17.034900699999998,17.0105991,17.462400436401367,17.143800735473633,17.03190040588379,17.029199600219727,164.77449828,58.22888501
PS1SN,17.8465996,17.323900199999997,17.1406994,17.0755005,17.862300872802734,17.36520004272461,17.156600952148438,17.098899841308594,164.21924885,58.00990208
PS1SN,17.821100199999997,17.3973999,17.2525997,17.2124004,17.838899612426758,17.428199768066406,17.27400016784668,17.24090003967285,164.34747435,57.99115549
PS1SN,18.426000600000002,17.7856007,17.538200399999997,17.4312992,18.42799949645996,17.818700790405273,17.55579948425293,17.453699111938477,164.73766694,58.35343571
PS1SN,18.6993008,18.264200199999998,18.1119003,18.0660992,18.7106990814209,18.284000396728516,18.130800247192383,18.062700271606445,164.72012553,58.46734065
PS1SN,18.4347992,17.6338997,17.3409004,17.216499300000002,18.433700561523438,17.675399780273438,17.362300872802734,17.262699127197266,164.44837694,58.35756337
PS1SN,18.6958008,17.8346996,17.513999899999998,17.3770008,18.71980094909668,17.87700080871582,17.540199279785156,17.409700393676758,164.28858361,58.2279476
PS1SN,17.926200899999998,17.6840992,17.6179008,17.625,17.929800033569336,17.71619987487793,17.637100219726562,17.65530014038086,164.3789075,58.33407959
PS1SN,18.018899899999997,17.5219994,17.318399399999997,17.2457008,18.02680015563965,17.563600540161133,17.329500198364258,17.275100708007812,164.34679751,58.36197736
PS1SN,18.716899899999998,17.9627991,17.6870995,17.5716,18.74970054626465,17.993499755859375,17.710500717163086,17.602500915527344,164.29926725,58.18325903
PS1SN,18.4416008,17.7229004,17.414499300000003,17.276199300000002,18.444799423217773,17.770700454711914,17.436899185180664,17.313800811767578,164.43417195,58.30634066
PS1SN,17.9466991,17.6665001,17.582700699999997,17.584100699999997,17.95949935913086,17.688499450683594,17.612300872802734,17.615400314331055,164.38833798,58.41767527
PS1SN,18.362699499999998,17.8934002,17.7248993,17.6765995,18.379199981689453,17.918100357055664,17.73550033569336,17.677000045776367,164.62849778,58.5085766
PS1SN,18.628099399999996,17.8083992,17.4909,17.3500996,18.63050079345703,17.833599090576172,17.512399673461914,17.37529945373535,164.57700201,58.34119562
PS1SN,18.4661999,17.8195,17.5667992,17.4575996,18.48859977722168,17.861400604248047,17.582700729370117,17.491600036621094,164.25572764,58.18191942
PS1SN,18.902200699999998,17.930299800000004,17.5419006,17.357500100000003,18.9148006439209,17.97330093383789,17.554500579833984,17.369199752807617,164.18300456,58.29066138
PS1SN,18.660699800000003,18.343500100000004,18.2378998,18.220399899999997,18.681499481201172,18.39109992980957,18.25819969177246,18.234100341796875,164.2456248,58.25250559
PS1SN,18.4281998,17.3810997,16.966499300000002,16.7614994,18.43440055847168,17.41550064086914,16.972900390625,16.7726993560791,164.69074892,58.66784104
PS1SN,17.7672997,17.504600500000002,17.440399199999998,17.4400997,17.767799377441406,17.523399353027344,17.449800491333008,17.444599151611328,164.6992094,58.69343059
PS1SN,17.4218006,17.1159,17.031999600000002,17.0300999,17.441499710083008,17.15399932861328,17.05299949645996,17.064199447631836,164.20805965,58.36828948
PS1SN,17.2735004,16.9438,16.8423004,16.8332996,17.287099838256836,16.97249984741211,16.8528995513916,16.852500915527344,164.44592265,58.57402104
PS1SN,18.269100199999997,17.4503994,17.1471996,17.019100199999997,18.280500411987305,17.487300872802734,17.164400100708008,17.04360008239746,164.30554562,58.50611648
PS1SN,18.8008995,18.396799100000003,18.268999100000002,18.2460995,18.815000534057617,18.42180061340332,18.277099609375,18.26219940185547,164.49013426,58.62750026
PS1SN,18.649700199999998,17.9459991,17.6804008,17.5708008,18.663000106811523,17.961700439453125,17.699399948120117,17.605300903320312,164.39330179,58.50969172
PS1SN,17.9209003,17.5785007,17.4596996,17.4314003,17.944900512695312,17.629199981689453,17.479799270629883,17.456199645996094,164.2113224,58.50898521
PS1SN,18.6485004,18.0895996,17.878200500000002,17.792299300000003,18.667999267578125,18.12470054626465,17.892099380493164,17.81089973449707,164.18530842,58.56616865
PS1SN,18.2213001,17.6042004,17.3714008,17.271900199999997,18.22410011291504,17.634599685668945,17.380199432373047,17.282800674438477,164.53073542,58.56940669
PS1SN,18.5144005,18.196199399999998,18.086599300000003,18.0709,18.512699127197266,18.228500366210938,18.1018009185791,18.092899322509766,164.2696009,58.58567045
PS1SN,18.919700600000002,18.590599100000002,18.4883003,18.4778004,18.93600082397461,18.628599166870117,18.51740074157715,18.503299713134766,164.29174161,58.50896384
PS1SN,18.6485996,18.3899002,18.3150005,18.315700500000002,18.663000106811523,18.419200897216797,18.3341007232666,18.336200714111328,164.21678111,58.55921806
PS1SN,17.941999399999997,17.2460003,17.0,16.903099100000002,17.96269989013672,17.275400161743164,17.01490020751953,16.921100616455078,164.55263007,58.53362306
PS1SN,18.892499899999997,18.550300600000003,18.4430008,18.4321003,18.93160057067871,18.634899139404297,18.466100692749023,18.441699981689453,164.22870054,58.44567774
PS1SN,17.7826996,17.4088001,17.3013,17.2700996,17.784000396728516,17.428800582885742,17.29960060119629,17.292499542236328,164.5456313,58.71717536
PS1SN,18.1548996,17.220399899999997,16.8960991,16.7528,18.162799835205078,17.25279998779297,16.906400680541992,16.76759910583496,164.58126535,58.60123798
PS1SN,18.3453007,17.4020996,17.053100600000004,16.9106007,18.341800689697266,17.4375,17.07509994506836,16.936399459838867,164.36254131,58.65129484
PS1SN,18.3505001,17.8279991,17.645200699999997,17.5874996,18.352100372314453,17.850099563598633,17.66230010986328,17.616300582885742,164.19889828,58.72273615
PS1SN,18.0799007,17.203899399999997,16.8829994,16.7492008,18.110599517822266,17.2367000579834,16.904800415039062,16.773799896240234,164.28776674,58.75271773
PS1SN,18.2334003,17.462200199999998,17.143899899999997,16.9993,18.24570083618164,17.500900268554688,17.15850067138672,17.027099609375,164.24871831,58.61966733
PS1SN,18.4888992,18.1301994,18.0111008,17.9920006,18.489299774169922,18.154199600219727,18.033000946044922,18.009000778198242,164.45344665,58.71902671
PS1SN,17.7928009,17.4869003,17.388999899999998,17.3780003,17.80109977722168,17.524799346923828,17.41629981994629,17.399700164794922,164.23479693,58.64157018
PS1SN,18.849199300000002,18.465200399999997,18.3332996,18.306600600000003,18.858400344848633,18.48539924621582,18.357099533081055,18.33300018310547,164.28560157,58.7491304
PS1SN,18.5657997,17.9090004,17.654300699999997,17.5564003,18.56679916381836,17.929800033569336,17.65839958190918,17.57270050048828,164.47514045,58.88576176
PS1SN,18.848199800000003,18.1860008,17.9155006,17.8073997,18.868000030517578,18.216899871826172,17.926000595092773,17.831100463867188,164.4479757,58.87234283
PS1SN,18.8141003,17.8959007,17.5128994,17.3369999,18.83289909362793,17.927099227905273,17.536699295043945,17.359100341796875,164.27542224,58.7565954
PS1SN,18.6476002,18.344200100000002,18.2479,18.246900600000004,18.662399291992188,18.37310028076172,18.280099868774414,18.266300201416016,164.30000432,58.81271399
PS1SN,17.6011009,17.086299899999997,16.896499600000002,16.8155003,17.614299774169922,17.121599197387695,16.911500930786133,16.835399627685547,164.39670987,58.85853574
PS1SN,18.3178997,17.5468006,17.2730999,17.1534004,18.333799362182617,17.58769989013672,17.289100646972656,17.18429946899414,164.39880835,58.88186555
PS1SN,18.042499499999998,17.597799300000002,17.405898999999998,17.346799899999997,18.052600860595703,17.62619972229004,17.423900604248047,17.364299774169922,164.27517433,58.85377138
PS1SN,18.5298004,18.129600500000002,17.9944,17.9645004,18.534400939941406,18.157100677490234,18.010400772094727,17.98040008544922,164.16447771,58.89922459
PS1SN,18.415700899999997,17.382900199999998,16.9645996,16.7723999,18.42889976501465,17.41510009765625,16.974700927734375,16.798999786376953,186.73703261,47.14113451
PS1SN,18.2164001,17.6023998,17.3687992,17.2516003,18.233800888061523,17.621000289916992,17.392499923706055,17.281099319458008,186.73337029,47.26689067
PS1SN,18.678100600000004,18.575099899999998,18.472400699999998,18.325199100000003,18.726699829101562,18.710800170898438,18.49530029296875,18.35260009765625,186.75415627,47.13595193
PS1SN,17.8043003,17.3579006,17.217100100000003,17.1665993,17.812299728393555,17.386199951171875,17.22570037841797,17.19230079650879,186.78302884,47.29468619
PS1SN,17.760000199999997,17.3661003,17.2437992,17.2028999,17.76490020751953,17.405399322509766,17.251100540161133,17.225799560546875,186.86126306,47.12618655
PS1SN,18.7045994,18.399200399999998,18.3082008,18.288299600000002,18.720699310302734,18.4512996673584,18.313499450683594,18.302099227905273,186.87821788,47.12257104
PS1SN,18.382,18.1187,18.058000600000003,18.0536995,18.37540054321289,18.147199630737305,18.086299896240234,18.07830047607422,186.856408,47.26985947
PS1SN,18.399200399999998,17.887199399999997,17.712699899999997,17.6445007,18.410600662231445,17.9153995513916,17.72010040283203,17.671100616455078,186.8125407,47.14411366
PS1SN,18.0035,17.456699399999998,17.271699899999998,17.1905003,18.013900756835938,17.49090003967285,17.27750015258789,17.201499938964844,186.83484635,47.0867812
PS1SN,18.9354992,17.8313007,17.2942009,17.0349998,18.947200775146484,17.86870002746582,17.310199737548828,17.049699783325195,186.9049339,47.07218785
PS1SN,18.5664997,18.1173,17.9524002,17.8855,18.573699951171875,18.142900466918945,17.95669937133789,17.902299880981445,186.83750287,47.0838133
PS1SN,18.1573009,18.060199700000002,18.1054001,18.1765003,18.163799285888672,18.105899810791016,18.108299255371094,18.201200485229492,186.87218987,47.06467118
PS1SN,18.0844994,17.4153004,17.166099499999998,17.0508995,18.095300674438477,17.4591007232666,17.1737003326416,17.072900772094727,187.00811463,47.15551995
PS1SN,18.832399399999996,17.7973995,17.3698006,17.1499996,18.841699600219727,17.826099395751953,17.378700256347656,17.169200897216797,186.98294136,47.05858311
PS1SN,18.907100699999997,18.025499300000003,17.6942005,17.5298996,18.91710090637207,18.06410026550293,17.707799911499023,17.550199508666992,186.9219422,47.12640509
PS1SN,18.434,17.841499300000002,17.638999899999998,17.5555992,18.409400939941406,17.870100021362305,17.650100708007812,17.548999786376953,187.11254101,47.14354882
PS1SN,18.1606007,17.8411007,17.7488003,17.7502995,18.129899978637695,17.85460090637207,17.762699127197266,17.76420021057129,187.16018407,47.19601978
PS1SN,18.6889,18.239200600000004,18.089300199999997,18.0298004,18.68280029296875,18.242700576782227,18.114599227905273,18.03380012512207,187.18875572,47.10145857
PS1SN,18.6664009,17.8759003,17.600299800000002,17.4687004,18.664499282836914,17.930299758911133,17.603099822998047,17.474300384521484,187.27712381,47.23058963
PS1SN,18.9001007,18.1938,17.962900199999996,17.8687,18.907100677490234,18.236000061035156,17.9778995513916,17.892000198364258,187.23955174,47.1873679
PS1SN,17.5081997,17.2511997,17.1944008,17.1984997,17.502500534057617,17.288000106811523,17.20949935913086,17.21030044555664,187.26675775,47.09036962
PS1SN,18.924699800000003,19.0534,19.2227001,19.3579998,18.923200607299805,19.065200805664062,19.238800048828125,19.382299423217773,187.25650435,47.10174117
PS1SN,18.7859993,17.7605991,17.3449993,17.1476002,18.779699325561523,17.798200607299805,17.360700607299805,17.165700912475586,186.74453134,47.44387172
PS1SN,17.6905003,17.2590008,17.0976009,17.039699600000002,17.703699111938477,17.273399353027344,17.110300064086914,17.069000244140625,186.7789326,47.51980717
PS1SN,18.482200600000002,17.956399899999997,17.777200699999998,17.700300199999997,18.489500045776367,17.99720001220703,17.80270004272461,17.7278995513916,186.78334502,47.49216029
PS1SN,18.7304001,18.1615009,17.9610996,17.8771,18.72330093383789,18.192800521850586,17.97559928894043,17.890899658203125,186.7545261,47.51765593
PS1SN,17.9503994,17.4188004,17.238599800000003,17.1636009,17.94809913635254,17.45240020751953,17.249000549316406,17.17340087890625,186.84324558,47.39442691
PS1SN,18.0688,17.2474995,16.9486008,16.8146992,18.077499389648438,17.266599655151367,16.954599380493164,16.836999893188477,187.00051729,47.28123215
PS1SN,18.1301003,17.5561008,17.352100399999998,17.264200199999998,18.14240074157715,17.5935001373291,17.3612003326416,17.270200729370117,187.02408771,47.20119729
