survey,SNLS-g,SNLS-r,SNLS-i,SNLS-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,SNLS-g_AV,SNLS-r_AV,SNLS-i_AV,SNLS-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
SNLS,18.1332,17.7764,17.6393,17.5994,18.1526,17.8005,17.6587,17.6231,36.7388,-4.37551,0.0815259,0.0575467,0.0421391,0.0329126,0.0827883,0.0586042,0.0433254,0.0342164
SNLS,17.3005,16.9074,16.7731,16.7183,17.3019,16.912,16.78,16.7529,36.8964,-4.37227,0.0778957,0.0549843,0.0402628,0.031447,0.0791019,0.0559947,0.0413962,0.0326928
SNLS,17.4403,17.0835,16.9327,16.883,17.4388,17.0931,16.9428,16.9084,36.7278,-4.36308,0.0817358,0.0576949,0.0422476,0.0329973,0.0830014,0.0587551,0.0434369,0.0343045
SNLS,17.2938,16.9579,16.8461,16.8297,17.3022,16.9695,16.8572,16.8518,36.6132,-4.35593,0.0794487,0.0560804,0.0410655,0.032074,0.0806789,0.057111,0.0422215,0.0333446
SNLS,18.9758,18.5118,18.3415,18.2759,18.9695,18.5138,18.3245,18.28,36.1725,-4.357,0.0746015,0.052659,0.0385601,0.0301171,0.0757566,0.0536266,0.0396455,0.0313103
SNLS,18.649,18.1375,17.9525,17.8897,18.6844,18.1572,17.9661,17.9052,36.626,-4.35561,0.0802784,0.0566661,0.0414943,0.0324089,0.0815214,0.0577074,0.0426624,0.0336928
SNLS,18.051,17.713,17.5827,17.5469,18.0546,17.732,17.5812,17.5598,36.0628,-4.35412,0.0806142,0.0569031,0.0416679,0.0325445,0.0818624,0.0579488,0.0428408,0.0338338
SNLS,17.2149,16.9509,16.8692,16.8608,17.2096,16.9579,16.8688,16.8721,36.3761,-4.35244,0.0781858,0.055189,0.0404127,0.0315641,0.0793964,0.0562031,0.0415503,0.0328146
SNLS,17.2065,16.8627,16.7521,16.7274,17.2021,16.8692,16.7584,16.7553,36.6893,-4.33605,0.0819034,0.0578131,0.0423343,0.033065,0.0831716,0.0588755,0.043526,0.0343749
SNLS,18.2974,17.6384,17.3671,17.2359,18.3313,17.6597,17.3878,17.2973,36.8555,-4.33371,0.0757669,0.0534816,0.0391624,0.0305876,0.0769401,0.0544644,0.0402649,0.0317994
SNLS,18.9784,18.6381,18.5116,18.4823,19.0139,18.6198,18.5076,18.4975,36.0327,-4.33282,0.0823583,0.0581342,0.0425694,0.0332486,0.0836335,0.0592025,0.0437677,0.0345658
SNLS,16.8463,16.5448,16.4543,16.4478,16.8685,16.5689,16.4647,16.4562,36.0669,-4.31452,0.0811808,0.057303,0.0419607,0.0327732,0.0824378,0.0583561,0.0431419,0.0340716
SNLS,18.2476,17.9456,17.849,17.8314,18.2364,17.9428,17.8509,17.8591,36.6966,-4.31499,0.0807681,0.0570117,0.0417474,0.0326066,0.0820187,0.0580594,0.0429226,0.0338984
SNLS,18.3413,17.7354,17.5019,17.3838,18.3735,17.7563,17.5169,17.4197,36.9677,-4.29584,0.0779755,0.0550406,0.040304,0.0314793,0.0791829,0.056052,0.0414386,0.0327263
SNLS,18.7934,18.2697,18.0443,17.9495,18.8017,18.3186,18.0982,18.0414,36.3083,-4.29628,0.0777047,0.0548494,0.040164,0.0313699,0.0789079,0.0558573,0.0412946,0.0326127
SNLS,18.3428,17.7435,17.5166,17.4099,18.3471,17.768,17.5288,17.4606,36.7927,-4.2918,0.0776035,0.054778,0.0401117,0.0313291,0.0788051,0.0557846,0.0412409,0.0325702
SNLS,16.9627,16.5178,16.3769,16.3406,16.9701,16.538,16.3886,16.3522,36.6449,-4.28259,0.0809947,0.0571717,0.0418646,0.0326981,0.0822489,0.0582224,0.0430431,0.0339935
SNLS,18.0251,17.402,17.1539,17.0489,18.0292,17.4283,17.172,17.0892,36.589,-4.28319,0.0783875,0.0553314,0.040517,0.0316456,0.0796013,0.0563482,0.0416575,0.0328992
SNLS,18.0514,17.7458,17.649,17.6296,18.0599,17.768,17.662,17.6417,36.7356,-4.26843,0.0784598,0.0553824,0.0405543,0.0316748,0.0796747,0.0564002,0.0416959,0.0329296
SNLS,18.0424,17.3342,17.0629,16.9456,18.0703,17.3591,17.088,16.9717,36.5695,-4.25931,0.0787092,0.0555584,0.0406832,0.0317754,0.0799279,0.0565794,0.0418284,0.0330342
SNLS,18.4883,18.0318,17.8737,17.81,18.4896,18.0524,17.8857,17.843,36.0617,-4.21447,0.0851567,0.0601096,0.0440158,0.0343784,0.0864753,0.0612142,0.0452549,0.0357403
SNLS,18.4134,18.063,17.9196,17.8656,18.4017,18.0817,17.9277,17.891,36.8077,-4.21121,0.0816523,0.0576359,0.0422044,0.0329636,0.0829165,0.058695,0.0433925,0.0342695
SNLS,17.4498,16.9618,16.7924,16.7262,17.4615,16.976,16.7946,16.7498,36.5416,-4.20819,0.08154,0.0575566,0.0421464,0.0329183,0.0828026,0.0586143,0.0433329,0.0342224
SNLS,18.2739,17.9342,17.8179,17.7811,18.2769,17.9442,17.8157,17.7843,36.1561,-4.20942,0.0856905,0.0604864,0.0442917,0.0345939,0.0870174,0.0615979,0.0455386,0.0359643
SNLS,17.3769,16.6489,16.3844,16.2613,17.4017,16.6661,16.4015,16.2914,36.1379,-4.20374,0.0856479,0.0604563,0.0442697,0.0345767,0.0869741,0.0615673,0.0455159,0.0359464
SNLS,18.3779,18.0045,17.8605,17.8044,18.3776,18.0219,17.8687,17.8359,36.9523,-4.2043,0.0778083,0.0549225,0.0402176,0.0314118,0.0790131,0.0559318,0.0413497,0.0326562
SNLS,17.9176,17.6499,17.5671,17.5547,17.9112,17.6563,17.5596,17.5633,36.0423,-4.20205,0.0864422,0.0610169,0.0446802,0.0348973,0.0877806,0.0621382,0.045938,0.0362798
SNLS,17.0968,16.8686,16.8046,16.7945,17.0975,16.8576,16.8025,16.8175,36.1178,-4.19341,0.0858994,0.0606338,0.0443997,0.0346782,0.0872294,0.061748,0.0456495,0.036052
SNLS,17.5103,17.0424,16.8765,16.8165,17.5137,17.0593,16.8915,16.8389,36.8259,-4.19104,0.0826125,0.0583137,0.0427008,0.0333513,0.0838917,0.0593853,0.0439028,0.0346725
SNLS,18.747,18.2413,18.0506,17.9724,18.736,18.252,18.0648,18.0073,36.4472,-4.19228,0.0817659,0.0577161,0.0422632,0.0330095,0.083032,0.0587767,0.0434529,0.0343172
SNLS,18.8317,18.522,18.4197,18.3889,18.8144,18.5347,18.4189,18.3885,36.1203,-4.1892,0.0862176,0.0608584,0.0445642,0.0348066,0.0875526,0.0619768,0.0458187,0.0361855
SNLS,17.5409,16.8996,16.6964,16.611,17.5363,16.918,16.6922,16.6354,36.4157,-4.1843,0.0830406,0.0586159,0.0429221,0.0335241,0.0843264,0.059693,0.0441303,0.0348522
SNLS,17.8212,17.2699,17.0556,16.9673,17.8237,17.2851,17.0682,17.0028,36.7998,-4.17956,0.0838102,0.0591591,0.0433199,0.0338348,0.0851079,0.0602462,0.0445393,0.0351752
SNLS,18.3656,17.7699,17.525,17.4119,18.3761,17.8041,17.5247,17.4352,36.4223,-4.17815,0.0829324,0.0585395,0.0428661,0.0334804,0.0842165,0.0596152,0.0440728,0.0348067
SNLS,18.1637,17.5197,17.2848,17.1817,18.1739,17.536,17.2885,17.2175,36.375,-4.17488,0.084793,0.0598528,0.0438278,0.0342315,0.0861059,0.0609527,0.0450616,0.0355876
SNLS,18.5264,18.2428,18.1544,18.1349,18.538,18.2364,18.1511,18.1565,36.2213,-4.16901,0.0873028,0.0616244,0.0451251,0.0352447,0.0886546,0.0627568,0.0463954,0.036641
SNLS,17.6383,17.1161,16.9277,16.8446,17.6408,17.1341,16.9344,16.8805,36.966,-4.15896,0.078209,0.0552053,0.0404247,0.0315735,0.0794199,0.0562198,0.0415626,0.0328243
SNLS,17.2256,16.8956,16.7713,16.7327,17.2185,16.911,16.7834,16.7412,36.3753,-4.15526,0.0840317,0.0593154,0.0434343,0.0339242,0.0853328,0.0604054,0.044657,0.0352681
SNLS,18.8052,18.4423,18.3246,18.2872,18.7945,18.4685,18.331,18.3172,36.4994,-4.15179,0.0827688,0.058424,0.0427816,0.0334143,0.0840504,0.0594976,0.0439859,0.0347381
SNLS,18.8913,18.6083,18.5162,18.4977,18.9132,18.6085,18.5388,18.474,36.8678,-4.15157,0.084483,0.059634,0.0436676,0.0341064,0.0857911,0.0607298,0.0448968,0.0354575
SNLS,17.2774,16.9954,16.9053,16.8811,17.265,17.0039,16.9104,16.8978,36.2496,-4.14661,0.0864687,0.0610357,0.044694,0.034908,0.0878076,0.0621573,0.0459521,0.0362909
SNLS,17.4254,16.7673,16.5221,16.4121,17.4391,16.7954,16.5417,16.4443,36.7734,-4.14433,0.0855193,0.0603655,0.0442032,0.0345247,0.0868435,0.0614748,0.0454476,0.0358924
SNLS,18.3597,17.889,17.6797,17.5771,18.37,17.9133,17.6888,17.6253,36.9422,-4.14239,0.0804125,0.0567607,0.0415636,0.0324631,0.0816576,0.0578038,0.0427336,0.0337491
SNLS,18.9039,18.3142,18.0938,17.9877,18.8899,18.346,18.11,18.0244,36.9818,-4.13082,0.0776544,0.0548139,0.040138,0.0313496,0.0788567,0.0558211,0.0412679,0.0325915
SNLS,18.0677,17.5223,17.3076,17.2069,18.0677,17.5456,17.3219,17.2448,36.9696,-4.12776,0.0785793,0.0554668,0.0406161,0.031723,0.0797961,0.0564861,0.0417595,0.0329798
SNLS,18.8343,18.3753,18.1968,18.1196,18.835,18.3939,18.217,18.1661,36.1935,-4.12675,0.0895794,0.0632314,0.0463018,0.0361638,0.0909664,0.0643933,0.0476052,0.0375965
SNLS,18.7225,18.3104,18.1555,18.098,18.74,18.3335,18.1695,18.1214,36.8891,-4.11827,0.0845064,0.0596505,0.0436797,0.0341158,0.0858149,0.0607467,0.0449093,0.0354674
SNLS,18.5923,18.0834,17.8721,17.7831,18.594,18.1145,17.8811,17.8233,36.7888,-4.10275,0.085586,0.0604126,0.0442377,0.0345517,0.0869112,0.0615227,0.045483,0.0359205
SNLS,17.5106,16.8475,16.5947,16.4716,17.5422,16.8852,16.6163,16.5019,36.0104,-4.097,0.0875759,0.0618172,0.0452663,0.035355,0.0889319,0.0629532,0.0465405,0.0367556
SNLS,18.5581,18.1389,17.99,17.9372,18.55,18.1504,18.016,17.9748,36.8893,-4.08617,0.0845081,0.0596517,0.0436806,0.0341165,0.0858166,0.0607479,0.0449102,0.035468
SNLS,18.0693,17.4897,17.2613,17.1613,18.0811,17.5102,17.28,17.1985,36.859,-4.0685,0.0849098,0.0599352,0.0438882,0.0342787,0.0862245,0.0610366,0.0451236,0.0356366
SNLS,18.8428,18.5371,18.4334,18.3985,18.8832,18.5254,18.4187,18.4479,36.2588,-4.05803,0.0844601,0.0596178,0.0436558,0.0340971,0.0857679,0.0607134,0.0448847,0.0354479
SNLS,17.4884,17.1437,17.035,17.0026,17.5022,17.1674,17.0428,17.0168,36.0387,-4.0511,0.0900215,0.0635435,0.0465303,0.0363423,0.0914154,0.0647112,0.0478402,0.037782
SNLS,17.842,17.1504,16.8681,16.7281,17.868,17.1815,16.8887,16.7662,36.9004,-4.04581,0.0835028,0.0589421,0.0431609,0.0337106,0.0847957,0.0600252,0.0443759,0.0350461
SNLS,18.3317,18.0867,18.0129,18.0016,18.3284,18.1057,17.999,18.0366,36.5462,-4.0478,0.086832,0.0612921,0.0448817,0.0350547,0.0881765,0.0624184,0.0461452,0.0364434
SNLS,18.66,18.1946,18.0298,17.966,18.6725,18.1917,18.0458,17.9943,36.8842,-4.0475,0.083708,0.059087,0.043267,0.0337935,0.0850042,0.0601728,0.044485,0.0351323
SNLS,18.1305,17.7516,17.619,17.5785,18.1414,17.7696,17.6315,17.6093,36.6919,-4.02898,0.0862971,0.0609145,0.0446052,0.0348387,0.0876333,0.0620339,0.0458609,0.0362189
SNLS,18.9927,18.5373,18.3392,18.2482,19.0163,18.5517,18.3365,18.3021,36.118,-4.02959,0.0938277,0.0662302,0.0484977,0.0378789,0.0952806,0.0674472,0.0498629,0.0393795
SNLS,18.1138,17.5592,17.3542,17.2701,18.1247,17.5835,17.3712,17.3074,36.699,-4.0126,0.0869235,0.0613567,0.044929,0.0350916,0.0882694,0.0624842,0.0461938,0.0364818
SNLS,17.3192,16.7522,16.5775,16.5032,17.3317,16.7802,16.5917,16.5296,36.1918,-4.00074,0.0920606,0.0649828,0.0475843,0.0371655,0.093486,0.0661769,0.0489238,0.0386378
SNLS,18.7616,18.3954,18.2735,18.2465,18.7718,18.4278,18.2881,18.2766,36.7892,-3.99793,0.0844483,0.0596095,0.0436496,0.0340923,0.0857558,0.0607049,0.0448784,0.0354429
SNLS,16.4913,16.053,15.9084,15.8584,16.5002,16.0705,15.9207,15.8872,36.8054,-4.04136,0.0840342,0.0593172,0.0434356,0.0339252,0.0853354,0.0604073,0.0446584,0.0352692
SNLS,16.76,16.3365,16.2048,16.1659,16.7575,16.3546,16.219,16.19,36.7609,-4.08296,0.0848099,0.0598648,0.0438366,0.0342384,0.0861231,0.0609649,0.0450706,0.0355947
SNLS,16.71,15.9928,15.7304,15.6093,16.7305,16.0244,15.7527,15.644,36.7115,-4.11729,0.0868765,0.0613235,0.0449047,0.0350726,0.0882216,0.0624504,0.0461688,0.0364621
SNLS,16.6532,16.3328,16.2236,16.1917,16.6573,16.3491,16.2263,16.2133,36.3995,-4.02066,0.0874317,0.0617154,0.0451917,0.0352968,0.0887855,0.0628495,0.0464639,0.0366951
SNLS,16.8824,16.4136,16.2483,16.1836,16.889,16.4316,16.2494,16.1962,36.2742,-4.16005,0.0854106,0.0602887,0.044147,0.0344808,0.0867331,0.0613966,0.0453898,0.0358468
SNLS,16.4557,16.161,16.0875,16.0753,16.4599,16.1775,16.0864,16.0928,36.2113,-4.0393,0.0887168,0.0626225,0.0458559,0.0358156,0.0900905,0.0637733,0.0471468,0.0372344
SNLS,16.695,16.1593,15.9703,15.8903,16.7101,16.1911,15.9821,15.9262,36.0653,-4.038,0.0925126,0.0653018,0.0478179,0.037348,0.093945,0.0665019,0.049164,0.0388275
SNLS,16.5428,16.1227,16.0047,15.9599,16.5498,16.1276,16.0065,16.0056,36.9725,-4.32892,0.0787463,0.0555846,0.0407024,0.0317904,0.0799656,0.056606,0.0418482,0.0330498
SNLS,16.915,16.4556,16.3115,16.2485,16.9135,16.4649,16.3047,16.2765,36.9331,-4.34665,0.0786876,0.0555432,0.0406721,0.0317667,0.079906,0.0565639,0.041817,0.0330252
SNLS,16.9061,16.5106,16.3774,16.342,16.9083,16.5274,16.3854,16.3588,36.6904,-4.4427,0.0879356,0.0620711,0.0454522,0.0355002,0.0892972,0.0632118,0.0467317,0.0369066
SNLS,17.0508,16.472,16.2318,16.1402,17.0677,16.4817,16.2553,16.1499,36.3531,-4.44161,0.0750738,0.0529923,0.0388042,0.0303078,0.0762362,0.0539661,0.0398965,0.0315085
SNLS,16.8197,16.4607,16.3304,16.2912,16.8149,16.479,16.3384,16.3039,36.2997,-4.33592,0.0753196,0.0531658,0.0389312,0.030407,0.0764858,0.0541428,0.0400271,0.0316116
SNLS,17.1553,16.4912,16.2039,16.0697,17.1683,16.5123,16.219,16.1005,36.2876,-4.45199,0.0749587,0.0529111,0.0387447,0.0302613,0.0761193,0.0538834,0.0398353,0.0314602
SNLS,17.0365,16.5108,16.3679,16.304,17.0395,16.5271,16.366,16.3357,36.9033,-4.67196,0.0857389,0.0605205,0.0443168,0.0346134,0.0870665,0.0616327,0.0455643,0.0359846
SNLS,16.814,16.4418,16.2852,16.2152,16.8139,16.4412,16.2937,16.2348,36.8231,-4.56254,0.0829327,0.0585397,0.0428663,0.0334805,0.0842168,0.0596154,0.044073,0.0348069
SNLS,16.735,16.1874,16.0185,15.9479,16.7444,16.2078,16.0253,15.9722,36.7862,-4.50602,0.0866255,0.0611463,0.044775,0.0349713,0.0879668,0.06227,0.0460354,0.0363567
SNLS,16.9076,16.482,16.3404,16.2974,16.9127,16.4947,16.3526,16.3179,36.6736,-4.51185,0.0862136,0.0608556,0.0445621,0.034805,0.0875485,0.0619739,0.0458165,0.0361839
SNLS,17.5774,16.8798,16.5844,16.4434,17.5966,16.8965,16.6061,16.4833,36.6636,-4.72976,0.0774878,0.0546963,0.0400519,0.0312824,0.0786877,0.0557015,0.0411794,0.0325217
SNLS,16.7027,16.2676,16.1459,16.1119,16.7025,16.277,16.153,16.1284,36.6056,-4.68894,0.0818353,0.0577651,0.0422991,0.0330375,0.0831024,0.0588266,0.0434898,0.0343463
SNLS,16.7556,16.0906,15.8299,15.7119,16.7838,16.1099,15.8526,15.7449,36.5277,-4.70037,0.0811242,0.0572631,0.0419315,0.0327504,0.0823803,0.0583154,0.0431119,0.0340478
SNLS,16.5771,15.8987,15.5838,15.4347,16.6122,15.928,15.6303,15.4841,36.5223,-4.51393,0.082381,0.0581503,0.0425811,0.0332578,0.0836566,0.0592189,0.0437798,0.0345753
SNLS,16.7963,16.3218,16.1565,16.0949,16.803,16.3418,16.1629,16.1171,36.3296,-4.67481,0.0802592,0.0566526,0.0414844,0.0324012,0.081502,0.0576936,0.0426522,0.0336848
SNLS,16.5131,16.062,15.906,15.8485,16.5176,16.0814,15.9164,15.8709,36.1321,-4.63646,0.0739354,0.0521888,0.0382157,0.0298482,0.0750802,0.0531478,0.0392915,0.0310307
SNLS,16.5005,16.0383,15.8691,15.7966,16.5125,16.0496,15.8723,15.8299,36.9355,-4.86016,0.0895922,0.0632404,0.0463084,0.036169,0.0909795,0.0644026,0.047612,0.0376019
SNLS,16.7725,16.2608,16.0672,15.98,16.779,16.2748,16.0787,16.0178,36.8426,-4.82936,0.0810073,0.0571806,0.0418711,0.0327032,0.0822617,0.0582314,0.0430498,0.0339988
SNLS,16.6889,16.0426,15.8069,15.701,16.7068,16.0569,15.8188,15.7306,36.7598,-4.96085,0.0784387,0.0553675,0.0405434,0.0316663,0.0796533,0.056385,0.0416847,0.0329207
SNLS,16.3152,15.9621,15.8433,15.8067,16.3126,15.9629,15.8413,15.8234,36.5416,-4.95864,0.0929926,0.0656406,0.048066,0.0375417,0.0944324,0.0668469,0.0494191,0.039029
SNLS,16.6454,16.203,16.0337,15.9645,16.6456,16.2026,16.0364,15.9842,36.5365,-4.93211,0.0887652,0.0626567,0.045881,0.0358351,0.0901396,0.0638081,0.0471725,0.0372548
SNLS,16.5492,16.1197,15.9789,15.9281,16.5417,16.1211,15.9815,15.9458,36.5221,-4.89074,0.0839167,0.0592343,0.0433749,0.0338778,0.0852161,0.0603228,0.0445959,0.0352199
SNLS,16.4536,16.0485,15.8996,15.8437,16.4545,16.0574,15.9049,15.8678,36.539,-4.81907,0.079435,0.0560707,0.0410584,0.0320684,0.0806649,0.0571011,0.0422142,0.0333389
SNLS,16.9132,16.4088,16.2397,16.1746,16.9353,16.4184,16.2594,16.2057,36.0132,-4.83971,0.0803107,0.0566889,0.041511,0.032422,0.0815542,0.0577306,0.0426795,0.0337064
SNLS,16.7061,16.2619,16.1044,16.0499,16.7109,16.2817,16.1209,16.0766,36.8477,-4.22846,0.0795119,0.0561251,0.0410982,0.0320995,0.0807431,0.0571565,0.0422551,0.0333712
SNLS,17.0841,16.3515,16.0789,15.951,17.1042,16.3823,16.1012,15.9953,36.4957,-4.05057,0.0894979,0.0631738,0.0462597,0.0361309,0.0908836,0.0643347,0.0475619,0.0375623
SNLS,16.7476,16.4464,16.3827,16.3445,16.7484,16.4507,16.3601,16.354,36.7678,-4.44984,0.0840321,0.0593157,0.0434345,0.0339243,0.0853332,0.0604057,0.0446572,0.0352683
SNLS,16.6412,16.2484,16.119,16.092,16.647,16.2705,16.1363,16.1048,36.6356,-4.40237,0.0838629,0.0591963,0.0433471,0.033856,0.0851614,0.0602841,0.0445673,0.0351973
SNLS,16.9646,16.2703,16.0154,15.899,16.9774,16.2949,16.0358,15.9448,36.3061,-4.30469,0.0771641,0.0544678,0.0398846,0.0311517,0.0783589,0.0554687,0.0410073,0.0323858
SNLS,16.9329,16.4954,16.3399,16.2785,16.9351,16.5114,16.3423,16.3103,36.738,-4.70944,0.0793159,0.0559867,0.0409968,0.0320204,0.0805441,0.0570156,0.0421509,0.0332889
SNLS,16.8233,16.4163,16.2914,16.248,16.832,16.4215,16.2945,16.2707,36.5389,-4.8114,0.0793321,0.0559981,0.0410052,0.0320269,0.0805605,0.0570272,0.0421595,0.0332957
SNLS,16.8038,16.4441,16.321,16.2859,16.8081,16.4594,16.3299,16.317,36.3742,-4.8578,0.0847124,0.0597959,0.0437862,0.034199,0.0860241,0.0608948,0.0450188,0.0355538
SNLS,16.8116,16.2022,15.9925,15.9031,16.8214,16.2184,16.0051,15.9218,36.2107,-4.99628,0.0834981,0.0589388,0.0431585,0.0337088,0.084791,0.0600219,0.0443734,0.0350442
SNLS,17.127,16.4418,16.1488,16.0074,17.146,16.4696,16.1761,16.0498,36.8419,-4.14623,0.0853513,0.0602469,0.0441164,0.0344569,0.0866728,0.061354,0.0453583,0.0358219
SNLS,16.9565,16.4277,16.2212,16.1238,16.9621,16.4425,16.224,16.1638,36.7618,-4.90094,0.075857,0.0535452,0.039209,0.030624,0.0770316,0.0545292,0.0403127,0.0318372
SNLS,16.6747,16.3054,16.1872,16.1569,16.6708,16.318,16.1944,16.171,36.6025,-4.99212,0.0936158,0.0660806,0.0483882,0.0377934,0.0950654,0.0672949,0.0497503,0.0392906
SNLS,16.7706,16.2747,16.1043,16.0377,16.7725,16.2896,16.1083,16.0633,36.4379,-4.90062,0.0837112,0.0590892,0.0432687,0.0337948,0.0850074,0.060175,0.0444867,0.0351336
SNLS,16.8215,16.2352,16.0416,15.9579,16.823,16.2396,16.0466,15.9779,36.1159,-4.9773,0.0896913,0.0633104,0.0463597,0.036209,0.0910801,0.0644738,0.0476647,0.0376434
SNLS,16.854,16.2233,15.9586,15.8362,16.8712,16.2368,15.9709,15.8572,36.086,-4.82328,0.0835491,0.0589748,0.0431849,0.0337294,0.0848428,0.0600586,0.0444006,0.0350656
SNLS,16.5771,16.2886,16.2104,16.1985,16.5794,16.3077,16.2089,16.2237,36.3501,-4.00585,0.087339,0.06165,0.0451438,0.0352594,0.0886914,0.0627829,0.0464146,0.0366562
SNLS,18.4296,17.7809,17.5264,17.4057,18.4513,17.8149,17.5445,17.4393,36.3713,-4.99622,0.0844688,0.059624,0.0436603,0.0341006,0.0857767,0.0607197,0.0448893,0.0354516
SNLS,17.5794,16.9374,16.6978,16.583,17.5876,16.9646,16.7173,16.6219,36.9009,-4.25123,0.0784603,0.0553827,0.0405546,0.031675,0.0796752,0.0564005,0.0416962,0.0329298
SNLS,16.846,16.4893,16.3709,16.3382,16.8435,16.4947,16.3775,16.35,36.2392,-4.25333,0.0810691,0.0572242,0.041903,0.0327282,0.0823244,0.0582758,0.0430826,0.0340247
SNLS,18.0504,17.3358,16.9826,16.8234,18.0548,17.3636,17.0193,16.8527,36.1438,-4.7528,0.0809315,0.0571271,0.0418319,0.0326726,0.0821846,0.0581769,0.0430095,0.033967
SNLS,18.3916,17.8987,17.7229,17.6519,18.3921,17.9101,17.7338,17.6669,36.2208,-4.75242,0.0821652,0.0579979,0.0424695,0.0331706,0.0834374,0.0590637,0.0436651,0.0344847
SNLS,18.7198,18.0353,17.7722,17.6521,18.7288,18.0203,17.7845,17.7027,36.8034,-4.75002,0.0858694,0.0606126,0.0443842,0.0346661,0.087199,0.0617264,0.0456336,0.0360394
SNLS,17.1533,16.6283,16.4096,16.3072,17.1619,16.6406,16.4292,16.3254,36.5403,-4.74437,0.0802954,0.0566781,0.0415031,0.0324158,0.0815387,0.0577197,0.0426714,0.0337
SNLS,18.1121,17.6175,17.4036,17.3024,18.1222,17.6248,17.4007,17.3424,36.963,-4.74408,0.0898369,0.0634131,0.0464349,0.0362678,0.0912279,0.0645784,0.0477421,0.0377045
SNLS,17.8554,17.5027,17.3761,17.3332,17.8547,17.5171,17.3856,17.3542,36.911,-4.74352,0.0880153,0.0621273,0.0454934,0.0355324,0.0893781,0.063269,0.046774,0.03694
SNLS,18.777,18.3254,18.1673,18.1088,18.7285,18.3285,18.1751,18.1235,36.8484,-4.73936,0.0879778,0.0621008,0.045474,0.0355172,0.08934,0.063242,0.0467541,0.0369243
SNLS,17.2358,16.885,16.7693,16.7389,17.2347,16.8937,16.7773,16.7608,36.7568,-4.24732,0.0791795,0.0558904,0.0409263,0.0319653,0.0804055,0.0569175,0.0420784,0.0332317
SNLS,18.4909,17.9908,17.8046,17.7286,18.4885,18.0048,17.8118,17.7729,36.7818,-4.24234,0.079626,0.0562056,0.0411571,0.0321456,0.080859,0.0572385,0.0423157,0.033419
SNLS,17.9694,17.7342,17.6672,17.6544,17.9623,17.7431,17.6725,17.672,36.5173,-4.2399,0.0806658,0.0569396,0.0416946,0.0325654,0.0819149,0.0579859,0.0428683,0.0338555
SNLS,17.4052,17.024,16.8943,16.8513,17.4027,17.0243,16.9055,16.8758,36.6379,-4.22568,0.0846782,0.0597718,0.0437685,0.0341852,0.0859894,0.0608702,0.0450006,0.0355395
SNLS,17.0999,16.6952,16.5416,16.4896,17.1018,16.7174,16.5519,16.5173,36.5705,-4.17827,0.0827624,0.0584195,0.0427782,0.0334117,0.0840439,0.059493,0.0439824,0.0347354
SNLS,17.9892,17.6943,17.5891,17.561,17.9754,17.708,17.6073,17.5888,36.658,-4.15909,0.0885978,0.0625385,0.0457944,0.0357675,0.0899696,0.0636877,0.0470836,0.0371845
SNLS,18.8658,18.2111,17.9656,17.853,18.8939,18.2243,17.9819,17.8639,36.5995,-4.13005,0.0848693,0.0599067,0.0438673,0.0342623,0.0861834,0.0610076,0.0451022,0.0356197
SNLS,18.0985,17.4591,17.1817,17.0479,18.1238,17.4807,17.2071,17.0847,36.638,-4.11207,0.0862602,0.0608885,0.0445862,0.0348239,0.0875959,0.0620074,0.0458413,0.0362034
SNLS,17.9593,17.2146,16.9323,16.8027,17.9844,17.2439,16.9526,16.8266,36.7408,-3.98662,0.086891,0.0613337,0.0449122,0.0350785,0.0882364,0.0624608,0.0461765,0.0364681
SNLS,17.953,17.2043,16.9272,16.7959,17.9711,17.2412,16.9466,16.8395,36.9069,-3.98422,0.0826706,0.0583547,0.0427308,0.0333747,0.0839506,0.059427,0.0439337,0.0346968
SNLS,18.9972,18.2806,17.987,17.832,18.9908,18.3301,17.9963,17.8558,36.9759,-3.97192,0.0825509,0.0582702,0.0426689,0.0333264,0.0838291,0.059341,0.0438701,0.0346466
SNLS,16.9739,16.3366,16.1011,16.0056,16.9943,16.362,16.1162,16.0373,36.4065,-4.23829,0.0803554,0.0567205,0.0415341,0.03244,0.0815996,0.0577628,0.0427033,0.0337252
SNLS,16.5406,16.1869,16.0713,16.0385,16.5432,16.1895,16.076,16.0554,36.1577,-4.74128,0.0797689,0.0563064,0.041231,0.0322032,0.081004,0.0573411,0.0423916,0.033479
SNLS,16.9159,16.4251,16.2425,16.1667,16.926,16.4602,16.2505,16.1917,36.145,-3.97538,0.0964122,0.0680545,0.0498336,0.0389223,0.0979051,0.0693051,0.0512364,0.0404642
SNLS,18.2399,17.5322,17.2717,17.1471,18.2617,17.5483,17.2805,17.1732,36.1128,-4.74139,0.0819297,0.0578317,0.0423479,0.0330756,0.0831983,0.0588945,0.04354,0.0343859
SNLS,16.402,16.0477,15.9196,15.8755,16.4044,16.066,15.9297,15.9018,36.6239,-4.01639,0.0858004,0.0605639,0.0443485,0.0346382,0.0871289,0.0616769,0.045597,0.0360104
SNLS,16.3973,16.0386,15.9167,15.8777,16.4086,16.0604,15.925,15.9057,36.6425,-4.12757,0.0872285,0.061572,0.0450867,0.0352148,0.0885792,0.0627035,0.0463559,0.0366098
