survey,SNLS-g,SNLS-r,SNLS-i,SNLS-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,SNLS-g_AV,SNLS-r_AV,SNLS-i_AV,SNLS-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
SNLS,16.8236,16.4182,16.2959,16.2617,16.8237,16.4362,16.3063,16.2777,36.6141,-4.22586,0.0833613,0.0588423,0.0430878,0.0336535,0.0846521,0.0599236,0.0443008,0.0349868
SNLS,17.6387,17.0207,16.7849,16.6782,17.6538,17.0411,16.8025,16.7141,36.5873,-3.98866,0.0849346,0.0599528,0.043901,0.0342887,0.0862497,0.0610545,0.0451368,0.035647
SNLS,18.0198,17.3825,17.1435,17.0311,18.0318,17.4129,17.1601,17.0581,36.2988,-5.00942,0.08247,0.0582131,0.0426271,0.0332937,0.0837469,0.0592828,0.0438271,0.0346126
SNLS,18.9101,18.4463,18.2596,18.1812,18.9259,18.4816,18.2799,18.1998,36.5755,-5.01054,0.0993302,0.0701142,0.0513418,0.0401003,0.100868,0.0714026,0.0527871,0.0416889
SNLS,17.3979,16.8338,16.6495,16.5679,17.4037,16.8597,16.6589,16.6008,36.0014,-4.61807,0.0845858,0.0597066,0.0437207,0.0341479,0.0858955,0.0608038,0.0449515,0.0355007
SNLS,18.6916,18.3712,18.2553,18.2255,18.6969,18.3808,18.2612,18.2309,36.6182,-4.19542,0.085484,0.0603406,0.044185,0.0345105,0.0868077,0.0614494,0.0454288,0.0358777
SNLS,17.6775,17.4478,17.3822,17.3714,17.6765,17.4424,17.3713,17.3766,36.1143,-5.00071,0.088709,0.062617,0.0458519,0.0358124,0.0900825,0.0637676,0.0471426,0.0372312
SNLS,16.8317,16.3535,16.1949,16.1259,16.8503,16.371,16.2043,16.1561,36.2806,-5.01953,0.0820477,0.057915,0.0424088,0.0331232,0.0833181,0.0589793,0.0436026,0.0344354
SNLS,17.6318,17.0512,16.833,16.7328,17.6461,17.0665,16.8526,16.7565,36.0565,-5.02022,0.0870645,0.0614562,0.0450019,0.0351485,0.0884126,0.0625855,0.0462687,0.036541
SNLS,18.3205,17.9889,17.872,17.8458,18.3173,18.0019,17.8797,17.8531,150.084,1.70671,0.0540585,0.0381583,0.0279418,0.0218238,0.0548956,0.0388595,0.0287283,0.0226884
SNLS,17.4341,17.1577,17.0747,17.0756,17.4437,17.1763,17.0738,17.0887,149.638,1.70846,0.0606849,0.0428357,0.0313668,0.0244989,0.0616246,0.0436228,0.0322498,0.0254695
SNLS,18.235,17.758,17.5955,17.5431,18.2573,17.7762,17.6049,17.5504,149.69,1.7111,0.0626119,0.0441959,0.0323629,0.0252769,0.0635814,0.045008,0.0332739,0.0262782
SNLS,17.6896,17.1848,16.987,16.9169,17.7119,17.211,17.0093,16.9281,150.267,1.71521,0.0594043,0.0419317,0.0307049,0.0239819,0.0603241,0.0427022,0.0315692,0.024932
SNLS,17.1436,16.7181,16.5765,16.5371,17.1562,16.7299,16.5877,16.5586,149.639,1.7175,0.0605567,0.0427451,0.0313005,0.0244471,0.0614943,0.0435306,0.0321817,0.0254156
SNLS,18.7548,18.3496,18.2002,18.1592,18.7418,18.3471,18.2277,18.173,150.314,1.72753,0.0581254,0.0410289,0.0300439,0.0234656,0.0590254,0.0417829,0.0308896,0.0243952
SNLS,18.5666,18.169,18.0034,17.954,18.5348,18.165,18.0236,17.9807,150.523,1.7285,0.0608305,0.0429384,0.0314421,0.0245577,0.0617724,0.0437275,0.0323272,0.0255306
SNLS,18.5187,18.0067,17.7829,17.6928,18.5452,18.0109,17.7971,17.7096,150.387,1.73371,0.0566694,0.0400013,0.0292913,0.0228778,0.0575469,0.0407363,0.0301159,0.0237842
SNLS,18.0705,17.5369,17.3084,17.2252,18.0889,17.5593,17.3205,17.2468,150.394,1.74267,0.0563033,0.0397428,0.029102,0.02273,0.0571751,0.0404731,0.0299213,0.0236305
SNLS,18.3445,17.8411,17.641,17.576,18.3478,17.8574,17.6699,17.5873,150.494,1.74491,0.0595744,0.0420518,0.0307928,0.0240506,0.0604968,0.0428245,0.0316596,0.0250034
SNLS,17.4349,17.148,17.0422,17.0343,17.4286,17.1603,17.062,17.0565,150.47,1.74934,0.0584516,0.0412592,0.0302125,0.0235973,0.0593567,0.0420174,0.031063,0.0245322
SNLS,17.6196,17.0517,16.8127,16.7102,17.6342,17.0677,16.8393,16.7433,150.552,1.75021,0.0621271,0.0438536,0.0321123,0.0250811,0.063089,0.0446595,0.0330162,0.0260747
SNLS,17.7145,17.1304,16.9156,16.8258,17.7353,17.1494,16.9191,16.8521,149.808,1.75935,0.0652735,0.0460746,0.0337386,0.0263514,0.0662842,0.0469213,0.0346883,0.0273953
SNLS,17.239,16.8669,16.7351,16.711,17.2545,16.8861,16.7479,16.7376,150.429,1.76211,0.0572225,0.0403916,0.0295772,0.0231011,0.0581085,0.0411339,0.0304098,0.0240163
SNLS,18.0707,17.7914,17.6928,17.6787,18.0665,17.7993,17.7019,17.7044,150.217,1.76325,0.0564792,0.0398669,0.029193,0.022801,0.0573537,0.0405996,0.0300148,0.0237043
SNLS,18.8587,18.445,18.3005,18.2587,18.8651,18.4607,18.3109,18.3025,149.891,1.76459,0.0605824,0.0427633,0.0313139,0.0244575,0.0615205,0.0435491,0.0321954,0.0254265
SNLS,17.431,16.8176,16.5914,16.4955,17.4566,16.8379,16.5998,16.5303,150.078,1.77103,0.0517313,0.0365155,0.0267389,0.0208843,0.0525323,0.0371866,0.0274916,0.0217116
SNLS,18.6228,18.3716,18.2898,18.2824,18.5952,18.3513,18.277,18.3018,149.681,1.77283,0.0619807,0.0437503,0.0320366,0.025022,0.0629404,0.0445543,0.0329384,0.0260133
SNLS,18.7083,18.2978,18.1509,18.1219,18.7079,18.3077,18.1636,18.1273,150.453,1.77454,0.0581649,0.0410569,0.0300643,0.0234816,0.0590655,0.0418113,0.0309106,0.0244118
SNLS,18.7662,18.4258,18.3522,18.3566,18.7571,18.4322,18.3549,18.3444,150.337,1.77783,0.0562433,0.0397004,0.029071,0.0227058,0.0571141,0.04043,0.0298894,0.0236053
SNLS,17.0666,16.5937,16.3738,16.288,17.073,16.6125,16.4004,16.3239,150.491,1.78892,0.0593925,0.0419233,0.0306988,0.0239771,0.0603121,0.0426937,0.031563,0.024927
SNLS,17.9622,17.259,16.977,16.8532,17.9857,17.3005,17.0112,16.8937,150.577,1.79895,0.0619861,0.0437541,0.0320394,0.0250242,0.0629459,0.0445582,0.0329413,0.0260156
SNLS,17.7625,17.2214,17.0448,16.9819,17.7744,17.2474,17.0605,16.9997,150.158,1.80109,0.0544156,0.0384103,0.0281264,0.021968,0.0552582,0.0391162,0.0289181,0.0228382
SNLS,17.3865,17.0716,16.9617,16.9444,17.3814,17.0822,16.9759,16.9658,150.596,1.80208,0.0630299,0.0444909,0.0325789,0.0254456,0.0640058,0.0453085,0.033496,0.0264536
SNLS,17.9476,17.5616,17.4194,17.3782,17.9334,17.5684,17.4191,17.3976,149.764,1.80159,0.064417,0.04547,0.0332959,0.0260056,0.0654144,0.0463056,0.0342331,0.0270358
SNLS,18.896,18.4706,18.2769,18.2064,18.8868,18.4952,18.2887,18.2352,150.566,1.80037,0.0615306,0.0434326,0.0318039,0.0248403,0.0624833,0.0442307,0.0326992,0.0258244
SNLS,18.8224,18.4679,18.3391,18.3129,18.8147,18.4772,18.3538,18.3134,150.272,1.80481,0.0563529,0.0397778,0.0291277,0.02275,0.0572254,0.0405088,0.0299476,0.0236513
SNLS,17.255,16.6334,16.4252,16.3501,17.279,16.665,16.4513,16.3793,150.438,1.81273,0.0583203,0.0411666,0.0301446,0.0235443,0.0592234,0.0419231,0.0309932,0.0244771
SNLS,18.5969,18.1001,17.8848,17.7983,18.6017,18.1155,17.8972,17.822,149.921,1.82016,0.065716,0.046387,0.0339673,0.02653,0.0667336,0.0472394,0.0349235,0.027581
SNLS,18.957,18.411,18.2036,18.1197,18.9733,18.4428,18.2077,18.1393,149.79,1.81922,0.0637567,0.0450039,0.0329546,0.025739,0.0647439,0.0458309,0.0338822,0.0267587
SNLS,18.4613,18.0261,17.8718,17.821,18.4719,18.0543,17.8783,17.8385,149.75,1.82419,0.0639623,0.0451491,0.0330609,0.025822,0.0649527,0.0459788,0.0339915,0.026845
SNLS,17.4154,16.7534,16.5118,16.4099,17.428,16.7776,16.7163,16.4378,149.63,1.83371,0.0612983,0.0432686,0.0316839,0.0247465,0.0622474,0.0440637,0.0325758,0.0257269
SNLS,18.8917,18.6625,18.5927,18.5903,18.9032,18.6987,18.5988,18.6099,149.766,1.84088,0.0634244,0.0447693,0.0327828,0.0256048,0.0644064,0.045592,0.0337056,0.0266192
SNLS,18.2857,17.6943,17.4589,17.3635,18.291,17.7177,17.4716,17.3844,150.275,1.84699,0.0567825,0.0400811,0.0293498,0.0229235,0.0576617,0.0408176,0.030176,0.0238316
SNLS,17.5405,17.2028,17.0916,17.0702,17.5422,17.2189,17.1009,17.0892,150.164,1.85765,0.054215,0.0382687,0.0280227,0.021887,0.0550545,0.038972,0.0288115,0.022754
SNLS,18.6014,18.1623,18.0009,17.9425,18.6061,18.1751,18.0007,17.9454,149.906,1.86548,0.0649689,0.0458596,0.0335811,0.0262284,0.0659749,0.0467023,0.0345264,0.0272674
SNLS,18.8403,18.5286,18.414,18.3888,18.9185,18.5698,18.4064,18.3797,149.7,1.87448,0.0635774,0.0448773,0.0328619,0.0256666,0.0645618,0.045702,0.033787,0.0266834
SNLS,18.5439,18.0003,17.791,17.7058,18.5542,18.0379,17.8056,17.7232,149.725,1.88442,0.0632667,0.044658,0.0327013,0.0255412,0.0642463,0.0454787,0.0336218,0.026553
SNLS,17.1992,16.6901,16.5037,16.4343,17.2072,16.7061,16.51,16.4553,150.08,1.88682,0.0525557,0.0370975,0.027165,0.0212171,0.0533695,0.0377792,0.0279297,0.0220576
SNLS,17.5208,16.9306,16.687,16.5796,17.5462,16.9737,16.6957,16.595,149.793,1.88707,0.0627839,0.0443173,0.0324518,0.0253463,0.0637561,0.0451317,0.0333653,0.0263504
SNLS,17.7005,17.4529,17.3741,17.3707,17.7074,17.4805,17.3718,17.3607,149.896,1.88673,0.0636559,0.0449328,0.0329025,0.0256983,0.0646415,0.0457585,0.0338287,0.0267164
SNLS,18.5825,18.1837,18.0251,17.9736,18.5805,18.1989,18.0249,17.9868,149.632,1.88623,0.0612581,0.0432403,0.0316631,0.0247303,0.0622067,0.0440349,0.0325544,0.02571
SNLS,18.6081,17.9336,17.6527,17.5356,18.6278,17.9635,17.6941,17.5523,150.452,1.88902,0.0556591,0.0392881,0.0287691,0.02247,0.0565209,0.0400101,0.0295789,0.0233601
SNLS,18.3523,17.8631,17.653,17.57,18.3692,17.8895,17.6565,17.588,149.666,1.89303,0.0621207,0.0438491,0.0321089,0.0250785,0.0630825,0.0446549,0.0330128,0.0260721
SNLS,18.4648,18.0573,17.8885,17.8359,18.4606,18.0751,17.8974,17.8656,150.25,1.89381,0.0568874,0.0401551,0.029404,0.0229658,0.0577683,0.040893,0.0302317,0.0238757
SNLS,18.1474,17.7688,17.6435,17.6101,18.1496,17.7814,17.6529,17.6372,150.371,1.89801,0.0578141,0.0408092,0.029883,0.0233399,0.0587093,0.0415591,0.0307242,0.0242646
SNLS,17.671,17.0517,16.8275,16.7418,17.6925,17.1052,16.8498,16.77,150.601,1.90064,0.0615461,0.0434436,0.031812,0.0248466,0.0624991,0.0442419,0.0327075,0.0258309
SNLS,18.6076,18.0036,17.7738,17.6781,18.6278,18.0318,17.7901,17.7004,150.565,1.90421,0.0602422,0.0425231,0.031138,0.0243202,0.0611749,0.0433045,0.0320145,0.0252836
SNLS,18.8744,18.6118,18.5319,18.5258,18.8984,18.6407,18.5217,18.5444,149.69,1.90966,0.0623006,0.0439761,0.0322019,0.0251512,0.0632652,0.0447842,0.0331084,0.0261476
SNLS,18.2701,17.751,17.5559,17.4853,18.2777,17.7642,17.563,17.5142,150.174,1.91085,0.0541542,0.0382258,0.0279913,0.0218624,0.0549928,0.0389283,0.0287792,0.0227285
SNLS,17.0299,16.616,16.4684,16.4348,17.0348,16.6374,16.4859,16.4567,150.469,1.91537,0.0536839,0.0378938,0.0277481,0.0216725,0.0545151,0.0385902,0.0285292,0.0225311
SNLS,18.0292,17.6947,17.5682,17.5383,18.0094,17.703,17.5931,17.5773,150.55,1.91424,0.0589718,0.0416264,0.0304814,0.0238073,0.0598849,0.0423914,0.0313394,0.0247505
SNLS,17.8651,17.5053,17.3737,17.3415,17.8623,17.5218,17.3876,17.3622,150.264,1.91669,0.057851,0.0408353,0.029902,0.0233548,0.0587467,0.0415857,0.0307438,0.0242801
SNLS,18.0127,17.6105,17.4773,17.4434,18.016,17.6223,17.4727,17.4426,149.92,1.91647,0.0609382,0.0430144,0.0314977,0.0246012,0.0618817,0.0438049,0.0323844,0.0255757
SNLS,17.8773,17.2359,17.006,16.909,17.9026,17.2614,17.0131,16.9235,149.826,1.91699,0.0626363,0.0442131,0.0323755,0.0252867,0.0636062,0.0450256,0.0332869,0.0262885
SNLS,18.8663,18.6049,18.5127,18.4938,18.8654,18.61,18.499,18.4792,149.895,1.91776,0.0617017,0.0435534,0.0318924,0.0249094,0.0626571,0.0443537,0.0327902,0.0258962
SNLS,18.2091,17.7106,17.477,17.3833,18.2271,17.7412,17.4944,17.4247,150.492,1.92067,0.0539291,0.0380669,0.0278749,0.0217715,0.0547641,0.0387664,0.0286596,0.022634
SNLS,18.1636,17.7576,17.6401,17.6167,18.1699,17.7791,17.6626,17.6401,150.028,1.91859,0.0554604,0.0391479,0.0286664,0.0223898,0.0563192,0.0398673,0.0294734,0.0232768
SNLS,18.6999,18.3982,18.2896,18.2681,18.7057,18.4075,18.3053,18.2543,149.864,1.9332,0.0614153,0.0433512,0.0317443,0.0247938,0.0623662,0.0441478,0.0326379,0.025776
SNLS,17.3134,16.8418,16.6837,16.6278,17.3348,16.8594,16.6967,16.6339,149.805,1.93731,0.0609066,0.0429921,0.0314814,0.0245884,0.0618497,0.0437822,0.0323676,0.0255625
SNLS,18.3321,17.6859,17.4327,17.3199,18.3508,17.7074,17.4825,17.3485,149.79,1.93744,0.0607027,0.0428482,0.031376,0.0245061,0.0616426,0.0436356,0.0322592,0.0254769
SNLS,18.8415,18.4332,18.2893,18.2475,18.8674,18.4189,18.299,18.2504,149.725,1.93705,0.060497,0.042703,0.0312697,0.0244231,0.0614338,0.0434878,0.03215,0.0253906
SNLS,18.9127,18.6608,18.5837,18.5752,18.9094,18.6873,18.5787,18.5887,150.073,1.93997,0.0542716,0.0383086,0.0280519,0.0219098,0.0551119,0.0390126,0.0288416,0.0227778
SNLS,17.8357,17.1481,16.881,16.7647,17.8615,17.168,16.9181,16.7844,149.745,1.94242,0.0601528,0.04246,0.0310918,0.0242841,0.0610842,0.0432403,0.031967,0.0252461
SNLS,17.9517,17.3651,17.153,17.0634,17.9565,17.385,17.1685,17.0936,150.023,1.9426,0.055132,0.038916,0.0284966,0.0222572,0.0559856,0.0396311,0.0292988,0.0231389
SNLS,18.7829,18.2221,17.9848,17.8828,18.7691,18.2381,18.004,17.863,150.569,1.94115,0.0574116,0.0405251,0.0296749,0.0231775,0.0583005,0.0412698,0.0305103,0.0240956
SNLS,18.5898,17.9451,17.6851,17.5735,18.6057,17.9629,17.7084,17.5747,150.358,1.94213,0.0584264,0.0412414,0.0301994,0.0235871,0.059331,0.0419993,0.0310495,0.0245215
SNLS,18.0512,17.7377,17.6438,17.6251,18.0317,17.7356,17.6555,17.6311,149.665,1.96793,0.0592286,0.0418076,0.0306141,0.023911,0.0601456,0.0425759,0.0314759,0.0248582
SNLS,18.2563,17.7872,17.5702,17.5035,18.2933,17.8401,17.5998,17.52,150.492,1.97107,0.0512646,0.0361861,0.0264976,0.0206959,0.0520583,0.0368511,0.0272435,0.0215157
SNLS,18.8991,18.5239,18.3899,18.3559,18.8639,18.5258,18.3845,18.3775,150.398,1.97739,0.0556145,0.0392566,0.028746,0.0224519,0.0564756,0.039978,0.0295552,0.0233414
SNLS,18.6517,18.2902,18.1445,18.101,18.6495,18.3022,18.1541,18.1473,150.542,1.97735,0.0534402,0.0377218,0.0276222,0.0215742,0.0542676,0.038415,0.0283997,0.0224288
SNLS,17.639,17.0629,16.856,16.7711,17.6617,17.0878,16.8699,16.7908,149.983,1.98035,0.0575244,0.0406047,0.0297332,0.023223,0.0584151,0.0413509,0.0305702,0.024143
SNLS,18.5146,18.2329,18.1528,18.1557,18.4972,18.2458,18.144,18.1696,150.183,1.97822,0.0553799,0.039091,0.0286248,0.0223572,0.0562373,0.0398093,0.0294305,0.0232429
SNLS,18.3568,17.8449,17.6392,17.5529,18.3659,17.8652,17.66,17.5813,149.768,1.98005,0.0577398,0.0407568,0.0298446,0.02331,0.0586338,0.0415057,0.0306847,0.0242334
SNLS,17.3781,16.7315,16.4545,16.3256,17.3936,16.7553,16.4795,16.3665,150.084,1.98966,0.0559356,0.0394833,0.028912,0.0225816,0.0568017,0.0402088,0.0297259,0.0234762
SNLS,18.7914,18.4829,18.3817,18.3523,18.8041,18.516,18.4147,18.3855,149.92,1.98613,0.0586418,0.0413935,0.0303108,0.0236741,0.0595498,0.0421541,0.031164,0.024612
SNLS,18.4589,18.0901,17.975,17.9395,18.4763,18.1111,17.9914,17.9522,149.638,1.98731,0.0592816,0.0418451,0.0306415,0.0239324,0.0601995,0.042614,0.031504,0.0248805
SNLS,17.0939,16.7116,16.5849,16.5583,17.1074,16.7299,16.5988,16.5673,150.436,1.99755,0.0536777,0.0378895,0.0277449,0.0216701,0.0545088,0.0385857,0.028526,0.0225285
SNLS,18.1423,17.8237,17.7121,17.6944,18.1452,17.8472,17.717,17.7158,150.476,1.99794,0.0519703,0.0366842,0.0268624,0.0209808,0.052775,0.0373584,0.0276186,0.0218119
SNLS,18.3258,17.6441,17.3727,17.2545,18.3521,17.675,17.3916,17.2939,150.206,2.00063,0.055423,0.0391214,0.0286471,0.0223747,0.0562812,0.0398403,0.0294535,0.023261
SNLS,17.3912,16.9829,16.8142,16.7524,17.3852,16.9938,16.8224,16.7714,150.58,2.00371,0.0536393,0.0378624,0.0277251,0.0216546,0.0544699,0.0385582,0.0285056,0.0225124
SNLS,17.7529,17.4798,17.3907,17.3805,17.7536,17.4916,17.3941,17.383,150.006,2.00638,0.0578415,0.0408286,0.0298971,0.023351,0.0587371,0.0415789,0.0307387,0.0242761
SNLS,18.1028,17.5696,17.3761,17.3094,18.0933,17.5848,17.3976,17.3372,150.351,2.01031,0.0569457,0.0401963,0.0294341,0.0229894,0.0578275,0.0409349,0.0302627,0.0239001
SNLS,18.9412,18.4902,18.3118,18.2439,18.964,18.5163,18.3139,18.2969,150.517,2.0167,0.0516476,0.0364565,0.0266956,0.0208505,0.0524473,0.0371264,0.0274471,0.0216765
SNLS,17.6088,17.3154,17.2314,17.2213,17.6095,17.3331,17.2418,17.2402,150.047,2.01848,0.0574561,0.0405565,0.0296979,0.0231954,0.0583457,0.0413018,0.0305339,0.0241143
SNLS,18.5195,18.0505,17.8594,17.7829,18.5336,18.0631,17.8779,17.8045,149.845,2.02464,0.0604974,0.0427033,0.0312699,0.0244232,0.0614341,0.043488,0.0321502,0.0253908
SNLS,17.724,17.0224,16.7658,16.6591,17.7554,17.0564,16.7838,16.6845,150.441,2.03043,0.0545089,0.0384762,0.0281746,0.0220056,0.0553529,0.0391832,0.0289677,0.0228774
SNLS,17.2029,16.8606,16.7414,16.7129,17.2112,16.8786,16.7455,16.7242,150.238,2.03091,0.0541909,0.0382517,0.0280102,0.0218772,0.05503,0.0389546,0.0287987,0.0227439
SNLS,18.2852,17.8235,17.65,17.5933,18.2927,17.8407,17.665,17.6007,150.455,2.03074,0.0538817,0.0380334,0.0278504,0.0217524,0.054716,0.0387324,0.0286344,0.0226141
SNLS,18.1109,17.6082,17.4506,17.3993,18.1199,17.6321,17.4673,17.4176,150.103,2.04196,0.0563294,0.0397612,0.0291155,0.0227406,0.0572016,0.0404919,0.0299352,0.0236414
SNLS,17.8095,17.2695,17.0663,16.9885,17.8186,17.2923,17.0861,17.0237,150.039,2.0425,0.0577249,0.0407463,0.0298369,0.0233039,0.0586187,0.041495,0.0306768,0.0242271
SNLS,17.8654,17.444,17.2955,17.2468,17.8604,17.4613,17.3059,17.2633,149.757,2.04313,0.0588868,0.0415664,0.0304374,0.023773,0.0597986,0.0423303,0.0312943,0.0247148
SNLS,17.5651,17.0753,16.9117,16.8566,17.5769,17.0995,16.9328,16.8783,150.159,2.05488,0.0541121,0.0381961,0.0279695,0.0218454,0.05495,0.038898,0.0287568,0.0227109
SNLS,18.9471,18.5105,18.3411,18.2869,18.972,18.5246,18.3566,18.3145,150.42,2.0541,0.0553347,0.0390591,0.0286014,0.022339,0.0561915,0.0397768,0.0294065,0.023224
SNLS,18.8536,18.2788,18.0613,17.9744,18.8397,18.2942,18.0766,17.9843,150.465,2.07222,0.0547178,0.0386236,0.0282825,0.0220899,0.055565,0.0393334,0.0290787,0.0229651
SNLS,18.5166,17.8596,17.6148,17.5199,18.5348,17.8823,17.6125,17.5558,150.306,2.07653,0.0517299,0.0365146,0.0267381,0.0208837,0.0525308,0.0371856,0.0274908,0.021711
SNLS,17.7645,17.1324,16.8679,16.7426,17.7753,17.1568,16.8775,16.7772,149.634,2.08714,0.0593913,0.0419225,0.0306982,0.0239767,0.0603109,0.0426929,0.0315623,0.0249265
SNLS,18.156,17.6512,17.4648,17.4008,18.1504,17.6752,17.4811,17.4164,150.366,2.09221,0.053074,0.0374634,0.0274329,0.0214264,0.0538958,0.0381518,0.0282052,0.0222752
SNLS,18.2708,17.7186,17.5065,17.4217,18.2793,17.7315,17.5236,17.4405,150.113,2.09454,0.0552275,0.0389834,0.028546,0.0222957,0.0560826,0.0396998,0.0293496,0.023179
SNLS,18.3351,17.8874,17.7051,17.6388,18.3342,17.9055,17.7291,17.6497,150.459,2.09631,0.0545667,0.038517,0.0282044,0.0220289,0.0554116,0.0392248,0.0289984,0.0229016
SNLS,18.6893,18.2293,18.0368,17.9675,18.7052,18.2501,18.0524,17.9769,150.088,2.09716,0.0560821,0.0395866,0.0289877,0.0226407,0.0569504,0.0403141,0.0298037,0.0235377
SNLS,18.6316,18.2281,18.0881,18.052,18.6545,18.2616,18.1056,18.0514,150.175,2.09846,0.0521083,0.0367817,0.0269337,0.0210365,0.0529151,0.0374576,0.0276919,0.0218698
SNLS,17.2246,16.7731,16.6237,16.5793,17.2412,16.7927,16.6364,16.5877,150.576,2.10432,0.0523366,0.0369428,0.0270518,0.0211287,0.053147,0.0376217,0.0278133,0.0219657
SNLS,17.9814,17.5049,17.3348,17.2823,18.0076,17.5221,17.3534,17.2748,150.384,2.1057,0.0532636,0.0375972,0.0275309,0.0215029,0.0540884,0.0382881,0.0283059,0.0223548
SNLS,18.3861,17.8565,17.6724,17.5948,18.3959,17.8727,17.6843,17.6159,149.691,2.10931,0.0596172,0.042082,0.030815,0.0240679,0.0605403,0.0428553,0.0316824,0.0250213
SNLS,18.6793,18.3091,18.1831,18.1498,18.6658,18.3096,18.2093,18.1545,150.062,2.11358,0.0567586,0.0400642,0.0293374,0.0229138,0.0576374,0.0408004,0.0301632,0.0238216
SNLS,18.6865,18.3016,18.1721,18.1388,18.6878,18.3195,18.1878,18.1486,150,2.1135,0.0587672,0.041482,0.0303756,0.0237247,0.0596772,0.0422443,0.0312307,0.0246646
SNLS,18.4869,18.0905,17.917,17.8566,18.5039,18.1065,17.933,17.8715,150.423,2.11364,0.0538985,0.0380454,0.0278591,0.0217592,0.0547331,0.0387445,0.0286433,0.0226212
SNLS,17.3244,16.9322,16.7987,16.745,17.3229,16.9512,16.8047,16.7683,149.623,2.11825,0.0591164,0.0417285,0.0305561,0.0238657,0.0600318,0.0424953,0.0314163,0.0248112
SNLS,18.5811,18.1151,17.9546,17.8917,18.5703,18.1124,17.9631,17.913,149.665,2.12202,0.0590434,0.0416769,0.0305183,0.0238362,0.0599576,0.0424428,0.0313774,0.0247805
SNLS,18.7002,18.3161,18.1953,18.1671,18.7213,18.3476,18.2018,18.1983,150.144,2.12347,0.0533543,0.0376612,0.0275778,0.0215395,0.0541805,0.0383533,0.0283541,0.0223928
SNLS,17.1093,16.8764,16.8038,16.7959,17.115,16.8909,16.8111,16.798,149.875,2.12696,0.0644134,0.0454675,0.033294,0.0260041,0.0654108,0.046303,0.0342313,0.0270343
SNLS,18.152,17.8228,17.7247,17.7089,18.1548,17.8527,17.7322,17.7372,150.149,2.12619,0.0530302,0.0374324,0.0274103,0.0214087,0.0538513,0.0381203,0.0281819,0.0222568
SNLS,17.7113,17.4124,17.307,17.2904,17.7148,17.4304,17.32,17.2915,150.411,2.1312,0.0527064,0.0372038,0.0272429,0.0212779,0.0535225,0.0378875,0.0280098,0.0221209
SNLS,17.6772,17.4054,17.3105,17.2977,17.6841,17.4259,17.3224,17.2984,150.418,2.13477,0.0526786,0.0371842,0.0272285,0.0212667,0.0534943,0.0378675,0.027995,0.0221092
SNLS,17.327,16.9324,16.8118,16.7709,17.2956,16.9414,16.8194,16.8022,149.625,2.13514,0.0591326,0.0417399,0.0305645,0.0238722,0.0600482,0.0425069,0.0314249,0.024818
SNLS,18.4001,17.7489,17.4863,17.3686,18.4101,17.7702,17.5125,17.4033,150.565,2.14449,0.0521408,0.0368046,0.0269506,0.0210496,0.0529482,0.037481,0.0277092,0.0218835
SNLS,18.1778,17.9054,17.8112,17.7859,18.1894,17.919,17.8195,17.7906,149.718,2.14605,0.0596361,0.0420954,0.0308247,0.0240755,0.0605595,0.0428689,0.0316925,0.0250293
SNLS,18.1979,17.757,17.5914,17.5255,18.1763,17.7599,17.5986,17.5574,149.692,2.14806,0.0589986,0.0416453,0.0304952,0.0238181,0.0599121,0.0424106,0.0313537,0.0247617
SNLS,18.4916,18.0605,17.8851,17.8226,18.4778,18.0503,17.8989,17.8459,149.896,2.15526,0.0635466,0.0448556,0.032846,0.0256542,0.0645306,0.0456799,0.0337706,0.0266705
SNLS,17.8456,17.1301,16.865,16.7475,17.8241,17.1467,16.8859,16.779,149.889,2.15854,0.0638233,0.0450509,0.032989,0.0257659,0.0648115,0.0458788,0.0339177,0.0267866
SNLS,17.4637,16.9633,16.7841,16.7163,17.4767,16.9896,16.8016,16.7474,149.823,2.16357,0.0640656,0.0452219,0.0331142,0.0258637,0.0650575,0.046053,0.0340464,0.0268883
SNLS,17.6416,17.1476,16.9682,16.9027,17.6534,17.1585,16.9754,16.9132,150.515,2.16781,0.0520811,0.0367625,0.0269197,0.0210255,0.0528876,0.0374381,0.0276775,0.0218585
SNLS,17.5086,16.8144,16.5647,16.4646,17.5342,16.8484,16.5865,16.4902,150.11,2.16985,0.0556334,0.0392699,0.0287558,0.0224596,0.0564948,0.0399916,0.0295653,0.0233493
SNLS,17.5975,17.193,17.0524,17.0092,17.6016,17.2081,17.0546,17.0295,150.544,2.16999,0.0520341,0.0367293,0.0268954,0.0210065,0.0528398,0.0374043,0.0276525,0.0218387
SNLS,18.5319,18.0427,17.8649,17.7963,18.5566,18.0895,17.8804,17.8297,149.905,2.17069,0.0628832,0.0443874,0.0325031,0.0253864,0.0638569,0.045203,0.0334181,0.0263921
SNLS,17.3314,16.864,16.6985,16.6415,17.3337,16.8876,16.7089,16.661,150.557,2.17485,0.0518033,0.0365664,0.0267761,0.0209134,0.0526054,0.0372384,0.0275299,0.0217419
SNLS,17.8061,17.4531,17.3339,17.3018,17.8035,17.4774,17.3506,17.3252,150.036,2.1736,0.0586949,0.0414309,0.0303382,0.0236955,0.0596037,0.0421923,0.0311922,0.0246342
