survey,ATLAS-c0,ATLAS-o0,ATLAS-c1,ATLAS-o1,ATLAS-c2,ATLAS-o2,ATLAS-c3,ATLAS-o3,ATLAS-c4,ATLAS-o4,ATLAS-c5,ATLAS-o5,ATLAS-c6,ATLAS-o6,ATLAS-c7,ATLAS-o7,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ATLAS-c0_AV,ATLAS-o0_AV,ATLAS-c1_AV,ATLAS-o1_AV,ATLAS-c2_AV,ATLAS-o2_AV,ATLAS-c3_AV,ATLAS-o3_AV,ATLAS-c4_AV,ATLAS-o4_AV,ATLAS-c5_AV,ATLAS-o5_AV,ATLAS-c6_AV,ATLAS-o6_AV,ATLAS-c7_AV,ATLAS-o7_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
ATLAS,-999,-999,17.534,17.0416,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.8621,17.1765,16.8772,16.7753,35.8286,2.88066,0.0897531,0.0635713,0.0897531,0.0635713,0.0897531,0.0635713,0.0897531,0.0635713,0.0897531,0.0635713,0.0897531,0.0635713,0.0897531,0.0635713,0.0897531,0.0635713,0.104395,0.0738994,0.054633,0.0431467
ATLAS,-999,-999,18.2598,17.8904,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.5029,17.9832,17.7671,17.7145,35.8051,2.00616,0.0902997,0.0639584,0.0902997,0.0639584,0.0902997,0.0639584,0.0902997,0.0639584,0.0902997,0.0639584,0.0902997,0.0639584,0.0902997,0.0639584,0.0902997,0.0639584,0.105031,0.0743495,0.0549657,0.0434094
ATLAS,-999,-999,17.3557,17.1322,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.4819,17.1806,17.0602,17.0367,35.0453,2.96777,0.130203,0.0922214,0.130203,0.0922214,0.130203,0.0922214,0.130203,0.0922214,0.130203,0.0922214,0.130203,0.0922214,0.130203,0.0922214,0.130203,0.0922214,0.151444,0.107204,0.0792548,0.0625919
ATLAS,-999,-999,17.3738,17.0174,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.5988,17.0987,16.9066,16.855,35.2346,2.76821,0.113297,0.0802472,0.113297,0.0802472,0.113297,0.0802472,0.113297,0.0802472,0.113297,0.0802472,0.113297,0.0802472,0.113297,0.0802472,0.113297,0.0802472,0.13178,0.0932846,0.0689641,0.0544648
ATLAS,-999,-999,17.4987,17.3222,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.6076,17.3434,17.2821,17.2894,35.3611,3.00372,0.10669,0.0755674,0.10669,0.0755674,0.10669,0.0755674,0.10669,0.0755674,0.10669,0.0755674,0.10669,0.0755674,0.10669,0.0755674,0.10669,0.0755674,0.124095,0.0878445,0.0649424,0.0512886
ATLAS,-999,-999,17.5908,17.2328,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.8278,17.3279,17.1251,17.0734,35.4946,2.11738,0.0943955,0.0668594,0.0943955,0.0668594,0.0943955,0.0668594,0.0943955,0.0668594,0.0943955,0.0668594,0.0943955,0.0668594,0.0943955,0.0668594,0.0943955,0.0668594,0.109795,0.0777218,0.0574588,0.0453784
ATLAS,-999,-999,18.2768,17.8498,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.5893,17.9798,17.6896,17.5662,35.0528,2.72647,0.13197,0.0934732,0.13197,0.0934732,0.13197,0.0934732,0.13197,0.0934732,0.13197,0.0934732,0.13197,0.0934732,0.13197,0.0934732,0.13197,0.0934732,0.1535,0.108659,0.0803305,0.0634415
ATLAS,-999,-999,17.7894,17.508,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.9837,17.5734,17.424,17.4002,35.2411,3.03125,0.105606,0.0747998,0.105606,0.0747998,0.105606,0.0747998,0.105606,0.0747998,0.105606,0.0747998,0.105606,0.0747998,0.105606,0.0747998,0.105606,0.0747998,0.122835,0.0869522,0.0642827,0.0507676
ATLAS,-999,-999,17.8127,17.4487,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.0452,17.5475,17.3393,17.2487,35.1555,2.75724,0.121797,0.0862677,0.121797,0.0862677,0.121797,0.0862677,0.121797,0.0862677,0.121797,0.0862677,0.121797,0.0862677,0.121797,0.0862677,0.121797,0.0862677,0.141667,0.100283,0.0741381,0.058551
ATLAS,-999,-999,18.3543,17.927,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.5956,18.0349,17.7793,17.6967,35.0045,2.78463,0.13661,0.0967593,0.13661,0.0967593,0.13661,0.0967593,0.13661,0.0967593,0.13661,0.0967593,0.13661,0.0967593,0.13661,0.0967593,0.13661,0.0967593,0.158896,0.112479,0.0831546,0.0656718
ATLAS,-999,-999,18.3754,17.9248,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.6871,18.0351,17.7934,17.7168,35.626,3.18173,0.0883636,0.0625871,0.0883636,0.0625871,0.0883636,0.0625871,0.0883636,0.0625871,0.0883636,0.0625871,0.0883636,0.0625871,0.0883636,0.0625871,0.0883636,0.0625871,0.102779,0.0727553,0.0537871,0.0424787
ATLAS,-999,-999,18.1352,17.6886,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.4643,17.8025,17.5439,17.433,35.8726,2.0839,0.0892602,0.0632222,0.0892602,0.0632222,0.0892602,0.0632222,0.0892602,0.0632222,0.0892602,0.0632222,0.0892602,0.0632222,0.0892602,0.0632222,0.0892602,0.0632222,0.103822,0.0734936,0.0543329,0.0429097
ATLAS,-999,-999,18.288,17.9853,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.4734,18.0137,17.8119,17.7421,35.1314,3.02842,0.117671,0.0833453,0.117671,0.0833453,0.117671,0.0833453,0.117671,0.0833453,0.117671,0.0833453,0.117671,0.0833453,0.117671,0.0833453,0.117671,0.0833453,0.136868,0.0968861,0.0716267,0.0565676
ATLAS,-999,-999,18.3032,17.823,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.6303,17.9389,17.6728,17.5584,35.658,2.23106,0.097223,0.0688622,0.097223,0.0688622,0.097223,0.0688622,0.097223,0.0688622,0.097223,0.0688622,0.097223,0.0688622,0.097223,0.0688622,0.097223,0.0688622,0.113084,0.0800499,0.0591799,0.0467377
ATLAS,-999,-999,17.5883,17.0763,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.9453,17.1956,16.9364,16.8415,35.7376,2.2775,0.096381,0.0682657,0.096381,0.0682657,0.096381,0.0682657,0.096381,0.0682657,0.096381,0.0682657,0.096381,0.0682657,0.096381,0.0682657,0.096381,0.0682657,0.112104,0.0793566,0.0586673,0.0463328
ATLAS,-999,-999,17.6899,17.193,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.0288,17.3274,17.0435,16.9248,35.6767,2.25537,0.0979016,0.0693428,0.0979016,0.0693428,0.0979016,0.0693428,0.0979016,0.0693428,0.0979016,0.0693428,0.0979016,0.0693428,0.0979016,0.0693428,0.0979016,0.0693428,0.113873,0.0806086,0.059593,0.0470639
ATLAS,-999,-999,18.1602,17.8097,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.3914,17.8977,17.7146,17.6675,35.6743,2.22143,0.0964312,0.0683013,0.0964312,0.0683013,0.0964312,0.0683013,0.0964312,0.0683013,0.0964312,0.0683013,0.0964312,0.0683013,0.0964312,0.0683013,0.0964312,0.0683013,0.112163,0.079398,0.0586979,0.046357
ATLAS,-999,-999,18.3192,17.8587,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.6195,17.9725,17.6798,17.5779,35.0212,2.95093,0.134544,0.0952963,0.134544,0.0952963,0.134544,0.0952963,0.134544,0.0952963,0.134544,0.0952963,0.134544,0.0952963,0.134544,0.0952963,0.134544,0.0952963,0.156493,0.110779,0.0818973,0.0646788
ATLAS,-999,-999,18.1805,17.7432,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.4312,17.8664,17.6168,17.5131,35.2256,2.10912,0.109114,0.0772846,0.109114,0.0772846,0.109114,0.0772846,0.109114,0.0772846,0.109114,0.0772846,0.109114,0.0772846,0.109114,0.0772846,0.109114,0.0772846,0.126915,0.0898407,0.0664181,0.0524541
ATLAS,-999,-999,17.8382,17.4704,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.0704,17.5529,17.3631,17.3042,35.8529,2.38447,0.0867852,0.0614692,0.0867852,0.0614692,0.0867852,0.0614692,0.0867852,0.0614692,0.0867852,0.0614692,0.0867852,0.0614692,0.0867852,0.0614692,0.0867852,0.0614692,0.100943,0.0714558,0.0528264,0.0417199
ATLAS,-999,-999,18.2251,17.8568,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.4694,17.9663,17.7544,17.6864,35.2843,2.06626,0.100384,0.0711012,0.100384,0.0711012,0.100384,0.0711012,0.100384,0.0711012,0.100384,0.0711012,0.100384,0.0711012,0.100384,0.0711012,0.100384,0.0711012,0.116761,0.0826528,0.0611042,0.0482573
ATLAS,-999,-999,17.6484,17.292,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.8896,17.3745,17.1949,17.1562,35.456,2.98165,0.100173,0.0709513,0.100173,0.0709513,0.100173,0.0709513,0.100173,0.0709513,0.100173,0.0709513,0.100173,0.0709513,0.100173,0.0709513,0.100173,0.0709513,0.116515,0.0824785,0.0609753,0.0481556
ATLAS,-999,-999,17.4617,17.0696,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.7106,17.1791,16.9609,16.886,35.6338,2.96995,0.0878911,0.0622525,0.0878911,0.0622525,0.0878911,0.0622525,0.0878911,0.0622525,0.0878911,0.0622525,0.0878911,0.0622525,0.0878911,0.0622525,0.0878911,0.0622525,0.10223,0.0723664,0.0534996,0.0422516
ATLAS,-999,-999,17.9181,17.5335,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.1762,17.6387,17.4224,17.3517,35.3131,3.20899,0.0910481,0.0644885,0.0910481,0.0644885,0.0910481,0.0644885,0.0910481,0.0644885,0.0910481,0.0644885,0.0910481,0.0644885,0.0910481,0.0644885,0.0910481,0.0644885,0.105902,0.0749657,0.0554212,0.0437692
ATLAS,-999,-999,17.6662,17.1791,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.0221,17.307,17.0352,16.947,35.3661,3.17594,0.0890339,0.0630619,0.0890339,0.0630619,0.0890339,0.0630619,0.0890339,0.0630619,0.0890339,0.0630619,0.0890339,0.0630619,0.0890339,0.0630619,0.0890339,0.0630619,0.103559,0.0733073,0.0541952,0.0428009
ATLAS,-999,-999,18.0374,17.6199,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.3112,17.7365,17.4925,17.4012,35.4691,2.88333,0.10881,0.0770689,0.10881,0.0770689,0.10881,0.0770689,0.10881,0.0770689,0.10881,0.0770689,0.10881,0.0770689,0.10881,0.0770689,0.10881,0.0770689,0.126561,0.0895899,0.0662327,0.0523077
ATLAS,-999,-999,18.0496,17.829,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.1516,17.8587,17.7298,17.7183,35.402,2.26437,0.0961592,0.0681087,0.0961592,0.0681087,0.0961592,0.0681087,0.0961592,0.0681087,0.0961592,0.0681087,0.0961592,0.0681087,0.0961592,0.0681087,0.0961592,0.0681087,0.111847,0.079174,0.0585323,0.0462262
ATLAS,-999,-999,17.3097,17.013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.4944,17.0959,16.9436,16.9016,35.1914,2.0356,0.107647,0.0762455,0.107647,0.0762455,0.107647,0.0762455,0.107647,0.0762455,0.107647,0.0762455,0.107647,0.0762455,0.107647,0.0762455,0.107647,0.0762455,0.125209,0.0886327,0.0655251,0.0517488
ATLAS,-999,-999,17.7595,17.3832,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.0096,17.47,17.2619,17.1786,35.8426,2.4482,0.0871347,0.0617167,0.0871347,0.0617167,0.0871347,0.0617167,0.0871347,0.0617167,0.0871347,0.0617167,0.0871347,0.0617167,0.0871347,0.0617167,0.0871347,0.0617167,0.10135,0.0717436,0.0530391,0.0418879
ATLAS,-999,-999,17.6796,17.3995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.8387,17.4742,17.3098,17.273,35.5123,2.87501,0.105847,0.0749704,0.105847,0.0749704,0.105847,0.0749704,0.105847,0.0749704,0.105847,0.0749704,0.105847,0.0749704,0.105847,0.0749704,0.105847,0.0749704,0.123115,0.0871505,0.0644293,0.0508834
ATLAS,-999,-999,17.6376,17.1412,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.9922,17.2785,16.9858,16.8943,35.6459,2.89698,0.0881993,0.0624708,0.0881993,0.0624708,0.0881993,0.0624708,0.0881993,0.0624708,0.0881993,0.0624708,0.0881993,0.0624708,0.0881993,0.0624708,0.0881993,0.0624708,0.102588,0.0726201,0.0536872,0.0423997
ATLAS,-999,-999,17.4096,17.1079,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.5745,17.1743,17.002,16.9546,35.8487,2.67169,0.0897558,0.0635732,0.0897558,0.0635732,0.0897558,0.0635732,0.0897558,0.0635732,0.0897558,0.0635732,0.0897558,0.0635732,0.0897558,0.0635732,0.0897558,0.0635732,0.104398,0.0739016,0.0546346,0.0431479
ATLAS,-999,-999,17.3011,17.035,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.4753,17.0981,16.9651,16.9367,35.9822,2.18788,0.0837364,0.0593097,0.0837364,0.0593097,0.0837364,0.0593097,0.0837364,0.0593097,0.0837364,0.0593097,0.0837364,0.0593097,0.0837364,0.0593097,0.0837364,0.0593097,0.0973971,0.0689455,0.0509705,0.0402543
ATLAS,-999,-999,18.3278,17.8578,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.528,17.9781,17.7198,17.6202,35.2722,2.03455,0.0998818,0.0707454,0.0998818,0.0707454,0.0998818,0.0707454,0.0998818,0.0707454,0.0998818,0.0707454,0.0998818,0.0707454,0.0998818,0.0707454,0.0998818,0.0707454,0.116176,0.0822391,0.0607983,0.0480158
ATLAS,-999,-999,17.8971,17.445,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.2042,17.5486,17.2983,17.2148,35.8323,2.41418,0.0879624,0.0623029,0.0879624,0.0623029,0.0879624,0.0623029,0.0879624,0.0623029,0.0879624,0.0623029,0.0879624,0.0623029,0.0879624,0.0623029,0.0879624,0.0623029,0.102312,0.072425,0.0535429,0.0422858
ATLAS,-999,-999,17.5369,17.309,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.6654,17.3586,17.2511,17.242,35.8748,2.32233,0.0849391,0.0601616,0.0849391,0.0601616,0.0849391,0.0601616,0.0849391,0.0601616,0.0849391,0.0601616,0.0849391,0.0601616,0.0849391,0.0601616,0.0849391,0.0601616,0.098796,0.0699358,0.0517026,0.0408324
ATLAS,-999,-999,17.27,16.9551,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.491,17.0314,16.8602,16.8086,35.5548,2.94791,0.0942519,0.0667577,0.0942519,0.0667577,0.0942519,0.0667577,0.0942519,0.0667577,0.0942519,0.0667577,0.0942519,0.0667577,0.0942519,0.0667577,0.0942519,0.0667577,0.109628,0.0776036,0.0573714,0.0453093
ATLAS,-999,-999,18.0288,17.7196,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.2411,17.7996,17.6258,17.5868,35.4175,3.26513,0.0871372,0.0617184,0.0871372,0.0617184,0.0871372,0.0617184,0.0871372,0.0617184,0.0871372,0.0617184,0.0871372,0.0617184,0.0871372,0.0617184,0.0871372,0.0617184,0.101353,0.0717456,0.0530406,0.0418891
ATLAS,-999,-999,17.9955,17.7707,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.1137,17.8166,17.7004,17.6708,35.4873,3.18471,0.0868706,0.0615296,0.0868706,0.0615296,0.0868706,0.0615296,0.0868706,0.0615296,0.0868706,0.0615296,0.0868706,0.0615296,0.0868706,0.0615296,0.0868706,0.0615296,0.101043,0.0715261,0.0528784,0.041761
ATLAS,-999,-999,18.0111,17.668,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.1949,17.7555,17.5535,17.5209,35.4188,2.12093,0.0934323,0.0661772,0.0934323,0.0661772,0.0934323,0.0661772,0.0934323,0.0661772,0.0934323,0.0661772,0.0934323,0.0661772,0.0934323,0.0661772,0.0934323,0.0661772,0.108675,0.0769287,0.0568725,0.0449153
ATLAS,-999,-999,17.8967,17.536,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.1054,17.634,17.4277,17.3599,35.2011,2.1517,0.112779,0.07988,0.112779,0.07988,0.112779,0.07988,0.112779,0.07988,0.112779,0.07988,0.112779,0.07988,0.112779,0.07988,0.112779,0.07988,0.131177,0.0928578,0.0686486,0.0542156
ATLAS,-999,-999,17.9128,17.674,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.0307,17.7417,17.6279,17.5916,35.5505,2.87019,0.100544,0.0712147,0.100544,0.0712147,0.100544,0.0712147,0.100544,0.0712147,0.100544,0.0712147,0.100544,0.0712147,0.100544,0.0712147,0.100544,0.0712147,0.116947,0.0827847,0.0612017,0.0483344
ATLAS,-999,-999,17.6538,17.1852,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.945,17.3056,17.0445,16.9548,35.4184,2.01361,0.0962576,0.0681783,0.0962576,0.0681783,0.0962576,0.0681783,0.0962576,0.0681783,0.0962576,0.0681783,0.0962576,0.0681783,0.0962576,0.0681783,0.0962576,0.0681783,0.111961,0.079255,0.0585922,0.0462735
ATLAS,-999,-999,17.1704,16.9692,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.3006,17.0195,16.917,16.9423,35.3492,2.01725,0.0956049,0.0677161,0.0956049,0.0677161,0.0956049,0.0677161,0.0956049,0.0677161,0.0956049,0.0677161,0.0956049,0.0677161,0.0956049,0.0677161,0.0956049,0.0677161,0.111202,0.0787176,0.058195,0.0459598
ATLAS,-999,-999,17.3502,16.9909,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.574,17.0923,16.8814,16.8006,35.0699,2.40689,0.112323,0.0795575,0.112323,0.0795575,0.112323,0.0795575,0.112323,0.0795575,0.112323,0.0795575,0.112323,0.0795575,0.112323,0.0795575,0.112323,0.0795575,0.130648,0.0924829,0.0683715,0.0539967
ATLAS,-999,-999,17.9894,17.7048,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.1732,17.7802,17.6233,17.5822,35.179,2.27731,0.107187,0.0759195,0.107187,0.0759195,0.107187,0.0759195,0.107187,0.0759195,0.107187,0.0759195,0.107187,0.0759195,0.107187,0.0759195,0.107187,0.0759195,0.124673,0.0882538,0.065245,0.0515276
ATLAS,-999,-999,18.1214,17.7997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.3365,17.8819,17.6726,17.6213,35.1169,2.40642,0.110938,0.0785765,0.110938,0.0785765,0.110938,0.0785765,0.110938,0.0785765,0.110938,0.0785765,0.110938,0.0785765,0.110938,0.0785765,0.110938,0.0785765,0.129037,0.0913425,0.0675284,0.0533309
ATLAS,-999,-999,17.882,17.5814,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.0624,17.6487,17.4798,17.4338,35.896,2.83241,0.0950953,0.0673551,0.0950953,0.0673551,0.0950953,0.0673551,0.0950953,0.0673551,0.0950953,0.0673551,0.0950953,0.0673551,0.0950953,0.0673551,0.0950953,0.0673551,0.110609,0.078298,0.0578848,0.0457148
ATLAS,-999,-999,17.8011,17.6033,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.9433,17.648,17.5339,17.5317,35.8055,2.91063,0.0891315,0.063131,0.0891315,0.063131,0.0891315,0.063131,0.0891315,0.063131,0.0891315,0.063131,0.0891315,0.063131,0.0891315,0.063131,0.0891315,0.063131,0.103672,0.0733877,0.0542546,0.0428479
ATLAS,-999,-999,18.0155,17.6985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.2117,17.7769,17.6001,17.581,35.3068,3.09777,0.100277,0.071025,0.100277,0.071025,0.100277,0.071025,0.100277,0.071025,0.100277,0.071025,0.100277,0.071025,0.100277,0.071025,0.100277,0.071025,0.116636,0.0825641,0.0610386,0.0482056
ATLAS,-999,-999,18.1309,17.6689,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.4134,17.8215,17.4992,17.3822,35.8355,2.05363,0.0897524,0.0635708,0.0897524,0.0635708,0.0897524,0.0635708,0.0897524,0.0635708,0.0897524,0.0635708,0.0897524,0.0635708,0.0897524,0.0635708,0.0897524,0.0635708,0.104395,0.0738989,0.0546325,0.0431463
ATLAS,-999,-999,18.115,17.8058,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.2781,17.9098,17.7349,17.707,35.0283,3.05075,0.131204,0.0929306,0.131204,0.0929306,0.131204,0.0929306,0.131204,0.0929306,0.131204,0.0929306,0.131204,0.0929306,0.131204,0.0929306,0.131204,0.0929306,0.152609,0.108029,0.0798643,0.0630732
ATLAS,-999,-999,17.3333,17.0427,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.5146,17.1009,16.9441,16.921,35.7161,2.36853,0.0994591,0.0704459,0.0994591,0.0704459,0.0994591,0.0704459,0.0994591,0.0704459,0.0994591,0.0704459,0.0994591,0.0704459,0.0994591,0.0704459,0.0994591,0.0704459,0.115685,0.081891,0.060541,0.0478126
ATLAS,-999,-999,18.0429,17.6997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.1739,17.7803,17.5841,17.5267,35.1214,2.02935,0.11545,0.0817719,0.11545,0.0817719,0.11545,0.0817719,0.11545,0.0817719,0.11545,0.0817719,0.11545,0.0817719,0.11545,0.0817719,0.11545,0.0817719,0.134284,0.095057,0.0702745,0.0554996
ATLAS,-999,-999,17.4064,17.1293,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.5915,17.2056,17.0456,17.0168,35.0397,2.02216,0.120709,0.0854973,0.120709,0.0854973,0.120709,0.0854973,0.120709,0.0854973,0.120709,0.0854973,0.120709,0.0854973,0.120709,0.0854973,0.120709,0.0854973,0.140402,0.0993877,0.0734761,0.0580282
ATLAS,-999,-999,17.7096,17.3419,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.9659,17.4347,17.2304,17.1584,35.6227,2.70657,0.0973765,0.0689709,0.0973765,0.0689709,0.0973765,0.0689709,0.0973765,0.0689709,0.0973765,0.0689709,0.0973765,0.0689709,0.0973765,0.0689709,0.0973765,0.0689709,0.113262,0.0801763,0.0592733,0.0468114
ATLAS,-999,-999,17.1885,17.0004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.3091,17.0426,16.9454,16.9477,35.8785,2.31476,0.0844718,0.0598306,0.0844718,0.0598306,0.0844718,0.0598306,0.0844718,0.0598306,0.0844718,0.0598306,0.0844718,0.0598306,0.0844718,0.0598306,0.0844718,0.0598306,0.0982525,0.069551,0.0514182,0.0406078
ATLAS,-999,-999,17.3329,17.1331,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.5976,17.1482,16.9459,16.8891,35.0407,2.25372,0.109258,0.0773863,0.109258,0.0773863,0.109258,0.0773863,0.109258,0.0773863,0.109258,0.0773863,0.109258,0.0773863,0.109258,0.0773863,0.109258,0.0773863,0.127082,0.0899589,0.0665055,0.0525231
ATLAS,-999,-999,17.8283,17.3459,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.1672,17.481,17.2057,17.1094,35.0251,2.08947,0.11025,0.0780889,0.11025,0.0780889,0.11025,0.0780889,0.11025,0.0780889,0.11025,0.0780889,0.11025,0.0780889,0.11025,0.0780889,0.11025,0.0780889,0.128236,0.0907757,0.0671093,0.053
ATLAS,-999,-999,17.611,17.331,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.7713,17.3977,17.2475,17.215,35.2228,2.44863,0.107943,0.0764553,0.107943,0.0764553,0.107943,0.0764553,0.107943,0.0764553,0.107943,0.0764553,0.107943,0.0764553,0.107943,0.0764553,0.107943,0.0764553,0.125553,0.0888767,0.0657055,0.0518912
ATLAS,-999,-999,17.3509,17.0257,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.5556,17.118,16.9318,16.8484,35.079,2.55859,0.116976,0.0828528,0.116976,0.0828528,0.116976,0.0828528,0.116976,0.0828528,0.116976,0.0828528,0.116976,0.0828528,0.116976,0.0828528,0.116976,0.0828528,0.136059,0.0963135,0.0712034,0.0562333
ATLAS,-999,-999,18.2169,17.7228,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.5727,17.8502,17.5627,17.4586,35.2961,2.42586,0.105161,0.0744842,0.105161,0.0744842,0.105161,0.0744842,0.105161,0.0744842,0.105161,0.0744842,0.105161,0.0744842,0.105161,0.0744842,0.105161,0.0744842,0.122316,0.0865854,0.0640115,0.0505534
ATLAS,-999,-999,17.7618,17.3506,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.0313,17.4596,17.2091,17.1108,35.382,2.52551,0.10967,0.0776783,0.10967,0.0776783,0.10967,0.0776783,0.10967,0.0776783,0.10967,0.0776783,0.10967,0.0776783,0.10967,0.0776783,0.10967,0.0776783,0.127562,0.0902983,0.0667565,0.0527213
ATLAS,-999,-999,18.1595,17.9629,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.243,17.9937,17.9011,17.8869,35.3614,2.54992,0.109584,0.0776173,0.109584,0.0776173,0.109584,0.0776173,0.109584,0.0776173,0.109584,0.0776173,0.109584,0.0776173,0.109584,0.0776173,0.109584,0.0776173,0.127461,0.0902275,0.0667041,0.0526799
ATLAS,-999,-999,17.3049,17.1051,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.429,17.1483,17.0412,17.0258,35.3432,2.62664,0.106291,0.0752846,0.106291,0.0752846,0.106291,0.0752846,0.106291,0.0752846,0.106291,0.0752846,0.106291,0.0752846,0.106291,0.0752846,0.106291,0.0752846,0.123631,0.0875158,0.0646994,0.0510967
ATLAS,-999,-999,17.9925,17.5525,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.2762,17.6764,17.4298,17.3371,35.4844,2.68774,0.106602,0.0755052,0.106602,0.0755052,0.106602,0.0755052,0.106602,0.0755052,0.106602,0.0755052,0.106602,0.0755052,0.106602,0.0755052,0.106602,0.0755052,0.123993,0.0877722,0.0648889,0.0512464
ATLAS,-999,-999,17.6012,17.2372,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.8212,17.34,17.1168,17.0375,35.495,2.59357,0.105692,0.0748604,0.105692,0.0748604,0.105692,0.0748604,0.105692,0.0748604,0.105692,0.0748604,0.105692,0.0748604,0.105692,0.0748604,0.105692,0.0748604,0.122934,0.0870226,0.0643348,0.0508087
