survey,DES-g,DES-r,DES-i,DES-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,DES-g_AV,DES-r_AV,DES-i_AV,DES-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
DES,17.051,16.6154,16.4975,16.4568,17.03,16.6379,16.4924,16.4884,40.205,-0.612498,0.0915506,0.0609241,0.0446041,0.0339772,0.0905935,0.0641294,0.0474101,0.0374424
DES,18.1001,17.6479,17.5301,17.486,18.0816,17.6623,17.5325,17.5076,40.2249,-0.600384,0.0908188,0.0604372,0.0442476,0.0337056,0.0898694,0.0636168,0.0470311,0.0371431
DES,17.6937,17.1612,17.0097,16.9478,17.681,17.2149,17.0153,16.9872,40.5664,0.00477806,0.10152,0.0675587,0.0494614,0.0376772,0.100459,0.071113,0.052573,0.0415198
DES,18.2316,17.5489,17.313,17.1768,18.1982,17.6047,17.3316,17.2234,43.5941,0.302097,0.242621,0.161457,0.118207,0.0900439,0.240085,0.169951,0.125643,0.0992272
DES,16.6081,16.1804,16.0513,15.9981,16.579,16.2029,16.0573,16.0193,43.7189,0.106235,0.23375,0.155554,0.113885,0.0867517,0.231307,0.163737,0.121049,0.0955991
DES,17.1954,16.574,16.3811,16.2782,17.149,16.6129,16.4007,16.319,43.4319,0.960023,0.264466,0.175994,0.12885,0.0981514,0.261702,0.185254,0.136956,0.108161
DES,17.8282,17.3125,17.1336,17.0413,17.7999,17.3407,17.147,17.0682,43.7406,0.778211,0.271164,0.180452,0.132113,0.100637,0.26833,0.189945,0.140424,0.110901
DES,18.793,18.4395,18.3397,18.3007,18.7695,18.4673,18.3429,18.3169,43.5056,0.948041,0.276792,0.184197,0.134855,0.102726,0.273899,0.193887,0.143339,0.113202
DES,18.0115,17.5092,17.342,17.266,17.9807,17.544,17.3518,17.2958,41.2426,-0.53461,0.0925625,0.0615975,0.0450971,0.0343527,0.0915949,0.0648382,0.0479341,0.0378562
DES,18.0318,17.3705,17.1358,17.0164,18.0124,17.4241,17.1614,17.0601,40.8209,-0.472633,0.0957826,0.0637405,0.046666,0.0355478,0.0947814,0.0670939,0.0496017,0.0391732
DES,18.1572,17.4887,17.3005,17.211,18.1062,17.5355,17.3214,17.2532,40.9935,-0.45319,0.111667,0.0743112,0.054405,0.041443,0.1105,0.0782207,0.0578276,0.0456697
DES,17.7449,17.2192,17.0313,16.9435,17.7163,17.2546,17.0455,16.9601,41.3972,-0.644065,0.0922294,0.0613758,0.0449348,0.0342291,0.0912652,0.0646049,0.0477616,0.03772
DES,17.1912,16.8155,16.7077,16.6734,17.1671,16.8346,16.7062,16.686,40.4622,-0.162929,0.0844368,0.0561901,0.0411382,0.031337,0.0835541,0.0591463,0.0437261,0.034533
DES,18.2085,17.8679,17.7737,17.7465,18.1612,17.8929,17.7782,17.7504,41.0257,-0.60515,0.111789,0.0743925,0.0544646,0.0414884,0.110621,0.0783063,0.0578909,0.0457197
DES,18.7356,17.9541,17.6933,17.5508,18.7028,18.0001,17.7144,17.5879,40.646,-1.06149,0.103835,0.0690989,0.050589,0.0385362,0.102749,0.0727342,0.0537715,0.0424663
DES,18.2509,17.7987,17.656,17.5962,18.235,17.8294,17.6792,17.5996,41.2709,-0.638735,0.0888246,0.0591101,0.043276,0.0329655,0.0878961,0.0622199,0.0459984,0.0363275
DES,17.1752,16.6745,16.5121,16.4383,17.1333,16.7035,16.5184,16.4472,40.9557,-0.0571681,0.0880763,0.0586121,0.0429114,0.0326878,0.0871556,0.0616957,0.0456109,0.0360214
DES,17.0695,16.6802,16.565,16.5258,17.0553,16.7103,16.5661,16.5524,40.7565,-0.115044,0.103683,0.068998,0.0505151,0.0384799,0.102599,0.072628,0.053693,0.0424043
DES,17.5461,17.2589,17.1874,17.1753,17.5146,17.2745,17.201,17.1837,41.3227,-0.579884,0.091852,0.0611248,0.0447509,0.034089,0.0908918,0.0643406,0.0475662,0.0375656
DES,16.7967,16.2937,16.1296,16.0595,16.7634,16.3259,16.1377,16.0845,40.9445,-0.549752,0.108729,0.0723561,0.0529737,0.0403527,0.107593,0.0761627,0.0563062,0.0444681
DES,17.0964,16.4282,16.2201,16.1135,17.2614,16.4641,16.2334,16.1441,41.2521,-0.397062,0.0938471,0.0624524,0.0457229,0.0348295,0.092866,0.065738,0.0485993,0.0383816
DES,16.5805,16.2719,16.1845,16.1634,16.5451,16.2832,16.1763,16.1698,40.859,-0.521227,0.099633,0.0663027,0.0485419,0.0369768,0.0985915,0.069791,0.0515956,0.0407479
DES,16.9032,16.4997,16.3831,16.3391,16.8563,16.5377,16.3894,16.363,41.051,-0.635263,0.108281,0.0720579,0.0527554,0.0401864,0.107149,0.0758489,0.0560742,0.0442849
DES,18.6112,18.2174,18.1043,18.063,18.6102,18.2492,18.0964,18.0921,41.715,-0.391228,0.102254,0.0680469,0.0498188,0.0379495,0.101185,0.0716269,0.0529529,0.0418198
DES,16.6459,16.2271,16.1086,16.0663,16.6099,16.2453,16.1173,16.0756,40.6238,-0.565764,0.0985756,0.0655991,0.0480267,0.0365844,0.0975451,0.0690503,0.051048,0.0403155
DES,18.5676,17.8443,17.5816,17.4407,18.5066,17.8654,17.6024,17.4901,40.3387,-0.211265,0.0815066,0.0542402,0.0397106,0.0302496,0.0806546,0.0570938,0.0422087,0.0333346
DES,17.4806,17.0014,16.8509,16.7854,17.453,17.0247,16.8682,16.8082,40.2859,-0.161273,0.0792333,0.0527274,0.038603,0.0294059,0.078405,0.0555014,0.0410315,0.0324048
DES,18.1105,17.4792,17.2794,17.1788,18.0538,17.5218,17.2951,17.2101,40.3957,-0.219138,0.0825029,0.0549032,0.040196,0.0306193,0.0816404,0.0577916,0.0427247,0.033742
DES,17.1249,16.7035,16.5898,16.547,17.0818,16.7332,16.589,16.5575,40.2542,-0.172582,0.0769245,0.0511909,0.0374781,0.028549,0.0761203,0.0538841,0.0398359,0.0314606
DES,18.1873,17.5328,17.2988,17.1788,18.1441,17.5781,17.3243,17.2502,40.4766,-0.2488,0.0867262,0.0577137,0.0422536,0.0321867,0.0858196,0.06075,0.0449117,0.0354693
DES,18.0665,17.2956,17.0296,16.8814,18.0317,17.3646,17.0637,16.9389,41.2676,-0.67139,0.0884209,0.0588414,0.0430793,0.0328156,0.0874966,0.0619371,0.0457893,0.0361624
DES,17.7926,17.0633,16.8674,16.7727,17.77,17.1092,16.8848,16.8102,41.0229,-0.966162,0.0883943,0.0588237,0.0430663,0.0328058,0.0874702,0.0619184,0.0457756,0.0361515
DES,18.9044,18.3418,18.1481,18.0636,18.8044,18.3975,18.1645,18.0931,41.0264,-0.069815,0.0905511,0.060259,0.0441171,0.0336062,0.0896045,0.0634293,0.0468925,0.0370336
DES,16.853,16.3607,16.2388,16.1928,16.8205,16.3908,16.2426,16.209,40.9026,-0.376326,0.0989828,0.0658701,0.0482251,0.0367355,0.0979481,0.0693355,0.0512589,0.040482
DES,18.4989,17.7543,17.4462,17.2649,18.4401,17.7979,17.4541,17.2851,42.5352,0.0608834,0.198451,0.132063,0.0966865,0.073651,0.196376,0.139011,0.102769,0.0811623
DES,17.3172,16.7502,16.5857,16.5041,17.282,16.7826,16.5926,16.532,42.8405,-0.221444,0.1959,0.130366,0.0954441,0.0727045,0.193853,0.137224,0.101448,0.0801194
DES,18.9627,18.56,18.432,18.3788,18.9594,18.5978,18.4436,18.378,42.9262,0.199859,0.237611,0.158123,0.115766,0.0881846,0.235127,0.166442,0.123048,0.0971782
DES,17.5253,17.1027,16.9611,16.8971,17.5051,17.1339,16.9608,16.9181,42.7359,-0.190741,0.193606,0.128839,0.0943263,0.071853,0.191582,0.135617,0.10026,0.0791811
DES,16.0975,15.6352,15.509,15.4618,16.0648,15.6653,15.5107,15.4741,42.5707,-0.184108,0.188562,0.125483,0.0918689,0.0699812,0.186591,0.132084,0.0976483,0.0771183
DES,18.6871,18.1336,17.9241,17.8107,18.6734,18.1811,17.9351,17.854,42.5714,-0.188757,0.188383,0.125363,0.0917814,0.0699145,0.186413,0.131958,0.0975552,0.0770448
DES,16.54,15.7143,15.467,15.3354,16.4972,15.7733,15.4952,15.3816,42.6602,-0.266622,0.188127,0.125193,0.0916569,0.0698196,0.186161,0.131779,0.0974229,0.0769403
DES,16.408,15.5834,15.3308,15.1885,16.3513,15.6442,15.3637,15.236,43.4351,-0.0829515,0.229863,0.152967,0.111991,0.085309,0.22746,0.161014,0.119036,0.0940093
DES,16.7181,16.2207,16.0422,15.9519,16.6726,16.2493,16.0593,15.9784,43.3135,-0.024651,0.201613,0.134167,0.0982273,0.0748247,0.199506,0.141226,0.104407,0.0824558
DES,16.1766,15.5701,15.3823,15.2829,16.1502,15.6192,15.4039,15.3201,43.5645,-0.110818,0.235286,0.156576,0.114633,0.0873216,0.232826,0.164813,0.121844,0.0962271
DES,17.8716,17.4783,17.3559,17.305,17.8612,17.5093,17.3609,17.3264,43.1675,-0.795958,0.207568,0.13813,0.101128,0.0770346,0.205398,0.145397,0.10749,0.084891
DES,17.8156,17.195,16.9944,16.8866,17.7814,17.2402,17.0135,16.9204,43.2562,-0.685177,0.205501,0.136754,0.100121,0.0762674,0.203352,0.143949,0.10642,0.0840456
DES,18.3788,17.7599,17.5422,17.4216,18.3054,17.8059,17.5572,17.4691,42.6955,0.398956,0.222668,0.148179,0.108486,0.0826389,0.220341,0.155975,0.11531,0.0910669
DES,18.374,17.6568,17.389,17.239,18.3416,17.7114,17.4165,17.2838,42.7524,0.476537,0.215755,0.143578,0.105117,0.0800732,0.2135,0.151132,0.11173,0.0882395
DES,18.9639,18.5236,18.386,18.331,18.9713,18.5766,18.3966,18.3573,41.421,-0.143824,0.0942339,0.0627098,0.0459114,0.034973,0.0932488,0.066009,0.0487996,0.0385398
DES,18.4345,17.8055,17.6217,17.5139,18.352,17.842,17.6243,17.5405,40.5909,-0.168381,0.0936632,0.06233,0.0456333,0.0347612,0.092684,0.0656092,0.0485041,0.0383064
DES,18.3165,17.6683,17.4394,17.3192,18.2563,17.7192,17.4633,17.3592,40.9502,-0.0597258,0.0884035,0.0588299,0.0430708,0.0328092,0.0874794,0.0619249,0.0457804,0.0361553
DES,17.1942,16.8413,16.7495,16.7312,17.1713,16.862,16.7503,16.7443,41.1091,-0.763011,0.100216,0.0666907,0.0488259,0.0371931,0.0991683,0.0701993,0.0518975,0.0409863
DES,17.3591,16.8378,16.6929,16.6264,17.3271,16.8682,16.704,16.6479,41.7643,-0.0927896,0.121072,0.0805696,0.058987,0.0449334,0.119806,0.0848084,0.0626978,0.0495159
DES,18.086,17.4666,17.2829,17.1985,18.0141,17.5012,17.2974,17.2308,41.027,-0.776482,0.106826,0.0710894,0.0520463,0.0396463,0.105709,0.0748294,0.0553205,0.0436896
DES,18.337,17.8985,17.7772,17.7325,18.3379,17.9231,17.7862,17.7465,41.4902,-0.344628,0.0965588,0.064257,0.0470441,0.0358359,0.0955494,0.0676375,0.0500036,0.0394906
DES,16.7907,16.3294,16.193,16.1367,16.75,16.363,16.1989,16.1558,40.8166,-0.353419,0.0905639,0.0602675,0.0441233,0.033611,0.0896171,0.0634382,0.0468991,0.0370388
DES,17.0978,16.7466,16.6411,16.6017,17.0574,16.7599,16.6465,16.6158,41.4737,0.00352966,0.0993998,0.0661476,0.0484283,0.0368902,0.0983607,0.0696276,0.0514749,0.0406525
DES,17.0395,16.6006,16.4942,16.4559,17.0006,16.633,16.4959,16.4728,41.4655,-0.00224526,0.100131,0.066634,0.0487844,0.0371615,0.099084,0.0701396,0.0518534,0.0409515
DES,18.815,18.2658,18.0853,17.9986,18.7754,18.3095,18.084,18.0316,40.5844,0.00918005,0.102496,0.068208,0.0499368,0.0380394,0.101425,0.0717965,0.0530783,0.0419188
DES,17.0897,16.4294,16.2571,16.1753,17.0413,16.466,16.2589,16.2108,40.4925,-0.0327987,0.0914603,0.0608641,0.0445601,0.0339436,0.0905042,0.0640661,0.0473633,0.0374054
DES,18.2201,17.6862,17.5412,17.4809,18.1745,17.7316,17.5447,17.4975,41.0263,-0.0120895,0.0895302,0.0595797,0.0436197,0.0332273,0.0885943,0.0627142,0.0463638,0.0366161
DES,17.0227,16.196,15.8912,15.7217,16.9735,16.2549,15.9292,15.7725,41.8829,0.176176,0.139552,0.0928679,0.0679909,0.0517921,0.138094,0.0977537,0.0722681,0.0570741
DES,18.3261,17.6207,17.4086,17.296,18.2995,17.6523,17.4287,17.3398,42.9866,0.202401,0.23382,0.1556,0.113919,0.0867775,0.231375,0.163786,0.121085,0.0956276
DES,17.9323,17.3179,17.1176,17.01,17.9035,17.3637,17.1364,17.049,43.5654,0.0350764,0.249784,0.166224,0.121696,0.0927023,0.247173,0.174969,0.129352,0.102157
DES,18.1191,17.4321,17.2418,17.1385,18.0604,17.4676,17.2634,17.1727,43.1245,0.0290369,0.213182,0.141866,0.103864,0.0791182,0.210953,0.14933,0.110398,0.0871871
DES,17.0237,16.482,16.3128,16.2274,16.9949,16.5203,16.331,16.2587,43.2589,-0.428865,0.207038,0.137778,0.10087,0.076838,0.204874,0.145026,0.107216,0.0846744
DES,18.9425,18.1828,17.9803,17.8672,18.8914,18.2247,18.006,17.9253,43.4247,0.0328133,0.236898,0.157648,0.115418,0.0879198,0.234421,0.165942,0.122679,0.0968864
DES,17.7453,17.2924,17.1639,17.1094,17.7244,17.3267,17.1732,17.1311,42.4436,0.190388,0.179508,0.119457,0.0874575,0.0666208,0.177632,0.125742,0.0929594,0.0734152
DES,17.588,16.7936,16.5505,16.4246,17.5367,16.8443,16.5827,16.4681,40.2878,-0.735687,0.105443,0.070169,0.0513725,0.039133,0.104341,0.0738606,0.0546043,0.043124
DES,17.9268,17.2168,17.0003,16.8888,17.9241,17.2765,17.0354,16.9364,41.6193,-0.227961,0.102142,0.0679721,0.0497641,0.0379078,0.101074,0.0715482,0.0528947,0.0417739
DES,18.3795,17.8255,17.6558,17.5764,18.3491,17.8407,17.6587,17.6015,40.9787,-0.45988,0.111149,0.0739666,0.0541528,0.0412509,0.109987,0.077858,0.0575594,0.0454579
DES,18.0769,17.3157,17.0459,16.9035,18.0454,17.3677,17.0785,16.9492,40.5058,-0.741053,0.103026,0.0685604,0.0501948,0.0382359,0.101949,0.0721674,0.0533525,0.0421354
DES,18.408,18.0382,17.9181,17.8712,18.3707,18.0659,17.9281,17.8625,40.9643,-0.370719,0.104584,0.0695974,0.050954,0.0388142,0.103491,0.073259,0.0541595,0.0427727
DES,18.0554,17.474,17.2798,17.1839,18.0293,17.5145,17.3047,17.2184,41.2697,-0.567199,0.0914338,0.0608464,0.0445472,0.0339338,0.090478,0.0640476,0.0473496,0.0373946
DES,17.4097,16.8859,16.7526,16.6894,17.3626,16.9135,16.7502,16.7053,40.9035,-0.143912,0.0909364,0.0605154,0.0443049,0.0337492,0.0899858,0.0636992,0.047092,0.0371912
DES,17.7316,17.2456,17.114,17.0615,17.6861,17.2727,17.118,17.0758,40.7107,-0.434751,0.0863319,0.0574513,0.0420615,0.0320404,0.0854294,0.0604738,0.0447075,0.035308
DES,18.4959,18.0518,17.9244,17.8677,18.4091,18.0576,17.9121,17.872,40.8346,-0.847379,0.0979888,0.0652086,0.0477408,0.0363666,0.0969645,0.0686393,0.0507442,0.0400755
DES,18.9559,18.0816,17.7996,17.6475,18.7888,18.1384,17.8285,17.7015,40.2374,-0.462879,0.0905462,0.0602558,0.0441147,0.0336044,0.0895997,0.0634259,0.04689,0.0370316
DES,17.7872,17.2326,17.0445,16.9553,17.7805,17.2763,17.0542,16.9767,40.4052,-0.448005,0.091138,0.0606496,0.0444031,0.033824,0.0901853,0.0638404,0.0471964,0.0372736
DES,17.679,17.121,16.9457,16.8648,17.6273,17.1548,16.9587,16.8965,40.3413,-0.470218,0.0948637,0.063129,0.0462183,0.0352068,0.0938721,0.0664502,0.0491258,0.0387974
DES,16.8218,16.2543,16.0614,15.9691,16.7893,16.2954,16.081,16.0056,40.2768,-0.500573,0.0935557,0.0622585,0.045581,0.0347213,0.0925776,0.0655339,0.0484484,0.0382624
DES,17.1741,16.7747,16.6679,16.6343,17.1402,16.7964,16.6709,16.6541,40.4015,-0.506223,0.0929522,0.0618569,0.0452869,0.0344973,0.0919805,0.0651112,0.0481359,0.0380156
DES,16.6161,16.2158,16.0978,16.0616,16.5826,16.2332,16.106,16.0872,40.2087,-0.548958,0.0887079,0.0590324,0.0432191,0.0329221,0.0877805,0.0621381,0.045938,0.0362797
DES,18.4268,17.9806,17.8445,17.8053,18.322,17.8919,17.7256,17.6883,41.8282,0.206606,0.124827,0.0830686,0.0608166,0.046327,0.123522,0.0874389,0.0646425,0.0510518
DES,18.9013,18.209,17.9939,17.8766,18.7905,18.2583,18.0099,17.9313,40.5617,-0.0277787,0.100493,0.066875,0.0489608,0.0372959,0.0994424,0.0703933,0.0520409,0.0410996
DES,17.2471,16.7426,16.5946,16.5314,17.2185,16.7742,16.6052,16.5572,41.3973,0.0071713,0.101546,0.0675759,0.049474,0.0376868,0.100485,0.0711311,0.0525863,0.0415303
DES,17.8623,17.0998,16.8318,16.6797,17.8219,17.1549,16.8561,16.73,41.5109,-0.0116309,0.0978774,0.0651344,0.0476865,0.0363252,0.0968542,0.0685612,0.0506865,0.0400299
DES,18.3007,17.5694,17.3737,17.2664,18.2451,17.6225,17.3884,17.3133,41.1929,0.000994565,0.0978023,0.0650845,0.0476499,0.0362974,0.0967799,0.0685086,0.0506476,0.0399992
DES,18.3606,18.0341,17.9489,17.9253,18.3314,18.0549,17.9535,17.9425,41.6926,-0.121911,0.112543,0.0748937,0.0548316,0.0417679,0.111366,0.0788339,0.058281,0.0460277
DES,18.0829,17.5516,17.3607,17.2649,18.0476,17.5876,17.3725,17.3016,43.6865,0.197843,0.239827,0.159598,0.116845,0.089007,0.23732,0.167994,0.124196,0.0980845
DES,17.2205,16.6969,16.5226,16.4356,17.1808,16.741,16.5367,16.4681,43.1784,-0.397404,0.194321,0.129315,0.0946746,0.0721184,0.19229,0.136118,0.100631,0.0794735
DES,18.4173,18.1211,17.8316,17.7816,18.3432,18.0485,17.7533,17.6991,43.4206,0.18612,0.240027,0.159731,0.116943,0.0890812,0.237518,0.168134,0.1243,0.0981662
DES,18.4243,17.9329,17.7872,17.7167,18.3771,17.9483,17.7922,17.7246,43.2658,-0.24066,0.213519,0.142091,0.104028,0.0792434,0.211287,0.149566,0.110572,0.0873251
DES,16.5674,15.9313,15.7261,15.6115,16.5265,15.9735,15.7439,15.6505,43.2668,-0.243341,0.213628,0.142163,0.104081,0.0792839,0.211395,0.149643,0.110629,0.0873698
DES,18.1901,17.7805,17.6566,17.6044,18.1571,17.8007,17.657,17.61,43.4194,-0.41617,0.205947,0.137051,0.100339,0.0764329,0.203794,0.144262,0.106651,0.084228
DES,16.3206,15.5914,15.3828,15.2765,16.2821,15.6428,15.4049,15.3039,43.359,-0.391828,0.20606,0.137127,0.100394,0.0764751,0.203906,0.144341,0.10671,0.0842745
DES,17.95,17.4854,17.3372,17.2847,17.9324,17.5078,17.3475,17.3,43.1695,-0.356467,0.187884,0.125031,0.0915382,0.0697292,0.18592,0.131609,0.0972968,0.0768406
DES,18.132,17.6806,17.5487,17.4899,18.1092,17.7152,17.5637,17.5184,43.2642,-0.205699,0.216385,0.143998,0.105424,0.0803071,0.214123,0.151574,0.112057,0.0884973
DES,18.274,17.7782,17.6231,17.5465,18.2421,17.811,17.643,17.576,43.175,-0.239386,0.18102,0.120463,0.088194,0.0671818,0.179127,0.126801,0.0937422,0.0740334
DES,16.4585,15.6963,15.4139,15.2724,16.4215,15.762,15.4504,15.3129,43.3516,-0.384924,0.205833,0.136975,0.100283,0.0763907,0.203681,0.144182,0.106592,0.0841815
DES,18.8873,18.3633,18.1892,18.1061,18.8521,18.3973,18.1867,18.1031,42.7644,0.180177,0.217639,0.144832,0.106035,0.0807723,0.215364,0.152452,0.112706,0.0890099
DES,16.4255,16.003,15.8522,15.7846,16.402,16.0381,15.8659,15.8143,43.6634,-0.387167,0.217428,0.144692,0.105932,0.0806939,0.215155,0.152304,0.112596,0.0889236
DES,18.0523,17.3373,17.1027,16.9708,17.9975,17.3889,17.1187,17.0246,43.562,-0.361884,0.20795,0.138384,0.101314,0.0771763,0.205776,0.145665,0.107688,0.0850472
DES,16.8134,16.2158,16.0083,15.899,16.7644,16.2539,16.0296,15.9364,43.4112,0.920085,0.26553,0.176702,0.129368,0.0985461,0.262754,0.185998,0.137506,0.108596
DES,17.3849,16.5656,16.3161,16.1717,17.3524,16.6216,16.3412,16.2268,43.5416,0.966602,0.283316,0.188538,0.138033,0.105147,0.280354,0.198457,0.146717,0.115871
DES,18.785,18.0723,17.8252,17.6895,18.7175,18.121,17.8583,17.7375,43.6326,0.830405,0.283689,0.188787,0.138215,0.105286,0.280724,0.198719,0.14691,0.116023
DES,16.7392,16.2163,16.0659,15.9904,16.7135,16.2501,16.074,16.0198,43.5778,0.982804,0.290466,0.193296,0.141517,0.107801,0.287429,0.203466,0.15042,0.118795
DES,17.7842,17.3227,17.1681,17.098,17.7607,17.3597,17.1789,17.1254,43.5667,0.819471,0.28974,0.192813,0.141163,0.107531,0.286711,0.202957,0.150044,0.118498
DES,18.0766,17.3788,17.1331,16.9929,18.0358,17.4259,17.1533,17.0355,43.6213,0.999452,0.294021,0.195662,0.143249,0.10912,0.290947,0.205956,0.152261,0.120249
DES,16.9963,16.2807,16.0414,15.9056,16.958,16.334,16.0669,15.9581,43.6025,0.828398,0.287413,0.191265,0.14003,0.106668,0.284408,0.201327,0.148839,0.117546
DES,18.3392,17.565,17.2943,17.1446,18.272,17.6232,17.3275,17.1919,43.6398,0.746722,0.277403,0.184604,0.135153,0.102953,0.274503,0.194316,0.143655,0.113452
DES,18.6726,18.3159,18.1998,18.159,18.7496,18.3484,18.2181,18.1611,40.3503,-0.682192,0.0998883,0.0664726,0.0486663,0.0370715,0.0988441,0.0699698,0.0517278,0.0408523
DES,17.6594,17.2298,17.0986,17.0485,17.6327,17.2533,17.1006,17.0672,40.3523,-0.758801,0.101638,0.0676371,0.0495188,0.037721,0.100576,0.0711955,0.052634,0.041568
DES,17.6443,17.1053,16.9471,16.8801,17.603,17.145,16.9659,16.9081,41.32,-0.685838,0.0876978,0.0583602,0.042727,0.0325473,0.086781,0.0614306,0.0454149,0.0358666
DES,18.5817,18.1313,18.0126,17.9717,18.5579,18.1579,18.0102,17.9886,40.6691,-0.390892,0.0850112,0.0565724,0.041418,0.0315502,0.0841225,0.0595487,0.0440236,0.0347679
DES,18.0153,17.4404,17.2233,17.1146,17.9825,17.4889,17.2487,17.1591,40.5805,-0.412884,0.0850641,0.0566076,0.0414438,0.0315698,0.0841748,0.0595857,0.044051,0.0347895
DES,18.2375,17.8858,17.7934,17.7687,18.2073,17.9059,17.7861,17.8316,40.8712,-1.07917,0.103607,0.0689477,0.0504783,0.0384518,0.102524,0.072575,0.0536538,0.0423734
DES,18.2375,17.8858,17.7934,17.7687,18.2188,17.9211,17.7868,17.7887,40.8713,-1.07916,0.103608,0.0689477,0.0504783,0.0384518,0.102524,0.072575,0.0536538,0.0423734
DES,18.9226,18.3087,18.0953,17.9892,18.8468,18.333,18.1112,18.0241,40.2377,-0.0368232,0.0792035,0.0527075,0.0385885,0.0293948,0.0783755,0.0554805,0.041016,0.0323926
DES,17.7425,17.2418,17.1004,17.0464,17.7131,17.2678,17.112,17.0585,40.6861,-0.813562,0.102546,0.0682413,0.0499612,0.0380579,0.101474,0.0718315,0.0531042,0.0419393
DES,17.3489,17.0565,16.9918,16.9838,17.3114,17.0563,16.9813,16.9962,40.2105,-0.0222116,0.0787335,0.0523948,0.0383595,0.0292204,0.0779104,0.0551513,0.0407727,0.0322004
DES,17.4829,17.1003,16.9976,16.9673,17.4395,17.1165,17.0097,16.9652,40.3232,-0.0861105,0.0831434,0.0553294,0.040508,0.030857,0.0822742,0.0582403,0.0430563,0.034004
DES,16.7178,16.4216,16.3507,16.3395,16.6804,16.4367,16.3441,16.343,40.2975,-0.080711,0.0820715,0.0546161,0.0399858,0.0304592,0.0812135,0.0574895,0.0425013,0.0335656
DES,18.8131,18.2141,18.0222,17.9233,18.7531,18.263,18.0187,17.9523,40.2232,-0.0511632,0.0772955,0.0514378,0.0376589,0.0286867,0.0764875,0.054144,0.040028,0.0316123
DES,18.1631,17.4277,17.1908,17.0623,18.1058,17.4759,17.2082,17.1245,40.222,-0.00168256,0.0811429,0.0539982,0.0395334,0.0301146,0.0802947,0.056839,0.0420204,0.0331858
DES,16.7432,16.246,16.1095,16.0551,16.7064,16.2737,16.1181,16.0751,40.6681,-0.699145,0.102275,0.0680609,0.049829,0.0379573,0.101206,0.0716416,0.0529637,0.0418284
DES,16.5914,16.2374,16.137,16.1066,16.5641,16.2611,16.1464,16.1211,40.5918,-0.654046,0.10492,0.0698211,0.0511178,0.038939,0.103823,0.0734944,0.0543335,0.0429102
DES,16.9155,16.3061,16.1096,16.0092,16.8704,16.351,16.132,16.0455,40.6196,-0.998815,0.105069,0.0699205,0.0511905,0.0389944,0.103971,0.073599,0.0544108,0.0429712
DES,16.6143,16.2005,16.085,16.0441,16.5815,16.2389,16.0892,16.0609,41.1185,0.00108211,0.0941011,0.0626215,0.0458467,0.0349237,0.0931174,0.065916,0.0487309,0.0384855
DES,17.9099,17.2932,17.0981,16.9977,17.8604,17.3431,17.1198,17.0167,42.1535,0.0115971,0.139037,0.0925248,0.0677397,0.0516007,0.137583,0.0973926,0.0720012,0.0568633
DES,17.026,16.3539,16.1317,16.0012,16.9925,16.4026,16.1434,16.041,41.9667,-0.014021,0.143257,0.095333,0.0697957,0.0531668,0.141759,0.100349,0.0741864,0.0585891
DES,18.5513,17.8915,17.6564,17.5219,18.5007,17.9243,17.65,17.536,41.9663,-0.0111913,0.14325,0.0953284,0.0697923,0.0531643,0.141752,0.100344,0.0741828,0.0585863
DES,18.9648,18.5313,18.3847,18.3268,18.9485,18.5705,18.3983,18.3432,42.1435,0.00125629,0.137599,0.0915678,0.0670391,0.051067,0.13616,0.0963852,0.0712564,0.0562751
DES,17.7604,17.216,17.0459,16.9641,17.7356,17.246,17.0624,16.989,42.0378,-0.0156301,0.13656,0.0908767,0.0665331,0.0506816,0.135133,0.0956577,0.0707186,0.0558504
DES,18.4487,17.8988,17.7035,17.6075,18.4282,17.9373,17.733,17.63,42.0468,-0.0167526,0.135902,0.0904385,0.0662123,0.0504372,0.134481,0.0951965,0.0703776,0.0555811
DES,18.4724,17.6203,17.3053,17.1302,18.416,17.6978,17.339,17.1869,43.4915,-0.130068,0.226391,0.150656,0.110299,0.0840204,0.224024,0.158582,0.117238,0.0925893
DES,18.7774,18.0811,17.8662,17.7482,18.7525,18.1235,17.8864,17.7982,42.9053,-0.274031,0.176949,0.117754,0.0862107,0.065671,0.175099,0.123949,0.0916341,0.0723685
DES,17.7494,17.0001,16.7642,16.6293,17.7055,17.0431,16.7871,16.6675,42.8373,-0.0540917,0.225632,0.150151,0.10993,0.0837388,0.223273,0.158051,0.116845,0.092279
DES,18.2565,17.7259,17.5598,17.4766,18.2009,17.7551,17.5682,17.5035,42.4854,0.0629149,0.18637,0.124024,0.0908007,0.0691675,0.184422,0.130549,0.0965129,0.0762216
DES,17.9567,17.4979,17.3591,17.298,17.9366,17.5489,17.3708,17.32,42.5637,-0.252295,0.186197,0.123909,0.0907165,0.0691033,0.184251,0.130427,0.0964234,0.0761509
DES,17.7427,17.1832,17.0099,16.9211,17.7216,17.2315,17.021,16.9506,43.734,-0.305543,0.231171,0.153837,0.112628,0.0857946,0.228755,0.161931,0.119714,0.0945444
DES,17.8088,17.2976,17.1429,17.0703,17.7628,17.3464,17.1579,17.0905,43.2222,0.198476,0.229801,0.152925,0.11196,0.0852858,0.227398,0.160971,0.119004,0.0939838
