survey,DES-g,DES-r,DES-i,DES-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,DES-g_AV,DES-r_AV,DES-i_AV,DES-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
DES,17.3007,16.5043,16.2792,16.1501,17.2501,16.5553,16.302,16.1912,43.4315,0.00657675,0.237256,0.157887,0.115593,0.0880527,0.234776,0.166193,0.122864,0.0970329
DES,18.4497,17.6587,17.3965,17.2541,18.3808,17.7179,17.4241,17.2802,43.6705,0.00236452,0.240253,0.159881,0.117053,0.0891651,0.237741,0.168292,0.124417,0.0982586
DES,17.8969,17.4029,17.253,17.1715,17.8603,17.442,17.256,17.2136,43.6308,0.158822,0.237288,0.157908,0.115608,0.0880646,0.234807,0.166216,0.122881,0.097046
DES,16.5632,16.0245,15.8503,15.766,16.5254,16.0573,15.8572,15.7842,43.0082,0.529837,0.271033,0.180365,0.132049,0.100589,0.2682,0.189854,0.140356,0.110847
DES,17.0534,16.5392,16.3533,16.2608,17.0224,16.5825,16.3653,16.298,43.4391,0.739141,0.271792,0.180869,0.132419,0.10087,0.268951,0.190385,0.140749,0.111157
DES,16.1254,15.6001,15.4323,15.3541,16.0901,15.6275,15.4473,15.3784,43.5952,0.278576,0.241763,0.160886,0.117789,0.0897255,0.239236,0.16935,0.125199,0.0988763
DES,17.0671,16.3076,16.0762,15.9444,17.0305,16.3629,16.0981,15.989,43.4946,0.642498,0.274742,0.182832,0.133856,0.101965,0.27187,0.192451,0.142277,0.112364
DES,16.886,16.1139,15.8535,15.7134,16.8448,16.1717,15.8846,15.7671,43.5925,0.297274,0.242396,0.161307,0.118097,0.0899605,0.239862,0.169794,0.125527,0.0991352
DES,16.9081,16.5169,16.4117,16.3735,16.8674,16.5386,16.4177,16.3904,43.6532,0.737761,0.276604,0.184072,0.134763,0.102656,0.273712,0.193756,0.143241,0.113125
DES,16.7455,16.4018,16.3001,16.2575,16.72,16.4228,16.2989,16.2727,42.6833,-0.158533,0.196741,0.130925,0.0958536,0.0730165,0.194684,0.137813,0.101884,0.0804632
DES,17.5682,17.0159,16.8524,16.7736,17.5342,17.0438,16.8634,16.8027,42.669,-0.318922,0.190396,0.126703,0.0927625,0.0706618,0.188406,0.133369,0.0985981,0.0778683
DES,17.418,16.9828,16.8638,16.8143,17.3962,17.0065,16.8633,16.8161,42.7842,-0.323122,0.187531,0.124796,0.0913665,0.0695984,0.185571,0.131362,0.0971143,0.0766965
DES,18.0603,17.3999,17.1796,17.0596,18.0292,17.4547,17.1992,17.0957,43.1869,-0.64976,0.201323,0.133974,0.0980859,0.074717,0.199218,0.141023,0.104256,0.0823371
DES,17.6678,17.3072,17.1952,17.1461,17.633,17.3296,17.2008,17.1687,42.6723,-0.0837071,0.211647,0.140844,0.103116,0.0785484,0.209434,0.148254,0.109603,0.0865593
DES,17.5192,16.861,16.6233,16.4893,17.4896,16.9047,16.6583,16.5387,42.6709,-0.0284149,0.220709,0.146875,0.107531,0.0819118,0.218402,0.154602,0.114296,0.0902657
DES,16.8477,16.2509,16.0665,16.0205,16.7919,16.2644,16.066,15.9871,43.5566,-0.486311,0.197402,0.131365,0.0961758,0.0732619,0.195339,0.138276,0.102226,0.0807336
DES,18.6808,17.9922,17.736,17.593,18.6413,18.0461,17.762,17.6319,42.4922,-0.0014663,0.186111,0.123851,0.0906744,0.0690712,0.184165,0.130367,0.0963786,0.0761155
DES,18.5248,18.0793,17.9631,17.8984,18.4614,18.085,17.9538,17.8995,42.9867,-0.539224,0.180051,0.119818,0.087722,0.0668223,0.178169,0.126122,0.0932406,0.0736372
DES,18.5621,18.0048,17.8337,17.746,18.5056,18.0289,17.8479,17.7895,42.7294,-0.327796,0.189227,0.125925,0.0921927,0.0702278,0.187249,0.13255,0.0979924,0.07739
DES,18.6655,18.2431,18.123,18.076,18.6393,18.2751,18.1235,18.0899,43.7956,0.778187,0.274744,0.182834,0.133857,0.101966,0.271872,0.192453,0.142278,0.112365
DES,17.8355,17.3911,17.266,17.2173,17.8041,17.4204,17.2681,17.2584,43.7801,0.77959,0.273041,0.181701,0.133027,0.101334,0.270187,0.19126,0.141396,0.111668
DES,18.8148,18.4566,18.3498,18.3085,18.8534,18.452,18.3437,18.3546,43.4152,0.769216,0.269804,0.179546,0.13145,0.100132,0.266984,0.188992,0.13972,0.110344
DES,18.6332,17.8434,17.5681,17.4071,18.5978,17.8968,17.608,17.4487,43.2206,0.763966,0.264852,0.176251,0.129038,0.0982947,0.262084,0.185524,0.137156,0.108319
DES,16.9049,16.4134,16.2667,16.1968,16.8751,16.4462,16.2676,16.2164,43.191,0.760268,0.262954,0.174988,0.128113,0.09759,0.260205,0.184194,0.136172,0.107543
DES,18.2144,17.7405,17.5997,17.5353,18.1789,17.7701,17.6008,17.5638,43.3699,0.790136,0.266027,0.177033,0.12961,0.0987307,0.263246,0.186347,0.137764,0.1088
DES,16.984,16.4322,16.2694,16.1885,16.9561,16.4664,16.2831,16.2132,43.8088,0.765738,0.277951,0.184968,0.135419,0.103156,0.275045,0.194699,0.143939,0.113676
DES,16.4281,15.9601,15.8244,15.7669,16.4064,15.9946,15.8362,15.7924,43.2696,-0.915351,0.192138,0.127862,0.0936112,0.0713083,0.19013,0.134589,0.0995001,0.0785808
DES,15.8764,15.2774,15.1007,15.0081,15.8269,15.3244,15.1165,15.034,42.9693,-0.402148,0.167394,0.111396,0.0815554,0.0621248,0.165644,0.117256,0.086686,0.0684607
DES,16.4552,15.8861,15.6909,15.597,16.4258,15.9175,15.7048,15.6282,42.8851,-0.447555,0.161785,0.107663,0.0788226,0.0600431,0.160093,0.113327,0.0837813,0.0661667
DES,15.95,15.4562,15.3134,15.2526,15.9243,15.484,15.322,15.2734,42.8683,-0.462301,0.160202,0.10661,0.0780516,0.0594558,0.158527,0.112218,0.0829617,0.0655195
DES,18.053,17.2021,16.9218,16.7652,17.9935,17.2641,16.9233,16.7773,42.8765,0.53591,0.238099,0.158448,0.116004,0.0883657,0.23561,0.166784,0.123301,0.0973778
DES,18.4524,17.832,17.6177,17.5015,18.3856,17.8777,17.6362,17.533,43.7735,0.143752,0.231983,0.154378,0.113024,0.0860957,0.229558,0.162499,0.120134,0.0948763
DES,18.6099,17.8986,17.6476,17.501,18.5501,17.9385,17.6668,17.5525,43.7071,0.164055,0.23685,0.157616,0.115395,0.087902,0.234374,0.165909,0.122654,0.0968668
DES,16.371,15.561,15.284,15.1151,16.3273,15.6225,15.3114,15.1679,43.6418,0.264927,0.243262,0.161884,0.118519,0.0902819,0.240719,0.1704,0.125975,0.0994894
DES,18.06,17.6013,17.4672,17.4043,18.0284,17.6247,17.4743,17.4197,43.2253,0.725328,0.269013,0.17902,0.131065,0.0998387,0.266201,0.188438,0.13931,0.110021
DES,16.9398,16.3458,16.1557,16.0588,16.9001,16.385,16.1699,16.0886,43.3992,0.804304,0.267788,0.178205,0.130468,0.0993842,0.264989,0.18758,0.138676,0.10952
DES,18.309,17.5926,17.3541,17.2198,18.2784,17.6358,17.3694,17.2875,43.8018,0.687597,0.306489,0.203959,0.149324,0.113747,0.303285,0.21469,0.158717,0.125348
DES,16.5922,16.0539,15.9102,15.832,16.5563,16.0962,15.9099,15.8529,43.3766,0.343186,0.266335,0.177238,0.12976,0.098845,0.263551,0.186563,0.137924,0.108926
DES,16.316,15.9894,15.8826,15.8423,16.2979,16.0085,15.8846,15.86,43.4655,0.743821,0.275812,0.183545,0.134378,0.102362,0.272929,0.193201,0.142831,0.112802
DES,15.6734,15.1209,14.9617,14.8812,15.6465,15.1638,14.9727,14.9124,43.7101,0.289825,0.242786,0.161567,0.118287,0.0901053,0.240248,0.170067,0.125729,0.0992948
DES,16.913,16.1096,15.843,15.6974,16.8716,16.1584,15.8702,15.7468,42.8389,0.421637,0.253754,0.168866,0.123631,0.0941758,0.251102,0.17775,0.131408,0.10378
DES,17.4566,16.879,16.7088,16.6167,17.4267,16.9261,16.7203,16.6568,43.1331,0.725422,0.258835,0.172247,0.126106,0.0960615,0.256129,0.181309,0.13404,0.105858
DES,18.321,17.6381,17.411,17.2838,18.3074,17.7011,17.4343,17.3324,43.1284,0.639406,0.272212,0.181149,0.132624,0.101026,0.269367,0.190679,0.140967,0.111329
DES,18.1396,17.4313,17.1997,17.071,18.1673,17.5094,17.2357,17.1362,43.6946,-0.0082932,0.236478,0.157369,0.115214,0.087764,0.234006,0.165648,0.122462,0.0967148
DES,16.704,16.2086,16.0858,16.0341,16.6822,16.2456,16.0927,16.0555,42.8619,-0.444261,0.161234,0.107297,0.0785544,0.0598389,0.159549,0.112941,0.0834962,0.0659416
DES,18.7924,18.1725,17.9659,17.8543,18.7499,18.1905,17.9841,17.9219,42.956,-0.474906,0.173254,0.115296,0.0844108,0.0642999,0.171443,0.121361,0.089721,0.0708576
DES,17.8946,17.5471,17.4435,17.4099,17.8747,17.5686,17.4446,17.4245,42.9588,-0.499903,0.175807,0.116994,0.0856544,0.0652473,0.173969,0.123149,0.0910429,0.0719016
DES,16.9053,16.3825,16.2127,16.1265,16.875,16.419,16.2196,16.1578,43.2181,0.479965,0.287766,0.1915,0.140202,0.106799,0.284758,0.201574,0.149021,0.117691
DES,17.3724,16.5345,16.2818,16.1416,17.3249,16.59,16.3086,16.1891,42.905,-0.448814,0.16383,0.109024,0.0798193,0.0608024,0.162118,0.11476,0.0848406,0.0670034
DES,15.3632,14.9536,14.8384,14.8012,15.3353,14.9836,14.8381,14.8109,43.7684,-0.257274,0.229606,0.152796,0.111866,0.0852136,0.227206,0.160834,0.118903,0.0939042
DES,16.6111,16.2217,16.1179,16.0797,16.5793,16.2564,16.1242,16.0893,43.7845,-0.326466,0.234204,0.155856,0.114106,0.0869202,0.231756,0.164056,0.121284,0.0957849
DES,17.6156,16.8367,16.6018,16.474,17.5772,16.8835,16.6302,16.5142,43.6711,-0.329634,0.219571,0.146118,0.106977,0.0814895,0.217276,0.153806,0.113707,0.0898003
DES,16.8653,16.4092,16.2886,16.2372,16.8353,16.4409,16.2851,16.2681,42.925,-0.44372,0.165878,0.110387,0.080817,0.0615624,0.164144,0.116194,0.0859011,0.0678409
DES,18.4883,18.1374,18.0358,17.9945,18.467,18.156,18.0355,18.0143,43.763,-0.281904,0.231912,0.15433,0.112989,0.0860694,0.229487,0.16245,0.120097,0.0948473
DES,18.7553,18.1522,17.933,17.8184,18.714,18.1971,17.9582,17.8701,43.769,-0.260396,0.229891,0.152985,0.112004,0.0853193,0.227487,0.161034,0.11905,0.0940206
DES,17.5456,17.1857,17.0811,17.0385,17.5149,17.2139,17.074,17.0534,43.7798,-0.267364,0.230772,0.153572,0.112434,0.0856465,0.22836,0.161651,0.119507,0.0943813
DES,18.1013,17.3235,17.0729,16.9306,18.0615,17.3811,17.1041,16.9801,43.7552,-0.245557,0.228942,0.152354,0.111542,0.0849674,0.226549,0.16037,0.118559,0.0936329
DES,18.8507,18.1288,17.9102,17.7826,18.8371,18.1776,17.9205,17.8299,43.7767,-0.257699,0.229781,0.152912,0.111951,0.0852787,0.227379,0.160957,0.118994,0.0939759
DES,18.5455,17.7275,17.4623,17.3092,18.4973,17.7923,17.4951,17.3663,43.7882,-0.285103,0.232732,0.154876,0.113389,0.086374,0.2303,0.163025,0.120522,0.0951829
DES,18.6873,18.047,17.8304,17.7129,18.6608,18.1004,17.858,17.768,43.1588,-0.49818,0.195034,0.129789,0.0950218,0.0723828,0.192995,0.136617,0.100999,0.0797649
DES,18.3654,17.876,17.7361,17.6713,18.3165,17.9145,17.7456,17.7055,42.8375,0.484325,0.23857,0.158761,0.116233,0.0885404,0.236076,0.167114,0.123545,0.0975703
DES,18.5482,18.1505,18.0236,17.9654,18.5283,18.1754,18.0361,17.9676,42.8627,0.533545,0.234744,0.156215,0.114369,0.0871207,0.23229,0.164434,0.121564,0.0960058
DES,17.673,17.2616,17.1472,17.0991,17.6653,17.2895,17.1406,17.1262,43.7891,0.216396,0.233998,0.155719,0.114006,0.0868437,0.231552,0.163911,0.121178,0.0957006
DES,15.4929,14.9522,14.8156,14.7484,15.4579,14.9962,14.8241,14.7795,43.3415,-0.784464,0.196894,0.131027,0.0959279,0.0730731,0.194835,0.13792,0.101963,0.0805255
DES,16.8,16.3171,16.1717,16.1032,16.7667,16.3593,16.1797,16.1248,43.3611,-0.728754,0.199464,0.132737,0.0971804,0.0740272,0.197379,0.139721,0.103294,0.0815769
DES,17.9741,17.6778,17.5889,17.5585,17.9488,17.7029,17.5917,17.5812,43.3652,-0.828864,0.194582,0.129488,0.0948016,0.0722151,0.192548,0.136301,0.100765,0.0795801
DES,16.7111,16.3143,16.202,16.1571,16.6879,16.3392,16.2072,16.1704,43.3406,-0.754838,0.198529,0.132115,0.0967246,0.0736799,0.196453,0.139065,0.102809,0.0811943
DES,18.2639,17.6099,17.3973,17.2849,18.2239,17.6615,17.4183,17.3263,43.4784,-0.803547,0.202581,0.134812,0.098699,0.075184,0.200464,0.141904,0.104908,0.0828517
DES,16.8912,16.2723,16.0916,15.9977,16.8551,16.3167,16.113,16.0389,43.4453,-0.743282,0.204061,0.135796,0.0994199,0.0757331,0.201928,0.142941,0.105674,0.0834568
DES,18.3541,17.7341,17.4987,17.3619,18.3244,17.7964,17.5247,17.4113,43.4284,-0.766215,0.203466,0.135401,0.0991301,0.0755123,0.201339,0.142524,0.105366,0.0832136
DES,16.7535,16.2315,16.0699,15.989,16.7314,16.2682,16.0793,16.027,43.1869,0.684614,0.269221,0.179159,0.131166,0.0999161,0.266407,0.188584,0.139418,0.110106
DES,16.3597,15.9627,15.8595,15.8219,16.3185,15.9843,15.8554,15.8278,42.5801,0.126203,0.213004,0.141748,0.103777,0.0790522,0.210777,0.149205,0.110306,0.0871144
DES,18.5297,18.1625,18.043,17.9975,18.4601,18.2065,18.0492,18.0221,43.5129,0.487698,0.289106,0.192392,0.140855,0.107296,0.286084,0.202513,0.149716,0.118239
DES,18.2814,17.6823,17.4872,17.3819,18.2599,17.7303,17.5081,17.4176,43.6615,0.539904,0.297578,0.198029,0.144982,0.11044,0.294467,0.208447,0.154103,0.121703
DES,18.6283,18.0655,17.8903,17.8015,18.5972,18.1126,17.9001,17.8386,43.6588,0.53245,0.296454,0.197281,0.144434,0.110023,0.293355,0.20766,0.153521,0.121244
DES,16.5781,15.9669,15.7745,15.6755,16.5405,16.0067,15.7927,15.7093,43.2638,0.380268,0.271893,0.180937,0.132468,0.100908,0.269051,0.190456,0.140802,0.111199
DES,18.2679,17.6772,17.493,17.4001,18.2158,17.7112,17.5051,17.4214,43.7118,0.845953,0.272779,0.181526,0.1329,0.101236,0.269927,0.191076,0.14126,0.111561
DES,16.6654,16.0959,15.9113,15.8128,16.6337,16.1252,15.917,15.8402,43.2118,0.729399,0.268267,0.178524,0.130702,0.099562,0.265463,0.187916,0.138924,0.109716
DES,17.0147,16.2266,15.9586,15.8069,16.9648,16.2819,15.9928,15.8539,43.6309,0.0491357,0.240668,0.160157,0.117255,0.0893191,0.238152,0.168583,0.124631,0.0984284
DES,17.6748,16.8542,16.5495,16.3699,17.6256,16.9117,16.5875,16.427,43.4217,0.497578,0.279788,0.18619,0.136315,0.103838,0.276863,0.195986,0.14489,0.114428
DES,17.433,16.6143,16.336,16.176,17.3918,16.6749,16.3709,16.23,43.2847,-0.864969,0.193083,0.128491,0.0940715,0.071659,0.191065,0.135251,0.0999895,0.0789672
DES,16.8796,16.218,16.0224,15.9185,16.8452,16.2609,16.0348,15.9515,43.3347,-0.951755,0.188657,0.125545,0.0919147,0.0700161,0.186684,0.13215,0.097697,0.0771567
DES,17.3923,16.9487,16.808,16.7455,17.3686,16.9767,16.8138,16.7719,43.0544,-0.388755,0.171018,0.113807,0.0833212,0.06347,0.16923,0.119795,0.0885629,0.069943
DES,16.1115,15.4815,15.2968,15.193,16.0824,15.5287,15.3128,15.2333,43.2341,-0.39267,0.202827,0.134975,0.0988188,0.0752752,0.200707,0.142076,0.105035,0.0829523
DES,17.1209,16.7164,16.6035,16.5616,17.0938,16.7358,16.6087,16.5786,43.1307,-0.410071,0.186081,0.123832,0.0906601,0.0690604,0.184136,0.130346,0.0963635,0.0761036
DES,16.1734,15.7033,15.5851,15.5392,16.1417,15.7239,15.5838,15.5569,43.0238,-0.373227,0.166685,0.110924,0.0812103,0.061862,0.164943,0.11676,0.0863192,0.068171
DES,17.2637,16.8055,16.6593,16.59,17.2344,16.8394,16.6649,16.6116,43.5791,0.438126,0.274882,0.182926,0.133924,0.102017,0.272009,0.19255,0.14235,0.112421
DES,16.8731,16.4605,16.3261,16.2669,16.8556,16.491,16.3355,16.291,43.2081,0.830815,0.256027,0.170378,0.124738,0.0950192,0.25335,0.179342,0.132585,0.10471
DES,16.7523,16.0034,15.7725,15.6464,16.7105,16.05,15.8031,15.6963,43.3277,-0.400642,0.206597,0.137484,0.100656,0.0766745,0.204438,0.144717,0.106988,0.0844942
DES,15.5873,15.1825,15.0846,15.0463,15.573,15.2118,15.0787,15.0589,43.3791,-0.350957,0.207262,0.137927,0.10098,0.0769212,0.205095,0.145183,0.107332,0.0847661
DES,18.2002,17.4941,17.2559,17.123,18.1548,17.5318,17.2854,17.1816,43.3223,-0.366938,0.206479,0.137405,0.100598,0.0766304,0.20432,0.144634,0.106926,0.0844456
DES,16.1852,15.3817,15.1378,15.0069,16.1434,15.4351,15.1598,15.058,43.2215,-0.771353,0.204233,0.135911,0.0995036,0.0757969,0.202098,0.143061,0.105763,0.0835271
DES,17.148,16.6868,16.542,16.4793,17.1244,16.7155,16.549,16.4717,43.4695,-0.767862,0.205156,0.136525,0.0999536,0.0761396,0.203012,0.143708,0.106242,0.0839048
DES,17.957,17.3605,17.1536,17.0471,17.9113,17.4065,17.1724,17.0842,43.4465,-0.72641,0.202445,0.134721,0.0986324,0.0751332,0.200328,0.141808,0.104837,0.0827958
DES,17.8855,17.4259,17.2766,17.2115,17.8487,17.4578,17.2899,17.2361,43.4347,-0.764889,0.203794,0.135619,0.0992899,0.0756341,0.201664,0.142754,0.105536,0.0833477
DES,18.1001,17.7323,17.6209,17.5814,18.0784,17.76,17.6135,17.5893,43.4617,-0.794119,0.203171,0.135204,0.0989865,0.075403,0.201047,0.142318,0.105214,0.083093
DES,17.1139,16.2671,16.0148,15.8721,17.0677,16.3302,16.0375,15.9248,43.162,0.0201723,0.206217,0.137231,0.10047,0.0765331,0.204061,0.144451,0.106791,0.0843384
DES,17.3561,16.9886,16.8872,16.8481,17.3275,17.0176,16.8936,16.8609,43.4836,0.862607,0.283803,0.188862,0.138271,0.105328,0.280836,0.198798,0.146969,0.11607
DES,18.7305,18.264,18.127,18.0554,18.6658,18.2913,18.1336,18.1066,43.2916,0.924119,0.263113,0.175094,0.12819,0.097649,0.260362,0.184305,0.136255,0.107608
DES,18.0269,17.3266,17.0682,16.9279,17.9672,17.376,17.0924,17.0047,43.3746,0.890223,0.265478,0.176667,0.129343,0.0985268,0.262703,0.185962,0.137479,0.108575
DES,16.5457,15.8722,15.6792,15.5763,16.5111,15.9031,15.6899,15.6103,43.0269,0.0967813,0.221022,0.147084,0.107683,0.0820279,0.218712,0.154822,0.114458,0.0903936
DES,16.5621,15.8535,15.65,15.5367,16.5252,15.9016,15.6606,15.5671,43.5184,0.127907,0.239194,0.159176,0.116537,0.0887721,0.236694,0.167551,0.123868,0.0978256
DES,16.4263,16.0332,15.9325,15.8949,16.3927,16.0496,15.9228,15.9103,42.8112,0.0586408,0.22984,0.152951,0.111979,0.0853004,0.227437,0.160998,0.119024,0.0939998
DES,15.6459,15.1569,15.0064,14.9403,15.6117,15.1861,15.017,14.9618,42.7206,0.0772044,0.228736,0.152217,0.111442,0.0848907,0.226345,0.160225,0.118452,0.0935484
DES,16.5958,15.9986,15.8125,15.7234,16.5569,16.0343,15.8234,15.7501,42.7031,0.0247115,0.229698,0.152857,0.111911,0.0852479,0.227297,0.160899,0.118951,0.093942
DES,15.9002,15.3827,15.2354,15.1627,15.8774,15.4224,15.246,15.1868,42.6969,0.0481225,0.228901,0.152327,0.111522,0.0849522,0.226509,0.160341,0.118538,0.0936161
DES,18.739,18.1615,17.9818,17.8951,18.6896,18.2062,17.9886,17.9267,42.9167,-0.318139,0.173391,0.115387,0.0844773,0.0643506,0.171579,0.121457,0.0897917,0.0709135
DES,17.0792,16.2961,16.0444,15.8995,17.0279,16.361,16.0706,15.9503,43.4402,-0.868718,0.192229,0.127923,0.0936552,0.0713419,0.190219,0.134653,0.099547,0.0786178
DES,17.758,17.1569,16.9701,16.8705,17.694,17.2036,16.9841,16.9104,42.9268,-0.162039,0.200464,0.133403,0.0976676,0.0743983,0.198369,0.140421,0.103812,0.0819859
DES,18.4363,17.7278,17.4952,17.3731,18.3483,17.7778,17.51,17.4166,42.8034,-0.165644,0.204441,0.136049,0.0996049,0.0758741,0.202304,0.143207,0.105871,0.0836122
DES,16.6532,16.0986,15.9297,15.8385,16.6264,16.1445,15.9421,15.8706,43.1304,-0.701723,0.201367,0.134004,0.0981075,0.0747334,0.199262,0.141054,0.104279,0.0823552
DES,17.4629,17.0749,16.9667,16.9257,17.4383,17.1049,16.967,16.9468,43.4943,-0.687424,0.199285,0.132618,0.0970929,0.0739605,0.197202,0.139595,0.103201,0.0815035
DES,18.5687,17.7996,17.5013,17.3275,18.5444,17.8574,17.5332,17.3792,43.056,0.0941263,0.22215,0.147834,0.108233,0.0824466,0.219828,0.155612,0.115042,0.090855
DES,17.571,17.1204,16.9817,16.9197,17.5493,17.1594,16.998,16.9429,43.2886,-0.773417,0.198576,0.132147,0.0967478,0.0736977,0.196501,0.139099,0.102834,0.0812138
DES,18.3476,17.4108,17.1109,16.9372,18.2678,17.4948,17.1419,17.0088,43.5085,0.468686,0.288252,0.191823,0.140438,0.106979,0.285239,0.201915,0.149273,0.117889
DES,17.9029,17.1398,16.8989,16.7628,17.853,17.1943,16.919,16.8078,43.3792,0.789906,0.266545,0.177378,0.129863,0.098923,0.263759,0.18671,0.138032,0.109012
DES,18.4981,17.939,17.741,17.6354,18.474,17.9743,17.757,17.6697,43.6287,0.416826,0.262419,0.174632,0.127852,0.0973916,0.259676,0.183819,0.135895,0.107324
DES,18.8354,18.5145,18.4249,18.3913,18.7921,18.5201,18.4095,18.4268,43.1661,0.0474171,0.21458,0.142797,0.104545,0.0796371,0.212337,0.150309,0.111122,0.0877589
DES,18.7419,18.0592,17.8273,17.6914,18.7102,18.111,17.849,17.739,43.583,0.34413,0.245869,0.163618,0.119789,0.0912493,0.243299,0.172226,0.127325,0.100555
DES,18.725,18.2744,18.1306,18.0661,18.6576,18.3107,18.1298,18.087,43.3027,0.869832,0.263905,0.175621,0.128576,0.0979429,0.261146,0.18486,0.136665,0.107932
DES,16.6747,16.1039,15.9253,15.8381,16.6216,16.1426,15.9395,15.8785,43.3494,0.865181,0.265451,0.176649,0.129329,0.0985167,0.262676,0.185943,0.137465,0.108564
DES,15.8685,15.3626,15.2293,15.1636,15.8299,15.4077,15.2288,15.1928,43.4154,0.921781,0.2656,0.176749,0.129402,0.098572,0.262823,0.186047,0.137543,0.108625
DES,16.479,15.8245,15.6271,15.5245,16.4353,15.8678,15.6405,15.5606,43.3272,0.889768,0.26582,0.176895,0.12951,0.0986539,0.263042,0.186202,0.137657,0.108715
DES,16.9292,16.067,15.7613,15.586,16.8911,16.1208,15.7961,15.6477,43.3216,0.930709,0.266111,0.177089,0.129651,0.0987617,0.263329,0.186405,0.137807,0.108834
DES,17.1087,16.5376,16.3687,16.2972,17.0725,16.5682,16.3784,16.3206,43.4633,0.803975,0.277808,0.184873,0.13535,0.103103,0.274903,0.194599,0.143864,0.113618
DES,16.5446,15.7671,15.5071,15.3584,16.501,15.8201,15.5269,15.4059,43.3946,0.924787,0.265217,0.176494,0.129216,0.09843,0.262445,0.185779,0.137344,0.108469
DES,16.5801,16.1287,16.0021,15.9488,16.5402,16.1621,16.0098,15.963,43.2047,-0.0202611,0.190875,0.127021,0.0929955,0.0708393,0.188879,0.133704,0.0988457,0.0780639
DES,16.7164,16.2398,16.0957,16.0328,16.6849,16.2709,16.107,16.0597,43.2729,0.00537953,0.19543,0.130053,0.0952151,0.0725301,0.193388,0.136895,0.101205,0.0799272
DES,18.2251,17.6784,17.4867,17.3863,18.1806,17.7185,17.5077,17.4211,43.2378,-0.0022829,0.194505,0.129437,0.0947644,0.0721868,0.192472,0.136247,0.100726,0.0795488
DES,18.0647,17.6442,17.5044,17.4382,18.0496,17.6709,17.5057,17.4313,43.6173,-0.640292,0.200628,0.133512,0.0977474,0.0744591,0.198531,0.140536,0.103897,0.0820529
DES,17.2995,16.5157,16.2359,16.038,17.2564,16.5401,16.2455,16.0619,43.6122,-0.566925,0.201756,0.134263,0.0982969,0.0748777,0.199647,0.141326,0.104481,0.0825142
DES,18.4195,17.9763,17.8376,17.7727,18.4324,18.018,17.8506,17.8128,43.5503,-0.775718,0.204263,0.135931,0.0995184,0.0758082,0.202128,0.143082,0.105779,0.0835396
DES,18.629,18.1373,17.9919,17.9201,18.622,18.1739,17.9905,17.9353,43.13,0.156322,0.224184,0.149187,0.109224,0.0832012,0.22184,0.157036,0.116095,0.0916866
DES,17.2736,16.6929,16.5092,16.4152,17.2477,16.7361,16.5337,16.4485,43.6034,-0.680482,0.201348,0.133991,0.0980979,0.0747261,0.199243,0.14104,0.104269,0.0823471
DES,17.281,16.8307,16.704,16.6467,17.2452,16.8684,16.7078,16.6694,42.9838,-0.332039,0.161898,0.107738,0.0788777,0.0600851,0.160205,0.113406,0.0838399,0.066213
DES,16.9797,16.503,16.369,16.3081,16.9562,16.5265,16.3691,16.3385,42.9814,-0.253227,0.162684,0.108261,0.0792607,0.0603769,0.160983,0.113957,0.084247,0.0665345
DES,16.4587,15.9294,15.7537,15.6536,16.4178,15.9601,15.7549,15.6803,42.4354,-0.0909451,0.176452,0.117423,0.0859686,0.0654866,0.174607,0.123601,0.0913768,0.0721653
DES,15.9396,15.2597,15.0733,14.9685,15.9079,15.32,15.0869,15.0102,43.1179,-0.644612,0.195848,0.130331,0.0954186,0.0726851,0.193801,0.137188,0.101421,0.080098
DES,17.0854,16.3271,16.1059,15.9825,17.0478,16.3746,16.1192,16.0157,42.9842,-0.584614,0.180616,0.120194,0.0879972,0.0670319,0.178728,0.126518,0.0935331,0.0738682
DES,17.8484,17.287,17.1091,17.0207,17.8158,17.326,17.1182,17.0516,43.1403,-0.609615,0.193589,0.128828,0.0943179,0.0718467,0.191565,0.135605,0.100251,0.0791741
DES,17.6453,17.1935,17.0621,17.0073,17.6274,17.2326,17.0796,17.0181,43.4529,-0.690164,0.198778,0.132281,0.0968459,0.0737723,0.1967,0.13924,0.102938,0.0812961
DES,16.7869,16.1284,15.9369,15.8402,16.7592,16.1718,15.958,15.8612,43.4372,-0.685309,0.198492,0.13209,0.0967067,0.0736663,0.196417,0.13904,0.10279,0.0811793
DES,18.7515,18.1289,17.9196,17.8015,18.7165,18.1864,17.956,17.8458,43.5458,-0.70427,0.201941,0.134386,0.0983872,0.0749465,0.19983,0.141456,0.104577,0.08259
DES,18.4719,18.1001,17.969,17.9147,18.4523,18.1479,17.9829,17.9314,43.6445,-0.516187,0.206874,0.137669,0.100791,0.0767773,0.204712,0.144911,0.107131,0.0846075
DES,17.2418,16.5393,16.314,16.1896,17.1946,16.5915,16.3384,16.2343,43.6476,-0.514393,0.207555,0.138122,0.101122,0.07703,0.205386,0.145388,0.107484,0.084886
DES,17.2647,16.7109,16.5425,16.4543,17.2311,16.7494,16.5489,16.4745,43.3349,0.542379,0.272036,0.181031,0.132538,0.100961,0.269192,0.190556,0.140875,0.111257
