survey,CSP-g,CSP-r,CSP-i,CSP-B,CSP-V,CSP-o,CSP-m,CSP-n,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CSP-g_AV,CSP-r_AV,CSP-i_AV,CSP-B_AV,CSP-V_AV,CSP-o_AV,CSP-m_AV,CSP-n_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
CSP,16.2758,15.8563,15.7093,16.6074,16.0465,16.0465,16.0465,16.0465,16.2146,15.8504,15.7275,15.6992,180.493,-18.9369,0.148678,0.102581,0.0748688,0.161956,0.127689,0.125985,0.125985,0.125985,0.145761,0.103181,0.0762807,0.0602431
CSP,16.5448,16.1985,16.1052,16.8431,16.3494,16.3494,16.3494,16.3494,16.4882,16.2124,16.1261,16.1217,180.461,-18.9994,0.14864,0.102555,0.0748499,0.161915,0.127657,0.125953,0.125953,0.125953,0.145724,0.103155,0.0762614,0.0602278
CSP,17.1203,16.6693,16.5223,17.5176,16.9177,16.9177,16.9177,16.9177,17.0721,16.6912,16.5627,16.5196,180.505,-19.0047,0.149832,0.103376,0.0754497,0.163213,0.12868,0.126962,0.126962,0.126962,0.146892,0.103982,0.0768725,0.0607105
CSP,17.3081,16.8678,16.7562,17.6181,17.0353,17.0353,17.0353,17.0353,17.226,16.8607,16.7294,16.693,180.52,-19.0452,0.144129,0.099442,0.0725782,0.157001,0.123782,0.12213,0.12213,0.12213,0.141301,0.100024,0.0739468,0.0583999
CSP,17.3363,16.8078,16.6303,17.716,17.0955,17.0955,17.0955,17.0955,17.2698,16.8365,16.6809,16.6319,180.51,-18.9606,0.150293,0.103695,0.0756822,0.163715,0.129076,0.127353,0.127353,0.127353,0.147344,0.104302,0.0771093,0.0608975
CSP,17.9786,17.5774,17.3634,18.335,17.8222,17.8222,17.8222,17.8222,17.9533,17.5619,17.3902,17.3492,180.483,-18.9592,0.149272,0.10299,0.0751679,0.162603,0.128199,0.126488,0.126488,0.126488,0.146343,0.103593,0.0765854,0.0604837
CSP,16.0604,15.6706,15.5033,16.5389,15.8479,15.8479,15.8479,15.8479,16.0055,15.6556,15.5104,15.4853,150.185,4.48166,0.0826999,0.0570589,0.0416446,0.0900855,0.0710251,0.070077,0.070077,0.070077,0.0810773,0.057393,0.04243,0.0335093
CSP,16.3875,15.7735,15.4886,16.6993,16.0413,16.0413,16.0413,16.0413,16.2754,15.7523,15.5193,15.446,150.169,4.48625,0.084579,0.0583554,0.0425909,0.0921325,0.0726389,0.0716693,0.0716693,0.0716693,0.0829195,0.0586971,0.0433941,0.0342707
CSP,16.5628,16.0739,15.8884,16.9637,16.2879,16.2879,16.2879,16.2879,16.5053,16.0577,15.8942,15.8591,150.079,4.43581,0.0849,0.0585768,0.0427525,0.0924821,0.0729145,0.0719413,0.0719413,0.0719413,0.0832342,0.0589199,0.0435587,0.0344007
CSP,17.3452,16.9687,16.8592,17.6291,17.1373,17.1373,17.1373,17.1373,17.2735,16.9685,16.853,16.8339,150.161,4.45209,0.0888246,0.0612846,0.0447288,0.0967572,0.0762851,0.0752669,0.0752669,0.0752669,0.0870818,0.0616435,0.0455723,0.035991
CSP,17.3269,16.9745,16.8163,17.656,17.1503,17.1503,17.1503,17.1503,17.3099,16.9969,16.8642,16.8494,150.176,4.42292,0.0852267,0.0588022,0.042917,0.092838,0.0731951,0.0722181,0.0722181,0.0722181,0.0835545,0.0591466,0.0437264,0.0345331
CSP,17.8451,17.2662,17.0015,18.3632,17.5829,17.5829,17.5829,17.5829,17.8255,17.2415,17.0143,16.9296,150.073,4.41521,0.0823928,0.056847,0.04149,0.089751,0.0707613,0.0698167,0.0698167,0.0698167,0.0807762,0.0571799,0.0422724,0.0333848
CSP,18.5251,18.1588,17.9843,18.5256,18.094,18.094,18.094,18.094,18.501,18.167,18.0197,17.9998,150.101,4.39606,0.0835845,0.0576692,0.0420901,0.0910491,0.0717848,0.0708266,0.0708266,0.0708266,0.0819445,0.0580069,0.0428838,0.0338677
CSP,15.4466,14.8961,14.7014,15.8183,15.139,15.139,15.139,15.139,15.3631,14.8907,14.7203,14.6802,152.317,15.02,0.143099,0.0987311,0.0720593,0.155878,0.122897,0.121257,0.121257,0.121257,0.140291,0.0993093,0.0734181,0.0579824
CSP,17.8088,17.0316,16.6148,18.2667,17.3969,17.3969,17.3969,17.3969,17.8984,17.2106,16.9107,16.7539,152.298,15.018,0.142275,0.0981627,0.0716444,0.154981,0.12219,0.120559,0.120559,0.120559,0.139483,0.0987375,0.0729955,0.0576486
CSP,16.2229,15.7981,15.6663,16.5432,15.9792,15.9792,15.9792,15.9792,16.1708,15.8132,15.6864,15.6564,149.016,10.4371,0.0863257,0.0595605,0.0434705,0.0940351,0.074139,0.0731494,0.0731494,0.0731494,0.0846319,0.0599093,0.0442902,0.0349784
CSP,16.6295,16.0162,15.8154,17.0396,16.29,16.29,16.29,16.29,16.558,16.0164,15.835,15.7802,149.011,10.4577,0.0862987,0.0595419,0.0434569,0.0940057,0.0741158,0.0731265,0.0731265,0.0731265,0.0846055,0.0598906,0.0442764,0.0349675
CSP,16.3697,15.8865,15.7273,16.7266,16.11,16.11,16.11,16.11,16.3082,15.889,15.7398,15.7072,186.123,10.8164,0.116355,0.0802793,0.0585922,0.126746,0.0999292,0.0985953,0.0985953,0.0985953,0.114072,0.0807495,0.0596971,0.0471461
CSP,16.4054,15.9411,15.8073,16.6941,16.1445,16.1445,16.1445,16.1445,16.3258,15.9399,15.8121,15.7939,186.114,10.8311,0.117474,0.0810511,0.0591555,0.127965,0.10089,0.0995432,0.0995432,0.0995432,0.115169,0.0815258,0.060271,0.0475994
CSP,15.8918,15.4018,15.2243,16.2006,15.6313,15.6313,15.6313,15.6313,15.8325,15.4014,15.2399,15.1891,154.548,-13.0359,0.273786,0.188899,0.137868,0.298236,0.235135,0.231996,0.231996,0.231996,0.268414,0.190005,0.140468,0.110936
CSP,16.6922,16.0285,15.7436,17.0988,16.3757,16.3757,16.3757,16.3757,16.6321,16.0268,15.7558,15.6433,154.566,-13.0534,0.274836,0.189623,0.138397,0.29938,0.236037,0.232886,0.232886,0.232886,0.269443,0.190734,0.141007,0.111361
CSP,16.7975,16.0399,15.7316,17.2951,16.3944,16.3944,16.3944,16.3944,16.7688,16.0672,15.7821,15.6622,154.578,-13.1328,0.277013,0.191126,0.139494,0.301752,0.237907,0.234731,0.234731,0.234731,0.271578,0.192245,0.142124,0.112243
CSP,17.1248,16.634,16.4424,17.4289,16.8324,16.8324,16.8324,16.8324,17.0691,16.6376,16.459,16.4207,154.546,-13.131,0.276357,0.190672,0.139163,0.301037,0.237343,0.234175,0.234175,0.234175,0.270934,0.191789,0.141787,0.111977
CSP,17.3672,16.8489,16.6045,17.6664,17.1002,17.1002,17.1002,17.1002,17.3053,16.9721,16.6671,16.6242,154.636,-13.0355,0.277015,0.191127,0.139495,0.301754,0.237909,0.234733,0.234733,0.234733,0.27158,0.192246,0.142125,0.112244
CSP,16.0427,15.5627,15.3913,16.3853,15.7634,15.7634,15.7634,15.7634,15.9808,15.5721,15.4343,15.3974,180.994,20.2588,0.104341,0.0719905,0.0525425,0.11366,0.0896114,0.0884153,0.0884153,0.0884153,0.102294,0.0724121,0.0535334,0.0422782
CSP,15.3143,14.9325,14.8392,15.6459,15.1056,15.1056,15.1056,15.1056,15.2803,14.9418,14.8391,14.8331,128.956,0.740216,0.14088,0.0972002,0.070942,0.153461,0.120992,0.119377,0.119377,0.119377,0.138116,0.0977694,0.0722798,0.0570833
CSP,15.5683,15.1899,15.0702,15.8558,15.344,15.344,15.344,15.344,15.5084,15.1916,15.0843,15.0822,128.999,0.745266,0.136288,0.0940321,0.0686297,0.14846,0.117048,0.115486,0.115486,0.115486,0.133614,0.0945828,0.0699239,0.0552228
CSP,15.6442,15.1943,15.0493,15.9705,15.3802,15.3802,15.3802,15.3802,15.5855,15.2056,15.0686,15.0448,129.029,0.738898,0.132056,0.091112,0.0664985,0.143849,0.113413,0.111899,0.111899,0.111899,0.129465,0.0916456,0.0677525,0.0535079
CSP,16.1238,15.6359,15.4534,16.4709,15.8445,15.8445,15.8445,15.8445,16.0682,15.6501,15.4781,15.4208,128.928,0.750604,0.142417,0.0982605,0.0717158,0.155135,0.122312,0.120679,0.120679,0.120679,0.139622,0.098836,0.0730682,0.057706
CSP,16.2911,15.8501,15.7153,16.6482,16.0377,16.0377,16.0377,16.0377,16.222,15.8386,15.7069,15.6935,128.919,0.760218,0.142452,0.0982847,0.0717335,0.155174,0.122342,0.120709,0.120709,0.120709,0.139657,0.0988603,0.0730862,0.0577202
CSP,17.0945,16.4832,16.2784,17.4558,16.771,16.771,16.771,16.771,17.0407,16.5002,16.3101,16.243,128.929,0.696998,0.140236,0.0967559,0.0706177,0.15276,0.120439,0.118831,0.118831,0.118831,0.137484,0.0973225,0.0719493,0.0568224
CSP,17.4026,17.0005,16.8423,17.7114,17.1816,17.1816,17.1816,17.1816,17.3773,17.0091,16.8769,16.8577,128.993,0.660315,0.132487,0.0914095,0.0667156,0.144319,0.113784,0.112265,0.112265,0.112265,0.129888,0.0919448,0.0679737,0.0536826
CSP,18.2128,17.5041,17.2415,18.7477,17.8525,17.8525,17.8525,17.8525,18.1796,17.5478,17.3174,17.2246,128.993,0.667648,0.133143,0.0918623,0.0670461,0.145034,0.114347,0.112821,0.112821,0.112821,0.130531,0.0924003,0.0683104,0.0539485
CSP,17.0267,16.5476,16.3813,17.3544,16.7502,16.7502,16.7502,16.7502,16.9677,16.5655,16.4157,16.3765,162.634,-12.13,0.160742,0.110904,0.0809438,0.175097,0.13805,0.136207,0.136207,0.136207,0.157588,0.111554,0.0824702,0.0651313
CSP,17.2247,16.7403,16.5304,17.5211,16.9606,16.9606,16.9606,16.9606,17.1324,16.7022,16.5542,16.5148,162.492,-12.0605,0.149218,0.102953,0.0751409,0.162544,0.128153,0.126442,0.126442,0.126442,0.146291,0.103556,0.0765579,0.060462
CSP,17.3661,16.9278,16.7523,17.6391,17.1551,17.1551,17.1551,17.1551,17.3361,16.9549,16.805,16.7692,162.552,-12.1231,0.17123,0.11814,0.0862251,0.186522,0.147057,0.145094,0.145094,0.145094,0.16787,0.118832,0.0878511,0.0693809
CSP,17.5534,16.8801,16.6195,17.8094,17.2009,17.2009,17.2009,17.2009,17.4769,16.8927,16.6781,16.5945,162.506,-12.0654,0.154574,0.106649,0.077838,0.168379,0.132753,0.130981,0.130981,0.130981,0.151542,0.107273,0.0793058,0.0626322
CSP,17.4682,17.0194,16.8653,17.7384,17.2258,17.2258,17.2258,17.2258,17.3947,17.0359,16.9404,16.8838,162.525,-12.1711,0.150783,0.104033,0.0759287,0.164249,0.129497,0.127768,0.127768,0.127768,0.147824,0.104642,0.0773605,0.0610959
CSP,18.2721,17.4729,17.1596,18.6753,17.8721,17.8721,17.8721,17.8721,18.1905,17.4872,17.2008,17.0733,162.507,-12.1566,0.150891,0.104107,0.075983,0.164366,0.129589,0.127859,0.127859,0.127859,0.14793,0.104717,0.0774158,0.0611396
CSP,18.7666,18.0005,17.7814,19.1374,18.3597,18.3597,18.3597,18.3597,18.6595,18.0358,17.8392,17.727,162.528,-12.1004,0.167452,0.115534,0.0843229,0.182407,0.143813,0.141893,0.141893,0.141893,0.164167,0.116211,0.085913,0.0678503
CSP,15.8482,15.476,15.3502,16.1173,15.5965,15.5965,15.5965,15.5965,15.7804,15.4747,15.3876,15.3884,189.791,11.1746,0.0917381,0.0632948,0.0461959,0.0999309,0.0787873,0.0777356,0.0777356,0.0777356,0.0899381,0.0636654,0.0470671,0.0371715
CSP,18.7683,18.2417,18.0703,18.9998,18.4805,18.4805,18.4805,18.4805,18.6553,18.3129,18.1784,18.129,189.712,11.0863,0.0764714,0.0527615,0.0385082,0.0833008,0.0656758,0.0647992,0.0647992,0.0647992,0.074971,0.0530705,0.0392344,0.0309856
CSP,16.343,15.91,15.7852,16.6672,16.1035,16.1035,16.1035,16.1035,16.3167,15.9712,15.8431,15.8231,198.711,-15.9523,0.218799,0.15096,0.110179,0.238339,0.187911,0.185402,0.185402,0.185402,0.214506,0.151844,0.112257,0.0886553
CSP,16.678,16.0322,15.7665,17.0397,16.3267,16.3267,16.3267,16.3267,16.6612,16.1065,15.8375,15.7279,198.757,-16.0132,0.21752,0.150078,0.109535,0.236946,0.186812,0.184319,0.184319,0.184319,0.213252,0.150957,0.111601,0.0881372
CSP,16.7659,16.3423,16.1973,17.1026,16.5461,16.5461,16.5461,16.5461,16.7379,16.3765,16.2496,16.2205,198.726,-15.9631,0.218332,0.150638,0.109944,0.237831,0.18751,0.185007,0.185007,0.185007,0.214048,0.151521,0.112017,0.0884663
CSP,18.1012,17.654,17.5253,18.393,17.8572,17.8572,17.8572,17.8572,18.0794,17.7016,17.5625,17.5142,198.715,-15.9765,0.218103,0.150481,0.109829,0.237581,0.187313,0.184813,0.184813,0.184813,0.213824,0.151362,0.1119,0.0883736
CSP,15.8862,15.2223,14.9475,16.309,15.5077,15.5077,15.5077,15.5077,15.8097,15.2355,14.9923,14.8842,211.945,-26.5427,0.210491,0.145228,0.105995,0.229289,0.180776,0.178363,0.178363,0.178363,0.206361,0.146079,0.107994,0.0852891
CSP,16.1296,15.5808,15.4004,16.5008,15.8126,15.8126,15.8126,15.8126,16.0386,15.5932,15.4211,15.3723,211.888,-26.6063,0.220032,0.151811,0.1108,0.239682,0.18897,0.186448,0.186448,0.186448,0.215715,0.1527,0.11289,0.0891552
CSP,16.1738,15.5371,15.3424,16.5757,15.8118,15.8118,15.8118,15.8118,16.0794,15.5396,15.3653,15.3026,211.854,-26.5881,0.218836,0.150986,0.110198,0.238379,0.187942,0.185434,0.185434,0.185434,0.214542,0.15187,0.112276,0.0886703
CSP,17.1379,16.7154,16.5663,17.4319,16.894,16.894,16.894,16.894,17.0689,16.7161,16.5911,16.5472,211.853,-26.5801,0.217542,0.150093,0.109546,0.23697,0.186831,0.184337,0.184337,0.184337,0.213274,0.150972,0.111612,0.0881461
CSP,15.8384,15.45,15.3242,16.1111,15.6054,15.6054,15.6054,15.6054,15.7513,15.4382,15.331,15.3135,104.341,20.4149,0.265002,0.182838,0.133445,0.288668,0.227591,0.224553,0.224553,0.224553,0.259802,0.183909,0.135962,0.107376
CSP,15.8241,15.4601,15.3243,16.1049,15.6118,15.6118,15.6118,15.6118,15.7641,15.4517,15.3403,15.3261,104.282,20.4079,0.268845,0.18549,0.135381,0.292855,0.230892,0.22781,0.22781,0.22781,0.263571,0.186576,0.137934,0.108934
CSP,16.0203,15.6358,15.5202,16.3049,15.7951,15.7951,15.7951,15.7951,15.9402,15.6181,15.513,15.5033,104.244,20.4633,0.267528,0.184581,0.134717,0.29142,0.229761,0.226694,0.226694,0.226694,0.262279,0.185662,0.137258,0.1084
CSP,16.8737,16.3197,16.0825,17.2544,16.5803,16.5803,16.5803,16.5803,16.7689,16.2991,16.1321,16.0796,21.3587,-18.0987,0.0693971,0.0478806,0.0349459,0.0755947,0.0596003,0.0588047,0.0588047,0.0588047,0.0680355,0.048161,0.0356048,0.0281191
CSP,16.1359,15.4244,15.1446,16.5508,15.7502,15.7502,15.7502,15.7502,16.0498,15.4496,15.1907,15.0938,21.3246,-18.191,0.0752428,0.0519138,0.0378895,0.0819624,0.0646206,0.0637581,0.0637581,0.0637581,0.0737664,0.0522178,0.038604,0.0304877
CSP,17.4188,16.5707,16.2726,17.8357,16.9766,16.9766,16.9766,16.9766,17.3027,16.5917,16.3027,16.1982,21.3617,-18.233,0.0685413,0.0472901,0.0345149,0.0746625,0.0588653,0.0580795,0.0580795,0.0580795,0.0671965,0.0475671,0.0351658,0.0277724
CSP,16.5447,16.1371,16.0043,16.8262,16.3076,16.3076,16.3076,16.3076,16.4779,16.1421,16.0229,16.007,20.2622,4.77677,0.0926591,0.0639302,0.0466597,0.100934,0.0795783,0.0785161,0.0785161,0.0785161,0.0908411,0.0643046,0.0475396,0.0375447
CSP,16.902,16.3235,16.1004,17.2603,16.5835,16.5835,16.5835,16.5835,16.8122,16.3283,16.1458,16.0814,20.2019,4.75595,0.0905096,0.0624472,0.0455773,0.0985927,0.0777322,0.0766947,0.0766947,0.0766947,0.0887337,0.0628129,0.0464368,0.0366737
CSP,17.5012,16.9869,16.7415,17.8674,17.2234,17.2234,17.2234,17.2234,17.4225,16.9599,16.7553,16.6689,20.2103,4.74079,0.0911916,0.0629177,0.0459208,0.0993356,0.078318,0.0772726,0.0772726,0.0772726,0.0894024,0.0632862,0.0467867,0.0369501
CSP,15.6712,15.2213,15.0733,16.0029,15.42,15.42,15.42,15.42,15.612,15.2462,15.1176,15.0892,332.62,-20.7411,0.107206,0.0739666,0.0539848,0.11678,0.0920713,0.0908423,0.0908423,0.0908423,0.105102,0.0743998,0.0550029,0.0434388
CSP,16.3193,15.4328,15.1266,16.7563,15.8793,15.8793,15.8793,15.8793,16.239,15.4713,15.1809,15.061,332.727,-20.7282,0.12647,0.0872583,0.0636858,0.137765,0.108616,0.107167,0.107167,0.107167,0.123989,0.0877693,0.0648868,0.0512447
CSP,16.4628,15.9723,15.8253,16.7888,16.19,16.19,16.19,16.19,16.4069,16.0109,15.8638,15.8374,332.705,-20.7871,0.123366,0.0851164,0.0621225,0.134383,0.10595,0.104536,0.104536,0.104536,0.120945,0.0856149,0.063294,0.0499868
CSP,16.7228,16.3746,16.2722,17.0056,16.5365,16.5365,16.5365,16.5365,16.6897,16.3957,16.3057,16.3026,332.698,-20.8074,0.118828,0.0819852,0.0598372,0.12944,0.102053,0.10069,0.10069,0.10069,0.116496,0.0824653,0.0609656,0.0481479
CSP,16.7734,16.3851,16.2503,17.0649,16.524,16.524,16.524,16.524,16.7125,16.3815,16.2557,16.2503,332.633,-20.8027,0.108494,0.0748557,0.0546337,0.118183,0.093178,0.0919342,0.0919342,0.0919342,0.106366,0.0752941,0.055664,0.0439609
CSP,17.5574,17.171,16.9195,17.9084,17.321,17.321,17.321,17.321,17.5164,17.185,17.0598,17.0296,332.712,-20.7582,0.124998,0.0862425,0.0629445,0.136161,0.107352,0.105919,0.105919,0.105919,0.122546,0.0867476,0.0641314,0.0506481
CSP,18.2164,17.6088,17.4343,18.4666,17.8519,17.8519,17.8519,17.8519,18.1157,17.6528,17.4636,17.4031,332.76,-20.7883,0.132631,0.0915087,0.066788,0.144475,0.113907,0.112387,0.112387,0.112387,0.130028,0.0920446,0.0680474,0.0537408
CSP,18.3829,17.8868,17.7113,18.666,18.0855,18.0855,18.0855,18.0855,18.3113,17.9144,17.7495,17.6659,332.758,-20.7777,0.132848,0.0916588,0.0668976,0.144713,0.114094,0.112571,0.112571,0.112571,0.130242,0.0921956,0.0681591,0.053829
CSP,18.4642,18.09,18.0281,18.6821,18.2502,18.2502,18.2502,18.2502,18.4273,18.1268,18.0338,17.9963,332.674,-20.8568,0.111696,0.0770647,0.056246,0.121671,0.0959276,0.0946472,0.0946472,0.0946472,0.109504,0.077516,0.0573066,0.0452582
CSP,18.5915,18.0513,17.8444,18.9597,18.2862,18.2862,18.2862,18.2862,18.5988,18.1101,17.9316,17.8535,332.72,-20.7462,0.126335,0.0871648,0.0636176,0.137617,0.1085,0.107052,0.107052,0.107052,0.123856,0.0876753,0.0648173,0.0511898
CSP,18.6185,18.1485,17.9903,18.9731,18.3963,18.3963,18.3963,18.3963,18.5804,18.1851,18.0329,17.9677,332.752,-20.8358,0.123768,0.0853938,0.062325,0.134821,0.106296,0.104877,0.104877,0.104877,0.12134,0.0858939,0.0635003,0.0501497
CSP,18.7561,18.4634,18.3752,19.0124,18.4702,18.4702,18.4702,18.4702,18.7455,18.4958,18.4288,18.4084,332.717,-20.796,0.124447,0.0858621,0.0626668,0.135561,0.106878,0.105452,0.105452,0.105452,0.122005,0.086365,0.0638486,0.0504247
CSP,16.8997,16.1974,15.9824,17.3053,16.492,16.492,16.492,16.492,16.8149,16.2148,16.0187,15.9384,353.65,18.2106,0.250833,0.173062,0.12631,0.273234,0.215423,0.212547,0.212547,0.212547,0.245911,0.174076,0.128692,0.101635
CSP,15.6261,15.0434,14.8254,15.9804,15.2725,15.2725,15.2725,15.2725,15.5524,15.0759,14.8716,14.7938,353.656,18.1753,0.239563,0.165287,0.120635,0.260958,0.205744,0.202998,0.202998,0.202998,0.234863,0.166255,0.12291,0.097069
CSP,15.7823,15.2543,15.0424,16.1257,15.4663,15.4663,15.4663,15.4663,15.7156,15.2695,15.0802,15.0068,353.68,18.248,0.256744,0.17714,0.129287,0.279672,0.220499,0.217555,0.217555,0.217555,0.251706,0.178178,0.131725,0.10403
CSP,16.3961,15.5965,15.3126,16.87,15.95,15.95,15.95,15.95,16.3161,15.6318,15.357,15.2308,353.755,18.1694,0.227281,0.156813,0.114451,0.247579,0.195196,0.19259,0.19259,0.19259,0.222822,0.157731,0.116609,0.0920925
CSP,16.9758,16.4171,16.2214,17.3482,16.6685,16.6685,16.6685,16.6685,16.8757,16.4103,16.2473,16.1888,353.729,18.2846,0.245308,0.16925,0.123528,0.267215,0.210677,0.207865,0.207865,0.207865,0.240494,0.170241,0.125857,0.0993965
CSP,15.6167,15.0651,14.8714,15.9755,15.2826,15.2826,15.2826,15.2826,15.5546,15.0888,14.916,14.8722,1.02507,-11.2186,0.10906,0.0752462,0.0549188,0.1188,0.0936641,0.0924138,0.0924138,0.0924138,0.10692,0.0756869,0.0559544,0.0441903
CSP,16.4096,15.5757,15.2796,16.8638,15.9921,15.9921,15.9921,15.9921,16.3418,15.6036,15.3187,15.1964,122.369,-18.701,0.338194,0.233337,0.170302,0.368396,0.29045,0.286573,0.286573,0.286573,0.331558,0.234704,0.173513,0.137033
CSP,16.2079,15.7125,15.5533,16.5468,15.9339,15.9339,15.9339,15.9339,16.1381,15.7128,15.5585,15.5311,122.273,-18.639,0.33688,0.232431,0.169641,0.366966,0.289323,0.285461,0.285461,0.285461,0.330271,0.233792,0.17284,0.136501
CSP,16.5985,16.201,16.0762,16.8995,16.386,16.386,16.386,16.386,16.5622,16.2188,16.1033,16.0887,122.342,-18.6776,0.338177,0.233325,0.170294,0.368378,0.290436,0.286559,0.286559,0.286559,0.331542,0.234692,0.173505,0.137026
CSP,17.0896,16.4715,16.2494,17.4526,16.7674,16.7674,16.7674,16.7674,17.0234,16.5008,16.285,16.2059,122.293,-18.6867,0.338416,0.23349,0.170414,0.368638,0.290641,0.286762,0.286762,0.286762,0.331776,0.234858,0.173627,0.137123
CSP,17.7394,16.849,16.5306,18.1566,17.2844,17.2844,17.2844,17.2844,17.648,16.8803,16.5734,16.4424,122.288,-18.6073,0.340228,0.234741,0.171326,0.370613,0.292198,0.288297,0.288297,0.288297,0.333553,0.236115,0.174557,0.137858
CSP,17.1202,16.7438,16.6302,17.4119,16.9019,16.9019,16.9019,16.9019,17.0887,16.7497,16.6584,16.6298,122.373,-18.6142,0.343781,0.237192,0.173116,0.374483,0.295249,0.291308,0.291308,0.291308,0.337036,0.238581,0.17638,0.139297
CSP,17.2715,16.8765,16.7193,17.5928,17.0544,17.0544,17.0544,17.0544,17.2566,16.8857,16.7497,16.7144,122.337,-18.7008,0.337737,0.233022,0.170072,0.367899,0.290058,0.286186,0.286186,0.286186,0.33111,0.234386,0.173279,0.136848
CSP,17.398,17.0374,16.8863,17.687,17.1801,17.1801,17.1801,17.1801,17.3408,17.0243,16.9215,16.9085,122.357,-18.6104,0.344334,0.237573,0.173394,0.375085,0.295724,0.291776,0.291776,0.291776,0.337578,0.238965,0.176664,0.139521
CSP,17.7995,17.2564,17.0424,18.17,17.5181,17.5181,17.5181,17.5181,17.7615,17.2808,17.0711,16.9821,122.368,-18.6742,0.338933,0.233847,0.170674,0.369202,0.291086,0.2872,0.2872,0.2872,0.332283,0.235217,0.173893,0.137333
CSP,17.9729,17.4038,17.2254,18.3337,17.6757,17.6757,17.6757,17.6757,17.9219,17.4266,17.2364,17.1784,122.335,-18.6889,0.337899,0.233134,0.170154,0.368076,0.290198,0.286324,0.286324,0.286324,0.33127,0.234499,0.173362,0.136914
CSP,18.7395,17.9803,17.7065,19.1497,18.3006,18.3006,18.3006,18.3006,18.6189,17.9568,17.7116,17.6204,122.332,-18.7109,0.337475,0.232841,0.16994,0.367613,0.289833,0.285964,0.285964,0.285964,0.330853,0.234205,0.173145,0.136742
CSP,16.0592,15.6124,15.4633,16.388,15.8058,15.8058,15.8058,15.8058,16.0187,15.6287,15.4942,15.4602,122.366,-18.6362,0.34162,0.235701,0.172027,0.372128,0.293393,0.289477,0.289477,0.289477,0.334917,0.237081,0.175271,0.138421
CSP,16.2524,15.795,15.6024,16.5564,15.9987,15.9987,15.9987,15.9987,16.1866,15.786,15.6337,15.5822,122.314,-18.5972,0.343137,0.236747,0.172791,0.373781,0.294695,0.290762,0.290762,0.290762,0.336404,0.238134,0.176049,0.139036
CSP,16.0787,15.7401,15.6043,16.3409,15.8939,15.8939,15.8939,15.8939,15.991,15.6728,15.5647,15.5564,122.248,-18.6588,0.334385,0.230709,0.168384,0.364248,0.28718,0.283346,0.283346,0.283346,0.327825,0.232061,0.17156,0.13549
CSP,15.3811,15.0141,14.8793,15.6599,15.1668,15.1668,15.1668,15.1668,15.3364,15.0239,14.9096,14.9053,136.961,3.38637,0.106855,0.0737246,0.0538082,0.116398,0.0917701,0.0905451,0.0905451,0.0905451,0.104758,0.0741564,0.0548229,0.0432967
CSP,16.0882,15.6434,15.4893,16.412,15.8307,15.8307,15.8307,15.8307,16.0421,15.6531,15.5237,15.4988,136.887,3.3589,0.10032,0.0692162,0.0505177,0.10928,0.0861581,0.085008,0.085008,0.085008,0.0983521,0.0696215,0.0514703,0.040649
CSP,16.2798,15.6492,15.3835,16.6802,15.9289,15.9289,15.9289,15.9289,16.2086,15.6571,15.4143,15.3307,136.907,3.44007,0.103772,0.0715974,0.0522556,0.113039,0.0891222,0.0879325,0.0879325,0.0879325,0.101736,0.0720167,0.0532411,0.0420474
CSP,16.6673,15.9954,15.7804,17.0861,16.3005,16.3005,16.3005,16.3005,16.596,16.0098,15.8071,15.7433,136.892,3.37093,0.100778,0.0695319,0.0507481,0.109778,0.0865511,0.0853958,0.0853958,0.0853958,0.0988007,0.0699391,0.0517051,0.0408344
CSP,17.2158,16.6511,16.4554,17.5939,16.9258,16.9258,16.9258,16.9258,17.1492,16.6641,16.4703,16.4306,136.957,3.37718,0.10637,0.0733901,0.0535641,0.11587,0.0913537,0.0901343,0.0901343,0.0901343,0.104283,0.0738199,0.0545742,0.0431002
CSP,17.5593,16.9633,16.6925,17.9862,17.2178,17.2178,17.2178,17.2178,17.5097,16.9862,16.7374,16.6668,136.971,3.37731,0.107625,0.0742558,0.0541959,0.117236,0.0924313,0.0911975,0.0911975,0.0911975,0.105513,0.0746907,0.0552179,0.0436086
CSP,18.0339,17.1792,16.8487,18.5168,17.6002,17.6002,17.6002,17.6002,17.9393,17.2085,16.9144,16.8089,136.957,3.39264,0.106554,0.0735171,0.0536568,0.11607,0.0915118,0.0902903,0.0902903,0.0902903,0.104464,0.0739477,0.0546686,0.0431748
CSP,17.4986,17.168,17.0413,17.7374,17.3446,17.3446,17.3446,17.3446,17.46,17.1891,17.0795,17.0612,38.6376,-10.8607,0.0707904,0.0488419,0.0356474,0.0771124,0.0607968,0.0599853,0.0599853,0.0599853,0.0694015,0.0491279,0.0363197,0.0286837
CSP,17.9701,17.5268,17.4152,18.2536,17.7261,17.7261,17.7261,17.7261,17.9096,17.5893,17.4519,17.4189,38.6593,-10.8704,0.0697635,0.0481333,0.0351303,0.0759938,0.0599149,0.0591151,0.0591151,0.0591151,0.0683947,0.0484152,0.0357928,0.0282675
