survey,CSP-g,CSP-r,CSP-i,CSP-B,CSP-V,CSP-o,CSP-m,CSP-n,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CSP-g_AV,CSP-r_AV,CSP-i_AV,CSP-B_AV,CSP-V_AV,CSP-o_AV,CSP-m_AV,CSP-n_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
CSP,16.3168,15.9025,15.7433,16.63,16.0794,16.0794,16.0794,16.0794,16.2461,15.8937,15.7554,15.7298,39.0295,-17.3186,0.0809615,0.0558594,0.0407692,0.0881918,0.069532,0.0686039,0.0686039,0.0686039,0.0793729,0.0561866,0.041538,0.0328049
CSP,18.6692,18.0788,17.7107,19.041,18.3691,18.3691,18.3691,18.3691,18.6378,18.1596,17.8236,17.7529,38.9969,-17.2499,0.080045,0.0552271,0.0403077,0.0871935,0.0687449,0.0678273,0.0678273,0.0678273,0.0784744,0.0555505,0.0410678,0.0324335
CSP,16.8593,16.3361,16.1424,17.2267,16.5684,16.5684,16.5684,16.5684,16.7898,16.3319,16.1649,16.1237,126.826,21.6832,0.142587,0.0983781,0.0718016,0.155321,0.122458,0.120823,0.120823,0.120823,0.139789,0.0989542,0.0731556,0.0577751
CSP,17.2533,16.6589,16.4145,17.5775,16.8869,16.8869,16.8869,16.8869,17.1515,16.65,16.4517,16.3809,126.722,21.655,0.143341,0.0988979,0.072181,0.156142,0.123105,0.121462,0.121462,0.121462,0.140528,0.0994771,0.0735422,0.0580803
CSP,17.4945,16.6665,16.3816,17.934,17.0634,17.0634,17.0634,17.0634,17.387,16.673,16.3825,16.2723,126.852,21.612,0.134196,0.0925889,0.0675764,0.146181,0.115252,0.113713,0.113713,0.113713,0.131563,0.0931311,0.0688507,0.0543752
CSP,17.1679,16.7439,16.6252,17.4247,16.9128,16.9128,16.9128,16.9128,17.0936,16.7506,16.6285,16.6102,126.748,21.6441,0.13938,0.0961655,0.0701868,0.151828,0.119704,0.118106,0.118106,0.118106,0.136645,0.0967287,0.0715103,0.0564757
CSP,17.7339,16.8794,16.6006,18.1782,17.2792,17.2792,17.2792,17.2792,17.6271,16.8931,16.6196,16.5175,126.79,21.6662,0.140539,0.0969647,0.0707701,0.15309,0.120699,0.119087,0.119087,0.119087,0.137781,0.0975326,0.0721046,0.056945
CSP,18.0787,17.5224,17.3673,18.3404,17.7849,17.7849,17.7849,17.7849,17.9829,17.5394,17.375,17.3224,126.746,21.7012,0.145501,0.100388,0.0732688,0.158495,0.12496,0.123292,0.123292,0.123292,0.142646,0.100976,0.0746505,0.0589556
CSP,15.7213,15.2677,15.0943,16.0581,15.4643,15.4643,15.4643,15.4643,15.6436,15.2566,15.1129,15.0841,105.377,14.1362,0.243378,0.167919,0.122556,0.265113,0.20902,0.20623,0.20623,0.20623,0.238603,0.168902,0.124867,0.0986146
CSP,16.1315,15.5915,15.3694,16.4846,15.843,15.843,15.843,15.843,16.049,15.6029,15.394,15.3304,105.429,14.1441,0.251524,0.173539,0.126658,0.273986,0.216016,0.213132,0.213132,0.213132,0.246589,0.174555,0.129047,0.101915
CSP,16.665,15.9456,15.6566,17.1266,16.277,16.277,16.277,16.277,16.5563,15.9407,15.684,15.5744,105.423,14.1745,0.247074,0.170469,0.124417,0.269139,0.212194,0.209362,0.209362,0.209362,0.242226,0.171467,0.126764,0.100112
CSP,16.5832,16.0649,15.8794,16.955,16.3001,16.3001,16.3001,16.3001,16.4841,16.0467,15.9021,15.8583,105.35,14.1207,0.240375,0.165847,0.121044,0.261842,0.206441,0.203685,0.203685,0.203685,0.235658,0.166818,0.123326,0.0973977
CSP,16.5071,16.0696,15.9043,16.8649,16.268,16.268,16.268,16.268,16.4302,16.0596,15.9371,15.9061,105.446,14.1789,0.250044,0.172518,0.125913,0.272375,0.214745,0.211879,0.211879,0.211879,0.245138,0.173528,0.128287,0.101316
CSP,17.2242,16.3452,16.0147,17.7134,16.7768,16.7768,16.7768,16.7768,17.12,16.3503,16.0504,15.9245,105.39,14.1319,0.244205,0.16849,0.122973,0.266014,0.209731,0.206931,0.206931,0.206931,0.239414,0.169476,0.125292,0.0989499
CSP,17.0529,16.5536,16.3913,17.4251,16.7856,16.7856,16.7856,16.7856,16.9681,16.546,16.4095,16.3731,105.438,14.1151,0.25828,0.1782,0.13006,0.281346,0.221818,0.218857,0.218857,0.218857,0.253212,0.179244,0.132513,0.104653
CSP,17.2792,16.9084,16.7593,17.5633,17.0605,17.0605,17.0605,17.0605,17.1933,16.8825,16.7826,16.7789,105.355,14.1522,0.24314,0.167754,0.122436,0.264853,0.208815,0.206028,0.206028,0.206028,0.238369,0.168737,0.124745,0.0985181
CSP,17.5248,17.1066,16.9423,17.7954,17.2975,17.2975,17.2975,17.2975,17.4301,17.0925,16.9494,16.9167,105.392,14.154,0.244811,0.168907,0.123278,0.266674,0.21025,0.207444,0.207444,0.207444,0.240007,0.169897,0.125602,0.0991952
CSP,15.4514,14.915,14.7234,15.8373,15.1578,15.1578,15.1578,15.1578,15.3768,14.912,14.7304,14.6883,27.6997,21.7872,0.226698,0.15641,0.114157,0.246944,0.194695,0.192096,0.192096,0.192096,0.22225,0.157326,0.11631,0.0918561
CSP,17.9125,17.4424,17.2244,18.1549,17.6366,17.6366,17.6366,17.6366,17.851,17.4336,17.2519,17.2051,170.954,-12.328,0.151181,0.104307,0.0761292,0.164682,0.129839,0.128105,0.128105,0.128105,0.148215,0.104918,0.0775648,0.0612572
CSP,17.9484,17.5604,17.4103,18.1812,17.7401,17.7401,17.7401,17.7401,17.847,17.5379,17.4605,17.4297,171.025,-12.3038,0.154837,0.10683,0.0779704,0.168665,0.132979,0.131204,0.131204,0.131204,0.151799,0.107456,0.0794408,0.0627388
CSP,18.8253,18.373,18.1854,19.1911,18.5839,18.5839,18.5839,18.5839,18.7906,18.3659,18.2333,18.2055,170.991,-12.2479,0.159906,0.110327,0.0805226,0.174186,0.137331,0.135498,0.135498,0.135498,0.156768,0.110973,0.082041,0.0647923
CSP,18.7835,18.531,18.4661,18.9918,18.612,18.612,18.612,18.612,18.8062,18.5283,18.4023,18.4247,170.972,-12.3179,0.153868,0.106162,0.0774825,0.16761,0.132147,0.130383,0.130383,0.130383,0.150849,0.106783,0.0789436,0.0623461
CSP,18.5149,17.9429,17.8252,18.8458,18.2186,18.2186,18.2186,18.2186,18.4404,17.9975,17.8518,17.7981,174.616,20.4909,0.0868144,0.0598977,0.0437165,0.0945675,0.0745587,0.0735635,0.0735635,0.0735635,0.085111,0.0602484,0.0445409,0.0351764
CSP,16.2514,15.4305,15.0817,16.7441,15.7994,15.7994,15.7994,15.7994,16.1433,15.432,15.1138,14.9728,202.529,13.3712,0.0725076,0.0500267,0.0365122,0.078983,0.0622716,0.0614404,0.0614404,0.0614404,0.071085,0.0503197,0.0372007,0.0293795
CSP,17.2588,16.7659,16.5804,17.6126,16.9979,16.9979,16.9979,16.9979,17.1786,16.7643,16.6081,16.5491,202.57,13.4637,0.0713878,0.0492541,0.0359483,0.0777632,0.0613099,0.0604915,0.0604915,0.0604915,0.0699872,0.0495425,0.0366262,0.0289257
CSP,17.4504,17.0629,16.9452,17.6917,17.2254,17.2254,17.2254,17.2254,17.3658,17.0746,16.9672,16.9562,202.509,13.3733,0.0728492,0.0502623,0.0366842,0.0793551,0.062565,0.0617298,0.0617298,0.0617298,0.0714198,0.0505567,0.037376,0.0295179
CSP,18.4928,17.6452,17.3795,18.87,18.1577,18.1577,18.1577,18.1577,18.4358,17.6939,17.4008,17.2911,202.484,13.4596,0.0752619,0.051927,0.0378991,0.0819832,0.0646371,0.0637743,0.0637743,0.0637743,0.0737852,0.0522311,0.0386138,0.0304955
CSP,18.4932,17.7581,17.4975,18.9163,18.0757,18.0757,18.0757,18.0757,18.3489,17.7344,17.507,17.4475,202.518,13.408,0.0768457,0.0530197,0.0386967,0.0837085,0.0659973,0.0651163,0.0651163,0.0651163,0.0753379,0.0533302,0.0394264,0.0311372
CSP,18.1047,17.7636,17.7281,18.3477,17.9385,17.9385,17.9385,17.9385,18.0258,17.7823,17.7046,17.7195,202.542,13.378,0.0724346,0.0499763,0.0364754,0.0789034,0.0622089,0.0613785,0.0613785,0.0613785,0.0710134,0.050269,0.0371632,0.0293499
CSP,18.6223,18.0238,17.7216,19.0202,18.1876,18.1876,18.1876,18.1876,18.4693,17.9441,17.7527,17.6798,202.48,13.3704,0.0696227,0.0480362,0.0350594,0.0758404,0.059794,0.0589958,0.0589958,0.0589958,0.0682567,0.0483176,0.0357206,0.0282105
CSP,15.9211,15.5527,15.4472,16.1911,15.6829,15.6829,15.6829,15.6829,15.866,15.5779,15.4792,15.4772,239.133,20.0178,0.15376,0.106087,0.0774279,0.167492,0.132053,0.130291,0.130291,0.130291,0.150743,0.106708,0.078888,0.0623022
CSP,16.4562,15.794,15.5395,16.8946,16.0712,16.0712,16.0712,16.0712,16.3668,15.7972,15.5681,15.4861,239.072,20.0257,0.15614,0.107729,0.0786265,0.170084,0.134098,0.132308,0.132308,0.132308,0.153077,0.10836,0.0801092,0.0632667
CSP,16.759,16.3962,16.2563,17.0442,16.5395,16.5395,16.5395,16.5395,16.701,16.4095,16.3016,16.2834,239.072,20.0069,0.154185,0.10638,0.0776418,0.167954,0.132418,0.130651,0.130651,0.130651,0.15116,0.107003,0.079106,0.0624744
CSP,17.7967,17.1716,16.8806,18.1576,17.4429,17.4429,17.4429,17.4429,17.7403,17.1884,16.9353,16.8475,239.166,20.0398,0.155646,0.107388,0.0783778,0.169547,0.133674,0.131889,0.131889,0.131889,0.152593,0.108017,0.0798558,0.0630666
CSP,17.7573,17.2343,17.0234,18.1064,17.46,17.46,17.46,17.46,17.6829,17.2363,17.0616,16.9948,239.083,20.1024,0.16046,0.110709,0.0808015,0.174789,0.137807,0.135968,0.135968,0.135968,0.157311,0.111357,0.0823252,0.0650168
CSP,18.0981,17.5129,17.3284,18.4804,17.7724,17.7724,17.7724,17.7724,17.9767,17.517,17.3574,17.3199,239.13,20.0105,0.152731,0.105377,0.0769098,0.166371,0.13117,0.129419,0.129419,0.129419,0.149734,0.105994,0.0783601,0.0618853
CSP,17.9755,17.5821,17.4493,18.2155,17.7135,17.7135,17.7135,17.7135,17.9213,17.6116,17.5027,17.5155,239.174,20.0035,0.149021,0.102817,0.0750417,0.16233,0.127984,0.126275,0.126275,0.126275,0.146097,0.10342,0.0764568,0.0603821
CSP,18.3717,17.8879,17.5756,18.7116,18.1029,18.1029,18.1029,18.1029,18.3511,18.0588,17.7828,17.758,239.135,20.0049,0.15159,0.104589,0.076335,0.165128,0.13019,0.128452,0.128452,0.128452,0.148615,0.105202,0.0777745,0.0614228
CSP,18.6707,18.189,17.8746,19.1136,18.3967,18.3967,18.3967,18.3967,18.642,18.1718,17.9582,17.8825,239.101,20.0462,0.158336,0.109244,0.0797322,0.172476,0.135983,0.134168,0.134168,0.134168,0.155229,0.109884,0.0812357,0.0641564
CSP,16.0687,15.5158,15.2745,16.4384,15.7628,15.7628,15.7628,15.7628,15.9902,15.5074,15.2878,15.2081,193.214,-9.81641,0.143915,0.0992946,0.0724705,0.156768,0.123599,0.121949,0.121949,0.121949,0.141092,0.0998761,0.0738372,0.0583133
CSP,17.1114,16.648,16.4574,17.4012,16.8887,16.8887,16.8887,16.8887,17.04,16.6527,16.4851,16.4339,193.122,-9.83488,0.146431,0.10103,0.0737371,0.159508,0.125759,0.12408,0.12408,0.12408,0.143558,0.101622,0.0751276,0.0593324
CSP,18.6394,18.0368,17.7955,18.9683,18.2595,18.2595,18.2595,18.2595,18.5361,18.0141,17.8137,17.727,193.192,-9.74963,0.143067,0.098709,0.0720431,0.155843,0.12287,0.12123,0.12123,0.12123,0.14026,0.0992871,0.0734017,0.0579694
CSP,15.8393,15.2429,14.9985,16.2262,15.5027,15.5027,15.5027,15.5027,15.761,15.2397,15.0196,14.9332,322.213,1.21979,0.152496,0.105215,0.0767914,0.166115,0.130968,0.12922,0.12922,0.12922,0.149504,0.105831,0.0782395,0.0617901
CSP,16.0913,15.6398,15.4643,16.4088,15.8248,15.8248,15.8248,15.8248,16.016,15.6334,15.4794,15.4299,322.106,1.21266,0.151608,0.104602,0.0763444,0.165148,0.130206,0.128468,0.128468,0.128468,0.148634,0.105215,0.077784,0.0614304
CSP,16.2004,15.7376,15.5703,16.5316,15.9287,15.9287,15.9287,15.9287,16.1095,15.721,15.5884,15.5596,322.215,1.27462,0.154794,0.1068,0.0779484,0.168618,0.132941,0.131167,0.131167,0.131167,0.151756,0.107425,0.0794183,0.062721
CSP,16.4728,15.6226,15.3336,16.9356,16.0281,16.0281,16.0281,16.0281,16.3499,15.6186,15.3478,15.2457,322.178,1.26309,0.153245,0.105732,0.0771688,0.166931,0.131612,0.129855,0.129855,0.129855,0.150239,0.106351,0.078624,0.0620937
CSP,16.7134,16.1097,15.8775,17.0916,16.3743,16.3743,16.3743,16.3743,16.6829,16.1315,15.917,15.8308,322.118,1.25468,0.15178,0.10472,0.0764306,0.165334,0.130353,0.128613,0.128613,0.128613,0.148802,0.105334,0.0778719,0.0614998
CSP,17.0976,16.5499,16.3015,17.4474,16.8046,16.8046,16.8046,16.8046,17.024,16.5398,16.3053,16.2183,322.137,1.23585,0.151923,0.104819,0.0765029,0.165491,0.130476,0.128734,0.128734,0.128734,0.148942,0.105433,0.0779456,0.0615579
CSP,17.2471,16.8054,16.6563,17.5581,16.9766,16.9766,16.9766,16.9766,17.1653,16.8198,16.6713,16.6398,322.192,1.18859,0.154392,0.106523,0.0777459,0.16818,0.132596,0.130826,0.130826,0.130826,0.151362,0.107146,0.0792121,0.0625581
CSP,17.4203,16.8239,16.5755,17.8269,17.0998,17.0998,17.0998,17.0998,17.3587,16.8342,16.6042,16.529,322.215,1.21368,0.152535,0.105242,0.0768111,0.166158,0.131002,0.129253,0.129253,0.129253,0.149542,0.105858,0.0782596,0.0618059
CSP,18.1346,17.4418,17.1366,18.4757,17.7496,17.7496,17.7496,17.7496,18.05,17.4455,17.1859,17.0767,322.168,1.20732,0.153025,0.10558,0.0770577,0.166691,0.131422,0.129668,0.129668,0.129668,0.150022,0.106198,0.0785108,0.0620043
CSP,18.1373,17.6851,17.4874,18.5029,17.8266,17.8266,17.8266,17.8266,18.0671,17.6509,17.4754,17.4335,322.173,1.18135,0.154769,0.106783,0.0779358,0.16859,0.13292,0.131145,0.131145,0.131145,0.151732,0.107408,0.0794055,0.0627109
CSP,18.5587,17.7906,17.4387,18.9829,18.1754,18.1754,18.1754,18.1754,18.5137,17.9158,17.6714,17.5838,322.15,1.20771,0.152796,0.105422,0.0769426,0.166442,0.131226,0.129474,0.129474,0.129474,0.149798,0.106039,0.0783935,0.0619117
CSP,16.6261,16.2581,16.1263,16.8898,16.4095,16.4095,16.4095,16.4095,16.5783,16.2732,16.1405,16.1107,10.7436,-23.6172,0.0601046,0.0414692,0.0302665,0.0654723,0.0516195,0.0509305,0.0509305,0.0509305,0.0589253,0.041712,0.0308372,0.0243538
CSP,18.7737,18.0028,17.6956,19.1669,18.4367,18.4367,18.4367,18.4367,18.6819,18.0335,17.7479,17.6288,10.6853,-23.608,0.0604496,0.0417072,0.0304402,0.0658481,0.0519158,0.0512228,0.0512228,0.0512228,0.0592635,0.0419515,0.0310142,0.0244936
CSP,16.7793,16.0348,15.7296,17.2068,16.3606,16.3606,16.3606,16.3606,16.6707,16.07,15.7864,15.6663,322.805,13.9955,0.272417,0.187955,0.137179,0.296746,0.23396,0.230837,0.230837,0.230837,0.267072,0.189055,0.139766,0.110381
CSP,16.2966,15.6066,15.3785,16.7021,15.9165,15.9165,15.9165,15.9165,16.2255,15.6118,15.3822,15.3058,26.8402,-0.203527,0.104128,0.0718431,0.052435,0.113427,0.089428,0.0882343,0.0882343,0.0882343,0.102085,0.0722638,0.0534238,0.0421917
CSP,16.8125,16.342,16.1544,17.1548,16.5582,16.5582,16.5582,16.5582,16.7524,16.3531,16.2057,16.1676,26.8063,-0.101562,0.104235,0.071917,0.0524889,0.113544,0.08952,0.088325,0.088325,0.088325,0.10219,0.0723382,0.0534787,0.0422351
CSP,17.7264,17.1944,17.0403,18.1052,17.4367,17.4367,17.4367,17.4367,17.6589,17.2021,17.025,17.0005,26.7634,-0.172695,0.101301,0.0698925,0.0510113,0.110347,0.0869999,0.0858386,0.0858386,0.0858386,0.0993131,0.0703018,0.0519732,0.0410461
CSP,15.5481,15.039,14.8514,15.8868,15.2594,15.2594,15.2594,15.2594,15.4744,15.0483,14.872,14.8109,49.3578,-1.71147,0.256181,0.176752,0.129003,0.279059,0.220015,0.217079,0.217079,0.217079,0.251154,0.177787,0.131436,0.103802
CSP,17.8676,17.1073,16.7697,18.3258,17.4355,17.4355,17.4355,17.4355,17.7726,17.1064,16.7836,16.6469,49.3527,-1.75912,0.248388,0.171376,0.125079,0.270571,0.213323,0.210476,0.210476,0.210476,0.243515,0.172379,0.127438,0.100645
CSP,16.3845,15.8449,15.6614,16.7317,16.0556,16.0556,16.0556,16.0556,16.2979,15.8385,15.6853,15.6621,14.095,-1.59738,0.114542,0.0790285,0.0576793,0.124772,0.0983722,0.0970591,0.0970591,0.0970591,0.112295,0.0794913,0.058767,0.0464115
CSP,17.3079,16.8828,16.7073,17.5927,17.036,17.036,17.036,17.036,17.2129,16.854,16.722,16.7155,14.0152,-1.58855,0.115391,0.0796138,0.0581064,0.125696,0.0991007,0.0977779,0.0977779,0.0977779,0.113126,0.08008,0.0592022,0.0467552
CSP,18.5344,17.7875,17.4397,18.8922,18.1002,18.1002,18.1002,18.1002,18.3799,17.7706,17.4809,17.3749,14.0843,-1.60578,0.115148,0.0794465,0.0579843,0.125431,0.0988924,0.0975724,0.0975724,0.0975724,0.112889,0.0799117,0.0590778,0.046657
CSP,18.906,18.3309,18.0835,19.2628,18.612,18.612,18.612,18.612,18.8146,18.3356,18.1421,18.1374,14.016,-1.66012,0.121484,0.0838179,0.0611748,0.132333,0.104334,0.102941,0.102941,0.102941,0.1191,0.0843088,0.0623284,0.0492242
CSP,15.5809,15.2304,15.0813,15.8538,15.3741,15.3741,15.3741,15.3741,15.5108,15.2214,15.0953,15.0688,75.4883,-21.0982,0.0884574,0.0610312,0.0445439,0.0963571,0.0759697,0.0749556,0.0749556,0.0749556,0.0867218,0.0613886,0.0453839,0.0358422
CSP,16.6914,16.0892,15.8884,17.0902,16.3652,16.3652,16.3652,16.3652,16.6181,16.0979,15.9045,15.8485,75.4639,-21.1557,0.0872416,0.0601924,0.0439317,0.0950328,0.0749256,0.0739255,0.0739255,0.0739255,0.0855299,0.0605449,0.0447601,0.0353495
CSP,17.1343,16.536,16.3444,17.532,16.819,16.819,16.819,16.819,17.0678,16.5431,16.3597,16.3136,75.5035,-21.1811,0.0846116,0.0583778,0.0426073,0.0921679,0.0726669,0.0716969,0.0716969,0.0716969,0.0829515,0.0587197,0.0434108,0.0342839
CSP,17.4717,16.9874,16.8373,17.813,17.1851,17.1851,17.1851,17.1851,17.4073,16.9793,16.8363,16.7941,75.5283,-21.1315,0.0858509,0.0592329,0.0432314,0.0935179,0.0737312,0.0727471,0.0727471,0.0727471,0.0841665,0.0595798,0.0440466,0.0347861
CSP,17.9005,17.3601,17.1654,18.2769,17.5903,17.5903,17.5903,17.5903,17.8451,17.3803,17.1904,17.1253,75.4772,-21.1734,0.0863145,0.0595528,0.0434648,0.0940229,0.0741294,0.0731399,0.0731399,0.0731399,0.084621,0.0599015,0.0442845,0.0349739
CSP,18.3704,17.7651,17.5035,18.8173,18.0352,18.0352,18.0352,18.0352,18.3106,17.7699,17.544,17.4808,75.4494,-21.1093,0.0890083,0.0614113,0.0448213,0.0969573,0.0764429,0.0754225,0.0754225,0.0754225,0.0872619,0.061771,0.0456665,0.0360654
CSP,18.6178,18.2745,18.1143,18.9027,18.3901,18.3901,18.3901,18.3901,18.5632,18.2485,18.1266,18.1235,75.5397,-21.0974,0.0888065,0.0612721,0.0447197,0.0967374,0.0762696,0.0752515,0.0752515,0.0752515,0.087064,0.0616309,0.045563,0.0359836
CSP,15.8415,15.5167,15.4082,16.1018,15.6344,15.6344,15.6344,15.6344,15.7893,15.5224,15.4454,15.4463,79.3794,-23.7536,0.106629,0.0735685,0.0536943,0.116151,0.0915757,0.0903534,0.0903534,0.0903534,0.104537,0.0739994,0.0547068,0.043205
CSP,16.1922,15.6766,15.5093,16.5569,15.8835,15.8835,15.8835,15.8835,16.1319,15.6954,15.5548,15.5294,79.4263,-23.7986,0.10735,0.0740661,0.0540574,0.116937,0.0921951,0.0909644,0.0909644,0.0909644,0.105244,0.0744998,0.0550768,0.0434972
CSP,16.4013,15.9454,15.7913,16.7314,16.1253,16.1253,16.1253,16.1253,16.3389,15.9759,15.8328,15.8153,79.426,-23.7895,0.107445,0.0741317,0.0541053,0.11704,0.0922768,0.091045,0.091045,0.091045,0.105337,0.0745658,0.0551256,0.0435357
CSP,16.8064,16.3471,16.1484,17.129,16.5352,16.5352,16.5352,16.5352,16.7368,16.3512,16.194,16.1623,79.3245,-23.8091,0.103544,0.0714399,0.0521407,0.112791,0.0889262,0.0877391,0.0877391,0.0877391,0.101512,0.0718583,0.053124,0.0419549
CSP,16.7042,16.3284,16.1793,16.9787,16.4826,16.4826,16.4826,16.4826,16.6535,16.3555,16.2318,16.2294,79.3807,-23.7776,0.106398,0.0734094,0.0535782,0.1159,0.0913777,0.090158,0.090158,0.090158,0.10431,0.0738393,0.0545885,0.0431116
CSP,17.2202,16.701,16.5124,17.59,16.9204,16.9204,16.9204,16.9204,17.123,16.6929,16.5485,16.5042,79.3554,-23.7275,0.10636,0.073383,0.0535589,0.115858,0.0913448,0.0901255,0.0901255,0.0901255,0.104273,0.0738128,0.0545689,0.0430961
CSP,17.0832,16.705,16.5763,17.3772,16.8405,16.8405,16.8405,16.8405,17.0268,16.7226,16.6121,16.6092,79.4375,-23.834,0.107373,0.0740821,0.0540691,0.116962,0.092215,0.0909841,0.0909841,0.0909841,0.105266,0.0745159,0.0550887,0.0435066
CSP,17.3765,16.6934,16.4165,17.7921,17.0095,17.0095,17.0095,17.0095,17.2998,16.7347,16.5037,16.4004,79.3417,-23.7818,0.10538,0.0727068,0.0530654,0.114791,0.0905031,0.0892951,0.0892951,0.0892951,0.103312,0.0731326,0.0540661,0.042699
CSP,17.3858,16.9696,16.8073,17.6904,17.1456,17.1456,17.1456,17.1456,17.3157,16.9841,16.8415,16.8124,79.37,-23.7263,0.106521,0.0734943,0.0536401,0.116034,0.0914834,0.0902622,0.0902622,0.0902622,0.104431,0.0739247,0.0546516,0.0431614
CSP,17.6494,17.1905,17.0323,17.9834,17.3928,17.3928,17.3928,17.3928,17.6469,17.2504,17.0984,17.0396,79.4292,-23.8059,0.107318,0.074044,0.0540413,0.116902,0.0921676,0.0909373,0.0909373,0.0909373,0.105212,0.0744776,0.0550604,0.0434842
CSP,17.8663,17.3444,17.1284,18.2763,17.5819,17.5819,17.5819,17.5819,17.8078,17.3569,17.1633,17.1072,79.402,-23.7748,0.106978,0.0738096,0.0538702,0.116532,0.0918758,0.0906495,0.0906495,0.0906495,0.104879,0.0742419,0.0548861,0.0433466
CSP,18.0152,17.4211,17.2254,18.3714,17.6789,17.6789,17.6789,17.6789,17.9327,17.4479,17.257,17.19,79.3646,-23.7553,0.106376,0.0733945,0.0535672,0.115876,0.0913591,0.0901396,0.0901396,0.0901396,0.104289,0.0738243,0.0545774,0.0431028
CSP,18.0563,17.5261,17.3913,18.2556,17.7624,17.7624,17.7624,17.7624,17.9634,17.5905,17.4438,17.4138,79.4092,-23.7461,0.107267,0.074009,0.0540158,0.116847,0.0921241,0.0908944,0.0908944,0.0908944,0.105162,0.0744425,0.0550344,0.0434637
CSP,16.3458,15.7878,15.5475,16.6826,16.0421,16.0421,16.0421,16.0421,16.278,15.7915,15.5787,15.4848,55.4586,8.12298,0.777351,0.536334,0.391445,0.846773,0.667611,0.6587,0.6587,0.6587,0.762099,0.539475,0.398827,0.314976
CSP,15.4245,15.0312,14.8933,15.7167,15.1892,15.1892,15.1892,15.1892,15.3703,15.0296,14.9066,14.8808,138.796,-25.6432,0.356478,0.245952,0.179509,0.388314,0.306154,0.302067,0.302067,0.302067,0.349484,0.247393,0.182895,0.144442
CSP,15.6863,15.3021,15.1673,15.9826,15.4527,15.4527,15.4527,15.4527,15.6286,15.2946,15.1827,15.1677,138.813,-25.5518,0.366992,0.253206,0.184803,0.399766,0.315183,0.310976,0.310976,0.310976,0.359791,0.254689,0.188288,0.148702
CSP,16.52,15.8752,15.6115,16.889,16.1654,16.1654,16.1654,16.1654,16.4343,15.8637,15.6391,15.5423,138.78,-25.5683,0.368764,0.254429,0.185696,0.401697,0.316705,0.312478,0.312478,0.312478,0.361529,0.255919,0.189198,0.14942
CSP,16.4571,16.0882,15.9473,16.7455,16.2305,16.2305,16.2305,16.2305,16.4163,16.0876,15.9869,15.9781,138.881,-25.554,0.366653,0.252972,0.184633,0.399397,0.314892,0.310689,0.310689,0.310689,0.359459,0.254454,0.188115,0.148565
CSP,17.4982,16.8324,16.6194,17.8567,17.1258,17.1258,17.1258,17.1258,17.4112,16.8507,16.6376,16.5638,138.79,-25.5941,0.368439,0.254205,0.185532,0.401343,0.316426,0.312202,0.312202,0.312202,0.36121,0.255693,0.189031,0.149288
CSP,17.8111,17.1548,16.9165,18.2155,17.4513,17.4513,17.4513,17.4513,17.7011,17.1534,16.9441,16.8742,138.834,-25.5848,0.365866,0.25243,0.184237,0.39854,0.314217,0.310022,0.310022,0.310022,0.358688,0.253908,0.187711,0.148246
CSP,16.3205,15.5649,15.2536,16.7446,15.9291,15.9291,15.9291,15.9291,16.2134,15.5585,15.2596,15.1482,27.9348,0.275034,0.105762,0.0729704,0.0532578,0.115207,0.0908313,0.0896189,0.0896189,0.0896189,0.103687,0.0733978,0.0542621,0.0428538
CSP,17.1851,16.3875,16.0417,17.6379,16.7678,16.7678,16.7678,16.7678,17.0618,16.3559,16.0788,15.9733,27.9088,0.2957,0.105581,0.0728457,0.0531667,0.11501,0.090676,0.0894656,0.0894656,0.0894656,0.103509,0.0732723,0.0541693,0.0427805
CSP,16.2957,15.4531,15.1286,16.7453,15.8506,15.8506,15.8506,15.8506,16.1788,15.4588,15.1396,14.9951,43.7256,16.0342,0.476961,0.32908,0.24018,0.519556,0.409628,0.40416,0.40416,0.40416,0.467603,0.331007,0.244709,0.19326
CSP,17.8692,17.351,17.2233,18.1629,17.6293,17.6293,17.6293,17.6293,17.8227,17.425,17.2665,17.2254,43.7924,16.0394,0.46364,0.319889,0.233472,0.505046,0.398187,0.392872,0.392872,0.392872,0.454543,0.321762,0.237875,0.187863
CSP,17.4216,16.8711,16.6764,17.7994,17.1225,17.1225,17.1225,17.1225,17.3174,16.8769,16.6835,16.6127,33.716,-20.7061,0.0551961,0.0380826,0.0277947,0.0601254,0.047404,0.0467712,0.0467712,0.0467712,0.0541131,0.0383056,0.0283189,0.022365
CSP,18.9682,18.2351,17.9126,19.2681,18.5828,18.5828,18.5828,18.5828,18.8738,18.2528,17.9788,17.8517,33.8363,-20.721,0.0593804,0.0409695,0.0299018,0.0646834,0.0509976,0.0503169,0.0503169,0.0503169,0.0582153,0.0412095,0.0304657,0.0240604
CSP,18.7437,18.3341,18.326,18.974,18.5238,18.5238,18.5238,18.5238,18.662,18.359,18.2767,18.2689,33.756,-20.7866,0.0544474,0.037566,0.0274177,0.0593098,0.0467609,0.0461368,0.0461368,0.0461368,0.0533791,0.037786,0.0279347,0.0220616
CSP,18.759,18.6185,18.3336,18.9887,18.7604,18.7604,18.7604,18.7604,18.6237,18.5465,18.2777,18.251,33.8261,-20.8,0.0554988,0.0382914,0.0279472,0.0604552,0.047664,0.0470277,0.0470277,0.0470277,0.0544099,0.0385157,0.0284742,0.0224876
