survey,SDSS-g,SDSS-r,SDSS-i,SDSS-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,SDSS-g_AV,SDSS-r_AV,SDSS-i_AV,SDSS-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
SDSS,18.5539,17.8684,17.6431,17.506,18.4527,17.8784,17.6449,17.5106,308.687,-0.993984,0.50908,0.349826,0.259132,0.193637,0.490965,0.347545,0.256936,0.202916
SDSS,15.8958,15.3354,15.1611,15.0946,15.7988,15.3322,15.1628,15.1146,308.688,1.20188,0.267592,0.183882,0.13621,0.101783,0.258071,0.182683,0.135056,0.106661
SDSS,18.4612,17.7643,17.501,17.3664,18.3259,17.7491,17.4977,17.3942,308.688,0.366708,0.364663,0.250587,0.185621,0.138706,0.351687,0.248953,0.184048,0.145353
SDSS,18.2344,17.525,17.2923,17.165,18.1297,17.5265,17.2917,17.2068,308.689,-0.903582,0.530754,0.36472,0.270164,0.201881,0.511868,0.362341,0.267874,0.211555
SDSS,18.5211,17.9245,17.7219,17.6405,18.427,17.9147,17.7273,17.6683,308.692,1.2153,0.269033,0.184873,0.136943,0.102331,0.25946,0.183667,0.135783,0.107235
SDSS,16.5061,16.0113,15.8433,15.7537,16.4302,16.0067,15.8302,15.7751,308.692,-0.0436084,0.369533,0.253933,0.1881,0.140558,0.356384,0.252277,0.186506,0.147294
SDSS,18.8235,17.8953,17.5653,17.3713,18.6907,17.9099,17.5597,17.416,308.693,-0.484423,0.448061,0.307896,0.228072,0.170428,0.432118,0.305888,0.226139,0.178595
SDSS,18.7506,17.9087,17.5929,17.4006,18.6297,17.9023,17.6032,17.438,308.694,-0.998339,0.505247,0.347192,0.257181,0.192179,0.487269,0.344928,0.255001,0.201389
SDSS,17.9843,17.2586,16.984,16.8205,17.8647,17.2499,16.9949,16.8801,308.694,1.20716,0.268508,0.184511,0.136676,0.102131,0.258953,0.183308,0.135517,0.107026
SDSS,18.4677,17.5241,17.1992,17.0032,18.3155,17.5079,17.1992,17.0296,308.694,-1.0279,0.505136,0.347116,0.257124,0.192137,0.487161,0.344852,0.254945,0.201344
SDSS,18.6993,17.986,17.7136,17.5507,18.6005,18.0072,17.7263,17.6069,308.697,-0.874828,0.532723,0.366073,0.271167,0.20263,0.513767,0.363686,0.268869,0.21234
SDSS,17.7157,17.3578,17.2274,17.1699,17.6636,17.3565,17.2242,17.2112,308.697,0.753985,0.312942,0.215046,0.159294,0.119033,0.301807,0.213643,0.157944,0.124737
SDSS,16.3289,15.653,15.413,15.3057,16.2303,15.6346,15.4126,15.3193,308.697,-0.108031,0.364643,0.250573,0.185611,0.138698,0.351668,0.248939,0.184038,0.145345
SDSS,17.5239,16.7055,16.4475,16.2894,17.4061,16.6993,16.4602,16.3278,308.697,-1.00014,0.503251,0.345821,0.256165,0.19142,0.485344,0.343565,0.253994,0.200593
SDSS,16.9637,16.3249,16.0554,15.9071,16.8559,16.3197,16.0532,15.9418,308.698,-0.139245,0.361685,0.24854,0.184105,0.137573,0.348815,0.246919,0.182544,0.144165
SDSS,17.4617,16.7539,16.5703,16.4159,17.349,16.7512,16.5385,16.4538,308.699,-0.140236,0.361459,0.248385,0.18399,0.137487,0.348597,0.246765,0.18243,0.144075
SDSS,16.6139,16.0206,15.8464,15.7657,16.5225,16.0165,15.8357,15.7939,308.7,1.08171,0.289037,0.198619,0.147126,0.10994,0.278753,0.197323,0.145879,0.115209
SDSS,17.7532,17.1708,16.9557,16.8647,17.668,17.1403,16.9713,16.8765,308.701,0.291589,0.380968,0.261791,0.19392,0.144908,0.367412,0.260084,0.192277,0.151852
SDSS,16.7892,16.0701,15.7738,15.6112,16.6763,16.0535,15.7747,15.648,308.701,-0.0600162,0.366686,0.251977,0.186651,0.139475,0.353638,0.250334,0.185069,0.146159
SDSS,18.4708,17.918,17.7256,17.6554,18.3791,17.9061,17.7209,17.66,308.701,-0.104333,0.364506,0.250479,0.185541,0.138646,0.351536,0.248845,0.183968,0.14529
SDSS,17.9976,17.4988,17.2919,17.2027,17.9349,17.4835,17.3002,17.2176,308.701,-0.0985385,0.364611,0.250551,0.185594,0.138686,0.351637,0.248917,0.184021,0.145332
SDSS,17.9784,17.3388,17.1177,16.9928,17.8825,17.3213,17.1083,17.0238,308.701,0.290477,0.381137,0.261907,0.194006,0.144972,0.367575,0.260199,0.192362,0.151919
SDSS,17.9132,17.0347,16.7208,16.5431,17.7909,17.0311,16.6998,16.5469,308.703,1.06999,0.293148,0.201443,0.149218,0.111504,0.282717,0.20013,0.147953,0.116847
SDSS,17.0601,16.3878,16.1481,16.0166,16.9555,16.3842,16.1498,16.05,308.703,-0.889167,0.529522,0.363873,0.269537,0.201413,0.51068,0.3615,0.267253,0.211064
SDSS,18.9607,18.4489,18.256,18.1758,18.8933,18.4235,18.2501,18.1929,308.703,-0.099176,0.364205,0.250272,0.185388,0.138532,0.351246,0.24864,0.183816,0.14517
SDSS,17.6623,17.1173,16.9292,16.8296,17.5828,17.1094,16.9299,16.8709,308.704,1.19163,0.2692,0.184987,0.137028,0.102395,0.259621,0.183781,0.135867,0.107302
SDSS,18.7888,17.9255,17.5971,17.413,18.6449,17.9065,17.5815,17.4319,308.704,0.339449,0.367435,0.252492,0.187032,0.13976,0.354361,0.250845,0.185447,0.146458
SDSS,17.8311,17.2362,17.0306,16.9253,17.7188,17.2267,17.0272,16.966,308.704,1.07534,0.291999,0.200654,0.148633,0.111067,0.281609,0.199345,0.147374,0.116389
SDSS,17.447,16.9229,16.7334,16.6348,17.3696,16.9137,16.7403,16.6776,308.705,-0.465753,0.436591,0.300014,0.222234,0.166065,0.421056,0.298057,0.22035,0.174023
SDSS,18.542,17.6548,17.2957,17.0698,18.3986,17.6378,17.2931,17.1135,308.706,-0.0209123,0.370083,0.254312,0.18838,0.140768,0.356915,0.252653,0.186783,0.147513
SDSS,17.028,16.3976,16.1993,16.0986,16.924,16.3899,16.1939,16.1311,308.707,1.08103,0.290656,0.199731,0.14795,0.110556,0.280314,0.198429,0.146696,0.115854
SDSS,16.6129,15.9238,15.6926,15.5744,16.5065,15.9288,15.7094,15.6192,308.707,-0.567909,0.470208,0.323115,0.239346,0.178852,0.453477,0.321008,0.237317,0.187422
SDSS,18.1508,17.647,17.441,17.3148,18.0613,17.6406,17.432,17.364,308.708,-0.893712,0.525288,0.360964,0.267383,0.199802,0.506597,0.35861,0.265116,0.209377
SDSS,17.9491,17.5263,17.3557,17.2884,17.8682,17.5212,17.3426,17.3349,308.71,1.07628,0.293102,0.201412,0.149195,0.111487,0.282673,0.200099,0.147931,0.116829
SDSS,18.637,18.0308,17.7942,17.6723,18.5651,18.0262,17.8194,17.6945,308.71,-1.00777,0.49556,0.340536,0.25225,0.188495,0.477927,0.338315,0.250112,0.197527
SDSS,18.8791,18.3909,18.2278,18.1413,18.8278,18.4067,18.2161,18.2061,308.713,0.706561,0.321816,0.221144,0.163811,0.122408,0.310365,0.219701,0.162423,0.128274
SDSS,18.857,18.164,17.9161,17.7947,18.7412,18.1483,17.9208,17.8256,308.714,-0.1092,0.361924,0.248704,0.184227,0.137664,0.349045,0.247082,0.182665,0.144261
SDSS,18.9809,18.3986,18.201,18.1022,19.0075,18.398,18.1936,18.1443,308.714,0.747529,0.318042,0.21855,0.16189,0.120973,0.306725,0.217125,0.160518,0.12677
SDSS,17.3926,16.8596,16.6784,16.5985,17.3075,16.8526,16.6814,16.6195,308.714,-0.48717,0.438762,0.301505,0.223339,0.166891,0.423149,0.299539,0.221446,0.174888
SDSS,17.9996,17.4663,17.2597,17.1394,17.9334,17.4665,17.2621,17.1827,308.715,-0.574677,0.46844,0.3219,0.238446,0.178179,0.451772,0.319801,0.236425,0.186718
SDSS,18.9682,18.4787,18.3055,18.2279,18.9208,18.4671,18.3092,18.3028,308.716,0.69178,0.32737,0.22496,0.166638,0.124521,0.315721,0.223493,0.165226,0.130488
SDSS,18.887,17.8437,17.5004,17.2765,18.7068,17.8404,17.5063,17.3272,308.717,-0.975233,0.495214,0.340298,0.252074,0.188363,0.477593,0.338078,0.249937,0.197389
SDSS,17.7325,17.176,16.9981,16.908,17.6615,17.1737,17.0075,16.9407,308.72,-0.481994,0.435598,0.299331,0.221728,0.165687,0.420098,0.297379,0.219849,0.173627
SDSS,18.3684,17.8042,17.6043,17.4652,18.3038,17.8011,17.6103,17.5461,308.722,-0.483835,0.435536,0.299289,0.221697,0.165664,0.420039,0.297337,0.219818,0.173602
SDSS,18.1946,17.6939,17.5086,17.425,18.1301,17.6892,17.5136,17.4877,308.724,-0.466861,0.430791,0.296029,0.219282,0.163859,0.415463,0.294098,0.217423,0.171711
SDSS,16.9456,16.1511,15.8437,15.6601,16.8151,16.1352,15.8356,15.7032,308.724,-0.189077,0.358537,0.246377,0.182503,0.136376,0.34578,0.244771,0.180956,0.142911
SDSS,17.4534,16.7971,16.5803,16.4625,17.3487,16.795,16.5795,16.4955,308.726,-0.491886,0.436235,0.299769,0.222053,0.16593,0.420713,0.297814,0.220171,0.173881
SDSS,18.8549,18.0341,17.7246,17.5497,18.734,18.0338,17.7355,17.5985,308.73,-0.135938,0.357694,0.245798,0.182073,0.136055,0.344966,0.244195,0.18053,0.142575
SDSS,16.965,16.4309,16.2557,16.1533,16.8811,16.4321,16.2513,16.1818,308.732,-0.513892,0.441945,0.303693,0.224959,0.168101,0.42622,0.301713,0.223052,0.176157
SDSS,18.063,17.4293,17.2282,17.1134,17.9552,17.433,17.231,17.1357,308.733,-1.00134,0.479626,0.329587,0.24414,0.182434,0.46256,0.327437,0.24207,0.191176
SDSS,18.6905,18.1257,17.9071,17.8083,18.5661,18.1268,17.9222,17.8222,308.739,-0.885952,0.509569,0.350163,0.259381,0.193823,0.491437,0.347879,0.257183,0.203111
SDSS,18.0535,17.2741,17.0466,16.9202,17.9367,17.2596,17.0428,16.9557,308.739,-0.189941,0.356162,0.244745,0.181294,0.135472,0.343489,0.243149,0.179757,0.141964
SDSS,16.7936,16.1829,15.9871,15.8992,16.699,16.182,15.9895,15.9344,308.74,1.07184,0.30706,0.211003,0.1563,0.116795,0.296134,0.209627,0.154975,0.122392
SDSS,18.2752,17.4673,17.1983,17.0491,18.1642,17.4625,17.2023,17.0972,308.741,1.06623,0.309363,0.212586,0.157472,0.117671,0.298355,0.211199,0.156137,0.12331
SDSS,18.261,17.54,17.2767,17.1302,18.1545,17.5422,17.2818,17.1515,308.747,-0.201231,0.356479,0.244963,0.181455,0.135593,0.343795,0.243366,0.179917,0.142091
SDSS,18.8233,18.2963,18.1325,18.0248,18.7057,18.3116,18.1352,18.0612,308.747,0.677164,0.341474,0.234652,0.173817,0.129886,0.329324,0.233122,0.172344,0.13611
SDSS,17.9346,17.386,17.207,17.0897,17.8442,17.3847,17.2005,17.1379,308.748,-0.520634,0.440899,0.302974,0.224427,0.167704,0.425211,0.300998,0.222524,0.17574
SDSS,15.7041,15.1801,15.0251,14.9496,15.6217,15.1791,15.0175,14.9666,308.75,-0.501812,0.433659,0.297999,0.220741,0.16495,0.418228,0.296056,0.21887,0.172854
SDSS,17.052,16.4999,16.3197,16.2033,16.9677,16.4898,16.3103,16.2416,308.752,-0.513853,0.437343,0.30053,0.222616,0.166351,0.421781,0.29857,0.220729,0.174322
SDSS,17.0684,16.2061,15.9072,15.7315,16.9406,16.2027,15.91,15.784,308.753,-0.565124,0.454351,0.312218,0.231274,0.17282,0.438184,0.310182,0.229314,0.181102
SDSS,16.4652,15.9276,15.7549,15.6545,16.3843,15.9259,15.7431,15.6858,308.754,-0.508063,0.434858,0.298823,0.221352,0.165406,0.419385,0.296874,0.219475,0.173332
SDSS,18.9703,18.3297,18.1143,17.966,18.9012,18.3112,18.1072,18.0239,308.755,-0.528036,0.441758,0.303564,0.224864,0.16803,0.426039,0.301585,0.222958,0.176082
SDSS,18.1718,17.3265,17.0339,16.8584,18.0439,17.3277,17.0227,16.9208,308.757,1.15586,0.283437,0.19477,0.144275,0.10781,0.273351,0.1935,0.143052,0.112976
SDSS,17.7447,17.195,16.9962,16.8932,17.6561,17.1906,16.9948,16.943,308.758,1.07257,0.314814,0.216332,0.160247,0.119745,0.303612,0.214921,0.158888,0.125483
SDSS,18.2473,17.5899,17.3135,17.1229,18.1503,17.5865,17.3043,17.1828,308.758,-0.499342,0.431013,0.296181,0.219394,0.163943,0.415676,0.294249,0.217535,0.171799
SDSS,18.0431,17.5604,17.392,17.2944,17.977,17.5581,17.3892,17.3564,308.761,-0.494866,0.429128,0.294886,0.218435,0.163226,0.413859,0.292963,0.216584,0.171048
SDSS,17.3533,16.7679,16.5365,16.4019,17.2786,16.7638,16.5393,16.4483,308.761,-0.556377,0.448784,0.308393,0.22844,0.170703,0.432815,0.306381,0.226504,0.178883
SDSS,18.5304,17.841,17.6313,17.4964,18.4006,17.8335,17.625,17.538,308.763,-0.565471,0.451018,0.309928,0.229577,0.171552,0.43497,0.307907,0.227632,0.179773
SDSS,16.4859,15.9917,15.8126,15.7158,16.416,15.9896,15.8196,15.7553,308.763,-0.558288,0.448652,0.308302,0.228373,0.170652,0.432688,0.306291,0.226437,0.17883
SDSS,18.7569,18.0257,17.7588,17.5858,18.6398,18.0296,17.7644,17.6432,308.764,-0.548863,0.445824,0.306359,0.226934,0.169577,0.429961,0.304361,0.22501,0.177703
SDSS,18.1271,17.3167,17.0557,16.9101,18.025,17.3244,17.0526,16.9418,308.764,1.06962,0.317652,0.218282,0.161691,0.120824,0.306349,0.216859,0.160321,0.126614
SDSS,18.8019,18.0163,17.746,17.5985,18.6971,18.0225,17.7593,17.6687,308.765,1.2014,0.277938,0.190992,0.141476,0.105718,0.268048,0.189746,0.140277,0.110784
SDSS,18.7405,18.1801,17.9826,17.8674,18.6557,18.1747,17.9886,17.9112,308.769,-0.456331,0.419515,0.28828,0.213542,0.15957,0.404588,0.2864,0.211732,0.167216
SDSS,16.8803,16.3397,16.1064,15.9701,16.7922,16.3249,16.1014,16.0135,308.771,-0.527387,0.437334,0.300524,0.222612,0.166348,0.421773,0.298565,0.220725,0.174319
SDSS,18.5148,17.8668,17.6229,17.4891,18.4322,17.8687,17.6349,17.5107,308.771,1.08664,0.313814,0.215645,0.159738,0.119364,0.302648,0.214238,0.158384,0.125084
SDSS,18.1448,17.5366,17.3136,17.193,18.0579,17.5315,17.3147,17.2342,308.772,1.09947,0.309119,0.212418,0.157348,0.117579,0.298119,0.211033,0.156014,0.123213
SDSS,18.2817,17.5322,17.2335,17.0707,18.148,17.5439,17.2304,17.0972,308.774,1.23953,0.280204,0.192549,0.14263,0.106581,0.270234,0.191293,0.141421,0.111688
SDSS,16.9545,16.1474,15.9126,15.7815,16.8216,16.1417,15.9015,15.802,308.775,1.12035,0.302064,0.207571,0.153757,0.114895,0.291316,0.206217,0.152454,0.120401
SDSS,18.9907,18.4971,18.3174,18.215,18.8912,18.4302,18.2216,18.13,308.776,0.743713,0.332091,0.228204,0.169041,0.126316,0.320274,0.226716,0.167608,0.13237
SDSS,15.64,15.1078,14.9373,14.8705,15.5528,15.1032,14.9318,14.8771,308.776,1.09182,0.313557,0.215468,0.159607,0.119267,0.3024,0.214063,0.158254,0.124982
SDSS,18.6105,17.8417,17.5776,17.4318,18.4873,17.8408,17.579,17.4809,308.778,1.08383,0.316725,0.217645,0.16122,0.120472,0.305455,0.216226,0.159853,0.126245
SDSS,17.7484,17.2809,17.0825,16.976,17.693,17.2852,17.096,17.0177,308.778,-0.555581,0.442934,0.304373,0.225463,0.168478,0.427173,0.302388,0.223552,0.176551
SDSS,15.8824,15.2947,15.0783,14.9837,15.7946,15.2919,15.0732,14.989,308.778,-0.597128,0.453531,0.311655,0.230857,0.172508,0.437393,0.309622,0.2289,0.180775
SDSS,17.0173,16.5372,16.3664,16.2837,16.9559,16.5326,16.3662,16.3041,308.779,0.677414,0.349235,0.239985,0.177768,0.132838,0.336809,0.23842,0.176261,0.139203
SDSS,17.3236,16.4597,16.1355,15.9317,17.1914,16.452,16.1229,15.9659,308.779,1.09534,0.313358,0.215332,0.159506,0.119191,0.302208,0.213927,0.158154,0.124903
SDSS,16.6122,16.1351,15.9843,15.8996,16.5445,16.1371,15.9751,15.928,308.781,0.677703,0.349516,0.240178,0.177911,0.132944,0.337079,0.238612,0.176403,0.139315
SDSS,18.1246,17.6832,17.5383,17.4524,18.0564,17.6827,17.5367,17.5096,308.781,1.17309,0.284243,0.195324,0.144685,0.108117,0.274129,0.19405,0.143459,0.113297
SDSS,18.9379,18.3792,18.2049,18.1061,18.883,18.3969,18.2062,18.1503,308.781,-0.185065,0.350523,0.24087,0.178423,0.133327,0.33805,0.239299,0.176911,0.139716
SDSS,16.3355,15.7482,15.5572,15.4335,16.2493,15.7392,15.5374,15.4568,308.782,-0.49252,0.426154,0.292842,0.216921,0.162095,0.410991,0.290932,0.215083,0.169863
SDSS,16.7138,16.1352,15.9158,15.7954,16.6245,16.1244,15.9235,15.8365,308.783,-0.599731,0.452074,0.310654,0.230115,0.171954,0.435988,0.308628,0.228165,0.180194
SDSS,15.9284,15.2882,15.0968,14.9994,15.8233,15.2896,15.0996,15.0283,308.783,-0.575548,0.446285,0.306675,0.227168,0.169752,0.430405,0.304675,0.225243,0.177887
SDSS,18.7803,18.2911,18.1288,18.0553,18.7189,18.2949,18.1433,18.0904,308.784,1.18994,0.2827,0.194264,0.1439,0.10753,0.272641,0.192997,0.142681,0.112683
SDSS,17.6718,17.0748,16.8649,16.7401,17.5608,17.0819,16.8611,16.7891,308.785,1.08685,0.318427,0.218815,0.162086,0.121119,0.307096,0.217387,0.160712,0.126923
SDSS,16.539,15.8744,15.631,15.4694,16.4477,15.8786,15.6191,15.5127,308.786,-0.494769,0.426259,0.292914,0.216974,0.162135,0.411091,0.291004,0.215135,0.169904
SDSS,18.678,18.1228,17.9242,17.8096,18.5539,18.1143,17.9217,17.8425,308.786,-0.114207,0.348066,0.239182,0.177173,0.132393,0.335681,0.237622,0.175671,0.138737
SDSS,17.9321,17.1609,16.8765,16.7034,17.8136,17.1613,16.8862,16.7554,308.787,-0.566947,0.442741,0.30424,0.225364,0.168404,0.426987,0.302256,0.223454,0.176474
SDSS,17.434,16.7597,16.5046,16.3488,17.3326,16.7561,16.5093,16.4043,308.788,-0.557629,0.43999,0.30235,0.223964,0.167358,0.424334,0.300378,0.222066,0.175377
SDSS,18.4049,17.5389,17.2486,17.0343,18.2906,17.5262,17.2396,17.1246,308.789,-0.522285,0.430286,0.295681,0.219024,0.163666,0.414975,0.293753,0.217168,0.171509
SDSS,18.7441,18.2867,18.148,18.0912,18.6599,18.3157,18.1578,18.1274,308.789,1.13446,0.298027,0.204796,0.151702,0.113359,0.287422,0.20346,0.150416,0.118792
SDSS,18.8436,18.0858,17.846,17.6776,18.7259,18.0946,17.8487,17.7302,308.789,-0.51251,0.428065,0.294155,0.217894,0.162822,0.412834,0.292237,0.216047,0.170624
SDSS,17.7359,17.2036,17.0229,16.9273,17.6693,17.2098,17.0378,16.9691,308.789,-0.440712,0.413477,0.284131,0.210468,0.157273,0.398765,0.282278,0.208685,0.16481
SDSS,16.3677,15.8555,15.6718,15.5835,16.2834,15.8617,15.6712,15.6211,308.789,1.1554,0.290611,0.1997,0.147927,0.110539,0.28027,0.198398,0.146673,0.115836
SDSS,18.8788,18.0506,17.7652,17.6058,18.8002,18.0627,17.7739,17.6409,308.792,-0.0289696,0.340573,0.234033,0.173359,0.129543,0.328455,0.232507,0.171889,0.135751
SDSS,17.125,16.7031,16.5679,16.5021,17.0559,16.7118,16.5776,16.5384,308.792,1.17773,0.285473,0.19617,0.145312,0.108585,0.275315,0.19489,0.14408,0.113788
SDSS,17.9655,17.2959,17.0363,16.8892,17.8624,17.2949,17.0535,16.9389,308.792,-0.601429,0.448206,0.307996,0.228146,0.170483,0.432258,0.305987,0.226212,0.178653
SDSS,18.6119,17.9869,17.7644,17.6269,18.5335,17.993,17.7657,17.6836,308.793,-0.46047,0.418102,0.287308,0.212822,0.159032,0.403224,0.285435,0.211018,0.166653
SDSS,17.3117,16.5744,16.3111,16.1524,17.2295,16.5873,16.3155,16.2104,308.794,-0.43774,0.412103,0.283186,0.209769,0.15675,0.397439,0.281339,0.207991,0.164262
SDSS,17.8032,17.2851,17.087,16.9704,17.7098,17.2797,17.0942,17.012,308.795,-0.576783,0.441975,0.303714,0.224974,0.168113,0.426248,0.301733,0.223067,0.176169
SDSS,18.085,17.446,17.2117,17.0554,17.9998,17.4391,17.2053,17.1172,308.795,-0.517757,0.427354,0.293666,0.217532,0.162551,0.412147,0.291751,0.215688,0.170341
SDSS,17.7284,17.1823,16.9908,16.8835,17.6618,17.1772,16.989,16.9208,308.796,1.15393,0.292548,0.201031,0.148913,0.111276,0.282138,0.19972,0.147651,0.116608
SDSS,18.327,17.789,17.5782,17.4974,18.2512,17.7846,17.585,17.5195,308.796,-0.616581,0.44978,0.309077,0.228947,0.171081,0.433775,0.307061,0.227007,0.17928
SDSS,16.3461,15.6305,15.4174,15.311,16.2374,15.6357,15.4121,15.3355,308.797,-0.476293,0.421087,0.28936,0.214342,0.160168,0.406104,0.287473,0.212525,0.167843
SDSS,15.7121,15.2189,15.0633,14.9795,15.6397,15.2185,15.0363,14.9854,308.797,-0.490461,0.424104,0.291433,0.215878,0.161315,0.409013,0.289532,0.214048,0.169045
SDSS,18.3054,17.5776,17.3213,17.1716,18.1961,17.574,17.3185,17.2217,308.797,1.1638,0.289481,0.198924,0.147352,0.110109,0.27918,0.197626,0.146103,0.115385
SDSS,18.9608,18.2408,18.0091,17.8884,18.8912,18.2597,18.024,17.916,308.798,1.13328,0.299906,0.206088,0.152658,0.114074,0.289235,0.204744,0.151365,0.119541
SDSS,16.7594,16.2274,16.0516,15.9657,16.6811,16.2376,16.0568,15.9874,308.8,-0.43451,0.410526,0.282103,0.208966,0.156151,0.395919,0.280263,0.207195,0.163633
SDSS,17.6303,17.0415,16.8237,16.6954,17.5584,17.0297,16.8289,16.7393,308.801,-0.530495,0.42802,0.294124,0.217871,0.162805,0.41279,0.292206,0.216024,0.170606
SDSS,18.4677,17.9909,17.8294,17.7299,18.4053,18.0014,17.8206,17.7847,308.801,-0.460854,0.417229,0.286709,0.212378,0.1587,0.402383,0.284839,0.210578,0.166305
SDSS,16.717,15.8069,15.4765,15.2804,16.5844,15.8098,15.4821,15.3197,308.802,-0.56713,0.436862,0.3002,0.222372,0.166168,0.421318,0.298242,0.220487,0.174131
SDSS,17.3523,16.5816,16.2652,16.0837,17.2516,16.58,16.2814,16.1423,308.802,-0.597599,0.443085,0.304477,0.22554,0.168535,0.427319,0.302491,0.223628,0.176611
SDSS,17.1113,16.5644,16.3838,16.2941,17.0269,16.5728,16.3908,16.325,308.803,-0.427962,0.408316,0.280584,0.207841,0.15531,0.393787,0.278754,0.20608,0.162752
SDSS,16.3231,15.8457,15.6925,15.6258,16.2396,15.8447,15.6843,15.6435,308.805,1.09656,0.314014,0.215782,0.15984,0.119441,0.302841,0.214375,0.158485,0.125164
SDSS,18.6542,18.2834,18.1499,18.0994,18.5993,18.2875,18.1714,18.1144,308.805,1.07782,0.322298,0.221475,0.164056,0.122592,0.31083,0.22003,0.162666,0.128466
SDSS,18.857,18.2421,18.0097,17.8673,18.6175,18.1328,17.9111,17.7488,308.808,-0.535604,0.4264,0.293011,0.217046,0.162188,0.411227,0.2911,0.215206,0.16996
SDSS,17.3684,16.6376,16.3943,16.2466,17.2621,16.6401,16.3936,16.2984,308.808,1.16389,0.288906,0.198529,0.147059,0.10989,0.278626,0.197234,0.145813,0.115156
SDSS,17.7082,17.2527,17.0999,17.0114,17.6288,17.2535,17.0944,17.0566,308.81,1.15737,0.291377,0.200226,0.148317,0.11083,0.281009,0.198921,0.14706,0.116141
SDSS,17.546,17.0996,16.9473,16.8668,17.4786,17.1068,16.9411,16.8941,308.81,-0.430472,0.408229,0.280524,0.207797,0.155277,0.393703,0.278694,0.206035,0.162718
SDSS,18.6409,17.9283,17.6857,17.5242,18.5328,17.9287,17.6857,17.5648,308.81,-0.50425,0.42227,0.290173,0.214944,0.160618,0.407245,0.288281,0.213122,0.168315
SDSS,16.0583,15.5127,15.3433,15.2617,15.9811,15.5176,15.3442,15.2914,308.811,1.18701,0.283788,0.195011,0.144454,0.107943,0.27369,0.19374,0.143229,0.113116
SDSS,17.6766,16.9636,16.7287,16.5653,17.5625,16.9278,16.6456,16.5276,308.813,-0.509299,0.421687,0.289772,0.214647,0.160396,0.406682,0.287882,0.212828,0.168082
SDSS,16.3039,15.5802,15.3476,15.2258,16.1944,15.5838,15.3339,15.2554,308.813,1.16717,0.28749,0.197556,0.146338,0.109352,0.277261,0.196267,0.145098,0.114592
SDSS,18.8989,18.2105,17.9404,17.7823,18.7875,18.2028,17.9534,17.8053,308.814,-0.948095,0.430553,0.295865,0.21916,0.163768,0.415233,0.293935,0.217303,0.171616
SDSS,18.1101,17.3861,17.1329,16.9894,18.0089,17.3745,17.1237,17.0359,308.814,-0.0590062,0.340982,0.234314,0.173567,0.129698,0.328849,0.232785,0.172095,0.135913
SDSS,18.0917,17.5843,17.4109,17.3085,18.01,17.5855,17.398,17.3453,308.814,-0.473551,0.417631,0.286985,0.212583,0.158853,0.402771,0.285113,0.210781,0.166465
SDSS,16.0967,15.3216,15.0266,14.8641,15.9875,15.3222,15.0209,14.8911,308.814,1.21204,0.281777,0.19363,0.14343,0.107179,0.27175,0.192367,0.142214,0.112315
SDSS,17.6782,16.819,16.5129,16.3165,17.5596,16.8279,16.5077,16.3659,308.814,0.714036,0.335013,0.230212,0.170529,0.127428,0.323093,0.228711,0.169083,0.133534
SDSS,18.656,17.8664,17.549,17.3456,18.5519,17.8771,17.5578,17.4043,308.815,1.21613,0.281854,0.193682,0.143469,0.107208,0.271825,0.192419,0.142253,0.112345
SDSS,17.5917,17.0027,16.76,16.6122,17.5203,16.9857,16.769,16.6641,308.815,-0.590125,0.434713,0.298724,0.221278,0.165351,0.419245,0.296775,0.219402,0.173274
SDSS,17.1323,16.5679,16.3904,16.3064,17.036,16.5663,16.3894,16.3368,308.815,-0.0731789,0.342769,0.235542,0.174476,0.130378,0.330572,0.234006,0.172998,0.136626
SDSS,17.9104,17.4372,17.2867,17.2017,17.8567,17.4467,17.2954,17.2694,308.815,-0.442664,0.411368,0.282681,0.209395,0.156471,0.39673,0.280837,0.20762,0.163969
SDSS,15.7579,15.2797,15.1158,15.0539,15.6814,15.2724,15.1241,15.0706,308.817,-0.548728,0.425422,0.292339,0.216549,0.161817,0.410285,0.290432,0.214713,0.169571
SDSS,17.3776,16.8328,16.662,16.5436,17.296,16.8382,16.6495,16.583,308.818,-0.512545,0.42029,0.288812,0.213936,0.159864,0.405335,0.286929,0.212123,0.167525
SDSS,17.3103,16.6577,16.4433,16.3169,17.1998,16.6508,16.437,16.3576,308.819,-0.528137,0.420473,0.288938,0.214029,0.159934,0.405511,0.287054,0.212215,0.167598
SDSS,18.0505,17.6394,17.4824,17.4041,17.9681,17.6416,17.4867,17.4459,308.819,1.06721,0.323886,0.222566,0.164865,0.123196,0.312361,0.221114,0.163467,0.129099
SDSS,17.7119,16.9033,16.653,16.5107,17.5815,16.9099,16.6643,16.5632,308.82,0.346905,0.315483,0.216792,0.160587,0.119999,0.304257,0.215378,0.159226,0.12575
SDSS,17.226,16.5372,16.3428,16.2166,17.1306,16.537,16.3163,16.2555,308.82,1.15242,0.292254,0.200829,0.148763,0.111164,0.281855,0.19952,0.147502,0.116491
SDSS,18.2969,17.7925,17.61,17.5046,18.1796,17.7861,17.6144,17.5515,308.821,-0.945782,0.426238,0.292899,0.216964,0.162127,0.411071,0.290989,0.215125,0.169896
