survey,SDSS-g,SDSS-r,SDSS-i,SDSS-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,SDSS-g_AV,SDSS-r_AV,SDSS-i_AV,SDSS-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
SDSS,16.9267,16.4402,16.2704,16.1924,16.8447,16.4375,16.2652,16.2169,308.574,0.777961,0.292249,0.200826,0.148761,0.111162,0.28185,0.199516,0.1475,0.116489
SDSS,17.9888,17.4695,17.2742,17.1521,17.9185,17.466,17.2723,17.1925,308.574,-0.0280833,0.393221,0.270211,0.200158,0.149569,0.37923,0.268449,0.198461,0.156736
SDSS,18.8126,18.3567,18.1848,18.1026,18.7431,18.342,18.1315,18.0271,308.574,1.14385,0.283131,0.19456,0.14412,0.107694,0.273057,0.193292,0.142898,0.112855
SDSS,18.9206,18.3359,18.1126,17.9764,18.8591,18.3277,18.1117,17.9814,308.574,-0.985647,0.556103,0.382139,0.283068,0.211523,0.536315,0.379647,0.280668,0.221659
SDSS,16.9822,16.3572,16.1414,16.0147,16.8797,16.356,16.1298,16.0427,308.574,-0.989463,0.555773,0.381912,0.2829,0.211398,0.535997,0.379422,0.280502,0.221528
SDSS,18.6119,17.9267,17.6618,17.5088,18.5128,17.9203,17.6757,17.5908,308.575,-0.548969,0.527699,0.362621,0.26861,0.200719,0.508922,0.360256,0.266333,0.210338
SDSS,18.7905,18.1513,17.9196,17.8115,18.7609,18.1368,17.9222,17.8196,308.575,1.12072,0.283875,0.195072,0.144498,0.107977,0.273774,0.193799,0.143274,0.113151
SDSS,18.5247,17.8163,17.513,17.3263,18.4575,17.7977,17.5181,17.3842,308.576,0.669876,0.313233,0.215246,0.159442,0.119144,0.302087,0.213842,0.158091,0.124853
SDSS,18.6675,18.2162,18.0525,18.005,18.6247,18.2082,18.0553,18.0254,308.577,1.12378,0.283296,0.194673,0.144203,0.107756,0.273215,0.193404,0.142981,0.11292
SDSS,18.5589,17.8766,17.6038,17.4713,18.4605,17.8536,17.5881,17.487,308.578,-0.919176,0.562433,0.386489,0.28629,0.213931,0.54242,0.383969,0.283863,0.224183
SDSS,16.6448,16.1092,15.8877,15.7874,16.5625,16.0906,15.8919,15.8194,308.579,-0.599779,0.543031,0.373156,0.276414,0.206551,0.523708,0.370723,0.274071,0.216449
SDSS,17.2937,16.5735,16.2974,16.1371,17.1872,16.5596,16.3054,16.1883,308.579,0.308373,0.367684,0.252663,0.187159,0.139855,0.354601,0.251015,0.185572,0.146557
SDSS,15.5889,15.1553,15.0158,14.9544,15.5342,15.1483,15.0124,14.9815,308.58,0.682539,0.306239,0.21044,0.155882,0.116483,0.295342,0.209067,0.154561,0.122065
SDSS,17.2488,16.5684,16.3291,16.1833,17.1342,16.5638,16.3286,16.2298,308.58,-0.027174,0.391937,0.269329,0.199504,0.14908,0.377991,0.267573,0.197813,0.156224
SDSS,17.0451,16.102,15.7809,15.5824,16.915,16.0871,15.7365,15.6106,308.581,-0.468337,0.513806,0.353074,0.261538,0.195435,0.495523,0.350771,0.259321,0.2048
SDSS,18.8719,18.3961,18.2249,18.1512,18.779,18.3909,18.2257,18.1689,308.581,-0.0381119,0.39264,0.269812,0.199862,0.149347,0.378669,0.268052,0.198168,0.156504
SDSS,16.1695,15.492,15.2485,15.1381,16.0608,15.4795,15.2614,15.1725,308.582,-0.555164,0.524758,0.3606,0.267112,0.1996,0.506085,0.358248,0.264848,0.209165
SDSS,18.1493,17.7132,17.551,17.4724,18.0914,17.7161,17.5453,17.4988,308.582,1.05564,0.289093,0.198657,0.147154,0.109962,0.278807,0.197362,0.145907,0.115231
SDSS,17.7352,17.1554,16.9206,16.7863,17.6282,17.1344,16.9083,16.809,308.584,-0.95495,0.554924,0.381329,0.282468,0.211075,0.535178,0.378842,0.280073,0.221189
SDSS,18.061,17.4238,17.1351,16.9657,17.9676,17.4086,17.1356,17.01,308.585,-0.888858,0.561495,0.385844,0.285812,0.213574,0.541515,0.383328,0.28339,0.223809
SDSS,16.9532,16.3895,16.2001,16.1119,16.8784,16.3895,16.2058,16.1512,308.586,0.318403,0.367225,0.252347,0.186925,0.13968,0.354158,0.250701,0.185341,0.146374
SDSS,18.162,17.6324,17.4551,17.3597,18.0614,17.6303,17.4489,17.4097,308.587,-0.131299,0.381133,0.261904,0.194004,0.14497,0.367571,0.260196,0.19236,0.151917
SDSS,18.2451,17.5355,17.2665,17.1113,18.1345,17.5394,17.2695,17.1642,308.588,-0.0183411,0.38965,0.267757,0.19834,0.14821,0.375785,0.266011,0.196659,0.155312
SDSS,18.1142,17.5615,17.357,17.2453,18.0512,17.5614,17.3726,19.3551,308.588,-0.451802,0.506716,0.348202,0.257929,0.192738,0.488686,0.345931,0.255743,0.201974
SDSS,18.1142,17.5615,17.357,17.2453,18.057,17.5473,17.3626,17.3031,308.588,-0.451805,0.506717,0.348203,0.257929,0.192739,0.488687,0.345932,0.255743,0.201975
SDSS,18.8653,18.5111,18.3844,18.3196,18.8282,18.4842,18.3651,18.3188,308.589,0.677523,0.306876,0.210877,0.156206,0.116725,0.295956,0.209502,0.154882,0.122319
SDSS,18.6201,18.09,17.8771,17.7534,18.4948,18.079,17.8882,17.8072,308.589,-0.577661,0.526133,0.361545,0.267812,0.200124,0.507412,0.359187,0.265542,0.209713
SDSS,18.678,18.0359,17.7494,17.5803,18.5865,18.0168,17.7313,17.6177,308.589,-0.966275,0.550088,0.378006,0.280006,0.209236,0.530515,0.375541,0.277633,0.219262
SDSS,17.7344,17.0261,16.7448,16.5683,17.6211,17.0264,16.7302,16.6234,308.59,-1.00371,0.547244,0.376051,0.278558,0.208153,0.527771,0.373599,0.276197,0.218128
SDSS,18.1266,17.5552,17.348,17.2146,18.0291,17.54,17.3309,17.2517,308.59,-0.0525259,0.391776,0.269218,0.199422,0.149019,0.377836,0.267463,0.197732,0.15616
SDSS,17.6663,17.1578,16.9662,16.8889,17.5926,17.1487,16.9801,16.927,308.591,1.13058,0.278992,0.191716,0.142013,0.106119,0.269065,0.190466,0.140809,0.111205
SDSS,17.7458,17.2458,17.0628,16.9702,17.6684,17.2407,17.0707,17.024,308.592,0.298256,0.366751,0.252022,0.186684,0.1395,0.353701,0.250378,0.185102,0.146185
SDSS,18.48,17.9344,17.677,17.5255,18.403,17.9112,17.6814,17.6092,308.592,-0.598853,0.531897,0.365505,0.270746,0.202316,0.51297,0.363122,0.268451,0.212011
SDSS,15.7184,15.1349,14.921,14.8332,15.6139,15.1175,14.9323,14.8599,308.593,1.17132,0.277521,0.190705,0.141264,0.10556,0.267646,0.189461,0.140066,0.110618
SDSS,18.2389,17.6111,17.3307,17.185,18.1356,17.5732,17.3344,17.2242,308.593,-0.594366,0.529442,0.363818,0.269497,0.201382,0.510603,0.361446,0.267212,0.211032
SDSS,18.4057,17.6059,17.3461,17.2062,18.2935,17.609,17.3615,17.2602,308.594,1.07233,0.282169,0.193899,0.14363,0.107328,0.272128,0.192634,0.142412,0.112471
SDSS,17.8366,17.265,17.0576,16.9203,17.747,17.261,17.0432,16.9574,308.596,-1.00487,0.544522,0.374181,0.277173,0.207118,0.525146,0.371741,0.274823,0.217043
SDSS,18.8984,18.186,17.9094,17.7601,18.7905,18.1936,17.9198,17.8034,308.597,-0.902676,0.556152,0.382173,0.283093,0.211542,0.536363,0.379681,0.280693,0.221679
SDSS,18.6698,18.1078,17.8767,17.7692,18.5954,18.0944,17.8987,17.8355,308.598,-0.444406,0.498805,0.342766,0.253902,0.189729,0.481056,0.34053,0.25175,0.198821
SDSS,17.7283,17.267,17.0798,16.9872,17.6396,17.246,17.0713,17.0101,308.598,1.11089,0.27863,0.191467,0.141828,0.105982,0.268715,0.190218,0.140626,0.11106
SDSS,18.1922,17.3993,17.1048,16.9407,18.0686,17.3907,17.1199,16.9777,308.598,-0.879387,0.556245,0.382237,0.28314,0.211577,0.536452,0.379744,0.28074,0.221716
SDSS,18.3289,17.6532,17.4139,17.279,18.23,17.6398,17.3955,17.315,308.599,-0.0389698,0.388372,0.266879,0.197689,0.147724,0.374553,0.265139,0.196014,0.154803
SDSS,18.6641,18.0733,17.8198,17.6935,18.5677,18.049,17.8012,17.7147,308.601,-0.931734,0.550768,0.378473,0.280352,0.209494,0.53117,0.376005,0.277976,0.219533
SDSS,18.5382,17.6644,17.3265,17.1162,18.4188,17.653,17.3235,17.1813,308.603,-0.0891298,0.384917,0.264505,0.195931,0.14641,0.371221,0.26278,0.19427,0.153426
SDSS,17.972,17.2082,16.959,16.8272,17.8512,17.2047,16.9668,16.8793,308.603,1.17852,0.274389,0.188553,0.13967,0.104369,0.264625,0.187323,0.138486,0.10937
SDSS,18.3147,17.4721,17.1504,16.945,18.1764,17.4484,17.1382,17.0071,308.605,-0.96277,0.542763,0.372972,0.276277,0.206449,0.52345,0.37054,0.273936,0.216342
SDSS,18.1293,17.3359,17.0591,16.8993,18.0179,17.322,17.0659,16.932,308.605,-0.890539,0.55354,0.380378,0.281763,0.210549,0.533844,0.377898,0.279375,0.220638
SDSS,18.6709,18.3091,18.195,18.1291,18.6329,18.3177,18.2051,18.1729,308.607,-0.0240721,0.385797,0.26511,0.196379,0.146745,0.37207,0.263381,0.194714,0.153777
SDSS,18.6974,17.9925,17.7309,17.5893,18.6248,17.9268,17.7122,17.5815,308.607,-0.496116,0.4958,0.340701,0.252372,0.188586,0.478158,0.338479,0.250233,0.197623
SDSS,16.8249,16.1738,15.9341,15.8093,16.7143,16.1635,15.9342,15.8409,308.607,1.08942,0.279373,0.191977,0.142206,0.106264,0.269432,0.190726,0.141001,0.111356
SDSS,17.3401,16.799,16.6012,16.5076,17.2624,16.7978,16.6096,16.5552,308.608,1.19688,0.272369,0.187165,0.138641,0.1036,0.262677,0.185944,0.137466,0.108565
SDSS,18.4951,18.0555,17.8892,17.8106,18.4483,18.0365,17.8887,17.8406,308.608,1.07992,0.280134,0.192501,0.142594,0.106554,0.270166,0.191245,0.141385,0.11166
SDSS,16.1232,15.5124,15.2854,15.1558,16.0198,15.5069,15.2645,15.1909,308.609,-0.983149,0.539116,0.370466,0.274421,0.205062,0.519933,0.36805,0.272095,0.214889
SDSS,17.156,16.5889,16.3624,16.2354,17.0663,16.5718,16.3446,16.2506,308.61,-0.965893,0.539861,0.370978,0.2748,0.205345,0.520651,0.368559,0.272471,0.215185
SDSS,17.1319,16.4795,16.2369,16.1016,17.0256,16.4766,16.2195,16.1351,308.612,-0.945622,0.54376,0.373657,0.276785,0.206828,0.524411,0.37122,0.274439,0.216739
SDSS,18.5065,18.0079,17.8424,17.7745,18.4284,18.0254,17.8541,17.7955,308.613,-0.0766145,0.383254,0.263362,0.195084,0.145777,0.369617,0.261644,0.19343,0.152763
SDSS,17.4737,16.8439,16.6249,16.4935,17.3806,16.8483,16.6191,16.529,308.614,-0.0666964,0.383807,0.263742,0.195365,0.145987,0.37015,0.262022,0.193709,0.152983
SDSS,18.7626,18.2042,18.0024,17.8894,18.8582,18.212,18.0053,17.9993,308.614,0.778155,0.290747,0.199793,0.147996,0.11059,0.280401,0.19849,0.146742,0.11589
SDSS,18.6001,18.1331,17.9785,17.8699,18.4899,18.1192,17.9763,17.9374,308.614,1.19842,0.271099,0.186292,0.137995,0.103117,0.261453,0.185077,0.136826,0.108059
SDSS,15.691,15.1006,14.9023,14.8256,15.5978,15.0911,14.8999,14.8462,308.615,1.08098,0.279187,0.19185,0.142112,0.106194,0.269253,0.190599,0.140907,0.111282
SDSS,18.9038,18.2075,17.9427,17.7753,18.8023,18.1954,17.9526,17.8392,308.616,-0.919982,0.546259,0.375375,0.278057,0.207779,0.526822,0.372927,0.2757,0.217736
SDSS,18.2657,17.6369,17.422,17.2988,18.1544,17.6202,17.4024,17.3042,308.619,-0.0992176,0.378503,0.260098,0.192666,0.14397,0.365035,0.258401,0.191033,0.150869
SDSS,18.3069,17.8068,17.633,17.5356,18.2381,17.8003,17.6179,17.5753,308.619,0.736742,0.288279,0.198098,0.14674,0.109652,0.278021,0.196806,0.145496,0.114906
SDSS,16.5439,16.0401,15.8859,15.8012,16.4766,16.0433,15.8732,15.8294,308.621,-0.0380377,0.382873,0.2631,0.19489,0.145632,0.369249,0.261384,0.193238,0.152611
SDSS,18.8867,18.4218,18.2337,18.1214,18.8283,18.416,18.2376,18.1884,308.622,-0.568772,0.505259,0.347201,0.257187,0.192184,0.487281,0.344937,0.255007,0.201393
SDSS,18.1392,17.231,16.9119,16.7093,18.0073,17.2191,16.9067,16.7691,308.623,0.706082,0.294437,0.202329,0.149874,0.111994,0.28396,0.20101,0.148604,0.117361
SDSS,16.6025,15.872,15.6482,15.5317,16.4872,15.8714,15.6429,15.555,308.626,-0.0643027,0.380443,0.26143,0.193653,0.144708,0.366906,0.259725,0.192012,0.151642
SDSS,18.0909,17.6106,17.4394,17.3647,18.0258,17.5912,17.4496,17.4066,308.627,1.08186,0.277968,0.191012,0.141492,0.10573,0.268077,0.189767,0.140292,0.110797
SDSS,18.6323,17.9985,17.7656,17.6361,18.5546,17.9864,17.7676,17.697,308.632,-0.541579,0.491151,0.337506,0.250006,0.186818,0.473675,0.335305,0.247887,0.19577
SDSS,18.9835,18.4768,18.3105,18.2236,18.8669,18.4709,18.2994,18.2627,308.634,0.756209,0.291453,0.200278,0.148355,0.110859,0.281082,0.198972,0.147098,0.116171
SDSS,18.7839,18.1607,17.9156,17.7878,18.7111,18.1607,17.9242,17.8374,308.635,-0.558032,0.495093,0.340215,0.252013,0.188317,0.477477,0.337996,0.249877,0.197341
SDSS,18.0099,17.298,17.0611,16.9187,17.9198,17.3045,17.0586,16.9707,308.637,0.674928,0.309379,0.212597,0.15748,0.117678,0.298371,0.211211,0.156146,0.123317
SDSS,16.6669,15.7994,15.5135,15.317,16.5155,15.7971,15.4962,15.3651,308.637,0.730918,0.290626,0.19971,0.147935,0.110545,0.280285,0.198408,0.146681,0.115842
SDSS,18.8615,17.9559,17.6151,17.3952,18.7222,17.9548,17.6098,17.4293,308.638,-0.891411,0.546593,0.375604,0.278227,0.207906,0.527144,0.373155,0.275869,0.217869
SDSS,18.1822,17.6698,17.483,17.3752,18.1098,17.6656,17.4907,17.4155,308.638,1.08849,0.278528,0.191397,0.141776,0.105943,0.268617,0.190149,0.140575,0.11102
SDSS,17.1151,16.5719,16.3883,16.2738,17.0313,16.5627,16.3847,16.3169,308.638,-0.460013,0.474119,0.325802,0.241336,0.180339,0.457249,0.323677,0.239291,0.188981
SDSS,18.8854,18.2944,18.0868,17.957,18.7901,18.2932,18.0981,17.9961,308.638,-0.977539,0.528391,0.363097,0.268962,0.200983,0.50959,0.360729,0.266682,0.210614
SDSS,17.5787,16.8891,16.6544,16.5179,17.4497,16.8893,16.6514,16.5372,308.639,-0.963404,0.529666,0.363973,0.269611,0.201468,0.510819,0.361599,0.267326,0.211122
SDSS,17.3601,16.6665,16.4181,16.2755,17.2633,16.6622,16.4171,16.3151,308.639,1.07925,0.279399,0.191995,0.14222,0.106274,0.269457,0.190743,0.141014,0.111367
SDSS,16.6552,15.7107,15.4027,15.235,16.5082,15.7035,15.3888,15.266,308.64,1.08536,0.278963,0.191696,0.141998,0.106108,0.269036,0.190446,0.140794,0.111193
SDSS,18.8015,18.2618,18.0665,17.9471,18.6856,18.2682,18.0709,17.997,308.642,-1.02272,0.530659,0.364655,0.270116,0.201845,0.511777,0.362277,0.267827,0.211518
SDSS,18.7658,18.0326,17.7576,17.5828,18.6906,18.0338,17.7583,17.6441,308.643,-0.558574,0.492045,0.33812,0.250461,0.187158,0.474536,0.335915,0.248338,0.196126
SDSS,18.6612,18.0195,17.8025,17.6539,18.5732,18.0349,17.7888,17.7047,308.643,0.727396,0.292255,0.20083,0.148764,0.111164,0.281856,0.19952,0.147503,0.116491
SDSS,18.5466,17.7579,17.4915,17.3203,18.4254,17.7692,17.4908,17.3733,308.644,-0.985913,0.525858,0.361356,0.267672,0.200019,0.507147,0.358999,0.265404,0.209604
SDSS,18.0611,17.6178,17.4651,17.3973,17.965,17.6135,17.4688,17.4212,308.645,1.08906,0.279066,0.191767,0.14205,0.106147,0.269136,0.190516,0.140846,0.111234
SDSS,18.4079,17.6534,17.3797,17.2147,18.2939,17.6542,17.3628,17.2246,308.645,-0.944249,0.532266,0.365759,0.270934,0.202457,0.513327,0.363374,0.268638,0.212158
SDSS,18.9393,18.1685,17.8692,17.6847,18.8228,18.1747,17.8747,17.7613,308.646,-0.969526,0.526078,0.361507,0.267784,0.200103,0.507358,0.359149,0.265515,0.209692
SDSS,17.0843,16.3628,16.1023,15.9681,16.9737,16.353,16.0983,16.0033,308.646,-0.912528,0.539525,0.370747,0.274629,0.205217,0.520327,0.368329,0.272301,0.215051
SDSS,18.466,17.7176,17.4669,17.3222,18.3686,17.709,17.4652,17.3651,308.647,-0.917271,0.538141,0.369796,0.273925,0.204691,0.518992,0.367384,0.271603,0.2145
SDSS,16.4949,15.8744,15.6625,15.5533,16.3931,15.8735,15.6416,15.5749,308.648,-0.937244,0.53322,0.366415,0.27142,0.202819,0.514246,0.364025,0.269119,0.212538
SDSS,18.8492,18.0297,17.7302,17.5551,18.7518,18.0233,17.7289,17.5646,308.649,-0.91417,0.538571,0.370092,0.274144,0.204855,0.519407,0.367678,0.27182,0.214671
SDSS,17.6212,16.8358,16.5889,16.4284,17.507,16.837,16.5807,16.4794,308.651,1.19571,0.266448,0.183096,0.135627,0.101348,0.256967,0.181902,0.134478,0.106205
SDSS,17.5832,17.0149,16.806,16.6725,17.4892,17.0034,16.8031,16.7314,308.653,1.19623,0.266305,0.182997,0.135554,0.101294,0.256829,0.181804,0.134406,0.106147
SDSS,17.9368,17.182,16.8674,16.6637,17.8144,17.1764,16.8649,16.7051,308.653,-0.964156,0.52528,0.360959,0.267378,0.199799,0.506589,0.358605,0.265112,0.209374
SDSS,16.8119,16.1799,15.9596,15.8327,16.6915,16.1694,15.9446,15.8463,308.654,-0.974012,0.523424,0.359683,0.266434,0.199093,0.504799,0.357337,0.264175,0.208634
SDSS,15.6649,15.1008,14.9026,14.8064,15.5748,15.0919,14.9013,14.8328,308.655,-0.567842,0.490051,0.33675,0.249446,0.186399,0.472614,0.334554,0.247332,0.195331
SDSS,17.549,17.0407,16.8587,16.7689,17.4709,17.0383,16.8568,16.8059,308.655,-0.0202191,0.37789,0.259676,0.192354,0.143737,0.364444,0.257983,0.190723,0.150625
SDSS,18.7898,18.2852,18.0956,18.011,18.7159,18.2527,18.1001,18.054,308.656,0.744354,0.297581,0.20449,0.151475,0.11319,0.286992,0.203156,0.150191,0.118614
SDSS,15.9262,15.1641,14.878,14.7074,15.8135,15.1451,14.8689,14.7328,308.658,-0.576834,0.491778,0.337937,0.250325,0.187056,0.474279,0.335733,0.248203,0.19602
SDSS,18.2851,17.6915,17.4607,17.3244,18.1928,17.6813,17.4717,17.3648,308.659,-0.583056,0.49358,0.339175,0.251243,0.187742,0.476018,0.336964,0.249113,0.196738
SDSS,18.3253,17.7259,17.5154,17.4044,18.2199,17.7167,17.5104,17.4468,308.659,-0.0734943,0.37206,0.25567,0.189386,0.141519,0.358821,0.254002,0.187781,0.148301
SDSS,17.0949,16.696,16.5429,16.4736,17.0448,16.6922,16.5403,16.5012,308.66,-0.107113,0.368485,0.253213,0.187566,0.140159,0.355373,0.251562,0.185976,0.146876
SDSS,18.9191,18.5458,18.4187,18.3393,18.8715,18.5415,18.4082,18.3794,308.66,1.14579,0.272635,0.187348,0.138777,0.103702,0.262934,0.186126,0.137601,0.108671
SDSS,16.7387,16.0746,15.8656,15.7517,16.6341,16.0723,15.8613,15.7879,308.661,-0.559013,0.484232,0.332752,0.246484,0.184186,0.467002,0.330582,0.244395,0.193012
SDSS,17.5303,16.9984,16.813,16.7028,17.4377,16.9884,16.8028,16.7236,308.662,-0.958221,0.524853,0.360665,0.267161,0.199637,0.506177,0.358313,0.264896,0.209203
SDSS,18.0714,17.4248,17.198,17.0722,17.9565,17.4212,17.1988,17.1143,308.662,1.08807,0.280833,0.192981,0.14295,0.10682,0.27084,0.191722,0.141738,0.111938
SDSS,16.7936,16.1428,15.9269,15.8171,16.672,16.1324,15.9188,15.8517,308.664,1.08724,0.28117,0.193213,0.143121,0.106948,0.271165,0.191953,0.141908,0.112073
SDSS,18.6191,17.8112,17.5268,17.3199,18.4907,17.8011,17.4827,17.3137,308.665,-0.995102,0.517742,0.355779,0.263541,0.196932,0.499319,0.353458,0.261307,0.206369
SDSS,18.6445,18.1016,17.9328,17.8574,18.5851,18.1254,17.9458,17.8924,308.665,0.803291,0.3104,0.213299,0.158,0.118066,0.299355,0.211908,0.156661,0.123724
SDSS,18.3032,17.488,17.1408,16.9213,18.1906,17.4755,17.1378,16.9686,308.666,-0.89842,0.538726,0.370199,0.274223,0.204914,0.519557,0.367784,0.271898,0.214733
SDSS,16.9849,16.2882,16.0808,15.9682,16.8668,16.2764,16.0754,15.9974,308.667,1.10623,0.27906,0.191763,0.142047,0.106145,0.269131,0.190512,0.140843,0.111232
SDSS,15.857,15.3158,15.1332,15.0343,15.7593,15.3213,15.1321,15.0636,308.667,-1.00777,0.516991,0.355263,0.263159,0.196646,0.498595,0.352946,0.260928,0.20607
SDSS,16.1513,15.3369,15.0204,14.8354,16.0337,15.3261,15.0171,14.8722,308.667,-0.0742205,0.370727,0.254754,0.188708,0.141012,0.357536,0.253093,0.187108,0.14777
SDSS,18.0447,17.4162,17.1875,17.0586,17.9282,17.4007,17.1888,17.0842,308.668,-1.02981,0.521367,0.358269,0.265386,0.198311,0.502815,0.355933,0.263137,0.207814
SDSS,18.5035,18.0234,17.8636,17.7665,18.4392,18.0175,17.8779,17.8313,308.668,1.12014,0.277504,0.190693,0.141255,0.105553,0.26763,0.18945,0.140058,0.110611
SDSS,17.898,17.0715,16.7887,16.6201,17.7689,17.0567,16.7817,16.6728,308.668,1.10129,0.279978,0.192394,0.142515,0.106495,0.270016,0.191139,0.141307,0.111598
SDSS,18.7331,17.8623,17.5198,17.2989,18.6032,17.8678,17.5122,17.3525,308.668,-0.878732,0.540901,0.371693,0.27533,0.205741,0.521654,0.369269,0.272996,0.2156
SDSS,18.3166,17.8654,17.7114,17.6597,18.2356,17.8584,17.7206,17.6881,308.669,1.23015,0.268691,0.184637,0.136769,0.102201,0.25913,0.183433,0.13561,0.107099
SDSS,17.7967,16.9441,16.6172,16.4082,17.6627,16.9393,16.6131,16.4521,308.669,-1.02817,0.520426,0.357623,0.264907,0.197953,0.501908,0.355291,0.262662,0.207439
SDSS,18.3313,17.7285,17.522,17.4266,18.2639,17.7517,17.5398,17.4622,308.669,0.27919,0.380713,0.261616,0.193791,0.144811,0.367167,0.25991,0.192148,0.15175
SDSS,18.6593,18.0955,17.906,17.8143,18.5293,18.1056,17.9246,17.8407,308.669,-0.495717,0.460932,0.316741,0.234624,0.175324,0.444531,0.314675,0.232635,0.183725
SDSS,18.8027,18.1155,17.8496,17.7104,18.6535,18.1141,17.8453,17.7457,308.669,-0.922552,0.531369,0.365143,0.270478,0.202115,0.512462,0.362762,0.268185,0.211801
SDSS,17.3149,16.6866,16.4723,16.3717,17.2042,16.6742,16.4779,16.404,308.67,1.08135,0.283102,0.194541,0.144105,0.107683,0.273029,0.193272,0.142883,0.112843
SDSS,18.9258,18.079,17.7667,17.5728,18.8127,18.057,17.7611,17.5967,308.671,-0.973512,0.519054,0.35668,0.264209,0.197431,0.500585,0.354354,0.26197,0.206892
SDSS,16.6195,15.984,15.7881,15.666,16.5001,15.96,15.7473,15.6606,308.672,0.783754,0.308176,0.21177,0.156868,0.11722,0.29721,0.210389,0.155538,0.122837
SDSS,18.2249,17.664,17.4741,17.3775,18.1395,17.6608,17.4816,17.424,308.674,-0.469003,0.455827,0.313232,0.232025,0.173382,0.439608,0.31119,0.230059,0.18169
SDSS,17.5425,17.0519,16.893,16.8039,17.4946,17.0589,16.8838,16.8452,308.674,0.769049,0.305158,0.209697,0.155332,0.116072,0.2943,0.208329,0.154015,0.121634
SDSS,16.8178,16.32,16.1566,16.0884,16.7321,16.3059,16.1332,16.09,308.674,-0.10442,0.367211,0.252338,0.186918,0.139675,0.354145,0.250692,0.185334,0.146368
SDSS,16.695,15.8908,15.5851,15.4007,16.5743,15.8796,15.5783,15.4325,308.675,-0.888835,0.538917,0.37033,0.27432,0.204986,0.519741,0.367915,0.271995,0.214809
SDSS,17.0686,16.3039,16.0801,15.9507,16.939,16.3124,16.084,15.9911,308.678,0.74198,0.304824,0.209467,0.155162,0.115945,0.293978,0.208101,0.153846,0.121501
SDSS,17.5458,17.0392,16.8737,16.7872,17.4716,17.0398,16.877,16.8105,308.678,-0.0543834,0.370463,0.254573,0.188573,0.140912,0.357281,0.252912,0.186975,0.147665
SDSS,16.9309,16.2654,16.0384,15.9173,16.8219,16.2586,16.0351,15.939,308.679,-0.937104,0.525162,0.360877,0.267318,0.199754,0.506475,0.358524,0.265052,0.209327
SDSS,18.9863,18.3057,18.0908,17.9787,18.9024,18.3033,18.0991,18.0405,308.68,1.14299,0.274821,0.18885,0.13989,0.104533,0.265042,0.187618,0.138704,0.109542
SDSS,18.3483,17.7206,17.5046,17.3789,18.2573,17.7076,17.5168,17.4397,308.68,1.09835,0.282765,0.194309,0.143933,0.107555,0.272704,0.193042,0.142713,0.112709
SDSS,16.8662,16.1813,15.9492,15.8078,16.7536,16.1777,15.9369,15.8363,308.681,-0.983499,0.513533,0.352886,0.261399,0.195331,0.49526,0.350585,0.259183,0.204691
SDSS,18.9797,18.443,18.2259,18.1257,18.817,18.4033,18.2158,18.13,308.681,-1.02587,0.513081,0.352575,0.261169,0.195159,0.494824,0.350276,0.258955,0.204511
SDSS,17.6199,17.0182,16.8178,16.7057,17.5265,17.0096,16.8037,16.7349,308.681,-0.0398039,0.371347,0.25518,0.189023,0.141248,0.358134,0.253516,0.187421,0.148017
SDSS,18.413,17.7358,17.4812,17.3395,18.2941,17.7279,17.4727,17.3704,308.683,-0.11434,0.365401,0.251094,0.185997,0.138987,0.352399,0.249456,0.18442,0.145647
SDSS,18.7054,18.148,17.9436,17.8499,18.6014,18.1349,17.9547,17.8528,308.683,0.357614,0.366094,0.25157,0.186349,0.13925,0.353068,0.24993,0.18477,0.145923
SDSS,17.9931,17.3817,17.1624,17.0453,17.8926,17.3806,17.1657,17.0974,308.684,-0.128126,0.364027,0.25015,0.185297,0.138464,0.351074,0.248518,0.183726,0.145099
SDSS,18.5945,17.8577,17.5998,17.4322,18.4578,17.862,17.6037,17.4952,308.684,1.14027,0.275885,0.189581,0.140431,0.104938,0.266069,0.188345,0.139241,0.109966
SDSS,18.9792,18.1226,17.7956,17.6001,18.842,18.1021,17.7969,17.6491,308.686,1.19399,0.267366,0.183727,0.136095,0.101697,0.257852,0.182528,0.134941,0.10657
SDSS,18.4661,17.7287,17.4552,17.3115,18.3273,17.6895,17.435,17.3299,308.686,-0.115177,0.365031,0.25084,0.185808,0.138846,0.352042,0.249204,0.184233,0.145499
SDSS,17.3923,16.793,16.5527,16.4303,17.3034,16.7741,16.5519,16.4607,308.686,-0.899092,0.532794,0.366122,0.271203,0.202657,0.513836,0.363734,0.268904,0.212369
SDSS,17.1727,16.5569,16.3519,16.2456,17.0721,16.5518,16.347,16.2777,308.687,-0.0663306,0.368356,0.253124,0.187501,0.14011,0.355249,0.251474,0.185911,0.146824
SDSS,17.9743,17.4338,17.246,17.1482,17.8848,17.4246,17.2489,17.1843,308.687,1.08821,0.285462,0.196162,0.145306,0.10858,0.275305,0.194883,0.144074,0.113784
SDSS,17.8654,17.1662,16.9041,16.7598,17.7465,17.1613,16.9133,16.8062,308.687,1.21923,0.268794,0.184708,0.136822,0.10224,0.259229,0.183503,0.135662,0.10714
