survey,Foundation-g,Foundation-r,Foundation-i,Foundation-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,Foundation-g_AV,Foundation-r_AV,Foundation-i_AV,Foundation-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
Foundation,17.8425,17.4707,17.3202,17.2813,17.8367,17.4694,17.3105,17.2792,151.171,2.17786,0.0912622,0.0646027,0.04776,0.0377187,0.0912622,0.0646027,0.04776,0.0377187
Foundation,18.4593,17.876,17.6538,17.5574,18.4613,17.8775,17.6555,17.5534,151.247,2.20088,0.10158,0.0719065,0.0531596,0.041983,0.10158,0.0719065,0.0531596,0.041983
Foundation,17.4992,17.1909,17.0788,17.058,17.4998,17.1906,17.0813,17.0641,151.185,2.31975,0.086248,0.0610533,0.045136,0.0356464,0.086248,0.0610533,0.045136,0.0356464
Foundation,18.3389,17.8905,17.7158,17.6612,18.3528,17.8981,17.7192,17.6587,151.306,2.22614,0.108128,0.0765414,0.0565861,0.0446892,0.108128,0.0765414,0.0565861,0.0446892
Foundation,18.6335,18.1579,17.9805,17.9202,18.6152,18.1358,17.9619,17.8918,151.186,2.23507,0.0906606,0.0641769,0.0474452,0.0374701,0.0906606,0.0641769,0.0474452,0.0374701
Foundation,17.7625,17.2711,17.0899,17.0311,17.7596,17.2668,17.0949,17.0285,151.425,2.78883,0.0870957,0.0616533,0.0455796,0.0359967,0.0870957,0.0616533,0.0455796,0.0359967
Foundation,18.7473,18.0258,17.7046,17.5172,18.7328,18.0617,17.6963,17.525,151.478,2.7432,0.0912698,0.0646081,0.047764,0.0377218,0.0912698,0.0646081,0.047764,0.0377218
Foundation,18.4371,17.9444,17.7318,17.6479,18.483,17.9403,17.714,17.6257,151.482,2.73624,0.0917153,0.0649235,0.0479971,0.037906,0.0917153,0.0649235,0.0479971,0.037906
Foundation,18.1841,17.4867,17.2269,17.1145,18.1813,17.4878,17.2131,17.1144,151.335,2.68268,0.0990663,0.0701271,0.0518441,0.0409442,0.0990663,0.0701271,0.0518441,0.0409442
Foundation,18.1117,17.8149,17.7126,17.7101,18.1026,17.818,17.7108,17.7004,151.322,2.67993,0.0989143,0.0700195,0.0517646,0.0408814,0.0989143,0.0700195,0.0517646,0.0408814
Foundation,18.4861,18.0614,17.8975,17.8631,18.4861,18.055,17.8884,17.8821,151.26,2.61447,0.0959934,0.0679519,0.050236,0.0396741,0.0959934,0.0679519,0.050236,0.0396741
Foundation,18.8023,18.1174,17.8481,17.7115,18.8009,18.122,17.8499,17.7088,151.315,2.67017,0.0987505,0.0699036,0.0516788,0.0408136,0.0987505,0.0699036,0.0516788,0.0408136
Foundation,18.8901,18.2084,17.9643,17.8393,18.879,18.2161,17.9413,17.8085,151.288,2.77853,0.0927496,0.0656556,0.0485384,0.0383335,0.0927496,0.0656556,0.0485384,0.0383335
Foundation,18.8367,18.3685,18.1835,18.105,18.8202,18.3706,18.2072,18.1164,151.375,2.64105,0.0982298,0.0695349,0.0514063,0.0405984,0.0982298,0.0695349,0.0514063,0.0405984
Foundation,18.8677,18.3798,17.9172,17.8347,18.851,18.3693,17.9004,17.8568,151.307,2.75287,0.0965121,0.0683191,0.0505074,0.0398885,0.0965121,0.0683191,0.0505074,0.0398885
Foundation,17.9576,17.4476,17.266,17.2006,17.9593,17.4481,17.2685,17.1966,151.356,2.5761,0.0964058,0.0682438,0.0504518,0.0398446,0.0964058,0.0682438,0.0504518,0.0398446
Foundation,17.96,17.6039,17.4666,17.4612,17.9676,17.6066,17.4642,17.4491,151.365,2.80592,0.0875475,0.0619731,0.045816,0.0361834,0.0875475,0.0619731,0.045816,0.0361834
Foundation,18.5521,18.3133,18.2385,18.2243,18.5266,18.3145,18.2248,18.2214,151.229,2.64314,0.0943086,0.0667592,0.0493543,0.0389778,0.0943086,0.0667592,0.0493543,0.0389778
Foundation,17.4684,17.2215,17.1436,17.1503,17.4619,17.2106,17.1467,17.1524,151.165,2.40837,0.0830665,0.0588012,0.043471,0.0343314,0.0830665,0.0588012,0.043471,0.0343314
Foundation,17.8821,17.4473,17.2915,17.2707,17.878,17.4427,17.2883,17.2508,151.282,2.51211,0.0959994,0.0679561,0.0502391,0.0396766,0.0959994,0.0679561,0.0502391,0.0396766
Foundation,17.9986,17.6522,17.514,17.4824,17.9915,17.6386,17.4922,17.4686,151.233,2.45645,0.0899951,0.0637057,0.0470969,0.037195,0.0899951,0.0637057,0.0470969,0.037195
Foundation,18.8371,18.2203,17.9553,17.8549,18.8221,18.2038,17.9646,17.8339,151.179,2.51142,0.0867512,0.0614094,0.0453993,0.0358543,0.0867512,0.0614094,0.0453993,0.0358543
Foundation,17.8583,17.2773,17.0232,16.9361,17.8611,17.2556,17.0223,16.9472,151.196,2.60962,0.0912372,0.0645851,0.0477469,0.0377084,0.0912372,0.0645851,0.0477469,0.0377084
Foundation,18.0564,17.5599,17.369,17.3176,18.0433,17.5505,17.3607,17.2916,151.269,2.55706,0.0954584,0.0675732,0.049956,0.039453,0.0954584,0.0675732,0.049956,0.039453
Foundation,18.9659,18.5066,18.3571,18.3327,18.9742,18.5049,18.3824,18.3259,151.162,2.38921,0.0828933,0.0586786,0.0433804,0.0342599,0.0828933,0.0586786,0.0433804,0.0342599
Foundation,17.8722,17.3859,17.1695,17.1041,17.8732,17.3944,17.1735,17.1005,151.306,2.90853,0.0856633,0.0606394,0.04483,0.0354047,0.0856633,0.0606394,0.04483,0.0354047
Foundation,18.35,17.9284,17.7799,17.7245,18.3481,17.9445,17.7749,17.7284,151.217,3.00249,0.0908148,0.064286,0.0475259,0.0375338,0.0908148,0.064286,0.0475259,0.0375338
Foundation,18.434,18.1334,18.0291,18.0165,18.4439,18.1272,18.0508,17.9991,151.386,2.92974,0.0811169,0.057421,0.0424507,0.0335256,0.0811169,0.057421,0.0424507,0.0335256
Foundation,18.7821,18.2109,17.9798,17.8683,18.8018,18.2128,17.9633,17.868,151.349,2.97835,0.0815884,0.0577548,0.0426974,0.0337205,0.0815884,0.0577548,0.0426974,0.0337205
Foundation,18.7474,18.4951,18.3972,18.4003,18.7635,18.501,18.3989,18.393,151.213,2.96505,0.0892832,0.0632018,0.0467243,0.0369008,0.0892832,0.0632018,0.0467243,0.0369008
Foundation,18.9983,18.5312,18.3448,18.2803,19.0239,18.5307,18.3436,18.2838,151.26,2.92657,0.0883044,0.0625089,0.0462121,0.0364963,0.0883044,0.0625089,0.0462121,0.0364963
Foundation,17.6429,17.1797,16.9899,16.9171,17.6522,17.1831,16.9838,16.9101,151.217,2.8322,0.0878969,0.0622205,0.0459989,0.0363279,0.0878969,0.0622205,0.0459989,0.0363279
Foundation,17.783,17.2415,17.0337,16.9459,17.7678,17.2365,17.0313,16.9421,151.18,2.75696,0.0910307,0.0644389,0.0476389,0.037623,0.0910307,0.0644389,0.0476389,0.037623
Foundation,17.7569,17.1782,16.9658,16.8986,17.7701,17.1847,16.9691,16.901,151.175,2.89429,0.0868997,0.0615146,0.045477,0.0359157,0.0868997,0.0615146,0.045477,0.0359157
Foundation,17.7891,17.3784,17.2302,17.1814,17.8121,17.3747,17.227,17.1901,151.219,2.78188,0.0909787,0.064402,0.0476116,0.0376015,0.0909787,0.064402,0.0476116,0.0376015
Foundation,18.2981,17.8637,17.6902,17.6458,18.3189,17.8801,17.6905,17.6539,151.28,2.7991,0.0895647,0.0634011,0.0468717,0.0370171,0.0895647,0.0634011,0.0468717,0.0370171
Foundation,18.5376,18.0945,17.9527,17.9049,18.5436,18.1061,17.9543,17.8984,151.235,2.87339,0.0865025,0.0612334,0.0452691,0.0357515,0.0865025,0.0612334,0.0452691,0.0357515
Foundation,19.0076,18.7372,18.654,18.6293,19.0159,18.7429,18.6402,18.7521,151.207,2.77694,0.0912546,0.0645974,0.047756,0.0377156,0.0912546,0.0645974,0.047756,0.0377156
Foundation,18.4492,17.9435,17.7243,17.6302,18.4613,17.9481,17.7222,17.625,151.186,2.94414,0.0871198,0.0616704,0.0455922,0.0360067,0.0871198,0.0616704,0.0455922,0.0360067
Foundation,18.2484,17.9781,17.8739,17.8615,18.2541,17.9826,17.8663,17.8672,151.253,2.89356,0.0865281,0.0612515,0.0452825,0.0357621,0.0865281,0.0612515,0.0452825,0.0357621
Foundation,18.6221,18.3744,18.2909,18.2786,18.6279,18.3815,18.2909,18.2839,151.27,2.8968,0.0863729,0.0611417,0.0452013,0.035698,0.0863729,0.0611417,0.0452013,0.035698
Foundation,17.9672,17.5104,17.337,17.2869,17.9624,17.5012,17.3117,17.2562,151.19,2.82558,0.0889002,0.0629307,0.0465239,0.0367425,0.0889002,0.0629307,0.0465239,0.0367425
Foundation,17.9907,17.3908,17.1589,17.0773,17.975,17.3891,17.166,17.0695,164.885,58.1076,0.0231842,0.0164117,0.0121329,0.00958205,0.0231842,0.0164117,0.0121329,0.00958205
Foundation,18.1631,17.4636,17.1962,17.0946,18.1626,17.4696,17.197,17.0877,164.569,58.0365,0.0188315,0.0133304,0.00985502,0.00778306,0.0188315,0.0133304,0.00985502,0.00778306
Foundation,17.2408,17.0398,16.978,16.991,17.2426,17.032,16.9735,16.9956,164.691,58.0466,0.02024,0.0143275,0.0105921,0.0083652,0.02024,0.0143275,0.0105921,0.0083652
Foundation,17.5031,17.1063,16.927,16.8653,17.4904,17.1042,16.9265,16.8703,164.826,58.0709,0.0229271,0.0162296,0.0119984,0.00947578,0.0229271,0.0162296,0.0119984,0.00947578
Foundation,18.5878,18.2286,18.0909,18.0632,18.5784,18.2393,18.0919,18.0641,164.752,58.0689,0.0228745,0.0161924,0.0119709,0.00945406,0.0228745,0.0161924,0.0119709,0.00945406
Foundation,18.6954,18.4368,18.3393,18.3518,18.6967,18.4494,18.3371,18.3698,164.693,58.1005,0.0240304,0.0170106,0.0125757,0.00993176,0.0240304,0.0170106,0.0125757,0.00993176
Foundation,18.4144,17.9286,17.7452,17.6904,18.4189,17.9329,17.7436,17.6969,164.402,58.1664,0.0194224,0.0137487,0.0101643,0.00802728,0.0194224,0.0137487,0.0101643,0.00802728
Foundation,18.8784,18.5889,18.4997,18.4839,18.8726,18.5943,18.5127,18.5099,164.441,57.9957,0.021079,0.0149214,0.0110312,0.00871198,0.021079,0.0149214,0.0110312,0.00871198
Foundation,18.8204,18.559,18.4921,18.4866,18.8309,18.5719,18.5044,18.496,164.703,58.3208,0.0227463,0.0161016,0.0119038,0.00940105,0.0227463,0.0161016,0.0119038,0.00940105
Foundation,17.4667,17.1751,17.0629,17.0533,17.4729,17.1705,17.0565,17.0559,164.687,58.1042,0.0239867,0.0169797,0.0125529,0.0099137,0.0239867,0.0169797,0.0125529,0.0099137
Foundation,18.1325,18.0475,17.844,17.6433,18.1341,18.0303,17.8273,17.6014,164.759,58.1469,0.026232,0.0185691,0.0137279,0.0108417,0.026232,0.0185691,0.0137279,0.0108417
Foundation,18.5262,18.0471,17.9139,17.8933,18.5149,18.0504,17.9097,17.9012,164.707,58.1316,0.0257177,0.018205,0.0134588,0.0106291,0.0257177,0.018205,0.0134588,0.0106291
Foundation,17.4624,17.1438,17.0319,17.0292,17.4522,17.1495,17.0299,17.0365,164.774,58.2289,0.0236756,0.0167595,0.0123901,0.00978513,0.0236756,0.0167595,0.0123901,0.00978513
Foundation,17.8623,17.3652,17.1566,17.0989,17.8603,17.3658,17.1607,17.0983,164.219,58.0099,0.0213772,0.0151325,0.0111873,0.00883521,0.0213772,0.0151325,0.0111873,0.00883521
Foundation,17.8389,17.4282,17.274,17.2409,17.8371,17.4289,17.2788,17.2358,164.347,57.9912,0.0227337,0.0160928,0.0118972,0.00939586,0.0227337,0.0160928,0.0118972,0.00939586
Foundation,18.428,17.8187,17.5558,17.4537,18.4275,17.8204,17.5545,17.4589,164.738,58.3534,0.0219967,0.015571,0.0115115,0.00909124,0.0219967,0.015571,0.0115115,0.00909124
Foundation,18.7107,18.284,18.1308,18.0627,18.6921,18.2932,18.1292,18.0709,164.72,58.4673,0.0188333,0.0133317,0.00985599,0.00778382,0.0188333,0.0133317,0.00985599,0.00778382
Foundation,17.9298,17.7162,17.6371,17.6553,17.9261,17.7156,17.6326,17.6548,164.379,58.3341,0.0192552,0.0136303,0.0100767,0.00795816,0.0192552,0.0136303,0.0100767,0.00795816
Foundation,18.0268,17.5636,17.3295,17.2751,18.0341,17.5647,17.3432,17.2769,164.347,58.362,0.0198513,0.0140523,0.0103887,0.00820454,0.0198513,0.0140523,0.0103887,0.00820454
Foundation,17.9595,17.6885,17.6123,17.6154,17.9492,17.6914,17.6081,17.6086,164.388,58.4177,0.0200135,0.0141672,0.0104736,0.00827158,0.0200135,0.0141672,0.0104736,0.00827158
Foundation,18.3792,17.9181,17.7355,17.677,18.3721,17.9209,17.741,17.6923,164.628,58.5086,0.0208462,0.0147566,0.0109094,0.00861573,0.0208462,0.0147566,0.0109094,0.00861573
Foundation,18.4886,17.8614,17.5827,17.4916,18.4922,17.86,17.5746,17.4931,164.256,58.1819,0.0187968,0.0133059,0.00983689,0.00776873,0.0187968,0.0133059,0.00983689,0.00776873
Foundation,18.6815,18.3911,18.2582,18.2341,18.6726,18.3803,18.2479,18.2058,164.246,58.2525,0.0181725,0.0128639,0.00951015,0.00751069,0.0181725,0.0128639,0.00951015,0.00751069
Foundation,17.7678,17.5234,17.4498,17.4446,17.7712,17.5297,17.4457,17.46,164.699,58.6934,0.0224112,0.0158644,0.0117284,0.00926254,0.0224112,0.0158644,0.0117284,0.00926254
Foundation,17.4415,17.154,17.053,17.0642,17.4341,17.1475,17.0495,17.0642,164.208,58.3683,0.0217911,0.0154255,0.0114039,0.00900628,0.0217911,0.0154255,0.0114039,0.00900628
Foundation,17.2871,16.9725,16.8529,16.8525,17.2795,16.9714,16.8589,16.8601,164.446,58.574,0.0182935,0.0129496,0.00957351,0.00756073,0.0182935,0.0129496,0.00957351,0.00756073
Foundation,18.815,18.4218,18.2771,18.2622,18.8164,18.4165,18.2891,18.2453,164.49,58.6275,0.0197769,0.0139997,0.0103498,0.00817379,0.0197769,0.0139997,0.0103498,0.00817379
Foundation,18.663,17.9617,17.6994,17.6053,18.651,17.9745,17.6971,17.5977,164.393,58.5097,0.0178778,0.0126553,0.00935593,0.0073889,0.0178778,0.0126553,0.00935593,0.0073889
Foundation,17.9449,17.6292,17.4798,17.4562,17.9321,17.615,17.4826,17.4596,164.211,58.509,0.0214841,0.0152082,0.0112432,0.00887938,0.0214841,0.0152082,0.0112432,0.00887938
Foundation,18.668,18.1247,17.8921,17.8109,18.6783,18.1293,17.8926,17.8191,164.185,58.5662,0.0200954,0.0142252,0.0105165,0.00830545,0.0200954,0.0142252,0.0105165,0.00830545
Foundation,18.2241,17.6346,17.3802,17.2828,18.226,17.6309,17.3871,17.2908,164.531,58.5694,0.0190994,0.0135201,0.00999522,0.00789378,0.0190994,0.0135201,0.00999522,0.00789378
Foundation,18.5127,18.2285,18.1018,18.0929,18.5131,18.2289,18.094,18.073,164.27,58.5857,0.0191091,0.013527,0.0100003,0.00789781,0.0191091,0.013527,0.0100003,0.00789781
Foundation,18.936,18.6286,18.5174,18.5033,18.9443,18.6326,18.5125,18.4852,164.292,58.509,0.0202691,0.0143481,0.0106074,0.00837724,0.0202691,0.0143481,0.0106074,0.00837724
Foundation,18.663,18.4192,18.3341,18.3362,18.6552,18.4279,18.3303,18.3222,164.217,58.5592,0.01991,0.0140939,0.0104195,0.00822883,0.01991,0.0140939,0.0104195,0.00822883
Foundation,17.9627,17.2754,17.0149,16.9211,17.9552,17.2757,17.016,16.9232,164.553,58.5336,0.0194525,0.0137701,0.01018,0.00803974,0.0194525,0.0137701,0.01018,0.00803974
Foundation,18.9316,18.6349,18.4661,18.4417,18.9201,18.5929,18.4696,18.5103,164.229,58.4457,0.0233296,0.0165145,0.012209,0.00964212,0.0233296,0.0165145,0.012209,0.00964212
Foundation,17.784,17.4288,17.2996,17.2925,17.7886,17.43,17.3104,17.3019,164.546,58.7172,0.0234201,0.0165786,0.0122564,0.00967953,0.0234201,0.0165786,0.0122564,0.00967953
Foundation,18.3521,17.8501,17.6623,17.6163,18.3627,17.8557,17.6653,17.6297,164.199,58.7227,0.0238317,0.01687,0.0124718,0.00984967,0.0238317,0.01687,0.0124718,0.00984967
Foundation,18.4893,18.1542,18.033,18.009,18.4925,18.1615,18.0448,18.0224,164.453,58.719,0.0215854,0.0152799,0.0112962,0.00892127,0.0215854,0.0152799,0.0112962,0.00892127
Foundation,17.8011,17.5248,17.4163,17.3997,17.8073,17.5227,17.4154,17.4046,164.235,58.6416,0.0200865,0.0142188,0.0105118,0.00830174,0.0200865,0.0142188,0.0105118,0.00830174
Foundation,18.8584,18.4854,18.3571,18.333,18.869,18.4969,18.3684,18.3351,164.286,58.7491,0.024477,0.0173268,0.0128095,0.0101164,0.024477,0.0173268,0.0128095,0.0101164
Foundation,18.5668,17.9298,17.6584,17.5727,18.5616,17.9243,17.666,17.5859,164.475,58.8858,0.0268315,0.0189935,0.0140417,0.0110895,0.0268315,0.0189935,0.0140417,0.0110895
Foundation,18.868,18.2169,17.926,17.8311,18.8498,18.2113,17.9316,17.8459,164.448,58.8723,0.0283623,0.0200771,0.0148428,0.0117221,0.0283623,0.0200771,0.0148428,0.0117221
Foundation,18.6624,18.3731,18.2801,18.2663,18.6522,18.3808,18.2818,18.2669,164.3,58.8127,0.0325307,0.0230278,0.0170242,0.013445,0.0325307,0.0230278,0.0170242,0.013445
Foundation,17.6143,17.1216,16.9115,16.8354,17.6173,17.1201,16.909,16.8346,164.397,58.8585,0.03131,0.0221637,0.0163854,0.0129404,0.03131,0.0221637,0.0163854,0.0129404
Foundation,18.0526,17.6262,17.4239,17.3643,18.0497,17.6315,17.4279,17.3637,164.275,58.8538,0.0346141,0.0245026,0.0181145,0.014306,0.0346141,0.0245026,0.0181145,0.014306
Foundation,18.5344,18.1571,18.0104,17.9804,18.5184,18.1514,18.0144,17.997,164.164,58.8992,0.0314251,0.0222452,0.0164456,0.012988,0.0314251,0.0222452,0.0164456,0.012988
Foundation,18.2338,17.621,17.3925,17.2811,18.2354,17.6373,17.3776,17.2847,186.733,47.2669,0.0361765,0.0256086,0.0189322,0.0149518,0.0361765,0.0256086,0.0189322,0.0149518
Foundation,17.8123,17.3862,17.2257,17.1923,17.8108,17.3912,17.2226,17.1921,186.783,47.2947,0.0360392,0.0255114,0.0188603,0.014895,0.0360392,0.0255114,0.0188603,0.014895
Foundation,17.7649,17.4054,17.2511,17.2258,17.7736,17.4058,17.2641,17.2249,186.861,47.1262,0.036476,0.0258207,0.0190889,0.0150756,0.036476,0.0258207,0.0190889,0.0150756
Foundation,18.7207,18.4513,18.3135,18.3021,18.7251,18.443,18.3198,18.2959,186.878,47.1226,0.036432,0.0257895,0.0190658,0.0150573,0.036432,0.0257895,0.0190658,0.0150573
Foundation,18.3754,18.1472,18.0863,18.0783,18.3955,18.1652,18.0791,18.0864,186.856,47.2699,0.0357295,0.0252922,0.0186982,0.014767,0.0357295,0.0252922,0.0186982,0.014767
Foundation,18.4106,17.9154,17.7201,17.6711,18.426,17.9192,17.7353,17.6752,186.813,47.1441,0.0364982,0.0258364,0.0191005,0.0150847,0.0364982,0.0258364,0.0191005,0.0150847
Foundation,18.0139,17.4909,17.2775,17.2015,17.985,17.4739,17.2825,17.2145,186.835,47.0868,0.0369659,0.0261675,0.0193453,0.015278,0.0369659,0.0261675,0.0193453,0.015278
Foundation,18.5737,18.1429,17.9567,17.9023,18.5716,18.1551,17.9584,17.8967,186.838,47.0838,0.036992,0.0261859,0.0193589,0.0152888,0.036992,0.0261859,0.0193589,0.0152888
Foundation,18.0953,17.4591,17.1737,17.0729,18.0979,17.4559,17.1702,17.0739,187.008,47.1555,0.0351321,0.0248693,0.0183856,0.0145201,0.0351321,0.0248693,0.0183856,0.0145201
Foundation,18.4094,17.8701,17.6501,17.549,18.4312,17.8759,17.6423,17.5548,187.113,47.1435,0.0346879,0.0245549,0.0181531,0.0143365,0.0346879,0.0245549,0.0181531,0.0143365
Foundation,18.1299,17.8546,17.7627,17.7642,18.1283,17.8654,17.7696,17.7405,187.16,47.196,0.0344185,0.0243642,0.0180122,0.0142252,0.0344185,0.0243642,0.0180122,0.0142252
Foundation,18.6828,18.2427,18.1146,18.0338,18.6719,18.2721,18.1271,18.0416,187.189,47.1015,0.0353681,0.0250364,0.0185091,0.0146176,0.0353681,0.0250364,0.0185091,0.0146176
Foundation,18.9071,18.236,17.9779,17.892,18.9213,18.2461,17.9729,17.893,187.24,47.1874,0.0348676,0.0246821,0.0182472,0.0144108,0.0348676,0.0246821,0.0182472,0.0144108
Foundation,17.5025,17.288,17.2095,17.2103,17.5042,17.2729,17.2074,17.2178,187.267,47.0904,0.0361715,0.0256051,0.0189295,0.0149497,0.0361715,0.0256051,0.0189295,0.0149497
Foundation,17.7037,17.2734,17.1103,17.069,17.6967,17.28,17.0985,17.0576,186.779,47.5198,0.0355404,0.0251583,0.0185992,0.0146889,0.0355404,0.0251583,0.0185992,0.0146889
Foundation,18.4895,17.9972,17.8027,17.7279,18.5196,18.0025,17.7894,17.7152,186.783,47.4922,0.0358025,0.0253439,0.0187364,0.0147972,0.0358025,0.0253439,0.0187364,0.0147972
Foundation,18.7233,18.1928,17.9756,17.8909,18.6497,18.1456,17.9557,17.8903,186.755,47.5177,0.0355882,0.0251922,0.0186243,0.0147086,0.0355882,0.0251922,0.0186243,0.0147086
Foundation,17.9481,17.4524,17.249,17.1734,17.9377,17.4289,17.2309,17.1758,186.843,47.3944,0.0361177,0.025567,0.0189014,0.0149275,0.0361177,0.025567,0.0189014,0.0149275
Foundation,18.1424,17.5935,17.3612,17.2702,18.1439,17.5799,17.3575,17.2734,187.024,47.2012,0.0347514,0.0245998,0.0181864,0.0143628,0.0347514,0.0245998,0.0181864,0.0143628
Foundation,18.4735,17.7775,17.5262,17.409,18.4654,17.7689,17.5058,17.4075,186.968,47.3131,0.0351911,0.0249111,0.0184164,0.0145445,0.0351911,0.0249111,0.0184164,0.0145445
Foundation,18.447,17.9703,17.782,17.7211,18.4506,17.9698,17.7873,17.739,186.999,47.2026,0.0348731,0.024686,0.0182501,0.0144131,0.0348731,0.024686,0.0182501,0.0144131
Foundation,18.4867,18.2076,18.1209,18.0955,18.4896,18.2198,18.1085,18.0817,186.984,47.2928,0.0350161,0.0247872,0.0183249,0.0144722,0.0350161,0.0247872,0.0183249,0.0144722
Foundation,18.9332,18.6717,18.5707,18.5515,18.9102,18.6766,18.578,18.5538,186.904,47.345,0.0357466,0.0253043,0.0187072,0.0147741,0.0357466,0.0253043,0.0187072,0.0147741
Foundation,18.6103,18.0219,17.7561,17.66,18.6255,18.0167,17.7489,17.6785,186.886,47.3274,0.0357561,0.025311,0.0187121,0.014778,0.0357561,0.025311,0.0187121,0.014778
Foundation,17.2143,16.99,16.8945,16.9141,17.2137,16.9773,16.8937,16.9098,186.838,47.5306,0.0353347,0.0250127,0.0184916,0.0146039,0.0353347,0.0250127,0.0184916,0.0146039
Foundation,17.6426,17.2057,17.0131,16.9579,17.6415,17.2144,17.0097,16.9588,187.057,47.5673,0.0359107,0.0254205,0.0187931,0.0148419,0.0359107,0.0254205,0.0187931,0.0148419
Foundation,18.19,17.96,17.8953,17.8841,18.182,17.9583,17.9018,17.9,187.111,47.5471,0.0363466,0.025729,0.0190211,0.0150221,0.0363466,0.025729,0.0190211,0.0150221
Foundation,17.6899,17.3532,17.2739,17.2169,17.6926,17.3635,17.1881,17.2197,187.08,47.5111,0.0361069,0.0255594,0.0188957,0.014923,0.0361069,0.0255594,0.0188957,0.014923
Foundation,17.6952,17.1584,16.9372,16.8486,17.6871,17.149,16.9264,16.8433,187.169,47.6922,0.0367309,0.0260011,0.0192223,0.0151809,0.0367309,0.0260011,0.0192223,0.0151809
Foundation,18.4985,18.0653,17.9006,17.8261,18.4793,18.0634,17.9183,17.8145,187.218,47.567,0.0372241,0.0263502,0.0194804,0.0153848,0.0372241,0.0263502,0.0194804,0.0153848
Foundation,18.6431,18.2612,18.0959,18.0543,18.6471,18.2694,18.1041,18.0752,186.793,47.8886,0.0354725,0.0251103,0.0185637,0.0146608,0.0354725,0.0251103,0.0185637,0.0146608
Foundation,18.6193,18.3805,18.2895,18.3011,18.6171,18.3895,18.2939,18.3314,186.833,47.861,0.0351238,0.0248635,0.0183813,0.0145167,0.0351238,0.0248635,0.0183813,0.0145167
Foundation,18.3232,17.6528,17.3798,17.2706,18.3327,17.6514,17.3774,17.2738,186.855,47.7605,0.0342218,0.024225,0.0179092,0.0141439,0.0342218,0.024225,0.0179092,0.0141439
Foundation,18.8927,18.3049,18.0757,17.9922,18.8954,18.3025,18.0491,18.01,186.858,47.8147,0.0346304,0.0245142,0.018123,0.0143128,0.0346304,0.0245142,0.018123,0.0143128
Foundation,18.9498,18.6219,18.4807,18.4706,18.9471,18.6135,18.4896,18.4601,186.811,47.8963,0.035727,0.0252904,0.0186969,0.014766,0.035727,0.0252904,0.0186969,0.014766
Foundation,18.0393,17.6574,17.5061,17.459,18.0421,17.654,17.5054,17.4688,187.131,47.6725,0.0364153,0.0257777,0.0190571,0.0150505,0.0364153,0.0257777,0.0190571,0.0150505
Foundation,18.0516,17.7693,17.6665,17.6931,18.0421,17.7642,17.6579,17.6793,186.963,47.693,0.0348875,0.0246962,0.0182576,0.014419,0.0348875,0.0246962,0.0182576,0.014419
Foundation,18.8578,18.3578,18.1323,18.0655,18.8305,18.3737,18.1523,18.0838,186.968,47.8456,0.0356197,0.0252145,0.0186408,0.0147217,0.0356197,0.0252145,0.0186408,0.0147217
Foundation,18.2849,18.0085,17.9107,17.8921,18.2924,18.0104,17.901,17.8942,187.057,47.5992,0.0358432,0.0253727,0.0187577,0.014814,0.0358432,0.0253727,0.0187577,0.014814
Foundation,18.9821,18.7396,18.6786,18.7102,18.9738,18.7369,18.6626,18.7085,186.792,47.8444,0.0347102,0.0245707,0.0181648,0.0143458,0.0347102,0.0245707,0.0181648,0.0143458
Foundation,18.0454,17.4816,17.2533,17.1821,18.0639,17.4919,17.2669,17.1807,186.745,47.8634,0.03479,0.0246272,0.0182066,0.0143787,0.03479,0.0246272,0.0182066,0.0143787
Foundation,18.4059,18.0858,17.955,17.9311,18.3992,18.0787,17.9635,17.9351,186.782,47.8905,0.0354511,0.0250952,0.0185525,0.014652,0.0354511,0.0250952,0.0185525,0.014652
Foundation,17.9038,17.4684,17.2612,17.1846,17.9167,17.4765,17.273,17.1884,186.967,47.8975,0.0362624,0.0256694,0.0189771,0.0149873,0.0362624,0.0256694,0.0189771,0.0149873
Foundation,17.8433,17.5401,17.4388,17.4599,17.8431,17.5515,17.4406,17.4652,245.245,54.8651,0.02402,0.0170033,0.0125703,0.00992749,0.02402,0.0170033,0.0125703,0.00992749
Foundation,17.6488,17.1458,16.9071,16.8342,17.6426,17.1267,16.9047,16.8312,244.977,55.0257,0.0348318,0.0246567,0.0182284,0.014396,0.0348318,0.0246567,0.0182284,0.014396
Foundation,17.5833,17.1007,16.9074,16.8383,17.5798,17.1012,16.9028,16.8392,244.933,54.9217,0.0352385,0.0249446,0.0184413,0.0145641,0.0352385,0.0249446,0.0184413,0.0145641
Foundation,17.6559,17.1497,16.9458,16.8595,17.6288,17.1424,16.9414,16.8721,245.029,54.9511,0.0334974,0.0237122,0.0175301,0.0138445,0.0334974,0.0237122,0.0175301,0.0138445
Foundation,17.6615,17.4464,17.3531,17.3649,17.6553,17.4381,17.3563,17.3662,245.063,55.0496,0.0334822,0.0237014,0.0175221,0.0138382,0.0334822,0.0237014,0.0175221,0.0138382
Foundation,18.2502,17.8901,17.7374,17.7091,18.2534,17.8833,17.7357,17.6871,245.151,54.8943,0.029557,0.0209228,0.015468,0.0122159,0.029557,0.0209228,0.015468,0.0122159
