survey,Foundation-g,Foundation-r,Foundation-i,Foundation-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,Foundation-g_AV,Foundation-r_AV,Foundation-i_AV,Foundation-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
Foundation,18.3732,17.9959,17.8457,17.787,18.3516,18.0028,17.854,17.8014,245.064,54.8746,0.0349765,0.0247592,0.0183041,0.0144558,0.0349765,0.0247592,0.0183041,0.0144558
Foundation,18.784,18.1832,17.9469,17.8598,18.7524,18.1848,17.9458,17.8775,245.067,54.9002,0.0334744,0.0236959,0.0175181,0.013835,0.0334744,0.0236959,0.0175181,0.013835
Foundation,18.2301,17.8129,17.656,17.6275,18.2242,17.8208,17.6579,17.6346,244.887,54.9625,0.0336951,0.0238521,0.0176336,0.0139262,0.0336951,0.0238521,0.0176336,0.0139262
Foundation,18.2863,17.7007,17.465,17.3894,18.2928,17.7017,17.4706,17.3936,244.971,55.29,0.0279839,0.0198093,0.0146448,0.0115658,0.0279839,0.0198093,0.0146448,0.0115658
Foundation,18.7295,18.0798,17.839,17.7357,18.7349,18.0886,17.8389,17.7464,244.972,55.2981,0.0277056,0.0196122,0.0144991,0.0114507,0.0277056,0.0196122,0.0144991,0.0114507
Foundation,18.2489,17.8862,17.7371,17.7033,18.2215,17.8816,17.741,17.7191,244.901,55.2266,0.0323894,0.0229278,0.0169502,0.0133865,0.0323894,0.0229278,0.0169502,0.0133865
Foundation,18.609,18.302,18.2041,18.1803,18.5878,18.3066,18.1994,18.2094,244.906,55.2397,0.0320389,0.0226797,0.0167668,0.0132417,0.0320389,0.0226797,0.0167668,0.0132417
Foundation,18.8054,18.5577,18.4619,18.4631,18.7934,18.5465,18.4658,18.4721,245.011,55.2297,0.0314377,0.0222541,0.0164522,0.0129932,0.0314377,0.0222541,0.0164522,0.0129932
Foundation,18.7749,18.5014,18.4057,18.413,18.7571,18.513,18.4002,18.4388,244.977,55.2633,0.0296443,0.0209846,0.0155137,0.012252,0.0296443,0.0209846,0.0155137,0.012252
Foundation,17.5009,17.0388,16.8458,16.8037,17.499,17.0293,16.8508,16.8058,244.854,55.0561,0.0337754,0.023909,0.0176756,0.0139594,0.0337754,0.023909,0.0176756,0.0139594
Foundation,17.9666,17.5093,17.2887,17.1974,17.9801,17.5007,17.2857,17.213,245.046,55.0908,0.0327385,0.023175,0.017133,0.0135309,0.0327385,0.023175,0.017133,0.0135309
Foundation,17.769,17.4009,17.2452,17.201,17.7836,17.403,17.2427,17.2131,244.865,55.1054,0.0331189,0.0234442,0.017332,0.0136881,0.0331189,0.0234442,0.017332,0.0136881
Foundation,18.0546,17.6442,17.5021,17.4509,18.0381,17.6475,17.5017,17.4464,244.911,55.1237,0.0327997,0.0232183,0.017165,0.0135561,0.0327997,0.0232183,0.017165,0.0135561
Foundation,17.9906,17.4949,17.3001,17.2358,17.976,17.4766,17.2905,17.2613,244.982,55.1069,0.0331018,0.0234321,0.0173231,0.013681,0.0331018,0.0234321,0.0173231,0.013681
Foundation,18.7264,18.0616,17.7979,17.6915,18.7372,18.0634,17.7974,17.6946,244.975,55.1172,0.0330365,0.0233859,0.0172889,0.013654,0.0330365,0.0233859,0.0172889,0.013654
Foundation,18.0767,17.3606,17.1014,16.9911,18.0642,17.3768,17.0936,16.9957,244.936,55.0948,0.0332062,0.023506,0.0173777,0.0137241,0.0332062,0.023506,0.0173777,0.0137241
Foundation,18.5106,18.1098,17.9251,17.8924,18.5185,18.116,17.9441,17.8982,244.86,55.1349,0.031869,0.0225595,0.0166779,0.0131715,0.031869,0.0225595,0.0166779,0.0131715
Foundation,18.5657,18.2077,18.0584,18.0123,18.5755,18.2054,18.0518,18.0065,244.847,55.1557,0.0309208,0.0218882,0.0161817,0.0127796,0.0309208,0.0218882,0.0161817,0.0127796
Foundation,18.3521,17.716,17.4694,17.358,18.3554,17.7328,17.4723,17.3681,244.878,55.3671,0.0310403,0.0219728,0.0162442,0.012829,0.0310403,0.0219728,0.0162442,0.012829
Foundation,17.7824,17.415,17.2583,17.2316,17.772,17.3985,17.2588,17.224,245.336,54.903,0.0246154,0.0174247,0.0128819,0.0101736,0.0246154,0.0174247,0.0128819,0.0101736
Foundation,18.8676,18.4765,18.314,18.2474,18.862,18.4737,18.3083,18.25,245.338,54.8585,0.0237706,0.0168268,0.0124398,0.00982442,0.0237706,0.0168268,0.0124398,0.00982442
Foundation,18.1723,17.9102,17.8278,17.822,18.1575,17.9062,17.8199,17.8123,245.351,54.8617,0.0239715,0.016969,0.0125449,0.00990743,0.0239715,0.016969,0.0125449,0.00990743
Foundation,17.7455,17.3165,17.1501,17.0939,17.7344,17.3273,17.1513,17.0871,245.405,54.9422,0.02719,0.0192473,0.0142293,0.0112376,0.02719,0.0192473,0.0142293,0.0112376
Foundation,18.9823,18.5032,18.3102,18.2788,18.9546,18.5372,18.3215,18.2894,245.383,54.9571,0.0277315,0.0196306,0.0145127,0.0114614,0.0277315,0.0196306,0.0145127,0.0114614
Foundation,18.0001,17.4683,17.23,17.1361,18.0005,17.4706,17.2257,17.1387,245.497,54.9913,0.0268632,0.0190159,0.0140582,0.0111026,0.0268632,0.0190159,0.0140582,0.0111026
Foundation,18.2849,17.7389,17.5438,17.4772,18.3173,17.7385,17.5422,17.4929,245.523,54.9808,0.0260452,0.0184369,0.0136302,0.0107645,0.0260452,0.0184369,0.0136302,0.0107645
Foundation,18.4389,18.161,18.0414,18.0398,18.4432,18.1668,18.0603,18.041,245.466,54.8544,0.0263744,0.0186699,0.0138025,0.0109006,0.0263744,0.0186699,0.0138025,0.0109006
Foundation,17.8917,17.5928,17.4683,17.4716,17.8847,17.5929,17.4709,17.4777,245.338,55.1948,0.0289212,0.0204728,0.0151353,0.0119532,0.0289212,0.0204728,0.0151353,0.0119532
Foundation,18.1954,17.8624,17.7178,17.6872,18.1683,17.8585,17.7185,17.6917,245.259,55.173,0.0275162,0.0194782,0.0144,0.0113725,0.0275162,0.0194782,0.0144,0.0113725
Foundation,18.3807,17.9473,17.7613,17.7327,18.3544,17.9446,17.7625,17.7241,245.293,55.1775,0.0278144,0.0196893,0.014556,0.0114957,0.0278144,0.0196893,0.014556,0.0114957
Foundation,18.6176,17.9201,17.6293,17.521,18.6,17.9128,17.625,17.5097,245.342,55.2169,0.0300861,0.0212973,0.0157449,0.0124346,0.0300861,0.0212973,0.0157449,0.0124346
Foundation,18.6788,18.1825,17.9588,17.9053,18.6518,18.1672,17.9745,17.9083,245.443,55.2326,0.030692,0.0217262,0.0160619,0.012685,0.030692,0.0217262,0.0160619,0.012685
Foundation,18.6991,18.4144,18.3017,18.2876,18.6933,18.4051,18.2974,18.2476,245.31,55.1913,0.0282812,0.0200197,0.0148003,0.0116886,0.0282812,0.0200197,0.0148003,0.0116886
Foundation,18.8658,18.5758,18.4774,18.4631,18.86,18.5686,18.4666,18.4648,245.351,55.2403,0.0321732,0.0227748,0.0168371,0.0132972,0.0321732,0.0227748,0.0168371,0.0132972
Foundation,17.9205,17.4996,17.3504,17.3254,17.9159,17.5031,17.3521,17.3218,245.268,55.0574,0.0299892,0.0212288,0.0156942,0.0123946,0.0299892,0.0212288,0.0156942,0.0123946
Foundation,17.9755,17.5275,17.339,17.2962,17.9798,17.5149,17.3352,17.287,245.296,55.0415,0.0295384,0.0209097,0.0154583,0.0122082,0.0295384,0.0209097,0.0154583,0.0122082
Foundation,18.358,17.7798,17.5347,17.4543,18.3513,17.7873,17.5503,17.4525,245.213,55.0384,0.0297934,0.0210902,0.0155917,0.0123136,0.0297934,0.0210902,0.0155917,0.0123136
Foundation,18.3609,17.7835,17.5551,17.4795,18.3518,17.7914,17.5533,17.4571,245.197,55.0964,0.030744,0.0217631,0.0160892,0.0127065,0.030744,0.0217631,0.0160892,0.0127065
Foundation,18.6905,18.0868,17.839,17.7506,18.6987,18.0888,17.8434,17.7463,245.226,55.0451,0.029937,0.0211918,0.0156668,0.012373,0.029937,0.0211918,0.0156668,0.012373
Foundation,18.6241,18.1768,17.9825,17.9321,18.6474,18.1774,17.9859,17.9137,245.243,55.0171,0.0287618,0.0203599,0.0150518,0.0118873,0.0287618,0.0203599,0.0150518,0.0118873
Foundation,18.2348,17.9955,17.918,17.9251,18.2187,18.0026,17.9219,17.9442,245.253,55.0957,0.0299904,0.0212296,0.0156948,0.0123951,0.0299904,0.0212296,0.0156948,0.0123951
Foundation,18.7179,18.3476,18.2145,18.184,18.7209,18.3544,18.1954,18.1773,245.316,55.1228,0.0288133,0.0203963,0.0150788,0.0119085,0.0288133,0.0203963,0.0150788,0.0119085
Foundation,18.4459,18.1688,18.0334,18.0201,18.4472,18.1594,18.0329,18.0117,245.23,55.1261,0.0294359,0.0208371,0.0154046,0.0121659,0.0294359,0.0208371,0.0154046,0.0121659
Foundation,18.4988,18.2216,18.093,18.0602,18.5176,18.2133,18.0913,18.0603,245.225,55.1073,0.0300954,0.021304,0.0157498,0.0124385,0.0300954,0.021304,0.0157498,0.0124385
Foundation,17.8286,17.2461,17.0076,16.9247,17.8343,17.249,17.005,16.9114,245.245,55.1589,0.0280977,0.0198898,0.0147043,0.0116128,0.0280977,0.0198898,0.0147043,0.0116128
Foundation,18.4201,18.0771,17.9437,17.9313,18.42,18.0772,17.9387,17.9314,245.33,55.1478,0.0283435,0.0200638,0.0148329,0.0117144,0.0283435,0.0200638,0.0148329,0.0117144
Foundation,18.807,18.474,18.3113,18.2855,18.8128,18.4659,18.3046,18.2775,245.403,55.1521,0.0280908,0.0198849,0.0147007,0.0116099,0.0280908,0.0198849,0.0147007,0.0116099
Foundation,18.9013,18.5228,18.3646,18.3482,18.8919,18.5365,18.3669,18.3603,245.446,55.1447,0.027284,0.0193138,0.0142784,0.0112765,0.027284,0.0193138,0.0142784,0.0112765
Foundation,17.7236,17.3787,17.2455,17.2325,17.7355,17.3785,17.2514,17.2202,245.282,55.2403,0.0298113,0.0211028,0.0156011,0.012321,0.0298113,0.0211028,0.0156011,0.012321
Foundation,17.9521,17.4411,17.2354,17.1815,17.9457,17.4294,17.2369,17.1769,245.179,55.337,0.0294159,0.0208229,0.0153941,0.0121576,0.0294159,0.0208229,0.0153941,0.0121576
Foundation,17.8618,17.4259,17.2466,17.2016,17.8589,17.4332,17.2441,17.1993,245.177,55.1888,0.0280145,0.0198309,0.0146608,0.0115784,0.0280145,0.0198309,0.0146608,0.0115784
Foundation,17.709,17.4358,17.3436,17.3458,17.6869,17.4345,17.3384,17.3336,245.325,55.3838,0.0274092,0.0194024,0.014344,0.0113282,0.0274092,0.0194024,0.014344,0.0113282
Foundation,17.7499,17.3983,17.2719,17.2527,17.7569,17.4113,17.272,17.263,245.015,55.2692,0.0297114,0.0210321,0.0155488,0.0122797,0.0297114,0.0210321,0.0155488,0.0122797
Foundation,17.8795,17.5546,17.4288,17.4357,17.8735,17.5547,17.4282,17.4105,245.198,55.2295,0.0286599,0.0202878,0.0149985,0.0118452,0.0286599,0.0202878,0.0149985,0.0118452
Foundation,18.0861,17.5475,17.3236,17.2582,18.0643,17.5358,17.3258,17.259,245.089,55.1826,0.0298073,0.0211,0.015599,0.0123194,0.0298073,0.0211,0.015599,0.0123194
Foundation,17.817,17.4941,17.3763,17.355,17.8456,17.4812,17.3789,17.3584,245.243,55.3724,0.0279719,0.0198008,0.0146385,0.0115608,0.0279719,0.0198008,0.0146385,0.0115608
Foundation,17.9756,17.6208,17.4983,17.4688,17.9624,17.6193,17.4943,17.4737,245.236,55.3635,0.0285875,0.0202365,0.0149606,0.0118152,0.0285875,0.0202365,0.0149606,0.0118152
Foundation,18.323,17.8002,17.5759,17.4903,18.3144,17.8009,17.5728,17.4915,245.255,55.3318,0.0303041,0.0214517,0.015859,0.0125247,0.0303041,0.0214517,0.015859,0.0125247
Foundation,18.2247,17.7052,17.4859,17.4245,18.2238,17.7121,17.4978,17.4265,245.059,55.2348,0.0310875,0.0220062,0.0162689,0.0128485,0.0310875,0.0220062,0.0162689,0.0128485
Foundation,18.1389,17.8971,17.7946,17.8049,18.1313,17.8974,17.7954,17.811,245.33,55.2625,0.0322765,0.0228479,0.0168912,0.0133399,0.0322765,0.0228479,0.0168912,0.0133399
Foundation,18.2401,18.0097,17.913,17.9302,18.2142,18.002,17.9282,17.9317,245.198,55.2135,0.0281767,0.0199458,0.0147457,0.0116455,0.0281767,0.0199458,0.0147457,0.0116455
Foundation,18.8532,18.6142,18.5238,18.5171,18.8366,18.5999,18.519,18.5009,245.236,55.3463,0.0295526,0.0209197,0.0154657,0.0122141,0.0295526,0.0209197,0.0154657,0.0122141
Foundation,18.5183,18.0956,17.9269,17.8805,18.5233,18.0962,17.9169,17.8748,245.109,55.154,0.0295812,0.02094,0.0154807,0.0122259,0.0295812,0.02094,0.0154807,0.0122259
Foundation,18.4205,18.1421,18.0094,18.0241,18.4184,18.1411,18.0117,18.0292,245.093,55.1564,0.0298697,0.0211442,0.0156316,0.0123452,0.0298697,0.0211442,0.0156316,0.0123452
Foundation,18.9044,18.5382,18.4045,18.3933,18.9092,18.5462,18.4058,18.3643,245.119,55.115,0.0309406,0.0219022,0.016192,0.0127878,0.0309406,0.0219022,0.016192,0.0127878
Foundation,17.3402,16.9738,16.8413,16.8215,17.3317,16.9795,16.8395,16.8172,245.181,55.1875,0.0279265,0.0197686,0.0146147,0.011542,0.0279265,0.0197686,0.0146147,0.011542
Foundation,18.8133,18.5081,18.3813,18.3541,18.7987,18.5061,18.3915,18.4209,245.311,55.3351,0.0308732,0.0218545,0.0161568,0.0127599,0.0308732,0.0218545,0.0161568,0.0127599
Foundation,18.114,17.6667,17.4727,17.4094,18.125,17.673,17.4782,17.4096,244.88,55.5102,0.0269562,0.0190818,0.0141069,0.011141,0.0269562,0.0190818,0.0141069,0.011141
Foundation,17.9757,17.3012,17.0514,16.9512,17.9743,17.3079,17.0532,16.9501,245.093,55.4345,0.0229282,0.0162304,0.0119989,0.00947622,0.0229282,0.0162304,0.0119989,0.00947622
Foundation,17.5874,17.2571,17.155,17.1399,17.6035,17.2691,17.1477,17.1337,245.057,55.4499,0.023328,0.0165135,0.0122082,0.00964149,0.023328,0.0165135,0.0122082,0.00964149
Foundation,17.8664,17.5254,17.4,17.3769,17.8564,17.5156,17.3706,17.3546,245.021,55.399,0.0234983,0.016634,0.0122973,0.00971186,0.0234983,0.016634,0.0122973,0.00971186
Foundation,18.7281,18.0874,17.8357,17.7287,18.7226,18.0929,17.8235,17.7403,245.04,55.4297,0.0231064,0.0163566,0.0120922,0.0095499,0.0231064,0.0163566,0.0120922,0.0095499
Foundation,18.7971,18.2754,18.0624,17.9853,18.7913,18.272,18.0675,17.985,244.969,55.3177,0.0268617,0.0190148,0.0140574,0.0111019,0.0268617,0.0190148,0.0140574,0.0111019
Foundation,18.74,18.2157,17.9941,17.9176,18.7199,18.1971,18.0037,17.9162,244.968,55.336,0.0264137,0.0186977,0.013823,0.0109168,0.0264137,0.0186977,0.013823,0.0109168
Foundation,18.6839,18.3171,18.1667,18.1475,18.7032,18.3275,18.1703,18.1424,245.146,55.4734,0.0253451,0.0179413,0.0132638,0.0104752,0.0253451,0.0179413,0.0132638,0.0104752
Foundation,18.7183,18.4946,18.4031,18.4135,18.7177,18.4845,18.3947,18.4202,245.008,55.3599,0.0246185,0.0174269,0.0128835,0.0101748,0.0246185,0.0174269,0.0128835,0.0101748
Foundation,17.9218,17.4421,17.257,17.2094,17.929,17.4483,17.2612,17.2147,245.03,55.555,0.0220846,0.0156332,0.0115575,0.00912757,0.0220846,0.0156332,0.0115575,0.00912757
Foundation,17.7569,17.4842,17.3678,17.3629,17.7609,17.4853,17.3654,17.3584,245.05,55.5819,0.0213116,0.015086,0.0111529,0.00880808,0.0213116,0.015086,0.0111529,0.00880808
Foundation,18.4878,18.0544,17.8846,17.8551,18.504,18.0687,17.8872,17.8311,245.168,55.6218,0.0225485,0.0159617,0.0118003,0.00931931,0.0225485,0.0159617,0.0118003,0.00931931
Foundation,17.6209,17.252,17.1237,17.0863,17.6268,17.2565,17.128,17.0998,245.266,55.5684,0.0266043,0.0188327,0.0139228,0.0109956,0.0266043,0.0188327,0.0139228,0.0109956
Foundation,18.6528,18.0648,17.8198,17.7333,18.601,18.0833,17.8165,17.7066,245.173,55.6167,0.0229698,0.0162599,0.0120207,0.00949343,0.0229698,0.0162599,0.0120207,0.00949343
Foundation,18.9531,18.6242,18.4811,18.4536,18.9284,18.6293,18.4789,18.4303,244.864,55.5349,0.0262344,0.0185708,0.0137292,0.0108427,0.0262344,0.0185708,0.0137292,0.0108427
Foundation,17.4656,17.0433,16.8962,16.8456,17.4603,17.0453,16.8901,16.8369,245.085,55.7362,0.021206,0.0150113,0.0110977,0.00876445,0.021206,0.0150113,0.0110977,0.00876445
Foundation,17.5735,17.2007,17.0768,17.0598,17.5729,17.2028,17.0799,17.0564,245.001,55.7686,0.0223008,0.0157863,0.0116706,0.00921693,0.0223008,0.0157863,0.0116706,0.00921693
Foundation,17.7683,17.1352,16.8521,16.7362,17.7548,17.1427,16.8539,16.7293,244.985,55.7721,0.0224082,0.0158623,0.0117268,0.00926131,0.0224082,0.0158623,0.0117268,0.00926131
Foundation,17.6995,17.3907,17.2535,17.221,17.7008,17.3951,17.2494,17.2314,245.031,55.667,0.0192834,0.0136503,0.0100915,0.00796984,0.0192834,0.0136503,0.0100915,0.00796984
Foundation,18.1544,17.4592,17.1585,17.0384,18.1344,17.4638,17.1612,17.0295,245.01,55.6139,0.0198736,0.0140682,0.0104004,0.00821379,0.0198736,0.0140682,0.0104004,0.00821379
Foundation,17.9995,17.5789,17.4282,17.3957,18.0028,17.5786,17.433,17.3968,244.883,55.7617,0.0223841,0.0158453,0.0117142,0.00925138,0.0223841,0.0158453,0.0117142,0.00925138
Foundation,18.2956,17.9204,17.7823,17.745,18.2857,17.93,17.7852,17.7456,245,55.7185,0.0206029,0.0145844,0.0107821,0.00851519,0.0206029,0.0145844,0.0107821,0.00851519
Foundation,18.3392,18.003,17.8853,17.856,18.3428,18.0183,17.8912,17.8535,244.998,55.6708,0.0192247,0.0136088,0.0100608,0.00794556,0.0192247,0.0136088,0.0100608,0.00794556
Foundation,18.7432,18.2868,18.081,18.0056,18.7444,18.2877,18.0892,18.0281,245.018,55.7098,0.0203217,0.0143854,0.0106349,0.00839898,0.0203217,0.0143854,0.0106349,0.00839898
Foundation,18.5016,18.1912,18.0797,18.0482,18.508,18.1987,18.0827,18.0685,245.03,55.6971,0.0199316,0.0141092,0.0104308,0.00823776,0.0199316,0.0141092,0.0104308,0.00823776
Foundation,17.5923,17.1743,17.0355,16.9875,17.5788,17.1879,17.0296,17.0002,245.088,55.7612,0.0219839,0.015562,0.0115048,0.00908596,0.0219839,0.015562,0.0115048,0.00908596
Foundation,18.9017,18.2367,17.9636,17.8814,18.8963,18.2283,17.9674,17.8835,244.862,55.7698,0.022291,0.0157794,0.0116655,0.00921289,0.022291,0.0157794,0.0116655,0.00921289
Foundation,17.949,17.3644,17.1006,16.9838,17.9691,17.3604,17.1,16.9816,245.438,55.3698,0.0292382,0.0206971,0.0153011,0.0120842,0.0292382,0.0206971,0.0153011,0.0120842
Foundation,17.7761,17.4221,17.3032,17.2791,17.7662,17.4336,17.3005,17.2735,245.439,55.3341,0.0317682,0.0224881,0.0166252,0.0131298,0.0317682,0.0224881,0.0166252,0.0131298
Foundation,17.8849,17.4671,17.3119,17.2716,17.8834,17.4752,17.3053,17.2631,245.316,55.5728,0.0261299,0.0184968,0.0136745,0.0107995,0.0261299,0.0184968,0.0136745,0.0107995
Foundation,18.2704,17.8807,17.7241,17.6807,18.256,17.8869,17.7225,17.677,245.334,55.55,0.0266889,0.0188926,0.013967,0.0110306,0.0266889,0.0188926,0.013967,0.0110306
Foundation,18.6909,18.2637,18.1095,18.0542,18.687,18.2549,18.1137,18.0571,245.236,55.6841,0.0214405,0.0151773,0.0112204,0.00886136,0.0214405,0.0151773,0.0112204,0.00886136
Foundation,17.6481,17.0518,16.8559,16.7945,17.6322,17.0631,16.8489,16.7814,245.126,55.7739,0.0221649,0.0156901,0.0115995,0.00916078,0.0221649,0.0156901,0.0115995,0.00916078
Foundation,17.5708,17.1905,17.0484,17.0015,17.5761,17.1941,17.0452,17.0153,335.158,1.04373,0.189328,0.134022,0.0990806,0.0782494,0.189328,0.134022,0.0990806,0.0782494
Foundation,17.9337,17.632,17.506,17.4709,17.9353,17.6297,17.5076,17.4703,335.146,1.05076,0.188815,0.133658,0.098812,0.0780373,0.188815,0.133658,0.098812,0.0780373
Foundation,18.2444,17.7945,17.6155,17.5368,18.2323,17.7907,17.609,17.5354,335.19,1.02474,0.190369,0.134759,0.0996255,0.0786798,0.190369,0.134759,0.0996255,0.0786798
Foundation,18.1364,17.6083,17.39,17.3147,18.1191,17.606,17.3947,17.3107,335.212,1.11111,0.179299,0.126922,0.0938319,0.0741042,0.179299,0.126922,0.0938319,0.0741042
Foundation,18.9043,18.5306,18.3677,18.2867,18.8932,18.5062,18.3539,18.2803,335.168,1.08939,0.184788,0.130808,0.0967047,0.0763731,0.184788,0.130808,0.0967047,0.0763731
Foundation,17.7761,17.2073,16.9544,16.8443,17.7877,17.2061,16.9537,16.846,335.233,1.09877,0.17982,0.127291,0.0941049,0.0743198,0.17982,0.127291,0.0941049,0.0743198
Foundation,17.8747,17.3913,17.1809,17.1053,17.845,17.3774,17.1886,17.1079,335.146,0.75808,0.194503,0.137685,0.101789,0.080388,0.194503,0.137685,0.101789,0.080388
Foundation,17.4525,17.0401,16.8763,16.834,17.4492,17.0302,16.8716,16.813,335.186,0.742856,0.193719,0.13713,0.101378,0.0800641,0.193719,0.13713,0.101378,0.0800641
Foundation,18.6769,18.1161,17.894,17.8111,18.6665,18.0968,17.884,17.808,335.228,0.788424,0.186982,0.132361,0.0978528,0.0772798,0.186982,0.132361,0.0978528,0.0772798
Foundation,18.9724,18.2939,18.0304,17.9088,18.9916,18.3149,18.0376,17.9143,335.226,0.85939,0.182234,0.129,0.095368,0.0753174,0.182234,0.129,0.095368,0.0753174
Foundation,18.717,18.2181,18.0185,17.9253,18.7217,18.239,18.0077,17.9244,335.186,0.934866,0.184926,0.130906,0.096777,0.0764302,0.184926,0.130906,0.096777,0.0764302
Foundation,18.7501,18.3347,18.1945,18.1303,18.7513,18.3399,18.1879,18.157,335.171,0.947334,0.187244,0.132546,0.0979899,0.077388,0.187244,0.132546,0.0979899,0.077388
Foundation,18.7111,18.0962,17.8394,17.7382,18.6681,18.0743,17.8274,17.6751,335.215,0.774121,0.188379,0.13335,0.0985838,0.0778571,0.188379,0.13335,0.0985838,0.0778571
Foundation,18.6936,18.2302,18.0441,17.9827,18.7021,18.2289,18.0444,18.0109,335.241,0.798555,0.186794,0.132228,0.0977542,0.0772019,0.186794,0.132228,0.0977542,0.0772019
Foundation,18.5541,17.9803,17.7652,17.662,18.5438,17.9778,17.7607,17.658,335.234,0.870097,0.182352,0.129083,0.0954295,0.075366,0.182352,0.129083,0.0954295,0.075366
Foundation,18.353,17.9417,17.8063,17.7512,18.3493,17.9544,17.8155,17.7623,335.24,0.860417,0.1827,0.12933,0.095612,0.0755101,0.1827,0.12933,0.095612,0.0755101
Foundation,17.8472,17.3908,17.1993,17.1239,17.8756,17.3928,17.2,17.123,335.227,0.992008,0.186537,0.132046,0.0976197,0.0770956,0.186537,0.132046,0.0976197,0.0770956
Foundation,17.7883,17.1807,16.8934,16.7567,17.7904,17.1799,16.8929,16.7588,335.264,0.838767,0.185768,0.131501,0.0972173,0.0767779,0.185768,0.131501,0.0972173,0.0767779
Foundation,17.4309,17.0309,16.8886,16.8458,17.4335,17.0334,16.8894,16.841,335.277,0.916938,0.180448,0.127736,0.0944333,0.0745792,0.180448,0.127736,0.0944333,0.0745792
Foundation,18.2364,17.7536,17.5667,17.4906,18.2366,17.7568,17.5669,17.5039,335.338,0.879562,0.186091,0.13173,0.0973863,0.0769114,0.186091,0.13173,0.0973863,0.0769114
Foundation,18.3814,17.8538,17.634,17.5307,18.3744,17.8534,17.6376,17.5253,335.29,0.953328,0.180993,0.128122,0.0947187,0.0748046,0.180993,0.128122,0.0947187,0.0748046
Foundation,18.5146,18.0539,17.8749,17.8036,18.5251,18.0578,17.8794,17.8106,335.232,0.898908,0.181124,0.128214,0.0947871,0.0748586,0.181124,0.128214,0.0947871,0.0748586
Foundation,18.5298,18.1535,18.0187,17.9567,18.5394,18.1541,18.0171,17.9408,335.332,0.891084,0.18529,0.131163,0.0969673,0.0765804,0.18529,0.131163,0.0969673,0.0765804
Foundation,18.594,18.3024,18.1748,18.149,18.5761,18.2988,18.1798,18.1552,335.29,0.859341,0.185269,0.131148,0.0969564,0.0765718,0.185269,0.131148,0.0969564,0.0765718
Foundation,18.6599,17.9091,17.6398,17.5138,18.6612,17.9049,17.6404,17.5194,335.207,0.977583,0.188107,0.133157,0.0984416,0.0777448,0.188107,0.133157,0.0984416,0.0777448
Foundation,18.0084,17.712,17.6042,17.5586,18.004,17.7125,17.6084,17.5632,335.353,0.904236,0.185562,0.131356,0.0971096,0.0766928,0.185562,0.131356,0.0971096,0.0766928
Foundation,18.8714,18.5102,18.373,18.3319,18.9006,18.514,18.3777,18.3248,335.276,0.989522,0.181932,0.128786,0.09521,0.0751926,0.181932,0.128786,0.09521,0.0751926
Foundation,17.8298,17.2485,17.0331,16.9385,17.8262,17.2374,17.0264,16.9278,335.35,0.969872,0.182222,0.128992,0.0953619,0.0753125,0.182222,0.128992,0.0953619,0.0753125
Foundation,17.6359,17.2377,17.0907,17.0313,17.6432,17.2444,17.0924,17.0388,335.382,1.02039,0.17768,0.125776,0.0929846,0.073435,0.17768,0.125776,0.0929846,0.073435
Foundation,17.7673,17.2942,17.1426,17.0724,17.7647,17.3065,17.1391,17.0674,335.379,0.950708,0.183141,0.129642,0.0958429,0.0756924,0.183141,0.129642,0.0958429,0.0756924
Foundation,18.3031,17.5989,17.3456,17.214,18.3084,17.6007,17.3466,17.2276,335.427,0.995983,0.179752,0.127243,0.0940692,0.0742916,0.179752,0.127243,0.0940692,0.0742916
Foundation,18.7807,18.3708,18.2214,18.1597,18.7925,18.3655,18.2178,18.1504,335.382,1.02978,0.176995,0.125291,0.0926264,0.0731522,0.176995,0.125291,0.0926264,0.0731522
Foundation,18.7204,18.413,18.3014,18.2619,18.6935,18.3972,18.2881,18.2688,335.41,0.985333,0.179585,0.127125,0.0939816,0.0742225,0.179585,0.127125,0.0939816,0.0742225
Foundation,17.5746,17.183,17.0465,17.004,17.5746,17.1821,17.0514,17.0081,335.344,1.10872,0.171422,0.121346,0.0897096,0.0708486,0.171422,0.121346,0.0897096,0.0708486
Foundation,18.074,17.6825,17.5261,17.4726,18.0776,17.682,17.5278,17.494,335.329,1.07188,0.176671,0.125062,0.0924568,0.0730183,0.176671,0.125062,0.0924568,0.0730183
Foundation,17.697,17.1378,16.8927,16.77,17.6971,17.1413,16.8903,16.765,335.445,1.03473,0.177806,0.125865,0.0930507,0.0734873,0.177806,0.125865,0.0930507,0.0734873
Foundation,17.8853,17.376,17.1768,17.0865,17.8771,17.3677,17.1724,17.0837,335.459,1.02698,0.180254,0.127598,0.0943317,0.0744989,0.180254,0.127598,0.0943317,0.0744989
Foundation,18.1849,17.5751,17.3213,17.2171,18.179,17.5806,17.3256,17.2126,335.467,0.989575,0.184098,0.130319,0.0963433,0.0760876,0.184098,0.130319,0.0963433,0.0760876
Foundation,17.8056,17.4005,17.2607,17.2049,17.8079,17.4037,17.2613,17.2158,335.453,1.05302,0.17681,0.12516,0.0925296,0.0730757,0.17681,0.12516,0.0925296,0.0730757
