survey,CFA4P1-B,CFA4P1-V,CFA4P1-r,CFA4P1-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CFA4P1-B_AV,CFA4P1-V_AV,CFA4P1-r_AV,CFA4P1-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
CFA4,17.2109,16.4813,16.2249,15.9939,16.7676,16.2337,16.0182,15.9379,245.543,-1.48489,0.406416,0.307339,0.25197,0.185309,0.362576,0.25666,0.189746,0.149853
CFA4,17.11,16.4018,16.1304,15.8673,16.6689,16.1263,15.8681,15.7555,245.54,-1.59137,0.421047,0.318403,0.261041,0.191981,0.375628,0.2659,0.196577,0.155247
CFA4,18.2459,17.6929,17.4717,17.2843,17.8614,17.4671,17.2999,17.2222,245.53,-1.45296,0.40324,0.304938,0.250001,0.183862,0.359743,0.254655,0.188263,0.148682
CFA4,18.1658,17.4353,17.1842,16.9756,17.6966,17.1837,16.9674,16.8757,245.514,-1.52016,0.419668,0.317361,0.260186,0.191352,0.374398,0.265029,0.195933,0.154739
CFA4,18.4346,17.7775,17.5585,17.372,18.0525,17.5851,17.3851,17.3011,245.504,-1.60404,0.429432,0.324744,0.266239,0.195804,0.383109,0.271195,0.200491,0.158339
CFA4,17.8926,17.4725,17.324,17.1254,17.6848,17.3381,17.2005,17.1362,245.497,-1.42626,0.402667,0.304504,0.249646,0.1836,0.359231,0.254293,0.187996,0.14847
CFA4,18.007,17.0051,16.6087,16.3017,17.356,16.5881,16.284,16.1458,245.496,-1.5734,0.427797,0.323508,0.265226,0.195058,0.38165,0.270163,0.199728,0.157736
CFA4,17.5173,16.5415,16.1536,15.8565,16.912,16.1339,15.8417,15.7041,245.49,-1.58028,0.429588,0.324862,0.266336,0.195875,0.383248,0.271294,0.200564,0.158397
CFA4,17.8002,17.0186,16.7558,16.5261,17.299,16.766,16.5441,16.455,245.489,-1.49891,0.419621,0.317325,0.260157,0.191331,0.374357,0.265,0.195911,0.154722
CFA4,17.6457,17.0694,16.9049,16.8565,17.5509,17.2106,17.0866,17.0241,245.483,-1.52239,0.424404,0.320942,0.263122,0.193511,0.378623,0.26802,0.198144,0.156485
CFA4,17.1976,16.3639,16.0562,15.7967,16.7047,16.0834,15.8279,15.7167,245.482,-1.44312,0.408707,0.309072,0.25339,0.186354,0.364619,0.258107,0.190815,0.150697
CFA4,18.3307,17.4803,17.1651,16.8691,17.7881,17.156,16.8968,16.7707,245.48,-1.45867,0.41214,0.311668,0.255519,0.187919,0.367682,0.260275,0.192418,0.151963
CFA4,18.6997,17.7713,17.4208,17.1283,18.0888,17.393,17.1095,16.9915,245.479,-1.58956,0.432649,0.327177,0.268234,0.197271,0.385979,0.273227,0.201993,0.159525
CFA4,16.1729,15.5233,15.3021,15.1107,15.7808,15.3242,15.1394,15.081,245.477,-1.44084,0.408764,0.309115,0.253426,0.18638,0.36467,0.258143,0.190842,0.150718
CFA4,16.8341,16.1297,15.8765,15.6576,16.4003,15.8926,15.6869,15.6064,245.469,-1.44845,0.411072,0.31086,0.254857,0.187433,0.36673,0.259601,0.19192,0.15157
CFA4,17.1677,16.611,16.4475,16.3284,16.7959,16.438,16.3221,16.2872,245.467,-1.53264,0.427725,0.323454,0.265181,0.195026,0.381586,0.270117,0.199694,0.15771
CFA4,18.2615,17.8386,17.7136,17.599,18.0181,17.7118,17.6013,17.5697,209.647,-23.3049,0.245794,0.185874,0.152387,0.112072,0.21928,0.155224,0.114755,0.0906285
CFA4,17.2745,16.676,16.4794,16.3105,16.8772,16.4919,16.33,16.2692,209.643,-23.4362,0.241602,0.182704,0.149788,0.110161,0.21554,0.152577,0.112798,0.0890829
CFA4,18.164,17.5348,17.3072,16.9348,17.7776,17.3201,17.0199,17.0973,209.64,-23.3209,0.246924,0.186729,0.153088,0.112588,0.220289,0.155938,0.115283,0.0910455
CFA4,17.5128,16.9004,16.7209,16.5543,17.1137,16.7179,16.5686,16.5293,209.638,-23.3453,0.246209,0.186188,0.152645,0.112261,0.21965,0.155486,0.114949,0.0907815
CFA4,17.1833,16.4416,16.1531,15.9255,16.7254,16.1631,15.9466,15.857,209.637,-23.4341,0.24179,0.182846,0.149905,0.110246,0.215708,0.152695,0.112886,0.0891521
CFA4,18.0229,17.4513,17.3124,17.1401,17.673,17.307,17.1557,17.119,209.621,-23.3142,0.247654,0.187281,0.153541,0.11292,0.22094,0.156399,0.115624,0.0913144
CFA4,16.312,15.4877,15.1725,14.9235,15.8316,15.1989,14.9664,14.8585,209.616,-23.336,0.249455,0.188642,0.154657,0.113742,0.222546,0.157536,0.116464,0.0919784
CFA4,18.6446,17.968,17.766,17.5697,18.2007,17.7531,17.5988,17.5134,209.615,-23.4507,0.24413,0.184615,0.151356,0.111314,0.217795,0.154173,0.113978,0.090015
CFA4,17.4211,16.7147,16.4989,16.2939,16.9695,16.4956,16.3167,16.2398,209.612,-23.3555,0.249421,0.188617,0.154636,0.113726,0.222516,0.157515,0.116449,0.091966
CFA4,17.1339,16.2277,15.8431,15.556,16.5822,15.8503,15.5724,15.4546,209.605,-23.4408,0.244437,0.184848,0.151547,0.111454,0.21807,0.154367,0.114122,0.0901284
CFA4,17.5969,17.0058,16.7868,16.6352,17.2129,16.8009,16.657,16.6124,209.6,-23.2957,0.246598,0.186482,0.152886,0.112439,0.219998,0.155732,0.115131,0.0909251
CFA4,17.9965,17.1414,16.7782,16.5609,17.5039,16.7975,16.5536,16.4382,209.598,-23.3984,0.247118,0.186876,0.153209,0.112676,0.220462,0.156061,0.115374,0.091117
CFA4,18.28,17.5327,17.2913,17.0556,17.8374,17.3153,17.0948,17.0022,209.593,-23.3013,0.247755,0.187357,0.153603,0.112966,0.221029,0.156462,0.115671,0.0913515
CFA4,18.4322,17.7677,17.5294,17.2834,18.0311,17.5193,17.3041,17.2156,209.588,-23.349,0.251407,0.190118,0.155867,0.114632,0.224288,0.158769,0.117376,0.0926982
CFA4,16.4744,15.7355,15.4716,15.2553,16.037,15.5,15.2851,15.2111,209.587,-23.3108,0.249488,0.188668,0.154678,0.113757,0.222576,0.157557,0.11648,0.0919908
CFA4,18.4091,17.8422,17.6328,17.4542,17.9951,17.6439,17.4574,17.4057,209.579,-23.4354,0.246538,0.186437,0.152849,0.112412,0.219944,0.155694,0.115103,0.0909029
CFA4,18.8804,18.0245,17.799,17.6313,18.2639,17.824,17.6438,17.5818,209.576,-23.4387,0.246575,0.186465,0.152872,0.112428,0.219977,0.155717,0.11512,0.0909166
CFA4,15.9532,15.1901,14.922,14.7263,15.5385,14.9859,14.7841,14.7112,209.568,-23.4153,0.24857,0.187973,0.154109,0.113338,0.221757,0.156977,0.116051,0.0916521
CFA4,16.6956,16.137,15.9543,15.8124,16.3507,15.9703,15.8403,15.8027,209.565,-23.317,0.249831,0.188926,0.15489,0.113913,0.222881,0.157773,0.11664,0.092117
CFA4,18.7147,18.1784,17.9466,17.8242,18.2765,17.9274,17.778,17.7264,209.56,-23.3986,0.250959,0.18978,0.15559,0.114428,0.223888,0.158486,0.117167,0.0925332
CFA4,17.5426,16.8669,16.6522,16.4533,17.096,16.6516,16.4653,16.3868,209.558,-23.4174,0.249201,0.18845,0.1545,0.113626,0.22232,0.157376,0.116346,0.0918849
CFA4,18.1756,17.618,17.4502,17.3487,17.907,17.5052,17.3241,17.254,209.553,-23.3852,0.252925,0.191267,0.156809,0.115324,0.225642,0.159727,0.118085,0.0932579
CFA4,17.5031,16.9547,16.771,16.6435,17.1695,16.7839,16.6406,16.6159,209.552,-23.391,0.252506,0.190949,0.156549,0.115133,0.225268,0.159463,0.117889,0.0931033
CFA4,16.3787,15.7244,15.5182,15.3271,15.9706,15.5273,15.3618,15.2933,209.544,-23.3334,0.251951,0.19053,0.156205,0.11488,0.224773,0.159113,0.11763,0.0928989
CFA4,18.4211,17.8132,17.5504,17.4293,17.9586,17.5474,17.4152,17.3697,209.534,-23.3516,0.251998,0.190565,0.156234,0.114901,0.224815,0.159142,0.117652,0.092916
CFA4,17.4018,16.6713,16.416,16.2259,16.9136,16.3861,16.1982,16.1245,209.509,-23.4548,0.252305,0.190798,0.156424,0.115041,0.225089,0.159336,0.117795,0.0930293
CFA4,16.2942,15.5702,15.3191,15.1432,15.8221,15.3256,15.1576,15.0972,209.508,-23.3662,0.251183,0.189949,0.155729,0.11453,0.224088,0.158628,0.117271,0.0926157
CFA4,16.4582,15.8132,15.6027,15.4435,16.0506,15.6295,15.4799,15.429,209.504,-23.3207,0.2457,0.185803,0.152329,0.11203,0.219197,0.155165,0.114712,0.090594
CFA4,18.5531,17.9462,17.74,17.6421,18.1426,17.7496,17.5698,17.522,209.502,-23.3413,0.247842,0.187422,0.153657,0.113006,0.221107,0.156517,0.115711,0.0913836
CFA4,18.0313,17.075,16.6957,16.4105,17.4057,16.7026,16.4111,16.2907,209.498,-23.3684,0.250367,0.189332,0.155223,0.114158,0.22336,0.158112,0.11689,0.0923149
CFA4,18.723,18.0343,17.7811,17.6564,18.2296,17.8092,17.6493,17.5998,209.497,-23.3517,0.248331,0.187792,0.15396,0.113229,0.221543,0.156826,0.11594,0.0915639
CFA4,16.005,15.3768,15.1716,15.0102,15.633,15.2122,15.057,15.0191,209.497,-23.2887,0.239792,0.181335,0.148667,0.109336,0.213926,0.151434,0.111953,0.0884156
CFA4,17.6243,16.9821,16.8015,16.6319,17.2286,16.8198,16.6538,16.5835,209.488,-23.3196,0.243345,0.184022,0.150869,0.110956,0.217095,0.153678,0.113612,0.0897257
CFA4,18.1991,17.5142,17.1862,16.9449,17.7469,17.2033,16.9673,16.8834,209.484,-23.442,0.254698,0.192607,0.157908,0.116132,0.227224,0.160847,0.118912,0.0939116
CFA4,16.974,16.3448,16.1386,15.9516,16.5632,16.1305,15.958,15.9031,212.251,-21.5561,0.27108,0.204996,0.168064,0.123602,0.241838,0.171193,0.126561,0.0999519
CFA4,16.6489,16.0178,15.8127,15.6584,16.2366,15.8183,15.6506,15.6162,212.248,-21.6589,0.278925,0.210928,0.172928,0.127179,0.248837,0.176147,0.130223,0.102845
CFA4,16.7995,16.2205,16.0154,15.8703,16.4214,16.0277,15.8807,15.8416,212.248,-21.6025,0.280684,0.212259,0.174019,0.127981,0.250407,0.177258,0.131045,0.103493
CFA4,17.316,16.7863,16.6324,16.4812,16.9796,16.6375,16.4803,16.4579,212.229,-21.5555,0.271605,0.205392,0.16839,0.123841,0.242307,0.171524,0.126806,0.100145
CFA4,16.7468,15.8388,15.4755,15.2101,16.2038,15.4887,15.227,15.1294,212.221,-21.5279,0.260237,0.196796,0.161342,0.118658,0.232165,0.164345,0.121499,0.0959541
CFA4,16.2394,15.5991,15.395,15.2243,15.8296,15.3975,15.23,15.1865,212.221,-21.5939,0.282182,0.213391,0.174947,0.128664,0.251743,0.178204,0.131744,0.104045
CFA4,18.3653,17.7611,17.5208,17.3311,17.9497,17.5527,17.371,17.3125,212.216,-21.5855,0.280631,0.212219,0.173986,0.127957,0.25036,0.177225,0.13102,0.103474
CFA4,18.3014,17.6406,17.4226,17.2361,17.825,17.3956,17.2241,17.1798,212.212,-21.6542,0.280846,0.212381,0.174119,0.128054,0.250551,0.17736,0.13112,0.103553
CFA4,17.7013,17.0786,16.9055,16.7377,17.2808,16.8809,16.7303,16.7005,212.211,-21.5963,0.282377,0.213539,0.175068,0.128753,0.251917,0.178327,0.131835,0.104117
CFA4,17.1294,16.5681,16.395,16.2619,16.7474,16.3869,16.2553,16.2189,212.21,-21.6619,0.279556,0.211405,0.173319,0.127466,0.2494,0.176545,0.130518,0.103077
CFA4,17.0779,16.4663,16.2858,16.1182,16.6592,16.2661,16.115,16.0731,212.208,-21.666,0.27886,0.210879,0.172888,0.127149,0.24878,0.176106,0.130193,0.102821
CFA4,18.2559,17.5858,17.3764,17.207,17.7768,17.3329,17.1596,17.0931,212.198,-21.6718,0.277358,0.209743,0.171957,0.126464,0.247439,0.175158,0.129492,0.102267
CFA4,16.6645,16.0845,15.8794,15.7385,16.537,16.0175,15.8117,15.7359,212.18,-21.5406,0.261851,0.198017,0.162343,0.119394,0.233606,0.165365,0.122252,0.0965493
CFA4,16.5547,15.9199,15.7009,15.5011,16.2544,15.7575,15.5381,15.4573,212.174,-21.5557,0.268949,0.203384,0.166743,0.12263,0.239937,0.169847,0.125566,0.0991662
CFA4,16.6904,15.8335,15.4905,15.2284,16.1632,15.4879,15.2108,15.1087,212.174,-21.6588,0.27697,0.20945,0.171716,0.126287,0.247093,0.174912,0.129311,0.102124
CFA4,18.5036,17.907,17.7168,17.5476,18.1393,17.717,17.5389,17.4874,212.165,-21.6711,0.274805,0.207813,0.170374,0.1253,0.245162,0.173545,0.1283,0.101326
CFA4,16.58,15.9703,15.7619,15.5914,16.1728,15.741,15.5667,15.5202,212.152,-21.6282,0.275634,0.208439,0.170888,0.125678,0.245901,0.174069,0.128687,0.101631
CFA4,16.7982,16.1727,15.9718,15.7959,16.3597,15.9374,15.7636,15.71,212.146,-21.6831,0.271539,0.205343,0.168349,0.123811,0.242248,0.171483,0.126775,0.100121
CFA4,18.1217,17.2508,16.8951,16.6242,17.5657,16.8854,16.6028,16.4913,212.143,-21.6183,0.273515,0.206837,0.169574,0.124712,0.244011,0.17273,0.127697,0.10085
CFA4,16.9926,16.435,16.2619,16.1084,16.5911,16.2196,16.0682,16.035,212.138,-21.6714,0.271141,0.205042,0.168102,0.123629,0.241893,0.171231,0.126589,0.0999744
CFA4,17.4191,16.8307,16.6619,16.5154,17.0055,16.6234,16.474,16.4469,212.134,-21.6621,0.270994,0.20493,0.168011,0.123562,0.241761,0.171138,0.12652,0.0999202
CFA4,17.8954,17.4111,17.2316,17.1163,17.5682,17.2268,17.0751,17.0401,212.125,-21.592,0.265573,0.200831,0.16465,0.121091,0.236925,0.167715,0.123989,0.0979213
CFA4,17.8313,17.1111,16.8365,16.6053,17.3419,16.8118,16.5778,16.4875,212.122,-21.6292,0.269802,0.204029,0.167272,0.123019,0.240698,0.170386,0.125964,0.0994808
CFA4,18.1452,17.6572,17.4906,17.3327,17.7835,17.4564,17.3187,17.2845,212.114,-21.6154,0.266589,0.2016,0.16528,0.121554,0.237832,0.168357,0.124464,0.0982962
CFA4,18.2616,17.7235,17.5419,17.3754,17.9421,17.5674,17.4111,17.38,212.112,-21.5481,0.251844,0.190449,0.156138,0.114831,0.224677,0.159045,0.11758,0.0928593
CFA4,16.1334,15.454,15.2436,15.0752,15.6602,15.2066,15.0382,14.9931,212.088,-21.6529,0.263783,0.199478,0.163541,0.120275,0.235329,0.166585,0.123154,0.0972616
CFA4,17.9462,17.0075,16.6272,16.3502,17.3378,16.6514,16.3775,16.2775,230.85,8.59106,0.117624,0.0889496,0.0729247,0.053632,0.104936,0.0742822,0.0549159,0.0433701
CFA4,16.4381,15.6927,15.4363,15.2227,15.9765,15.4562,15.2588,15.1681,230.841,8.47855,0.117639,0.0889605,0.0729337,0.0536385,0.104949,0.0742913,0.0549226,0.0433754
CFA4,16.4355,15.6799,15.4278,15.2366,15.9559,15.4306,15.2423,15.1953,230.839,8.52214,0.118221,0.0894006,0.0732945,0.0539039,0.105468,0.0746588,0.0551944,0.04359
CFA4,17.9831,17.2787,17.0543,16.8599,17.5298,17.0483,16.8769,16.8202,230.827,8.55282,0.118183,0.0893725,0.0732715,0.053887,0.105435,0.0746354,0.055177,0.0435763
CFA4,15.437,14.9648,14.8559,14.7672,15.1182,14.8534,14.7722,14.791,230.815,8.48783,0.116309,0.0879551,0.0721095,0.0530324,0.103763,0.0734517,0.054302,0.0428853
CFA4,17.9968,17.4419,17.2902,17.1511,17.6159,17.2734,17.141,17.1055,230.788,8.51044,0.117253,0.0886691,0.0726948,0.0534628,0.104605,0.0740479,0.0547427,0.0432334
CFA4,17.5221,16.6401,16.3185,16.077,16.9685,16.3111,16.098,16.0112,230.779,8.57827,0.119762,0.0905664,0.0742503,0.0546068,0.106843,0.0756324,0.0559141,0.0441584
CFA4,16.1683,15.7232,15.5917,15.4795,15.8559,15.5834,15.4846,15.4732,230.768,8.51641,0.118939,0.0899439,0.07374,0.0542315,0.106109,0.0751126,0.0555298,0.043855
CFA4,18.3396,17.6825,17.3737,16.9596,18.1354,17.7983,17.6675,17.6356,230.765,8.58762,0.120485,0.0911129,0.0746984,0.0549364,0.107488,0.0760888,0.0562515,0.0444249
CFA4,15.7706,15.1935,15.0161,14.8668,15.3739,14.9976,14.8508,14.8283,230.75,8.45901,0.116076,0.087779,0.0719651,0.0529262,0.103555,0.0733046,0.0541932,0.0427994
CFA4,16.3738,15.7028,15.4934,15.3281,15.9444,15.4986,15.3475,15.306,230.737,8.58345,0.121205,0.0916577,0.075145,0.0552648,0.108131,0.0765438,0.0565879,0.0446906
CFA4,16.9973,16.5912,16.463,16.37,16.7289,16.477,16.3936,16.3874,230.716,8.60065,0.12099,0.0914952,0.0750118,0.0551669,0.107939,0.076408,0.0564875,0.0446113
CFA4,18.1067,17.6104,17.4406,17.2869,17.7329,17.3997,17.2815,17.2493,230.713,8.51688,0.122774,0.0928441,0.0761176,0.0559801,0.10953,0.0775345,0.0573203,0.045269
CFA4,18.1095,17.51,17.3508,17.209,17.6632,17.3088,17.181,17.1674,230.704,8.47538,0.119874,0.090651,0.0743197,0.0546579,0.106943,0.0757031,0.0559663,0.0441997
CFA4,16.5928,15.8808,15.6084,15.4006,16.1082,15.613,15.3893,15.3143,230.701,8.43978,0.118551,0.0896504,0.0734993,0.0540545,0.105763,0.0748674,0.0553486,0.0437118
CFA4,18.1715,17.4345,17.1567,16.9522,17.6715,17.1265,16.9349,16.8577,230.699,8.50723,0.122283,0.0924724,0.0758129,0.0557561,0.109092,0.0772241,0.0570908,0.0450878
CFA4,18.5822,17.8582,17.5889,17.3339,18.0964,17.5507,17.2931,17.2127,230.697,8.46652,0.119457,0.0903354,0.0740609,0.0544676,0.106571,0.0754395,0.0557715,0.0440458
CFA4,16.4884,15.729,15.4683,15.2509,16.0282,15.4847,15.2924,15.224,333.547,13.7345,0.217955,0.164821,0.135128,0.0993788,0.194444,0.137643,0.101758,0.0803638
CFA4,17.4811,16.9727,16.8531,16.7024,17.1671,16.8337,16.7237,16.7017,333.544,13.7778,0.218031,0.164879,0.135175,0.0994137,0.194512,0.137692,0.101794,0.0803921
CFA4,16.4344,15.8526,15.6774,15.5106,16.0761,15.684,15.5428,15.5026,333.542,13.7649,0.217915,0.164791,0.135103,0.0993605,0.194408,0.137618,0.101739,0.0803491
CFA4,16.0047,15.3709,15.1818,15.0013,15.6165,15.1826,15.0312,14.9808,333.526,13.7406,0.217461,0.164448,0.134822,0.0991535,0.194003,0.137331,0.101527,0.0801817
CFA4,16.9803,16.1996,15.941,15.7255,16.4977,15.9468,15.7506,15.6772,333.512,13.7453,0.21713,0.164197,0.134616,0.0990025,0.193708,0.137122,0.101373,0.0800595
CFA4,17.7078,17.0563,16.8608,16.6959,17.2879,16.8649,16.707,16.652,333.481,13.7724,0.216526,0.163741,0.134242,0.0987271,0.193169,0.13674,0.101091,0.0798368
CFA4,17.663,17.0738,16.9039,16.7697,17.3014,16.9254,16.7986,16.7599,333.477,13.8083,0.216679,0.163857,0.134337,0.0987972,0.193306,0.136838,0.101162,0.0798935
CFA4,17.8088,17.1768,16.9696,16.7908,17.3547,16.9297,16.7765,16.7223,333.47,13.8219,0.216618,0.16381,0.134299,0.0987691,0.193251,0.136799,0.101134,0.0798708
CFA4,17.2767,16.6224,16.4141,16.2272,16.8692,16.4247,16.2649,16.2158,333.451,13.8318,0.216249,0.163532,0.13407,0.0986011,0.192922,0.136566,0.100962,0.079735
