survey,CFA3K-B,CFA3K-V,CFA3K-r,CFA3K-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CFA3K-B_AV,CFA3K-V_AV,CFA3K-r_AV,CFA3K-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
CFA3K,18.2627,17.4014,17.0527,16.8101,17.7002,17.0316,16.7939,16.6985,128.673,-8.27042,0.125917,0.0967517,0.0791241,0.0573424,0.112536,0.0796618,0.058893,0.0465111
CFA3K,16.7151,16.0224,15.8188,15.6571,16.2255,15.7768,15.5895,15.5638,128.67,-8.39379,0.133901,0.102886,0.0841408,0.0609781,0.119671,0.0847126,0.062627,0.04946
CFA3K,17.2988,16.8565,16.7393,16.6843,17.0759,16.8002,16.6826,16.6746,192.311,-9.36493,0.142179,0.109247,0.0893428,0.0647481,0.12707,0.08995,0.0664989,0.0525179
CFA3K,16.6713,16.1185,15.9648,15.8062,16.3337,15.9788,15.8429,15.8077,192.293,-9.51587,0.129864,0.099784,0.0816039,0.0591396,0.116063,0.0821585,0.0607388,0.0479688
CFA3K,17.4593,16.892,16.6428,16.4258,17.1147,16.6711,16.4983,16.444,192.277,-9.42858,0.141675,0.108859,0.0890258,0.0645184,0.126619,0.0896309,0.066263,0.0523316
CFA3K,16.4328,15.7045,15.4318,15.1967,16.0159,15.476,15.2393,15.1303,192.236,-9.39071,0.151359,0.116301,0.0951113,0.0689286,0.135274,0.0957577,0.0707925,0.0559088
CFA3K,17.5098,16.7175,16.3418,16.0677,17.0932,16.3556,16.0779,15.959,192.224,-9.53573,0.120611,0.0926748,0.0757899,0.0549261,0.107794,0.076305,0.0564114,0.0445512
CFA3K,17.4338,16.5075,16.1224,15.8412,16.9093,16.1796,15.9035,15.7901,192.175,-9.36137,0.153622,0.11804,0.0965334,0.0699592,0.137296,0.0971895,0.071851,0.0567447
CFA3K,15.5809,15.0519,14.9143,14.7823,15.2458,14.9135,14.8012,14.7906,224.123,45.3665,0.0699309,0.0537331,0.0439433,0.0318463,0.0624991,0.0442419,0.0327075,0.0258309
CFA3K,15.6993,15.1826,15.045,14.9136,15.3501,15.0269,14.9097,14.8975,224.074,45.3546,0.0713262,0.0548052,0.04482,0.0324818,0.0637461,0.0451246,0.0333601,0.0263463
CFA3K,16.7929,16.1859,15.9856,15.8336,16.5301,16.045,15.8651,15.8145,224.041,45.394,0.0794092,0.061016,0.0498992,0.0361627,0.0709702,0.0502384,0.0371406,0.029332
CFA3K,18.6586,17.7723,17.4977,17.2393,18.0483,17.4465,17.2065,17.1114,224.004,45.3965,0.0785347,0.0603441,0.0493497,0.0357645,0.0701886,0.0496851,0.0367316,0.029009
CFA3K,16.6959,16.1496,15.988,15.84,16.3224,15.9776,15.849,15.8315,223.966,45.4121,0.0781936,0.060082,0.0491354,0.0356092,0.0698837,0.0494693,0.0365721,0.028883
CFA3K,16.3206,15.6089,15.3996,15.2036,15.851,15.3675,15.1854,15.1301,223.966,45.3502,0.0654018,0.0502531,0.0410973,0.0297838,0.0584514,0.0413766,0.0305892,0.024158
CFA3K,18.7429,18.3189,18.2609,18.1223,18.5073,18.2714,18.167,18.1655,223.934,45.44,0.0713239,0.0548035,0.0448186,0.0324807,0.0637441,0.0451232,0.033359,0.0263455
CFA3K,17.1975,16.7455,16.6088,16.4747,16.8797,16.5769,16.4556,16.4476,150.194,4.45229,0.0900558,0.0691967,0.0565894,0.0410112,0.0804854,0.056974,0.0421202,0.0332646
CFA3K,16.3445,15.8435,15.6848,15.5247,16.0055,15.6556,15.5104,15.4853,150.185,4.48166,0.0907196,0.0697066,0.0570065,0.0413135,0.0810785,0.0573939,0.0424306,0.0335098
CFA3K,17.1255,16.5835,16.4058,16.2507,16.764,16.3854,16.2298,16.1898,150.184,4.37895,0.086562,0.0665121,0.054394,0.0394201,0.0773628,0.0547636,0.0404861,0.0319741
CFA3K,17.6185,17.1355,17.0178,16.8697,17.3099,16.9969,16.8642,16.8494,150.176,4.42292,0.0934727,0.0718221,0.0587365,0.0425672,0.0835391,0.0591357,0.0437183,0.0345268
CFA3K,17.5995,17.1295,17.0018,16.8647,17.2735,16.9685,16.853,16.8339,150.161,4.4521,0.097354,0.0748044,0.0611754,0.0443348,0.0870079,0.0615912,0.0455336,0.0359604
CFA3K,16.8395,16.2805,16.1068,15.9387,16.4764,16.0976,15.9432,15.916,150.112,4.4871,0.0961427,0.0738737,0.0604143,0.0437832,0.0859254,0.0608249,0.0449671,0.035513
CFA3K,17.6655,17.1425,16.9308,16.6907,17.6008,17.2509,17.128,16.8678,150.101,4.40164,0.0929717,0.0714372,0.0584217,0.0423391,0.0830914,0.0588188,0.043484,0.0343417
CFA3K,15.8625,15.2525,15.0958,14.9597,15.4509,15.0631,14.9353,14.914,150.092,4.33718,0.080011,0.0614784,0.0502774,0.0364368,0.071508,0.0506191,0.0374221,0.0295543
CFA3K,17.9295,17.2365,17.0148,16.7947,17.438,16.9677,16.7595,16.7002,150.089,4.35067,0.081888,0.0629207,0.0514569,0.0372916,0.0731856,0.0518066,0.0383,0.0302476
CFA3K,17.8365,17.1695,16.9718,16.7967,17.3692,16.9333,16.7543,16.694,150.081,4.37244,0.0850941,0.0653842,0.0534715,0.0387516,0.0760509,0.0538349,0.0397995,0.0314319
CFA3K,18.3605,17.5395,17.2698,17.0367,17.8255,17.2415,17.0143,16.9296,150.073,4.41521,0.0903804,0.069446,0.0567933,0.041159,0.0807754,0.0571793,0.042272,0.0333845
CFA3K,17.1445,16.3585,16.0988,15.8937,16.6383,16.0806,15.8981,15.8483,150.059,4.44766,0.0918403,0.0705678,0.0577107,0.0418238,0.0820802,0.0581029,0.0429548,0.0339238
CFA3K,18.1935,17.7935,17.6508,17.5357,17.8752,17.6114,17.5517,17.552,150.05,4.42539,0.0880284,0.0676388,0.0553154,0.0400879,0.0786734,0.0556913,0.0411719,0.0325158
CFA3K,17.6395,16.9335,16.7098,16.5007,17.1217,16.6498,16.4618,16.3965,150.038,4.33504,0.078724,0.0604896,0.0494687,0.0358507,0.0703578,0.0498049,0.0368202,0.0290789
CFA3K,15.7769,15.1561,14.9617,14.803,15.3628,14.9716,14.8097,14.783,255.336,79.0514,0.156959,0.120604,0.0986302,0.0714788,0.140279,0.0993006,0.0734117,0.0579773
CFA3K,17.7809,17.0365,16.7625,16.4677,17.3325,16.7395,16.478,16.3571,243.293,-21.6058,1.15416,0.886825,0.72525,0.5256,1.0315,0.730179,0.539813,0.42632
CFA3K,17.5825,16.6166,16.2256,15.8384,17.0024,16.2225,15.8477,15.6608,243.269,-21.7128,1.1243,0.863885,0.70649,0.512004,1.00482,0.711292,0.525849,0.415292
CFA3K,17.2014,16.332,15.997,15.6918,16.7005,16.0127,15.7206,15.5807,243.266,-21.6189,1.15051,0.884023,0.722958,0.523939,1.02824,0.727872,0.538107,0.424973
CFA3K,18.2079,17.481,17.2185,16.9668,17.775,17.2211,16.9468,16.819,243.239,-21.6531,1.14641,0.880871,0.720381,0.522071,1.02458,0.725277,0.536188,0.423458
CFA3K,17.7329,16.9695,16.672,16.3742,17.251,16.6546,16.3733,16.2447,243.234,-21.6975,1.14786,0.881984,0.721292,0.522731,1.02587,0.726194,0.536866,0.423993
CFA3K,17.8275,16.7751,16.3326,15.8839,17.22,16.3447,15.9011,15.6725,243.218,-21.5759,1.15862,0.890257,0.728057,0.527634,1.03549,0.733005,0.541902,0.42797
CFA3K,18.0319,17.1615,16.8405,16.5513,17.47,16.8147,16.5355,16.403,243.206,-21.6786,1.1598,0.891164,0.728798,0.528171,1.03655,0.733752,0.542454,0.428406
CFA3K,18.1745,17.2756,16.9151,16.5533,17.6537,16.9148,16.5653,16.3841,243.204,-21.6013,1.15827,0.889982,0.727832,0.527471,1.03517,0.732779,0.541734,0.427838
CFA3K,17.9685,17.2741,17.0396,16.7619,17.5631,17.0419,16.7853,16.6628,243.192,-21.5565,1.15606,0.888285,0.726444,0.526465,1.0332,0.731382,0.540701,0.427022
CFA3K,17.1515,16.3481,16.0261,15.7169,16.6535,16.0305,15.7327,15.5948,243.19,-21.6263,1.15783,0.88965,0.72756,0.527274,1.03479,0.732505,0.541532,0.427678
CFA3K,17.6274,16.8075,16.4615,16.0727,17.1297,16.4459,16.0654,15.8805,243.182,-21.7037,1.18689,0.91198,0.745822,0.540509,1.06076,0.750891,0.555124,0.438412
CFA3K,17.4114,16.6075,16.3095,16.0182,16.9345,16.325,16.0547,15.9378,243.182,-21.5451,1.14345,0.878601,0.718525,0.520726,1.02194,0.723408,0.534807,0.422366
CFA3K,18.2084,17.2345,16.84,16.4767,17.5593,16.8241,16.4673,16.282,243.172,-21.6651,1.17369,0.901835,0.737525,0.534496,1.04896,0.742538,0.548949,0.433536
CFA3K,18.4904,17.672,17.3545,17.0222,17.9608,17.3228,17.0299,16.8861,243.153,-21.6793,1.19784,0.920388,0.752698,0.545492,1.07054,0.757814,0.560243,0.442455
CFA3K,16.9545,16.111,15.7998,15.5615,16.4231,15.8059,15.5801,15.4946,149.891,-19.5108,0.145689,0.111944,0.0915481,0.0663463,0.130206,0.0921703,0.0681404,0.0538142
CFA3K,17.8071,16.9541,16.625,16.3841,17.2647,16.6426,16.3952,16.3227,149.848,-19.5519,0.143968,0.110622,0.0904669,0.0655627,0.128668,0.0910817,0.0673356,0.0531787
CFA3K,16.995,16.454,16.3008,16.1519,16.6156,16.2834,16.1577,16.1379,149.817,-19.5153,0.144666,0.111158,0.0909052,0.0658804,0.129292,0.0915231,0.0676619,0.0534363
CFA3K,18.3291,17.7141,17.5009,17.33,17.9215,17.497,17.3535,17.2976,149.809,-19.4017,0.145861,0.112076,0.091656,0.0664245,0.13036,0.092279,0.0682207,0.0538777
CFA3K,18.4566,17.7476,17.5964,17.3701,18.0009,17.5764,17.4406,17.3848,149.798,-19.4109,0.145647,0.111911,0.0915218,0.0663272,0.130169,0.0921438,0.0681208,0.0537987
CFA3K,17.0696,16.6056,16.4859,16.3915,16.714,16.4563,16.3844,16.3917,149.794,-19.533,0.143933,0.110595,0.0904451,0.065547,0.128637,0.0910598,0.0673194,0.0531659
CFA3K,15.754,15.216,15.0618,14.9409,15.3978,15.0918,14.9893,14.9761,149.79,-19.3859,0.14485,0.111299,0.0910208,0.0659642,0.129456,0.0916394,0.0677479,0.0535043
CFA3K,16.191,15.4265,15.1784,14.9619,15.7001,15.178,14.9821,14.9083,149.776,-19.4357,0.145169,0.111544,0.0912216,0.0661097,0.129742,0.0918415,0.0678973,0.0536223
CFA3K,17.4375,16.486,16.0828,15.7739,16.849,16.0914,15.8045,15.6734,149.769,-19.4583,0.14515,0.11153,0.0912095,0.0661009,0.129724,0.0918294,0.0678884,0.0536152
CFA3K,18.2486,17.4926,17.167,16.9206,17.7475,17.1847,16.9407,16.8271,149.747,-19.4311,0.143698,0.110414,0.0902973,0.0654398,0.128427,0.090911,0.0672094,0.053079
CFA3K,17.7645,17.184,16.9988,16.8284,17.3592,16.9882,16.8227,16.8,149.737,-19.4924,0.143742,0.110448,0.0903249,0.0654598,0.128466,0.0909388,0.0672299,0.0530952
CFA3K,17.7107,16.7507,16.4078,16.102,17.116,16.394,16.1329,16.02,200.242,58.6161,0.0351708,0.0270244,0.0221007,0.0160167,0.0314331,0.0222509,0.0164498,0.0129913
CFA3K,18.2797,17.8287,17.6748,17.606,17.9524,17.7004,17.5994,17.5648,200.165,58.6329,0.0357665,0.0274821,0.022475,0.016288,0.0319655,0.0226277,0.0167284,0.0132113
CFA3K,17.0507,16.4457,16.2988,16.148,16.6572,16.2787,16.1518,16.1376,200.125,58.6038,0.0362496,0.0278533,0.0227786,0.016508,0.0323972,0.0229334,0.0169544,0.0133898
CFA3K,17.0547,16.2577,15.9818,15.738,16.5242,15.9727,15.7414,15.6514,200.088,58.5712,0.0377586,0.0290128,0.0237268,0.0171952,0.0337459,0.0238881,0.0176602,0.0139472
CFA3K,17.2277,16.466,16.1869,15.9342,16.7535,16.1715,15.9376,15.863,107.973,49.8769,0.232726,0.178821,0.146241,0.105983,0.207994,0.147235,0.108849,0.085964
CFA3K,17.8552,17.1,16.8369,16.6237,17.3877,16.8303,16.6324,16.5652,107.946,49.9335,0.239297,0.18387,0.15037,0.108975,0.213866,0.151392,0.111922,0.0883909
CFA3K,15.6503,15.1376,14.986,14.8518,15.3098,14.9738,14.8656,14.8561,107.888,49.9108,0.240105,0.184491,0.150877,0.109343,0.214588,0.151903,0.1123,0.0886895
CFA3K,16.0738,15.5721,15.4421,15.3353,15.7224,15.4187,15.3232,15.3336,107.88,49.8451,0.233917,0.179736,0.146989,0.106525,0.209058,0.147988,0.109406,0.0864038
CFA3K,17.8008,17.1576,16.9615,16.7743,17.3482,16.9206,16.7427,16.6938,107.852,49.7998,0.236424,0.181662,0.148565,0.107667,0.211299,0.149574,0.110578,0.0873299
CFA3K,17.5659,16.8051,16.5859,16.34,17.0561,16.5394,16.3174,16.229,229.214,7.3457,0.126297,0.0970431,0.0793624,0.0575151,0.112875,0.0799018,0.0590704,0.0466512
CFA3K,16.6369,16.0531,15.9109,15.759,16.2325,15.859,15.7211,15.6771,229.206,7.38425,0.123682,0.0950343,0.0777195,0.0563245,0.110538,0.0782478,0.0578476,0.0456855
CFA3K,16.9439,16.2921,16.1359,15.964,16.4908,16.0884,15.9434,15.8979,229.19,7.45929,0.12182,0.0936032,0.0765492,0.0554764,0.108874,0.0770694,0.0569765,0.0449975
CFA3K,17.6019,17.0161,16.8619,16.694,17.1923,16.8088,16.6659,16.6158,229.158,7.3729,0.131383,0.100952,0.0825587,0.0598316,0.117421,0.0831198,0.0614495,0.0485301
CFA3K,18.5229,17.9601,17.8709,17.687,18.1077,17.7939,17.6775,17.6522,229.123,7.36669,0.133814,0.102819,0.0840862,0.0609386,0.119593,0.0846577,0.0625864,0.0494279
CFA3K,16.1989,15.4421,15.2099,14.979,15.6905,15.1715,14.9667,14.884,229.107,7.39879,0.135962,0.10447,0.085436,0.0619168,0.121513,0.0860166,0.0635911,0.0502214
CFA3K,17.4279,16.6871,16.4629,16.258,16.8943,16.404,16.2344,16.1783,229.102,7.32279,0.132385,0.101722,0.0831886,0.060288,0.118317,0.0837539,0.0619183,0.0489003
CFA3K,17.2469,16.3421,16.0339,15.759,16.6665,16.0052,15.7551,15.6447,229.088,7.42108,0.136026,0.104519,0.0854763,0.0619459,0.12157,0.0860572,0.063621,0.050245
CFA3K,18.7611,18.2134,18.0426,17.8675,18.4357,18.0418,17.8849,17.8496,169.825,20.8475,0.0773974,0.0594702,0.0486351,0.0352466,0.0691722,0.0489656,0.0361997,0.0285889
CFA3K,17.9172,17.2884,17.0906,16.9035,17.5099,17.0517,16.8685,16.8059,169.798,20.7282,0.0704608,0.0541403,0.0442762,0.0320877,0.0629727,0.0445772,0.0329554,0.0260267
CFA3K,16.1961,15.3674,15.0466,14.8345,15.6759,15.0368,14.7981,14.7006,169.769,20.7708,0.0720947,0.0553958,0.045303,0.0328317,0.064433,0.0456109,0.0337195,0.0266302
CFA3K,18.1041,17.4574,17.2426,17.1225,17.6796,17.2111,17.0505,16.9996,169.718,20.78,0.0718737,0.055226,0.0451641,0.0327311,0.0642355,0.045471,0.0336162,0.0265486
CFA3K,15.8323,15.2895,15.1318,15.0112,15.4581,15.0983,14.9906,14.9874,127.962,-1.171,0.111649,0.0857885,0.0701583,0.0508448,0.099784,0.0706352,0.0522197,0.0412408
CFA3K,18.1297,17.3939,17.1463,16.9266,17.6542,17.1162,16.9321,16.8713,127.961,-1.20414,0.112938,0.0867791,0.0709684,0.0514319,0.100936,0.0714508,0.0528227,0.041717
CFA3K,17.3007,16.6944,16.4822,16.3315,16.9024,16.4622,16.3075,16.2773,127.914,-1.12781,0.109917,0.0844578,0.0690701,0.0500561,0.0982362,0.0695395,0.0514097,0.0406011
CFA3K,16.3527,15.8369,15.7043,15.6106,15.9905,15.6615,15.5717,15.5764,127.896,-1.27764,0.120808,0.0928255,0.0759132,0.0550154,0.107969,0.0764291,0.0565031,0.0446236
CFA3K,18.4983,18.008,17.8308,17.6466,18.1378,17.779,17.6789,17.6486,127.896,-1.22693,0.11894,0.0913904,0.0747395,0.0541649,0.1063,0.0752475,0.0556296,0.0439337
CFA3K,16.9478,16.251,16.0184,15.8601,16.4865,16.0113,15.8528,15.8194,127.864,-1.13113,0.11388,0.0875025,0.0715601,0.0518607,0.101778,0.0720464,0.053263,0.0420648
CFA3K,18.1428,17.2505,16.9204,16.6462,17.5802,16.9036,16.6545,16.5559,127.831,-1.15937,0.119187,0.0915802,0.0748948,0.0542774,0.106521,0.0754038,0.0557451,0.044025
CFA3K,16.1503,15.604,15.4393,15.3147,15.7998,15.4352,15.3325,15.3103,127.808,-1.10724,0.116887,0.0898128,0.0734494,0.0532299,0.104465,0.0739486,0.0546693,0.0431754
CFA3K,16.8778,16.342,16.1584,16.0441,16.502,16.1495,16.0324,16.0143,127.806,-1.1268,0.117745,0.0904726,0.0739889,0.0536209,0.105232,0.0744918,0.0550709,0.0434925
CFA3K,15.8316,15.17,14.9739,14.7964,15.388,14.9489,14.8034,14.7639,171.327,-9.78403,0.145939,0.112136,0.0917054,0.0664603,0.13043,0.0923286,0.0682574,0.0539067
CFA3K,16.0161,15.258,15.015,14.7973,15.5303,14.9992,14.8107,14.7338,171.324,-9.80323,0.145305,0.111649,0.0913069,0.0661715,0.129863,0.0919274,0.0679608,0.0536724
CFA3K,17.0476,16.4185,16.241,16.0713,16.6214,16.2193,16.0625,16.0145,171.31,-9.7347,0.146056,0.112226,0.091779,0.0665136,0.130534,0.0924028,0.0683122,0.0539499
CFA3K,17.4316,16.7935,16.6264,16.4734,17.0009,16.5871,16.4547,16.4247,171.277,-9.75346,0.142521,0.10951,0.0895575,0.0649037,0.127375,0.0901662,0.0666588,0.0526441
CFA3K,17.7031,16.951,16.6575,16.4833,17.2681,16.6452,16.4731,16.436,171.262,-9.82007,0.142615,0.109582,0.0896165,0.0649464,0.127459,0.0902255,0.0667026,0.0526788
CFA3K,16.0161,15.4685,15.3075,15.1603,15.6561,15.284,15.1604,15.1352,171.239,-9.78176,0.142759,0.109692,0.0897071,0.0650121,0.127588,0.0903168,0.0667701,0.052732
CFA3K,16.5546,16.023,15.8705,15.7418,16.2044,15.861,15.7292,15.7128,171.231,-9.76853,0.14283,0.109747,0.0897518,0.0650445,0.127651,0.0903618,0.0668034,0.0527583
CFA3K,17.3846,16.5385,16.2179,15.9428,16.8341,16.1991,15.9475,15.8354,171.166,-9.79693,0.140044,0.107607,0.0880013,0.0637759,0.125162,0.0885994,0.0655005,0.0517294
CFA3K,15.7875,15.2584,15.1317,14.935,15.4259,15.0856,14.961,14.9407,202.811,-15.1124,0.233807,0.179652,0.14692,0.106475,0.20896,0.147919,0.109355,0.0863633
CFA3K,18.5785,17.7899,17.4997,17.1705,18.0826,17.4463,17.1726,17.0422,202.808,-15.0542,0.238167,0.183002,0.14966,0.108461,0.212857,0.150677,0.111394,0.0879737
CFA3K,17.6704,16.8793,16.6161,16.2939,17.147,16.5703,16.3311,16.2398,202.804,-15.0434,0.238005,0.182877,0.149558,0.108387,0.212712,0.150575,0.111318,0.087914
CFA3K,18.4175,17.7394,17.5782,17.3725,17.961,17.5156,17.3657,17.3253,202.754,-15.1618,0.218393,0.167808,0.137234,0.0994558,0.195184,0.138167,0.102145,0.0806697
CFA3K,15.8904,15.2233,15.0436,14.8174,15.423,14.9774,14.8249,14.7838,202.736,-15.1668,0.216586,0.166419,0.136099,0.0986328,0.193569,0.137024,0.1013,0.0800021
CFA3K,17.9205,17.3419,17.1697,16.987,17.517,17.1367,16.9989,16.9513,202.711,-15.1231,0.223551,0.171771,0.140475,0.101804,0.199793,0.14143,0.104557,0.0825747
CFA3K,17.1005,16.1909,15.8782,15.5295,16.5161,15.82,15.5416,15.4328,202.696,-15.1356,0.22165,0.17031,0.139281,0.100939,0.198094,0.140227,0.103668,0.0818726
CFA3K,18.346,17.7034,17.5672,17.3715,17.9165,17.4869,17.3261,17.2843,202.693,-15.1615,0.218699,0.168043,0.137426,0.0995949,0.195457,0.13836,0.102288,0.0807825
CFA3K,16.7989,16.1358,15.9576,15.6964,16.3321,15.9012,15.7064,15.6432,202.685,-15.1427,0.220784,0.169645,0.138737,0.100545,0.197321,0.13968,0.103263,0.0815528
CFA3K,18.1516,17.5686,17.3793,17.1515,17.77,17.3773,17.2005,17.1495,201.447,-24.6724,0.284738,0.218785,0.178924,0.129669,0.254478,0.18014,0.133175,0.105176
CFA3K,18.0446,17.4736,17.2843,17.1015,17.6662,17.2473,17.0737,17.093,201.432,-24.5918,0.301783,0.231883,0.189635,0.137431,0.269712,0.190924,0.141148,0.111472
CFA3K,16.3436,15.7316,15.5433,15.3855,15.9302,15.5205,15.3755,15.3392,201.406,-24.7075,0.265552,0.204044,0.166868,0.120932,0.237331,0.168002,0.124202,0.0980891
CFA3K,16.0986,15.6176,15.4853,15.3535,15.7888,15.4938,15.3894,15.3739,201.405,-24.5635,0.299221,0.229914,0.188025,0.136264,0.267422,0.189303,0.139949,0.110526
CFA3K,17.4976,16.6426,16.2963,16.0255,16.9806,16.2886,16.0206,15.9142,201.388,-24.6963,0.268982,0.206679,0.169023,0.122494,0.240396,0.170172,0.125806,0.0993559
CFA3K,16.2226,15.6196,15.4323,15.2845,15.8206,15.4158,15.2855,15.2489,201.351,-24.6436,0.267211,0.205318,0.16791,0.121687,0.238814,0.169052,0.124978,0.0987019
CFA3K,18.0046,17.0516,16.6353,16.2955,17.4272,16.6414,16.3233,16.1765,201.348,-24.6334,0.269722,0.207248,0.169489,0.122831,0.241058,0.17064,0.126152,0.0996295
CFA3K,17.5106,16.8716,16.6323,16.4115,17.0835,16.6053,16.3988,16.3154,201.34,-24.6671,0.254879,0.195842,0.160161,0.116071,0.227792,0.16125,0.11921,0.0941466
CFA3K,17.8156,17.1976,17.0103,16.8575,17.3605,16.9744,16.8333,16.8024,201.334,-24.7331,0.237469,0.182465,0.149221,0.108143,0.212233,0.150235,0.111067,0.0877159
CFA3K,17.2226,16.6016,16.4013,16.2485,16.8014,16.3912,16.228,16.1888,201.329,-24.6522,0.255852,0.19659,0.160773,0.116514,0.228662,0.161865,0.119665,0.0945061
CFA3K,18.5556,17.9446,17.6843,17.3885,18.2219,17.6914,17.4816,17.408,201.295,-24.5954,0.257031,0.197496,0.161513,0.117051,0.229715,0.162611,0.120216,0.0949415
CFA3K,16.2417,15.4429,15.1536,14.8935,15.7489,15.1659,14.9322,14.8384,176.462,19.7541,0.0903495,0.0694223,0.0567739,0.0411449,0.0807478,0.0571598,0.0422575,0.0333731
CFA3K,16.6732,16.1319,15.9761,15.8375,16.3162,15.987,15.8644,15.8578,176.443,19.7111,0.0901461,0.069266,0.0566461,0.0410523,0.080566,0.0570311,0.0421624,0.033298
CFA3K,16.4007,15.7954,15.5566,15.3085,16.0633,15.6005,15.3617,15.2764,176.434,19.8401,0.0921494,0.0708053,0.0579049,0.0419646,0.0823564,0.0582985,0.0430994,0.034038
CFA3K,16.7017,15.9614,15.6836,15.4534,16.2657,15.7247,15.503,15.429,176.383,19.8399,0.0900143,0.0691647,0.0565633,0.0409923,0.0804482,0.0569477,0.0421008,0.0332493
CFA3K,17.5232,17.0199,16.8651,16.7219,17.1982,16.8685,16.7456,16.7398,176.348,19.8019,0.086776,0.0666765,0.0545284,0.0395176,0.0775541,0.054899,0.0405862,0.0320532
CFA3K,18.7794,18.1281,17.9633,17.7537,18.3965,17.9293,17.7973,17.7565,275.849,29.9555,0.370933,0.285016,0.233087,0.168922,0.331513,0.234671,0.17349,0.137014
CFA3K,17.2566,16.5751,16.3891,16.1907,16.8526,16.3705,16.183,16.1067,275.849,29.8661,0.392248,0.301394,0.246481,0.178629,0.350563,0.248157,0.183459,0.144888
CFA3K,18.7622,18.1115,17.9507,17.7837,18.3735,17.9667,17.7909,17.7159,275.838,29.8724,0.391788,0.30104,0.246192,0.178419,0.350152,0.247866,0.183244,0.144718
CFA3K,15.954,15.3017,15.0861,14.8461,15.6107,15.1371,14.916,14.8112,275.837,29.9334,0.372195,0.285985,0.23388,0.169497,0.332641,0.23547,0.17408,0.137481
CFA3K,18.7796,17.9063,17.4959,17.0855,18.2427,17.495,17.0877,16.872,275.79,29.8564,0.405095,0.311265,0.254554,0.184479,0.362045,0.256284,0.189468,0.149633
CFA3K,17.309,16.5827,16.3639,16.1405,16.8449,16.3534,16.1584,16.0591,275.786,29.9237,0.381372,0.293036,0.239647,0.173676,0.340842,0.241276,0.178372,0.14087
CFA3K,17.0906,16.2905,16.0331,15.8249,16.5717,16.0243,15.8218,15.7467,275.77,29.8687,0.404818,0.311052,0.25438,0.184353,0.361797,0.256109,0.189338,0.149531
CFA3K,17.6352,16.9659,16.7431,16.5615,17.2139,16.7623,16.5807,16.5043,275.762,29.9129,0.386779,0.297191,0.243045,0.176138,0.345675,0.244697,0.180901,0.142868
CFA3K,17.715,16.8969,16.5945,16.3499,17.1901,16.5801,16.3281,16.2183,275.713,29.8741,0.402529,0.309293,0.252942,0.183311,0.359751,0.254661,0.188267,0.148685
CFA3K,18.2636,17.6237,17.4235,17.2125,17.8894,17.3828,17.1827,17.0895,275.681,29.8825,0.393472,0.302334,0.247251,0.179186,0.351657,0.248931,0.184032,0.14534
CFA3K,16.8844,16.0219,15.7393,15.5067,16.3235,15.7145,15.4843,15.3937,275.675,29.8158,0.408603,0.313961,0.256759,0.186077,0.36518,0.258504,0.191109,0.150929
CFA3K,17.9126,17.2731,17.0763,16.9205,17.4766,17.0609,16.9023,16.8571,275.668,29.8937,0.385126,0.295921,0.242006,0.175386,0.344198,0.243651,0.180128,0.142257
CFA3K,18.0228,17.0743,16.7275,16.4567,17.435,16.7537,16.4756,16.3552,275.668,29.969,0.360533,0.277025,0.226552,0.164186,0.322219,0.228092,0.168626,0.133173
CFA3K,16.268,15.5785,15.3727,15.2081,15.8116,15.3671,15.2084,15.1448,275.66,29.8886,0.385505,0.296213,0.242244,0.175558,0.344537,0.243891,0.180306,0.142397
CFA3K,16.6768,16.1815,15.9783,15.8007,16.3222,15.9802,15.8693,15.8647,190.589,-17.3547,0.1508,0.115871,0.0947599,0.0686739,0.134774,0.0954039,0.0705309,0.0557022
CFA3K,17.9538,17.2225,16.8363,16.5297,17.4527,16.8526,16.6214,16.5393,190.574,-17.4379,0.145174,0.111548,0.0912248,0.066112,0.129746,0.0918448,0.0678997,0.0536242
CFA3K,16.7178,16.1655,15.8753,15.6827,16.302,15.8788,15.7132,15.6751,190.567,-17.4783,0.143094,0.10995,0.0899176,0.0651647,0.127887,0.0905287,0.0669268,0.0528558
CFA3K,17.1908,16.6405,16.4093,16.1867,16.8079,16.3901,16.2148,16.1644,190.559,-17.3631,0.152333,0.117049,0.0957233,0.0693722,0.136144,0.0963739,0.0712481,0.0562685
CFA3K,17.2308,16.6465,16.3643,16.1837,16.8151,16.3675,16.1895,16.1434,190.546,-17.392,0.149542,0.114904,0.0939694,0.068101,0.13365,0.094608,0.0699425,0.0552375
CFA3K,15.9288,15.4105,15.1663,14.9867,15.5313,15.1608,15.0265,15.0078,190.541,-17.443,0.14604,0.112214,0.0917689,0.0665063,0.13052,0.0923926,0.0683047,0.053944
CFA3K,17.7448,17.2585,16.9923,16.8177,17.3958,17.0147,16.8682,16.8288,190.471,-17.388,0.142758,0.109692,0.0897066,0.0650118,0.127587,0.0903163,0.0667698,0.0527318
CFA3K,18.4438,17.9575,17.7513,17.6127,18.0918,17.7757,17.6667,17.6392,190.468,-17.4712,0.144864,0.11131,0.0910299,0.0659707,0.129469,0.0916485,0.0677546,0.0535096
